question,gold_answer,KG answer,file_path
"What player at the center position , who received an award from the Shaqtin ' a Fool segment of a TV show , is the son of a boxer",Marcin Gortat,Shaquille O'Neal,OTT_QA_dev_complex_00922.json
What team did Cristiano Ronaldo first play for in his youth career,CF Andorinha,Al-Nassr,CompMix_infobox_complex_00211.json
"Who is the head coach for the 2012 Superettan team whose shirt sponsor is a group of international companies headquartered in Helsinki , Finland",Patrik Werner,Kim Hellberg,OTT_QA_dev_complex_01268.json
"Who is the manager of the team formed in 1877 at the River Clyde in Glasgow , which competed in Scottish League Two in season 2017/18",Danny Lennon,"Jim Duffy
Darren Young",OTT_QA_dev_complex_01099.json
"What are the four tallest and currently-standing buildings completed in the twentieth century, and how do they rank on the current world leaderboard","[['Petronas Tower 1', '21'], ['Petronas Tower 2', '21'], ['Willis Tower', '26'], ['Jin Mao Tower', '38']]","Empire State Building|1500.0|1931-05-08T00:00:00Z
Petronas Towers|1483.0|1993-03-01T00:00:00Z
One57|1005.0|2014-01-01T00:00:00Z
Burj Khalifa|828.0|2004-01-01T00:00:00Z",Monaco_time_complex_00747.json
"Which characters were killed off in The Master and Margarita, and what was the manner of their death","[['Margarita', ""a bottle of Pontius Pilate's (poisoned) wine""], ['Mikhail Alexandrovich Berlioz', 'run over (and beheaded) by a tram'], ['Judas Iscariot', ""assassinated on Pilate's orders""], ['Yeshua Ha-Nostri', 'Crucifixion'], ['Yeshua Ha-Nostri', 'Stabbing']]","Pontius Pilatus
Yeshua Ha-Notsri
Korovyev
Margarita
Woland
...
Baron Meigel
Hella
Matthew the Apostle
Behemoth
Judas Iscariot",Monaco_non_time_complex_00854.json
What is the name of the model who won the first cycle of America's Next Top Model,Adrianne Curry,Eva Marcille,CompMix_table_complex_00331.json
Which celebrities have dated one of the Kardashian sisters,"[['Scott Disick', 'Younes Bendjima', 'Travis Barker'], ['Damon Thomas', 'Reggie Bush', 'Kris Humphries', 'Kanye West', 'Pete Davidson'], ['Rashad McCants', 'Lamar Odom', 'French Montana', 'James Harden', 'Tristan Thompson']]","Odell Beckham Jr.
Pete Davidson
wd:Q348533
Nick Lachey
Reggie Bush
Lewis Hamilton",Monaco_time_complex_00692.json
"What is the name of the Philippine shopping mall that is located in the city of the Caraga region that has a population of 154,137 people",Gaisano Capital Surigao,"Mindanao Railway
Asiga Hydro Power Plant
Agusan del Norte
Agusan del Sur
Dinagat Islands
...
Caraga candy poisonings
Butuan National Museum
Agusan River
Bislig Airport
Bancasi Airport",OTT_QA_dev_complex_01116.json
What is the name of the first book in the Wheel of Time series,The Eye of the World,The Shadow Rising|,CompMix_infobox_complex_00104.json
Which actors or actresses appeared in more than two films directed by Quentin Tarantino,"['Quentin Tarantino', 'Tim Roth', 'Michael Madsen', 'Lawrence Bender', 'Bruce Willis', 'Samuel L. Jackson', 'Uma Thurman', 'Julie Dreyfus', 'Michael Parks', 'James Parks', 'Kurt Russell', 'Zoë Bell']","Pulp Fiction|Burr Steers
Pulp Fiction|Steve Buscemi
Pulp Fiction|Rosanna Arquette
Pulp Fiction|Dick Miller
Pulp Fiction|Uma Thurman
...|...
Kill Bill: Volume 2|Michael Parks
Kill Bill: Volume 2|Larry Bishop
Kill Bill: Volume 2|Michael Bowen
Kill Bill: Volume 2|Bo Svenson
Kill Bill: Volume 2|James Parks",Monaco_time_complex_00697.json
What is the title of the first Wheel of Time book,The Eye of the World,The Wheel of Time (lang:en),CompMix_table_complex_00577.json
What celeberities that had a cameo appearance on the TV show Dave were not singers,"['Rachel McAdams', 'Charlamagne tha God', 'Angela Yee', 'Ninja', 'Kourtney Kardashian', 'Marshmello', 'Hailey Bieber', 'Kendall Jenner', 'Kyle Kuzma', 'Kareem Abdul-Jabbar', 'Zach King', 'DJ Drama', 'Kevin Hart', 'Don Cheadle', 'Megan Fox', 'Travis Barker', 'Emma Chamberlain', 'David Dobrik', 'Brad Pitt']","Lil Dicky
Evan Arnold
Gina Hecht
Christine Ko",Monaco_time_complex_00672.json
Who was the head coach of the New York Red Bulls soccer team,Gerhard Struber,Michael Bradley,CompMix_infobox_complex_00124.json
"In the ten countries with the highest HDI, what is the population growth rate along with the male and female suicide rates","[['Switzerland', '0.64', '14.2', '9.2'], ['Norway', '0.8% (2022 est.)', '13.4', '7.4'], ['Iceland', '0.89', '18.7', '9.3'], ['Sweden', '0.5% (2022 est.)', '16.9', '8.7'], ['Denmark', '0.44', '11.1', '6.3'], ['Germany', '-0.12', '12.8', '7.6'], ['Ireland', '0.91', '14.3', '4.6'], ['Singapore', '0.9', '12.7', '4.9'], ['Netherlands', '0.36', '12.5', '7.6'], ['Australia', '1.13', '17.0', '6.7']]","Norway|0.966|10.2|11.8
Norway|0.966|10.4|11.8
Norway|0.966|9.8|11.8
Norway|0.966|9.4|11.8
Switzerland|0.962|9.9|9.8
Switzerland|0.962|9.4|9.8
Switzerland|0.962|10.0|9.8
Switzerland|0.962|10.3|9.8
Iceland|0.959|11.5|11.2
Iceland|0.959|12.3|11.2",Monaco_time_complex_00661.json
Which actors have costarred with Zoe Kravitz in more than two films,"['Marc John Jefferies', 'Ezra Miller', 'Shailene Woodley', 'Theo James', 'Ray Stevenson', 'Miles Teller', 'Ansel Elgort', 'Maggie Q', 'Mekhi Phifer']","Ansel Elgort|3
Zoë Kravitz|31
Shailene Woodley|4
Miles Teller|3
Nicholas Hoult|3
Marc John Jefferies|3
Theo James|3",Monaco_time_complex_00720.json
What is the name of the performer in the Hobbit the unexpected journey,Howard Shore,"Stephen Hunter|Stephen Hunter (lang:en)
John Callen|John Callen (lang:en)
John Rawls|John Rawls (lang:en)
Conan Stevens|Conan Stevens (lang:en)
Evangeline Lilly|Evangeline Lilly (lang:en)
...|...
Barry Humphries|Barry Humphries (lang:en)
Terry Notary|Terry Notary (lang:en)
Cate Blanchett|Cate Blanchett (lang:en)
Bret McKenzie|Bret McKenzie (lang:en)
Jed Brophy|Jed Brophy (lang:en)",CompMix_infobox_complex_00174.json
"Which empire did Miguel de Cervantes, the author of Don Quixote, lived in at the time of the book's publication",Habsburg Spain,Alcalá de Henares,CompMix_infobox_complex_00001.json
When was the first time the US women's soccer team received a gold medal,1996,"1991 CONCACAF Women's Championship
1993 CONCACAF Women's Championship
2002 CONCACAF Women's Gold Cup
2006 CONCACAF Women's Gold Cup
2000 Algarve Cup
...
1994 CONCACAF Women's Championship
football at the 2024 Summer Olympics – women's tournament
football at the 2008 Summer Olympics – women's tournament
2020 SheBelieves Cup
2015 FIFA Women's World Cup",CompMix_table_complex_00431.json
What is the competition during the Bangor City FC season that was the 57th season of Europe 's premier club football tournament organised by UEFA,UEFA Champions League,Cymru Premier,OTT_QA_dev_complex_01212.json
"Who in the movie The Lord of the Rings, was the music produced by",Howard Shore,Peter Jackson,CompMix_infobox_complex_00102.json
Which battles have lead to the fall of each Shogun dynasty,"[['Oda shogunate', 'Battle of Sekigahara'], ['Toyotomi shogunate', 'Siege of Osaka'], ['Kamakura shogunate', 'siege of Kamakura'], ['Ashikaga shogunate', 'Ōnin War'], ['Tokugawa shogunate', 'Battle of Hakodate']]","Giustizia e Libertà|Spanish Civil War|Spanish Civil War (lang:en)
Georgy Dimitrov|Siege of Sevastopol|Siege of Sevastopol (lang:en)
Georgy Dimitrov|World War II|World War II (lang:en)
Georgy Dimitrov|Kerch-Feodosia Landing Operation|Kerch-Feodosia Landing Operation (lang:en)
wd:Q107014978|Eastern Front|Eastern Front (lang:en)
...|...|...
Anti-Communist Volunteer Militia|World War II in Yugoslavia|World War II in Yugoslavia (lang:en)
Military of the Safavid dynasty|Portuguese–Safavid wars|Portuguese–Safavid wars (lang:en)
Military of the Safavid dynasty|Mughal–Persian Wars|Mughal–Persian Wars (lang:en)
Military of the Safavid dynasty|Ottoman–Persian Wars|Ottoman–Persian Wars (lang:en)
Military of the Safavid dynasty|Persian–Uzbek wars|Persian–Uzbek wars (lang:en)",Monaco_non_time_complex_00880.json
What was Croatia national football team placing in the 2018 FIFA world cup,2,3.0,CompMix_infobox_complex_00182.json
How many goals did the second place score in the 2020-2021 Premier league season,22,"Leeds United F.C.|67.0
Liverpool F.C.|67.0
Manchester United F.C.|67.0
Fulham F.C.|67.0
Aston Villa F.C.|67.0
...|...
Sheffield United F.C.|67.0
Manchester City F.C.|67.0
Everton F.C.|67.0
Chelsea F.C.|67.0
Arsenal F.C.|67.0",CompMix_table_complex_00413.json
What were the origins of the foreign pharaonic dynasties that ruled over Egypt,"[['Dynasty XV (Hyksos), Avaris', 'Hyksos, Canaanite'], ['Dynasty XXII (Meshwesh), Tanis and Bubastis', 'Libya'], ['Dynasty XXV (Nubian), Memphis and Napata', 'Napata in Kush'], ['Dynasty XXVII (Persian), Babylon', 'Persian'], ['Dynasty XXXI (Persian), Babylon', 'Persia'], ['Argead dynasty (Greek), Pella', 'Greek'], ['Ptolemaic dynasty (Greek), Alexandria', 'Macedonia']]","Saif Azzuz|Libyan Americans (lang:en)|
Georgios|Nubianoj (lang:eo)|
Georgios|Nubians (lang:en-gb)|
Georgios|Nubian people (lang:en)|
Georgios|Nubiani (lang:it)|
Georgios|Nubians (lang:en-ca)|
Paccius Maximus|Nubianoj (lang:eo)|
Paccius Maximus|Nubians (lang:en-gb)|
Paccius Maximus|Nubian people (lang:en)|
Paccius Maximus|Nubiani (lang:it)|",Monaco_non_time_complex_00831.json
"During what span of years did the crime committed by a man who was captured in Argentina and had a last meal of carmel and wine , happen",1941 and 1945,1955-01-01T00:00:00Z|1989-01-01T00:00:00Z,OTT_QA_dev_complex_00979.json
Which NFL players have been awarded AP's Most Valuable Player without winning the Super Bowl that year,"['Norm Van Brocklin', 'Jim Taylor', 'Earl Morrall', 'Roman Gabriel', 'John Brodie', 'Alan Page', 'O. J. Simpson', 'Ken Stabler', 'Fran Tarkenton', 'Walter Payton', 'Earl Campbell', 'Brian Sipe', 'Dan Marino', 'Marcus Allen', 'John Elway', 'Boomer Esiason', 'Barry Sanders', 'Rich Gannon', 'Steve McNair', 'LaDainian Tomlinson', 'Adrian Peterson', 'Cam Newton', 'Matt Ryan', 'Jim Brown', 'Johnny Unitas', 'Bert Jones', 'Ken Anderson', 'Steve Young', 'Brett Favre', 'Peyton Manning', 'Shaun Alexander', 'Aaron Rodgers', 'Patrick Mahomes', 'Lamar Jackson', 'Y. A. Tittle', 'Joe Montana', 'Thurman Thomas', 'Kurt Warner', 'Tom Brady']","Patrick Mahomes|Super Bowl LIX
Patrick Mahomes|Super Bowl LIX
Patrick Mahomes|Super Bowl LIX
Patrick Mahomes|Super Bowl LIX
Patrick Mahomes|Super Bowl LIX
...|...
Patrick Mahomes|Super Bowl LIX
Patrick Mahomes|Super Bowl LIX
Patrick Mahomes|Super Bowl LIX
Patrick Mahomes|Super Bowl LIX
Patrick Mahomes|Super Bowl LIX",Monaco_time_complex_00638.json
What are the birth countries of players in roster of the Denver Nuggests,"['U.S.', 'Slovenia', 'United States', 'Serbia', 'Canada', 'US', 'Beverley Hills, California, U.S', 'Australia']","Bruce Brown Jr.|United States
Mark Bryant|United States
Arvid Kramer|United States
Geoff Crompton|United States
Tyler Lydon|United States
...|...
Matt Fish|United States
Loren Meyer|United States
Keith Jennings|United States
Zendon Hamilton|United States
Nikoloz Tskitishvili|Georgia",Monaco_time_complex_00743.json
What was the fifth shortest game duration in minutes when the Los Angeles Dodgers played the Philadelphia Phillies in the National League Championship Series,156,"Rookie of the Year|104.0
Rookie of the Year|104.0
Rookie of the Year|104.0
Rookie of the Year|104.0
Rookie of the Year|104.0
...|...
Fort Bragg Game|179.0
Fort Bragg Game|179.0
Fort Bragg Game|179.0
Fort Bragg Game|179.0
Fort Bragg Game|179.0",Sportsreason_TANQ_complex_01488.json
What does each of the major Yoruba deities represent,"[['Olodumare', 'The Source of Creation'], ['Olorun', 'the Ruler of Heaven'], ['Olofi', 'The Palace, conduit between Orún (Heaven) and Ayé (Earth)'], ['Orunmila', 'Wisdom, divination, destiny, and foresight'], ['Ori', 'spiritual intention/destiny'], ['Aganjú', 'Orisha'], ['Agemo', 'Fertility'], ['Ọbalúayé', 'Earth, infectious disease, and healing'], ['Erinlẹ̀', 'a great hunter who became an orisha'], ['Èṣù', 'Trickery, Crossroads, Misfortune, Chaos, Death, Travelers, Messenger'], ['Ibeji', 'a pair of twins'], ['Lógunẹ̀dẹ', 'a warrior and hunter'], ['Ọbàtálá', 'Light, spiritual purity, and moral uprightness'], ['Odùduwà', 'Progenitor orisha of the Yorubas'], ['Ògún', 'Iron, fire, hunting, agriculture and war'], ['Okó', 'A hunter and farmer'], ['Osanyin', 'The forest, herbs and medicine'], ['Oṣùmàrè', 'Creation and procreation'], ['Ọ̀ṣọ́ọ̀sì', 'the hunt, forest, strategy and the knowledge'], ['Ṣàngó', 'Thunder, Lightning, Fire, Justice, Dance, Virility'], ['Akògún', 'A warrior and hunter'], ['Ajé', 'the power that makes things happen and produces change'], ['Ayao', 'air'], ['Yewa', 'The Yewa River, cemeteries, dreams, virginity, clarity, magic, abused or abandoned children, the initiator of change'], ['Nàná Bùkùú', 'mother supreme creator'], ['Ọbà', 'the senior wife of Shango'], ['Ọtìn', 'The river Otín'], ['Olókun', 'ruler of all bodies of water and for the authority over other water deities'], ['Ọ̀ṣun', 'Love, intimacy, beauty, wealth, diplomacy, and the Ọ̀ṣun river'], ['Ọya', 'wind, lightning, fertility, fire, and magic.'], ['Yemọja', 'Women and the Ogun river'], ['Yemowo', 'The water']]","Aroni
Olorun
Sopona",Monaco_non_time_complex_00770.json
Which playable characters in the original Soulcalibur game are also in the most recent game of the franchise,"['Astaroth', 'Cervantes de Leon', 'Chai Xianghua', 'Heishiro Mitsurugi', 'Hwang Seong-gyeong', 'Inferno', 'Nightmare', 'Seong Mi-na', 'Siegfried Schtauffen', 'Sophitia Alexandra', 'Taki', 'Voldo', 'Yoshimitsu']","Cervantes de Leon
Charade
Heihachi Mishima
Sophitia Alexandra
Necrid
...
Nightmare
Link
Raphael Sorel
Spawn
Astaroth",Monaco_time_complex_00695.json
"Sort the badminton players by the number of tournaments listed for them in 2013, from highest to lowest. What is the number of tournaments for the player ranked third",5,"Monika Cassens|323
Gillian Gilks|255
Edgar Michalowsky|211
Erfried Michalowsky|208
Petra Michalowsky|183
Petya Nedelcheva|176
Denyse Julien|176
George Alan Thomas|157
Nora Perry|154
Angela Michalowski|154",Sportsreason_TANQ_complex_01451.json
How much is the budget of 2001: A Space Odyssey movie,$10.5 million,10500000.0,CompMix_table_complex_00589.json
Which leading works by Chaucer included themes of a religious nature,"['Translation of Roman de la Rose', 'The Book of the Duchess', 'The House of Fame', 'Parlement of Foules', 'The Canterbury Tales', ""Translation of Boethius' Consolation of Philosophy"", 'The Legend of Good Women']","The Book of the Duchess
The compleynt unto Pity
The compleynt of Venus
Chaucer's complaint unto his purse
The Complaint of Mars
...
Troilus and Criseyde
A Treatise on the Astrolabe
Anelida and Arcite
Boece
The House of Fame",Monaco_non_time_complex_00881.json
Add together the number of races in the earliest and latest championship seasons won by Michael Schumacher that are described in the available information.,33,16.0,Sportsreason_TANQ_complex_01494.json
What is the greatest number of races held in a Formula One season where Lewis Hamilton won the Drivers' Championship and Mercedes won the Constructors' Championship,21,"Lewis Hamilton|310.0
Lewis Hamilton|310.0
Lewis Hamilton|310.0
Lewis Hamilton|310.0
Lewis Hamilton|310.0
...|...
Red Bull Racing|259.0
Red Bull Racing|262.0
Red Bull Racing|131.0
Max Verstappen|163.0
Max Verstappen|166.0",Sportsreason_TANQ_complex_01461.json
What is the 2004–05 ISU Junior Grand Prix 's country population where the 2004 JGP Ukrainian Souvenir was held on Sept. 29 - Oct. 3,42 million,41167335.0,OTT_QA_dev_complex_01206.json
What was the name of the editor of the movie Stony Island,Dov Hoenig,"Tamar Simon Hoffs
Andrew Davis",CompMix_infobox_complex_00200.json
"Sort all games from the 2018 World Series, 2013 American League Championship Series, and 1975 American League Championship Series by attendance from highest to lowest. What was the attendance of the third game in this sorted list",53114,"0
0
0
0
0
0
0
0
0
0",Sportsreason_TANQ_complex_01323.json
"Listed by date of Theatrical release, chronologically, what are Neil Simon's plays which have also been made into movies","['Come Blow Your Horn (1961)', 'Barefoot in the Park (1963)', 'The Odd Couple (1965)', 'Sweet Charity (1966)', 'The Star-Spangled Girl (1966)', 'Plaza Suite (1968)', 'Last of the Red Hot Lovers (1969)', 'The Gingerbread Lady (1970)', 'The Sunshine Boys (1972)', 'The Prisoner of Second Avenue (1971)', 'California Suite (1976)', 'Chapter Two (1977)', 'I Ought to Be in Pictures (1980)', 'Brighton Beach Memoirs (1983)', 'Biloxi Blues (1985)', 'Broadway Bound (1986)', 'Lost in Yonkers (1991)', ""Jake's Women (1992)"", 'Laughter on the 23rd Floor (1993)', 'London Suite (1995)']","The Odd Couple
Come Blow Your Horn
Lost in Yonkers
Brighton Beach Memoirs
Biloxi Blues
The Goodbye Girl",Monaco_non_time_complex_00807.json
"What was the highest attendance figure for any game played in the 2018 World Series, 2013 American League Championship Series, or 1975 American League Championship Series",54400,"2026 European Men's Handball Championship|529793.0
France v Ukraine|1000.0
Bundesgartenschau 2005|3000000.0
2020 Skate America|0.0
2020 NRL Grand Final|37303.0
...|...
2023 Rugby World Cup Final|80065.0
2000 Suzuka 8 Hours|80000.0
Autumn Nations Cup|2000.0
Fantômas|4493576.0
Bullet Train|1229270.0",Sportsreason_TANQ_complex_01439.json
"Besides chest pain, what are the signs that may indicate someone is having a heart attack","['Shortness of breath', 'Nausea/vomiting', 'Dizziness', 'Lightheadedness', 'Cold sweat', 'Feeling tired', 'Arm pain', 'Neck pain', 'Back pain', 'Jaw pain', 'Stomach pain', 'Decreased level of consciousness', 'Total loss of consciousness']","edema
necrosis
angina pectoris
nausea
chest pain",Monaco_non_time_complex_00863.json
What television shows produced by Renaissance Pictures were filmed in New Zealand,"['Hercules: The Legendary Journeys', 'Xena: Warrior Princess', 'Young Hercules', 'Jack of All Trades', 'Cleopatra 2525', 'Legend of the Seeker', 'Ash vs Evil Dead']","Waru
The Mutiny of the Bounty
Sweet Tooth
X
Squeeze
...
The Hobbit: The Battle of the Five Armies
The Navigator: A Medieval Odyssey
The Legend of Zorro
Wendy Wu: Homecoming Warrior
Goodbye Pork Pie",Monaco_time_complex_00713.json
"Which Coldplay song, Fix You or  Viva la Vida, has a longer album version",Fix You,"Mind, volume 3|74.0
You're Dead|100.0
Tinko|91.0
Mind, volume 4|56.34
wd:Q10003077|83.0
...|...
A Babysitter's Guide to Monster Hunting|94.0
wd:Q99982093|81.0
BigBug|111.0
Buck ai confini del cielo|93.0
Reef Blower|3.0",CompMix_infobox_complex_00052.json
which common vegetables provide more than 9% of the recommended daily value of vitamin C,"['cabbage', 'cauliflower', 'broccoli', 'red cabbage', 'Savoy cabbage', 'collard greens', 'napa cabbage', 'bok choy', 'radish', 'daikon', 'Swiss chard', 'celtuce', 'green bean', 'snap pea', 'potato', 'tomato', 'scallion', 'garlic', 'leek', 'bell pepper', 'spinach', 'yam', 'Brussels sprouts', 'kale', 'kohlrabi', 'turnip', 'Chinese cabbage', 'parsnip', 'French bean', 'pea', 'snow pea', 'pumpkin', 'squash', 'zucchini (courgette)', 'spring onion', 'pepper', 'sweet pepper', 'sweet potato', 'cassava', 'zucchini']","Avocado Ice Cream
Avocado Ice Cream
Avocado Ice Cream
Avocado Ice Cream
Avocado Ice Cream
...
calabash noodle soup
calabash noodle soup
calabash noodle soup
calabash noodle soup
calabash noodle soup",Monaco_non_time_complex_00812.json
In 2021-2022 season how many teams took part in the Scottish Cup,113,42.0,CompMix_table_complex_00549.json
In 2020 which American country singer received the National Medal of Arts,Toby Keith,"Ron Howard
Kirk Douglas
Carlisle Floyd
Catherine Filene Shouse
The Tabernacle Choir at Temple Square
...
Sydney Joseph Freedberg
Allen Toussaint
Roy Neuberger
Donald Hall
Jan Peerce",CompMix_table_complex_00533.json
"Where is the location of the photo on the album cover, where the 4 members of the Beatles walk across the road",Abbey Road,"United Kingdom
United States",CompMix_infobox_complex_00000.json
What is the birth name of the second celebrity that was eliminated from Guy 's team on season three of Rachael vs . Guy : Celebrity Cook-Off,Robert Matthew Van Winkle,"Tiffany
Vanilla Ice
Judy Gold
Penn Jillette
Florence Henderson
Herschel Walker
Jake Pavelka
Chris Kattan",OTT_QA_dev_complex_01011.json
Who was the first winner of the first season of the TV series Survivor,Richard Hatch,Tommy Sheehan,CompMix_table_complex_00399.json
"How did the founders of Marietta prevent its historic mound , listed on the List of burial mounds in the United States , from being destroyed",by establishing the city cemetery around it,"Tatyana Kolotilshchikova|Perm
Karel Matěj Čapek-Chod|Vinohrady Cemetery
Tadeusz Borowski|Powązki Military Cemetery
Joseph C. O'Mahoney|Mount Olivet Cemetery
Myron V. George|Memorial Lawn Cemetery
...|...
Buckshot Roberts|Blazer Cemetery
Bucky Harris|Hughestown
Jean-Laurent Cochet|Cimetière parisien de Bagneux
Buckwheat Zydeco|Calvary Cemetery
Olympiy Rudakov|Serafimovskoe Cemetery",OTT_QA_dev_complex_01065.json
What year did Charles Barkley begin his professional basket ball career and who were his teammates,"['1984', 'Cheeks, Maurice', 'Erving, Julius', 'Johnson, Clemon', 'Johnson, George', 'Jones, Bobby', 'Malone, Moses', 'Richardson, Clint', 'Threatt, Sedale', 'Toney, Andrew', 'Williams, Sam', 'Wood, Leon']","1984-01-01T00:00:00Z|Philadelphia 76ers
1984-01-01T00:00:00Z|Houston Rockets
1984-01-01T00:00:00Z|Phoenix Suns
1984-01-01T00:00:00Z|Auburn Tigers men's basketball",Monaco_non_time_complex_00885.json
"Who was the major shareholders in the club that the 2008 Guangzhou Pharmaceutical F.C . transger player born June 12 , 1983 previously played at",Beijing Institute of Technology ( BIT ) and Joan Oliver,"Robert Mallet-Stevens|École des beaux-arts de Lille
Gennady Golovkin|World Boxing
University of Toronto School of Graduate Studies|University of Toronto
University of Toronto School of Graduate Studies|University of Toronto
University of Toronto School of Graduate Studies|University of Toronto
...|...
Eugen Haagen|Robert Koch Institute
Eugen Haagen|Reichsuniversität Straßburg
Eugen Haagen|Robert Koch Institute
Eugen Haagen|Reichsuniversität Straßburg
Eugen Haagen|Robert Koch Institute",OTT_QA_dev_complex_01146.json
According to the 11 Nov 2021 result who called the most capped player in Brazil Nation Football Team,Cafu,"Bud Holloway|1.0
Bud Rose|1.0
Bud Sennett|1.0
Bud Poile|311.0
1941–42 Cupa României|23.0
...|...
2015 ST600 All Japan Road Race Championship|7.0
2016 ST600 All Japan Road Race Championship|7.0
1976 Intertoto Cup|132.0
Ricardo Tavarelli|1.0
Marián Cisár|73.0",CompMix_table_complex_00311.json
"How many games were played by the Boston Red Sox in the 1975 American League Championship Series, the 2013 American League Championship Series, and the 2018 World Series",14,"Bud Holloway|1.0
Bud Rose|0.0
Bud Rose|1.0
Bud Sennett|0.0
Bud Sennett|1.0
...|...
2015 ST600 All Japan Road Race Championship|7.0
2016 ST600 All Japan Road Race Championship|7.0
1976 Intertoto Cup|132.0
Ricardo Tavarelli|1.0
Marián Cisár|73.0",Sportsreason_TANQ_complex_01441.json
What was the nick name of the New York City Football club,The Pigeons,New York City FC,CompMix_infobox_complex_00233.json
What is the name of the lake that is beside which Canadian city that had the least amount of residents in the latest year,Lake Ontario,"Boston|Neponset River
Boston|Mystic River
Boston|Charles River
Boston|Boston Harbor
Gabon|Atlantic Ocean
...|...
Nijswiller|Selzerbeek
Wahlwiller|Selzerbeek
Jaroměř|Elbe
Eys|Eyserbeek
Castaway Cay|Atlantic Ocean",OTT_QA_dev_complex_01237.json
How many matches has Joshua Kimmich played for Germany national football team,64,"1.0
2.0",CompMix_infobox_complex_00246.json
What is the rank of the is the metropolitan statistical area in the United States that is the 18th largest metropolitan area in the world,"Los Angeles-Long Beach-Anaheim , CA MSA","University of California, Davis|8525.0
University of California, Davis|8525.0
University of California, Davis|8525.0
University of California, Davis|8525.0
University of California, Davis|8525.0
...|...
University of California, Santa Barbara|9710.0
Berlin|3782202.0
University at Buffalo|6798.0
University at Buffalo|6798.0
University at Buffalo|6798.0",OTT_QA_dev_complex_01195.json
Who is the character that Robin ends up marrying in the last season of How I Met Your Mother,Barney Stinson,Lily Aldrin,CompMix_table_complex_00318.json
Which movie did Stuart Craig win an award for working on in 1980,The Elephant Man,"Alan Lee
Carolyn Scott
Rolf Zehetbauer
Christian M. Goldbeck
Poor Things
All Quiet on the Western Front
Tamara Deverell
Zsuzsanna Sipos
John Truscott
The Dove",CompMix_infobox_complex_00144.json
What were the reasons that caused each of Britain's past four PMs to resign,"['The Leave vote.', 'On 22 April it was announced that the leaders of 70 Conservative Associations had signed a petition calling for a vote of no confidence.', 'he had lied to the Commons on numerous occasions', 'She was pilloried in national and international press as a u-turner, and a chaotic vote on fracking along with the resignation of Braverman as home secretary compounded a rapid deterioration of confidence in her leadership.']","Boris Johnson|apology to the House of Commons (lang:en)
Theresa May|apology to the House of Commons (lang:en)
David Cameron|Greensill scandal (lang:en)
Boris Johnson|2022 vote of confidence in Boris Johnson (lang:en)
Clement Attlee|funeral (lang:en)
...|...
Winston Churchill|death (lang:en-ca)
Winston Churchill|death (lang:en-gb)
Winston Churchill|death (lang:en-us)
Boris Johnson|COVID-19 pandemic in London (lang:en)
Margaret Thatcher|assassination attempt (lang:en)",Monaco_time_complex_00656.json
What is the population of the city which is the location of a Malaysian Diplomatic Consulate mission of a country that lies about 137 kilometres above the equator,"497,097",|8460088.0,OTT_QA_dev_complex_00983.json
"What is the total number of games played by the Boston Red Sox across the 2018 World Series, the 2013 American League Championship Series, and the 1975 American League Championship Series",14,"Bud Holloway|1.0
Bud Poile|311.0
Randy McKay|932.0
Geoff Kinrade|1.0
Fred Arthur|80.0
...|...
Bryce Salvador|786.0
Mark Greig|125.0
Jaroslav Otevřel|16.0
Alexander Svitov|179.0
Marián Cisár|73.0",Sportsreason_TANQ_complex_01392.json
How many goals did Eden Hazard scored for Belgium national football team,33,"0.0
1.0",CompMix_table_complex_00519.json
Which Game of Thrones main characters were killed off in the penultimate episode of each season,"['Robb Stark', 'Talisa Maegyr', 'Catelyn Stark', 'Sandor The Hound Clegane', 'Varys', 'Jaime Lannister', 'Cersei Lannister', 'Ygritte', 'Ramsay Bolton', 'Eddard Ned Stark']",White Walker,Monaco_non_time_complex_00897.json
Who won the America's Next Top Model in the season next to Adrianne Curry's cycle,Yoanna House,Ann Ward,CompMix_table_complex_00381.json
What was the name of the novel Charles Dicken wrote before Oliver Twist,The Pickwick Papers,"The Mystery of Edwin Drood|The Mystery of Edwin Drood (lang:en)
Hard Times: For These Times|Hard Times: For These Times (lang:en)
Our Mutual Friend|Our Mutual Friend (lang:en)
Oliver Twist|Oliver Twist (lang:en)
David Copperfield|David Copperfield (lang:en)
Martin Chuzzlewit|Martin Chuzzlewit (lang:en)
Great Expectations|Great Expectations (lang:en)
Barnaby Rudge|Barnaby Rudge (lang:en)
The Old Curiosity Shop|The Old Curiosity Shop (lang:en)
A Tale of Two Cities|A Tale of Two Cities (lang:en)",CompMix_table_complex_00461.json
