source_row_id,question,gold_answer,KG answer,file_path,taxonomy_label,LLM explanation,difference_severity
42,Which is the national team of Salif Diao?,Senegal national football team,Senegal,SimpleQA/CompMix_table_simple_qa/00007.json,Higher accuracy in Table than in KG,"The Gold answer specifies 'Senegal national football team', which is the complete and standard term for the team. The KG answer 'Senegal' is a bare country name that omits the critical 'national football team' descriptor, making it incomplete for the question. The difference is moderate due to missing contextual specificity.",moderate
45,where was the super bowl 52 played at,"U.S. Bank Stadium, Minneapolis, Minnesota",U.S. Bank Stadium|U.S. Bank Stadium (lang:en),SimpleQA/NQ_table_test_simple/00465.json,Higher accuracy in Table than in KG,"Gold answer provides full location (U.S. Bank Stadium, Minneapolis, Minnesota), while KG answer only states venue name. KG is a subset lacking city/state, making Gold more complete and precise. No factual conflict or time sensitivity.",moderate
62,where does this season's survivor take place,"Mamanuca Islands, Fiji",Mamanuca Islands (lang:en),SimpleQA/NQ_table_test_simple/00918.json,Higher accuracy in Table than in KG,"Gold answer includes country 'Fiji' which is missing in KG answer. Core location 'Mamanuca Islands' is identical, but Gold provides complete geographical context. KG's '(lang:en)' is irrelevant formatting. Difference is minor as country is standard location detail.",minor
69,Where was Hawaii Five-O filmed?,"Oahu, Hawaii",Hawaii|Hawaii (lang:en),SimpleQA/CompMix_table_simple_qa/00306.json,Higher accuracy in Table than in KG,"Gold answer specifies Oahu, Hawaii (island and state), while KG answer only states Hawaii (state). The Gold answer is more precise and complete, as Hawaii Five-O was filmed specifically on Oahu, not the entire state. The KG answer omits the critical island detail.",major
71,Who is the spouse of Rudyard Kipling?,Caroline Starr Balestier Kipling,Caroline Starr Balestier,SimpleQA/CompMix_table_simple_qa/00235.json,Higher accuracy in Table than in KG,"Gold answer provides full married name (Balestier Kipling), while KG answer only gives maiden name (Balestier). Missing surname makes KG answer incomplete for spouse context, as the question requires the name used after marriage.",major
81,when was the last time arsenal win premier league,2003–04,2004,SimpleQA/NQ_table_test_simple/00375.json,Higher accuracy in Table than in KG,"Gold answer '2003–04' provides the complete standard season format (2003-04), which is the precise historical reference for Arsenal's Premier League win. KG answer '2004' is a bare year shorthand that omits the starting year, making it less precise and incomplete. Gold is the standard representation.",minor
88,list of local government area in benue state,Ado | Agatu | Apa | Buruku | Gboko | Guma | Gwer East | Gwer West | Katsina-Ala | Konshisha | Kwande | Logo | Makurdi | Obi | Ogbadibo | Ohimini | Oju | Okpokwu | Otukpo | Tarka | Ukum | Ushongo | Vandeikya,"Guma|Guma (lang:en)
Gboko|Gboko (lang:en)
Agatu|Agatu (lang:en)
Otukpo|Otukpo (lang:en)
Obi|Obi (lang:en)
...|...
Okpokwu|Okpokwu (lang:en)
Tarka|Tarka (lang:en)
Ukum|Ukum (lang:en)
Ushongo|Ushongo (lang:en)
Vandeikya|Vandeikya (lang:en)",SimpleQA/NQ_table_test_simple/00340.json,Higher accuracy in Table than in KG,"The Gold answer lists 23 LGAs, while the KG answer (as provided) lists only 10, which are a subset of the Gold answer. The KG answer is missing 13 LGAs (e.g., Ado, Apa, Buruku). The Gold answer is more complete, so the Table has higher accuracy. The difference is major due to significant missing content.",major
105,when does the nba season end this year,"April 11, 2018",April,SimpleQA/NQ_table_test_simple/00769.json,Higher accuracy in Table than in KG,"Gold answer provides specific end date (April 11, 2018) while KG answer only states month (April). Gold is more precise and complete, as the day is missing in KG answer. Core month is correct but day is critical for the date. Severity: moderate.",moderate
125,what is the strongest earthquake in the united states,1964 Alaska earthquake and tsunami | 1700 Cascadia earthquake,1964 Alaska great earthquake and tsunami|9.2|1964 Alaska great earthquake and tsunami (lang:en),SimpleQA/NQ_table_test_simple/00115.json,Higher accuracy in Table than in KG,"Gold answer lists two key earthquakes (1964 and 1700), while KG answer only lists the 1964 event with magnitude 9.2. KG omits the 1700 Cascadia earthquake, a critical omission for the question about the strongest earthquake in U.S. territory. Major completeness difference.",major
133,who plays sheila carter on the bold and the beautiful,Kimberlin Brown (1990–) | Michelle Stafford (2006–07),Kimberlin Brown|Kimberlin Brown (lang:en),SimpleQA/NQ_table_test_simple/00850.json,Higher accuracy in Table than in KG,"Gold answer lists both Kimberlin Brown (1990–) and Michelle Stafford (2006–07). KG answer only lists Kimberlin Brown without dates and omits Michelle Stafford. KG is missing a key actor, making it incomplete. Difference is major.",major
146,where was the german fleet scuttled in 1919,"Scapa Flow, Orkney, Scotland",Scapa Flow|Scapa Flow (lang:en),SimpleQA/NQ_table_test_simple/00761.json,Higher accuracy in Table than in KG,"The Gold answer provides the full location (Scapa Flow, Orkney, Scotland), while the KG answer only states 'Scapa Flow'. The missing context (Orkney, Scotland) is standard for this historical event, making the Gold answer more complete and precise. Core location matches, but KG lacks essential geographical specificity.",moderate
161,Which weapons are of the type anti-materiel rifles ?,Steyr IWS 2000 | Steyr HS .50 | Istiglal | AMR-2 | Zijiang M99 | RT-20 | Vidhwansak | Pindad SPR-2 and SPR-3 | Shaher | Tor | KSVK | SV-18 | Zastava M93 Black Arrow | Denel NTW-20 | Snipex Alligator | Accuracy International AW50 | Accuracy International AS50 | Accuracy International AX50 | Barrett M82A1/M107 | Barrett M99 | Barrett XM109 | Barrett XM500 | Anzio 20mm rifle | Desert Tech HTI,"Gepard|Gepard (lang:en)
AMR-2|AMR-2 (lang:en)
Snipex Alligator|Snipex Alligator (lang:en)
Solothurn S-18/100|Solothurn S-18/100 (lang:en)
Accuracy International AW50|Accuracy International AW50 (lang:en)
...|...
Barrett M99|Barrett M99 (lang:en)
Barrett XM109|Barrett XM109 (lang:en)
Accuracy International AX50|Accuracy International AX50 (lang:en)
Accuracy International AS50|Accuracy International AS50 (lang:en)
AM-50 Sayyad|AM-50 Sayyad (lang:en)",SimpleQA/Qampari_wikitables_simple/00033.json,Higher accuracy in Table than in KG,"The Gold answer lists 25 anti-materiel rifles. The KG answer (as provided) includes 8 from Gold but misses 17 and adds 3 incorrect weapons (Gepard, Solothurn S-18/100, AM-50 Sayyad). The KG answer is incomplete and contains errors relative to the Gold reference. Difference is major.",major
166,who played taylor on the bold and beautiful,Hunter Tylo (1990–) | Sherilyn Wolter (1990),Hunter Tylo|Hunter Tylo (lang:en),SimpleQA/NQ_table_test_simple/00442.json,Higher accuracy in Table than in KG,"Gold lists two actors (Hunter Tylo from 1990 onward and Sherilyn Wolter in 1990), while KG lists only Hunter Tylo, omitting Sherilyn Wolter who was the original actress. This is a major completeness issue as Sherilyn Wolter's role is a key historical fact.",major
168,what is the shannara chronicles season 2 based on,The Sword of Shannara Trilogy,Shannara|Shannara (lang:en),SimpleQA/NQ_table_test_simple/00468.json,Higher accuracy in Table than in KG,"Gold answer specifies 'The Sword of Shannara Trilogy' (correct source), KG answer only states 'Shannara' (vague, omits key title detail). Gold is more complete and precise, making KG answer incomplete. Difference is major as the missing detail is critical for identifying the source material.",major
174,where is the ucla usc game being played,UCLA | USC | Rose Bowl | Coliseum,Los Angeles Memorial Coliseum|Los Angeles Memorial Coliseum (lang:en),SimpleQA/NQ_table_test_simple/00372.json,Higher accuracy in Table than in KG,"The Gold answer includes the correct venue (Rose Bowl) and an incorrect venue (Coliseum), while the KG answer provides only the incorrect venue (Coliseum). The Gold answer is more accurate as it contains the correct venue for the UCLA-USC game.",major
177,What are the professional wrestling memorial shows since 1980?,"Mike Marino Memorial Shield | Von Erich Memorial Parade of Champions | Eddie Graham Memorial Show | Bruiser Brody Memorial Show | [[Starrcade (1990)|Pat OConnor Memorial International Cup Tag Team Tournament]] | Ilio DiPaolo Memorial Show | Eddie Gilbert Memorial Brawl | Eddie Gilbert Memorial Show | Plum Mariko Memorial Show | Brian Pillman Memorial Show | Curtis Comes Home | Gary Albright Memorial Show | Mark Curtis Memorial Weekend of Champions | Giant Baba Memorial Spectacular | Terry Gordy Memorial Show | Yokozuna Memorial Show | Giant Baba Memorial Six Man Tag Team Tournament | Big Dick Dudley Memorial Show | Jeff Peterson Memorial Cup | Mike Lockwood Memorial Show | Fred Ward Memorial Show | Mike Lockwood Memorial Tournament | Mark Curtis Memorial Reunion | Chris Candido Memorial Show | Bruiser Brody Memorial Cup | Shinya Hashimoto Memorial Six-Man Tag Team Tournament | Pitbull/Public Enemy Tag Team Memorial Cup | Eddie Graham Memorial Battle of the Belts | Sensational Sherri Memorial Cup Tournament | Shinya Hashimoto Memorial Legacy Cup Tournament | Walter ""Killer"" Kowalski Memorial Show | Dennis Coralluzzo Invitational | A Nightmare To Remember","Gary Albright Memorial Show|Gary Albright Memorial Show (lang:en)|2000-04-19T00:00:00Z
Terry Gordy Memorial Show|Terry Gordy Memorial Show (lang:en)|2001-08-11T00:00:00Z
Yokozuna Memorial Show|Yokozuna Memorial Show (lang:en)|2001-11-29T00:00:00Z
Big Dick Dudley Memorial Show|Big Dick Dudley Memorial Show (lang:en)|2002-01-01T00:00:00Z
Mike Lockwood Memorial Show|Mike Lockwood Memorial Show (lang:en)|2003-11-15T00:00:00Z
Fred Ward Memorial Show|Fred Ward Memorial Show (lang:en)|2004-01-01T00:00:00Z
Eddie Graham Memorial Battle of the Belts|Eddie Graham Memorial Battle of the Belts (lang:en)|2007-01-01T00:00:00Z
Killer Kowalski Memorial Show|Killer Kowalski Memorial Show (lang:en)|2008-10-26T00:00:00Z",SimpleQA/Qampari_wikitables_simple/00035.json,Higher accuracy in Table than in KG,"Gold answer lists 33 memorial shows since 1980, while KG answer lists only 8 (a subset) with dates. The KG answer is incomplete, missing 25 shows. The question does not require dates, so the added dates do not compensate for the missing shows. Gold answer is more complete and accurate for the query.",major
185,What were the different numeral systems ?,Proto-cuneiform numerals | Egyptian numerals | Chinese numerals Japanese numerals Korean numerals (Sino-Korean) Vietnamese numerals (Sino-Vietnamese) | Aegean numerals | Bengali numerals | Roman numerals | Hebrew numerals | Greek numerals | Armenian numerals | Khmer numerals | Thai numerals | Abjad numerals | Eastern Arabic numerals | Vietnamese numerals (Chữ Nôm) | Glagolitic numerals | Cyrillic numerals | Burmese numerals | Cistercian numerals | Maya numerals | Muisca numerals | Korean numerals (Hangul) | Sinhala numerals | Pentimal runes | Binary | Ternary | Quaternary | Quinary | Senary | Octal | Decimal / Denary | Duodecimal | Hexadecimal | Vigesimal | Sexagesimal | [[Unary numeral system|Unary]](Bijectivebase1) | Balanced ternary | Quater-imaginary base | Golden ratio base,"Cistercian numerals|Cistercian numerals (lang:en)
senary|senary (lang:en)
Proto-Cuneiform numerals|Proto-Cuneiform numerals (lang:en)
Ionian numerals|Ionian numerals (lang:en)
Dravidian numerals|Dravidian numerals (lang:en)
...|...
Tibetan numeral|Tibetan numeral (lang:en)
Persian numeral|Persian numeral (lang:en)
Urdu numerals|Urdu numerals (lang:en)
Odia numerals|Odia numerals (lang:en)
Chinese numerals|Chinese numerals (lang:en)",SimpleQA/Qampari_wikitables_simple/00069.json,Higher accuracy in Table than in KG,"Gold answer provides a comprehensive list of numeral systems; KG answer is truncated and misses most systems (e.g., Roman, Egyptian, Chinese) while including some not in Gold (e.g., Ionian numerals, which is a subset of Greek numerals). Gold is significantly more complete.",major
197,where did the battle of freeman's farm take place,"Stillwater, Saratoga County, New York",Stillwater|Stillwater (lang:en),SimpleQA/NQ_table_test_simple/00618.json,Higher accuracy in Table than in KG,"Gold answer specifies full location (Stillwater, Saratoga County, New York) while KG answer only provides 'Stillwater'. The Gold answer is more precise and complete, as county and state are essential to identify the correct historical location. KG answer is a subset of Gold without critical context.",moderate
207,What is the place of birth of the soccer player Sadio Mané,"Bambali, Sédhiou, Senegal",Bambali,ComplexQA/CompMix_infobox_complex/00284.json,Higher accuracy in Table than in KG,"Gold answer provides full location (Bambali, Sédhiou, Senegal); KG answer only gives town. KG is a subset, so Gold is more complete and accurate. No conflict, but missing region/country reduces precision.",moderate
215,genre of diary of a wimpy kid the getaway,Children's novel | Graphic Novel,"humorous fiction (lang:en)
children's fiction (lang:en)",SimpleQA/NQ_table_test_simple/00095.json,Higher accuracy in Table than in KG,"Gold answer includes 'Graphic Novel', a key genre for the book, which KG misses. KG adds 'humorous fiction' but omits the primary format genre. The omission of 'Graphic Novel' is a major inaccuracy for this series.",major
216,when did the jurassic park movies come out,1993 | 1997 | 2001 | 2015 | 2018,"Jurassic Park|Jurassic Park (lang:en)|1993
The Lost World: Jurassic Park|The Lost World: Jurassic Park (lang:en)|1997
Jurassic Park III|Jurassic Park III (lang:en)|2001",SimpleQA/NQ_table_test_simple/00815.json,Higher accuracy in Table than in KG,"Gold answer lists all five Jurassic Park movie release years (1993, 1997, 2001, 2015, 2018), while KG answer only provides the first three (1993, 1997, 2001). KG misses Jurassic World (2015) and Fallen Kingdom (2018), making it incomplete. Gold is more complete for the question about the series' release dates.",moderate
236,Which weapons are of the type grenade launcher ?,Arsenal 40 mm UBGL | ARDE 40 mm under barrel grenade launcher | BS-1 Tishina | STK 40 GL | EAGLE grenade launcher | GM-94 | GP-25 | Indumil IMC-40 | M79 grenade launcher | M203 grenade launcher | M320 Grenade Launcher Module | Milkor 37/38mm and 40mm Stopper | Pallad wz. 1974 | Pallad wz. 1983 | PMR grenade launcher | RWGŁ-3 | Type 91 grenade launcher | XM148 grenade launcher | DP-64 | Hawk MM-1 | Milkor MGL | Neopup PAW-20 | RG-6 grenade launcher   [http://www.tulatskib.ru/HTML_a/sgv_prod_a.html RG-6 at the manufacturers website] | XM25 CDTE | AGS-17 | AGS-30 | STK 40 AGL | Howa Type 96 | Daewoo Precision Industries K4 | M75 grenade launcher | M129 grenade launcher | Mk 18 Mod 0 grenade launcher | Mk 19 grenade launcher | Mk 20 Mod 0 grenade launcher | Mk 47 Striker | SB LAG 40 | XM174 grenade launcher | XM307 Advanced Crew Served Weapon | Bazooka | Sturmpistole | PIAT | RPG-2 | RPG-7 | RPG-16 | RPG-26 | RPG-27 | RPG-29 | RPG-30 | RPG-32 | RPG-76 Komar | RPO-A Shmel | Type 69 RPG | Yasin (RPG),"CIS 40 GL|CIS 40 GL (lang:en)
Granatbüchse 39|Granatbüchse 39 (lang:en)
RG-6 grenade launcher|RG-6 grenade launcher (lang:en)
XM307 Advanced Crew Served Weapon|XM307 Advanced Crew Served Weapon (lang:en)
Mk 47 Striker|Mk 47 Striker (lang:en)
...|...
M203|M203 (lang:en)
Granatnik AWGŁ-3|Granatnik AWGŁ-3 (lang:en)
LG1|LG1 (lang:en)
Granatnik RGP-40|Granatnik RGP-40 (lang:en)
XM25 CDTE|XM25 CDTE (lang:en)",SimpleQA/Qampari_wikitables_simple/00036.json,Higher accuracy in Table than in KG,"The Gold answer is comprehensive and includes many grenade launchers not present in the KG answer (e.g., M79, Mk 19, RPG-7). The KG answer is incomplete and adds non-standard entries (e.g., CIS 40 GL, Granatbüchse 39). The Gold answer is more complete and accurate.",major
238,"What are the four grand slams, and where are they held","[['Australian Open', 'Melbourne Park in Melbourne, Victoria, Australia'], ['French Open', 'Stade Roland Garros in Paris, France'], ['Wimbledon', 'All England Lawn Tennis and Croquet Club in Wimbledon, London'], ['US Open', 'USTA Billie Jean King National Tennis Center in Flushing Meadows–Corona Park, Queens, New York City']]","Australian Open (lang:en)|Melbourne Park (lang:en)
French Open (lang:en)|Stade Roland Garros (lang:en)
US Open (lang:en)|USTA Billie Jean King National Tennis Center (lang:en)
Wimbledon Championships (lang:en)|All England Lawn Tennis and Croquet Club (lang:en)",ComplexQA/Monaco_non_time_complex/00092.json,Higher accuracy in Table than in KG,"The Gold answer provides full location details (venue + city + country) for each grand slam, while the KG answer only lists the venue name. The venue names match exactly, but the Gold answer is more complete. The difference is minor as the core location is identical.",minor
244,who starred in an officer and a gentleman,Richard Gere | Debra Winger | David Keith | Louis Gossett Jr.,"Victor French|Victor French (lang:en)
Debra Winger|Debra Winger (lang:en)
Grace Zabriskie|Grace Zabriskie (lang:en)
Lisa Eilbacher|Lisa Eilbacher (lang:en)
Lisa Blount|Lisa Blount (lang:en)
...|...
Elizabeth Rogers|Elizabeth Rogers (lang:en)
David Keith|David Keith (lang:en)
Tony Plana|Tony Plana (lang:en)
John Laughlin|John Laughlin (lang:en)
Harold Sylvester|Harold Sylvester (lang:en)",SimpleQA/NQ_table_test_simple/00620.json,Higher accuracy in Table than in KG,"Gold lists main stars (Richard Gere, Debra Winger, David Keith, Louis Gossett Jr.). KG answer (as provided) misses Richard Gere and Louis Gossett Jr. and includes supporting actors, making it less accurate for the main cast. Severity: major.",major
256,What were the incidents that sparked each one of the Napoleonic wars,"[['the Peninsular War', 'French and Spanish armies invaded and occupied Portugal in 1807 by transiting through Spain.'], ['the War of the Third Coalition', 'Napoleon sent an expeditionary force to attempt to re-establish control over Haiti, which led Britain to declare war on France on 18 May 1803.'], ['the War of the Fourth Coalition', 'Prussian ultimatum'], ['the War of the Fifth Coalition', 'The deterioration of British-french relations after 1802 Treaty of Amiens'], ['the War of the Sixth Coalition', 'disastrous French invasion of Russia of 1812'], ['the War of the Seventh Coalition', 'Waterloo campaign'], ['the French invasion of Russia', 'control of Poland']]","War of the Sixth Coalition|War of the Sixth Coalition (lang:en)
War of the Third Coalition|War of the Third Coalition (lang:en)
War of the Seventh Coalition|War of the Seventh Coalition (lang:en)
Portuguese conquest of French Guiana|Portuguese conquest of French Guiana (lang:en)
War of the Fourth Coalition|War of the Fourth Coalition (lang:en)
War of the Fifth Coalition|War of the Fifth Coalition (lang:en)",ComplexQA/Monaco_non_time_complex/00051.json,Higher accuracy in Table than in KG,"The Gold answer provides the sparking incidents for each war (e.g., 'Prussian ultimatum' for War of the Fourth Coalition), while the KG answer only lists war names without incidents and includes an irrelevant entry ('Portuguese conquest of French Guiana'). The KG answer is missing the core information requested and contains an error, making it less complete and accurate.",major
263,when was the original stephen king it movie made,"November 18 – November 20, 1990",1990-11-18T00:00:00Z,SimpleQA/NQ_table_test_simple/00598.json,Higher accuracy in Table than in KG,"Gold answer provides full airing period (Nov 18–20, 1990) for the miniseries, while KG answer only gives start date (Nov 18, 1990). Gold is more complete and standard for miniseries release. KG missing second airing day is a minor completeness issue.",minor
270,Which Languages are spoken by more than 3.5% of the world population,"['English', 'Mandarin Chinese', 'Hindi', 'Spanish', 'French', 'Modern Standard Arabic', 'Bengali', 'Indonesian']","Chinese|Chinese (lang:en)
Standard Chinese|Standard Chinese (lang:en)
English|English (lang:en)
Hindustani|Hindustani (lang:en)
Spanish|Spanish (lang:en)
Arabic|Arabic (lang:en)
Bangla|Bangla (lang:en)",ComplexQA/Monaco_time_complex/00141.json,Higher accuracy in Table than in KG,"Gold answer lists 8 languages including Hindi, French, and Indonesian. KG answer misses French and Indonesian, and uses 'Hindustani' instead of 'Hindi' (which is incorrect). Gold is more complete and accurate.",major
286,who was defeated in the french and indian war,France | Wabanaki Confederacy,Kingdom of France|Kingdom of France (lang:en),SimpleQA/NQ_table_test_simple/00926.json,Higher accuracy in Table than in KG,"Gold answer includes both France and Wabanaki Confederacy as defeated, while KG answer only lists Kingdom of France. Wabanaki Confederacy was a key Native American ally defeated alongside France, making Gold answer more complete and accurate.",major
299,What are the hotels with at least 2000 rooms ?,"The Venetian Resort Las Vegas (The Venetian Las Vegas and The Palazzo) | MGM Grand Las Vegas and The Signature | CityCenter | The Londoner Macao | Abraj Al Bait | Izmailovo Hotel | Wynn Las Vegas and Encore Las Vegas | Mandalay Bay, Delano and Four Seasons | Luxor Las Vegas | Ambassador City Jomtien | Excalibur Hotel and Casino | Caesars Palace | Bellagio | Hilton Hawaiian Village | Circus Circus Las Vegas | Resorts World Las Vegas | The Mirage | Westgate Las Vegas | Paris Las Vegas | The Venetian Macao | [[Ballys Las Vegas]] | Borgata | [[Harrahs Atlantic City]] | [[Harrahs Las Vegas]] | Planet Hollywood Las Vegas | The Strat Las Vegas | Golden Nugget Las Vegas | Foxwoods Resort Casino | The Linq | Galaxy Macau | City of Dreams | Orlando World Center Marriott","Hotel Lisboa Macau|Hotel Lisboa Macau (lang:en)|2362.0
Ezdan Hotel, West Bay|Ezdan Hotel, West Bay (lang:en)|3000.0
Planet Hollywood Resort & Casino|Planet Hollywood Resort & Casino (lang:en)|2500.0
Treasure Island Hotel and Casino|Treasure Island Hotel and Casino (lang:en)|2885.0
Mandalay Bay|Mandalay Bay (lang:en)|3309.0
Bellagio Hotel & Casino|Bellagio Hotel & Casino (lang:en)|3933.0
Marina Bay Sands|Marina Bay Sands (lang:en)|2561.0
MGM Grand Las Vegas|MGM Grand Las Vegas (lang:en)|6852.0
The Mirage|The Mirage (lang:en)|3044.0",SimpleQA/Qampari_wikitables_simple/00068.json,Higher accuracy in Table than in KG,"The Gold answer lists 35 hotels meeting the criteria, while the KG answer lists 9 hotels (5 matching, 4 extra) and misses 30 hotels. The KG answer is substantially incomplete, as it omits the majority of hotels in the reference list despite providing room counts. The Gold answer is more complete and accurate for the question.",major
308,Which cities in Europe have subway systems with over 100km in length,"['Paris', 'Berlin', 'Hamburg', 'Munich', 'Milan', 'Rotterdam', 'Moscow', 'Saint Petersburg', 'Barcelona', 'Madrid', 'Stockholm', 'Istanbul', 'London']","Barcelona|Barcelona (lang:en)
Berlin|Berlin (lang:en)
Moscow|Moscow (lang:en)
Paris|Paris (lang:en)
Saint Petersburg|Saint Petersburg (lang:en)",ComplexQA/Monaco_time_complex/00119.json,Higher accuracy in Table than in KG,"The KG answer (5 cities) is a strict subset of the Gold answer (13 cities). The Gold answer provides greater completeness for the question asking for all qualifying European cities. Missing cities include Hamburg, Munich, Milan, Rotterdam, Madrid, Stockholm, Istanbul, and London, which are significant omissions for a comprehensive list.",major
332,Who are the warring sides in the second Libyan Civil War Who are their leaders,"[['Government of National Accord', 'Fayez al-Sarraj'], ['Government of National Accord', 'Ahmed Maiteeq'], ['Government of National Accord', 'Musa Al-Koni'], ['Government of National Accord', 'Fathi Al-Mijabri'], ['Government of National Accord', 'Fakhr Muftah Bufernah'], ['Government of National Accord', 'Juma Abdullah Drissi'], ['Government of National Accord', 'Omar Bashir Al-Taher'], ['Government of National Accord', 'Al-Aref al-Khoga'], ['Government of National Accord', 'Abdussalam Ashour'], ['Government of National Accord', 'Fathi Bashagha'], ['Government of National Accord', 'Mohamed Khalifa Al-Azzabi'], ['Government of National Accord', 'Mohamed Taha Siala'], ['Government of National Accord', 'Al-Mahdi Al-Barghathi'], ['Government of National Accord', 'Al-Hadi Al-Taher Al-Juhaimi'], ['Government of National Accord', 'Faida Mansour El-Shafi'], ['Government of National Accord', 'Abdulmutaleb Ahmed Abu Farwa'], ['Government of National Accord', 'Ali Galma Mohamed'], ['Government of National Accord', 'Asma Mustafa Usta'], ['Government of National Accord', 'Muhannad Said Younis'], ['Government of National Accord', 'Iman Mohammed Ben Younes'], ['Government of National Accord', 'Abdeljawad Faraj Al-Obaidi'], ['Government of National Accord', 'Yousef Abubakr Jalalah'], ['National Salvation Government', 'Khalifa al-Ghawil'], ['House of Representatives', 'Aguila Saleh Issa'], ['House of Representatives', 'Imhemed Shaib'], ['House of Representatives', 'Musaab al-Abed'], ['Islamic State', 'Abu Hafs al-Hashimi al-Qurashi']]",Government of National Accord (lang:en)|Fayez al-Sarraj (lang:en),ComplexQA/Monaco_non_time_complex/00022.json,Higher accuracy in Table than in KG,"Gold answer lists two main warring sides (GNA and Tobruk-based government) with leaders; KG answer only lists GNA. KG is incomplete, missing the other side. Minor error in Gold (Islamic State not a main side) but does not negate completeness.",moderate
343,where is the opposition with jordan klepper filmed,"Hotel Pennsylvania, New York City",New York City (lang:en),SimpleQA/NQ_table_test_simple/00142.json,Higher accuracy in Table than in KG,"Gold answer specifies the exact venue (Hotel Pennsylvania) within NYC, while KG answer only states the city. Gold is more precise and complete, as the hotel is the actual filming location. KG answer is a subset lacking the key detail.",major
348,"Name all the battles between the Dutch and English in the First, Second and Third Anglo-Dutch Wars, and list the victor of each battle.","[[['Dover', 'inconclusive'], ['Plymouth', 'Dutch Republic'], ['Elba', 'United Provinces (Dutch victory)'], ['Kentish Knock', 'Commonwealth of England'], ['Dungeness', 'Dutch'], ['Portland', 'Commonwealth of England'], ['Leghorn', 'United Provinces (Dutch victory)'], ['Gabbard', 'Commonwealth of England'], ['Scheveningen', 'English Commonwealth']], [['Lowestoft', 'England'], ['Vågen', ['Dutch Republic', 'Denmark–Norway']], [""Four Days' Battle"", 'Dutch Republic'], [""St. James' Day"", 'England'], [""Holmes'Bonfire"", 'England'], ['Dungeness Raid on the Medway', 'Dutch Republic'], ['Landguard Fort', 'England'], ['New Netherland', 'England'], ['Barbados', 'England'], ['Nevis', 'England'], ['Martinique', 'England'], ['Cayenne', 'England'], ['Fort Zeelandia', 'England']], [['Action of 12 March 1672', 'Dutch Republic'], ['Battle of Solebay', 'Dutch Republic'], ['1st Dutch invasion of Saint Helena', 'Dutch Republic'], ['Dutch Raid on North America', 'Dutch'], ['Reconquest of New Netherland', 'Dutch Republic'], ['Second Battle of the James River (1673)', 'Dutch Republic'], ['2nd Dutch invasion of Saint Helena', 'England'], ['First Battle of the Schooneveld', 'Dutch Republic'], ['Second Battle of the Schooneveld', 'Dutch Republic'], ['Battle of Texel', 'Dutch Republic'], ['Battle of Masulipatnam', 'Dutch Republic'], ['Battle of Ronas Voe', 'Kingdom of England']]]","Action of 29 January 1654 (lang:en)|First Anglo-Dutch War (lang:en)
Battle of Elba (lang:en)|First Anglo-Dutch War (lang:en)
Battle of the Kentish Knock (lang:en)|First Anglo-Dutch War (lang:en)
Battle of Dungeness (lang:en)|First Anglo-Dutch War (lang:en)
Battle of Portland (lang:en)|First Anglo-Dutch War (lang:en)
...|...
Battle of Ronas Voe (lang:en)|Third Anglo-Dutch War (lang:en)
Battles of Schooneveld (lang:en)|Third Anglo-Dutch War (lang:en)
Dutch Raid on North America (lang:en)|Third Anglo-Dutch War (lang:en)
Reconquest of New Netherland (lang:en)|Third Anglo-Dutch War (lang:en)
Dutch invasion of Saint Helena (lang:en)|Third Anglo-Dutch War (lang:en)",ComplexQA/Monaco_non_time_complex/00026.json,Higher accuracy in Table than in KG,"The Gold answer provides both battle names and victors for all listed battles, while the KG answer only lists battle names and wars without victors. The KG answer omits several battles (e.g., Dover, Plymouth, Leghorn) and fails to include the required victor information, making it incomplete. The missing victor field is critical to the question, resulting in a major difference.",major
357,where was the flag placed on the moon,Sea of Tranquility,Mare Tranquillitatis|Mare Tranquilliton (lang:en),SimpleQA/NQ_table_test_simple/00325.json,Higher accuracy in Table than in KG,"The Gold answer 'Sea of Tranquility' is the standard correct English name for the location. The KG answer includes the correct Latin term 'Mare Tranquillitatis' but also contains a misspelling 'Mare Tranquilliton', which is factually incorrect. The KG answer's error makes it less accurate than the Gold answer, though the intended location is the same. The difference is minor due to a single misspelling.",minor
367,when was the design period known as art deco,1910–1939,"1910-01-01T00:00:00Z
1925-01-01T00:00:00Z",SimpleQA/NQ_table_test_simple/00887.json,Higher accuracy in Table than in KG,"Gold answer correctly states Art Deco period as 1910-1939. KG answer lists two dates (1910-01-01 and 1925-01-01) which misrepresent the period; the end should be 1939, not 1925. This is a major factual error in the KG answer.",major
378,what genre is the magic tree house books,Children's historical fantasy,historical fiction (lang:en),SimpleQA/NQ_table_test_simple/00166.json,Higher accuracy in Table than in KG,"Gold answer specifies 'Children's historical fantasy', the accurate genre for the series. KG answer states 'historical fiction', omitting the fantasy element and children's audience, making it less precise. The difference is major as the genre is mischaracterized without the fantasy aspect.",major
382,who rebuilt the temple after the babylonian captivity,"Likely Zerubbabel, largely renovated by Herod the Great",|Zerubbabel (lang:en),SimpleQA/NQ_table_test_simple/00042.json,Higher accuracy in Table than in KG,"Gold answer includes both the initial builder (Zerubbabel) and later renovator (Herod the Great), while KG answer only states Zerubbabel. Core fact (Zerubbabel for rebuilding) is consistent, but Gold provides additional relevant historical context. Difference is minor as the missing detail is supplementary.",minor
