source_row_id,question,gold_answer,KG answer,file_path,taxonomy_label,LLM explanation,difference_severity
49,who was on the first season of dwts,Trista Sutter | Evander Holyfield | Rachel Hunter | Joey McIntyre | John O'Hurley | Kelly Monaco,"Rachel Hunter
Louis Van Amstel
Evander Holyfield
John O'Hurley
Ashly DelGrosso
...
Alec Mazo
Charlotte Jørgensen
Edyta Śliwińska
Jonathan Roberts
Joey McIntyre",SimpleQA/NQ_table_test_simple/00018.json,Different answer,Gold lists 6 correct contestants. KG includes 4 correct but also 7 incorrect names (professionals and later-season) and misses 2 correct contestants. KG answer is factually wrong for the question.,major
53,cast of a nightmare on elm street 1984,John Saxon | Ronee Blakley | Heather Langenkamp | Amanda Wyss | Nick Corri | Johnny Depp | Robert Englund,"Heather Langenkamp|Heather Langenkamp (lang:en)
Amanda Wyss|Amanda Wyss (lang:en)
Joseph Whipp|Joseph Whipp (lang:en)
Ronee Blakley|Ronee Blakley (lang:en)
Jsu Garcia|Jsu Garcia (lang:en)
...|...
Johnny Depp|Johnny Depp (lang:en)
Lin Shaye|Lin Shaye (lang:en)
John Saxon|John Saxon (lang:en)
Joe Unger|Joe Unger (lang:en)
Charles Fleischer|Charles Fleischer (lang:en)",SimpleQA/NQ_table_test_simple/00639.json,Different answer,"Gold answer lists 7 key cast members including Robert Englund and Nick Corri. KG answer misses these two and includes five actors not in the movie (e.g., Joseph Whipp, Jsu Garcia). The core cast facts conflict, making the answers different. The error is major as it omits essential actors and adds incorrect ones.",major
54,What was the publication date of the book Adventures of Huckleberry Finn,"December 10, 1884",1884-01-01T00:00:00Z,ComplexQA/CompMix_infobox_complex/00278.json,Different answer,"Gold answer is correct December 10, 1884; KG answer incorrectly states January 1, 1884. The dates conflict by 11 months, a major factual error.",major
55,what are the band members names of the rolling stones,Mick Jagger | Keith Richards | Charlie Watts | Ronnie Wood,"Colin Golding
Mick Jagger
Keith Richards
Brian Jones
Ronnie Wood
...
Ian Stewart
Carlo Little
Darryl Jones
Ricky Fenson
Dick Taylor",SimpleQA/NQ_table_test_simple/00230.json,Different answer,The Gold answer lists the current Rolling Stones members correctly. The KG answer incorrectly includes 'Colin Golding' (not a member) and lists past members. The false name is a major factual conflict.,major
56,What is the birthday of the actress who portrayed the housekeeper of the Frasier household,18 April 1961,1961-05-27T00:00:00Z,ComplexQA/CompMix_infobox_complex/00061.json,Different answer,"Gold: 18 April 1961; KG: May 27, 1961. The dates conflict on month and day, representing a core factual error. Birthday is fixed, so temporal change does not apply. Difference is major.",major
59,Which was the first award won by the movie The Matrix,Academy Awards,"Saturn Award for Best Science Fiction Film
Saturn Award for Best Director
Academy Award for Best Film Editing
Academy Award for Best Visual Effects
Academy Award for Best Sound Editing
BAFTA Award for Best Sound
BAFTA Award for Best Special Visual Effects
Academy Award for Best Sound",ComplexQA/CompMix_table_complex/00597.json,Different answer,"The Gold answer incorrectly states 'Academy Awards' as the first award, but the first award was the Saturn Award for Best Science Fiction Film. The KG answer lists the Saturn Award first, which is correct. The core facts conflict, making the answers different.",major
63,What medal was won at the Pan American Games by the Pueto rican athlete to win a medal at the first post Cold War Olympics,Bronze,"Olympic gold medal
Olympic silver medal
Olympic bronze medal",ComplexQA/OTT_QA_dev_complex/01144.json,Different answer,"Gold answer states Pan American Games medal was bronze. KG answer lists Olympic medals (gold, silver, bronze) instead of Pan American Games medal, misidentifying the event. This is a core factual conflict, making the KG answer incorrect for the question. Difference is major.",major
64,when does the mlb season start and finish,"March 29 – October 31, 2018",April|October,SimpleQA/NQ_table_test_simple/00512.json,Different answer,"Gold specifies March 29, 2018 start; KG says April. Start month conflicts (March vs April) for 2018, a major factual error.",major
65,What is the award nominated for Best Actress?,César Award for Best Actress,Academy Award for Best Actress,SimpleQA/CompMix_table_simple_qa/00076.json,Different answer,"The answers differ: Gold states 'César Award for Best Actress' (French award), KG states 'Academy Award for Best Actress' (American award). These are two distinct awards, not variations of the same. The conflict is in the core fact (award name), making the difference major.",major
69,Which weapons are of the type anti-materiel rifles ?,Steyr IWS 2000 | Steyr HS .50 | Istiglal | AMR-2 | Zijiang M99 | RT-20 | Vidhwansak | Pindad SPR-2 and SPR-3 | Shaher | Tor | KSVK | SV-18 | Zastava M93 Black Arrow | Denel NTW-20 | Snipex Alligator | Accuracy International AW50 | Accuracy International AS50 | Accuracy International AX50 | Barrett M82A1/M107 | Barrett M99 | Barrett XM109 | Barrett XM500 | Anzio 20mm rifle | Desert Tech HTI,"Gepard
AMR-2
Snipex Alligator
Solothurn S-18/100
Accuracy International AW50
...
Barrett M99
Barrett XM109
Accuracy International AX50
Accuracy International AS50
AM-50 Sayyad",SimpleQA/Qampari_wikitables_simple/00033.json,Different answer,KG answer incorrectly includes 'Gepard' (not an anti-materiel rifle) and omits multiple correct entries from Gold. Gold is the accurate reference; KG has a factual error and is incomplete.,major
74,when did the song rapper's delight come out,"September 16, 1979",1979-11-09T00:00:00Z,SimpleQA/NQ_table_test_simple/00174.json,Different answer,"Gold answer (September 16, 1979) is correct; KG answer (November 9, 1979) is factually wrong. Core dates conflict, not due to formatting or precision. Severity: major.",major
77,who is the director of taarak mehta ka ooltah chashmah,Harshad Joshi | Malav Suresh Rajda,Dilip Joshi,SimpleQA/NQ_table_test_simple/00908.json,Different answer,"The Gold answer correctly lists the directors as Harshad Joshi and Malav Suresh Rajda. The KG answer incorrectly states 'Dilip Joshi', who is an actor in the show, not the director. This is a factual conflict, not a difference in precision or completeness.",major
78,What country did Raúl González represent in football?,Spain,Argentina,SimpleQA/CompMix_table_simple_qa/00012.json,Different answer,"The answers conflict on the country: Spain (Gold) vs Argentina (KG). Raúl González represented Spain, not Argentina. This is a core factual disagreement with major severity.",major
79,Which nation did Raúl González play soccer for?,Spain,Argentina,SimpleQA/CompMix_table_simple_qa/00037.json,Different answer,"The Gold answer (Spain) is correct for Raúl González, a famous Spanish footballer. The KG answer (Argentina) is factually incorrect. The countries conflict, making the difference major.",major
80,when was i don't like mondays released,21 July 1979,1979-01-01T00:00:00Z,SimpleQA/NQ_table_test_simple/00956.json,Different answer,Gold answer (21 July 1979) is correct; KG answer (1979-01-01) is incorrect. Dates conflict on month and day. Severity: major.,major
81,Which football club did Robert Lewandowski play for in the year 2020,FC Bayern Munich,Futbol Club Barcelona,ComplexQA/CompMix_table_complex/00517.json,Different answer,"The Gold answer (FC Bayern Munich) is correct for 2020. The KG answer (Futbol Club Barcelona) is incorrect; Lewandowski played for Barcelona starting in 2022, not 2020. The club names conflict, and the KG answer is factually wrong for the specified year. Severity: major.",major
83,What is the number of episodes of the TV series Money Heist,41,"41.0
48.0",ComplexQA/CompMix_table_complex/00515.json,Different answer,"The Gold answer states 41 episodes. The KG answer provides two numbers: 41.0 and 48.0. The 48.0 conflicts with the Gold answer's 41, as the question asks for a single number. The KG answer includes an additional conflicting value, making the core facts different.",major
85,What is the date of birth of the Sooryavanshi director Rohit Shetty,14 March 1974,"1973-03-14T00:00:00Z
1974-03-14T00:00:00Z",ComplexQA/CompMix_infobox_complex/00209.json,Different answer,Gold answer is 14 March 1974. KG answer includes 1973-03-14 (conflicting) and 1974-03-14. The conflicting date (1973-03-14) is a major factual error.,major
86,What is the date of birth of the The Incredible Hulk's writer Zak Penn,23 March 1968,"1968-03-23T00:00:00Z
1968-09-01T00:00:00Z",ComplexQA/CompMix_infobox_complex/00097.json,Different answer,"Gold answer: March 23, 1968. KG answer: March 23, 1968 and September 1, 1968. The KG answer includes an incorrect date (September 1, 1968) that conflicts with the Gold answer, making it a different answer.",major
88,what mlb teams did deion sanders play for,"New York Yankees (1989–1990) | Atlanta Braves (1991–1994) | Cincinnati Reds (1994–1995) | San Francisco Giants (1995) | Cincinnati Reds (1997, 2001)","Dallas Cowboys
Washington Commanders
New York Yankees
Atlanta Falcons
Baltimore Ravens
...
San Francisco 49ers
Atlanta Braves
Florida State Seminoles football
Gulf Coast League Yankees
Cincinnati Reds",SimpleQA/NQ_table_test_simple/00072.json,Different answer,"The Gold answer correctly lists MLB teams with years. The KG answer includes non-MLB teams (e.g., Dallas Cowboys) and misses the San Francisco Giants. This is a major factual conflict.",major
90,who won three stanley cups in a row,Toronto Maple Leafs | Montreal Canadiens | New York Islanders,"Anaheim Ducks
Carolina Hurricanes",SimpleQA/NQ_table_test_simple/00311.json,Different answer,"Gold lists Toronto, Montreal, New York; KG lists Anaheim, Carolina. No team overlap. Core fact (teams that won three in a row) conflicts. Difference is major.",major
93,what is the most current adobe flash player version,28.0.0.137,32.0.0.465,SimpleQA/NQ_table_test_simple/00656.json,Different answer,"The answers provide conflicting version numbers (28.0.0.137 vs 32.0.0.465). The core fact of the version number is different, and the difference is major as the major version numbers differ significantly.",major
94,what is the most current adobe flash player version,28.0.0.137,32.0.0.465,SimpleQA/NQ_table_test_simple/00657.json,Different answer,"The answers provide conflicting version numbers (28.0.0.137 vs 32.0.0.465). The core fact of the version number is different, and the difference is major as the major version numbers differ significantly.",major
96,where does the brazos river start and stop,Llano Estacado | Gulf of Mexico,"Double Mountain Fork Brazos River|Double Mountain Fork Brazos River (lang:en)|Gulf of Mexico|Gulf of Mexico (lang:en)
Salt Fork Brazos River|Salt Fork Brazos River (lang:en)|Gulf of Mexico|Gulf of Mexico (lang:en)",SimpleQA/NQ_table_test_simple/00000.json,Different answer,"Gold answer correctly identifies Llano Estacado as the river's start and Gulf of Mexico as the end. KG answer incorrectly lists Double Mountain Fork and Salt Fork as the start points, which are tributaries, not the river's origin. This misrepresents the core fact of the river's source.",major
97,who won the mens figure skating in 2018 olympics,Yuzuru Hanyu | Shoma Uno | Javier Fernández,"Jin Boyang
Yan Han
Deniss Vasiļjevs
Julian Zhi Jie Yee
Vincent Zhou
...
Nathan Chen
Shoma Uno
Javier Fernández
Patrick Chan
Denis Ten",SimpleQA/NQ_table_test_simple/00363.json,Different answer,"Gold lists correct medalists (Hanyu, Uno, Fernández). KG misses Hanyu (gold medalist) and includes non-medalists (e.g., Jin Boyang). Core facts conflict: KG does not represent the winners. Major error.",major
99,What's the US release date for the second film in the Mad Max series,24 December 1981,"1981-12-24T00:00:00Z
1982-05-21T00:00:00Z
1982-08-27T00:00:00Z",ComplexQA/CompMix_table_complex/00428.json,Different answer,"Gold answer is correct US release date (24 December 1981). KG answer lists three dates, including two non-US release dates (1982-05-21 and 1982-08-27), making it incorrect for the question. The core fact (US release date) is not the same as the KG answer as a whole.",major
101,what was the date of the signing of the declaration of independence,"August 2, 1776",1776-07-04T00:00:00Z,SimpleQA/NQ_table_test_simple/00209.json,Different answer,"Gold answer (August 2, 1776) is the correct signing date. KG answer (July 4, 1776) is the adoption date. The dates conflict for the signing event, making the answers factually inconsistent.",major
102,Which club was Neymar transferred to from the football club Barcelona?,Paris Saint-Germain F.C.,Santos F.C.,SimpleQA/CompMix_table_simple_qa/00269.json,Different answer,"The Gold answer (Paris Saint-Germain) is correct for Neymar's transfer from Barcelona (2017). The KG answer (Santos) is incorrect; Santos was the club he transferred from to Barcelona (2013). The answers conflict on the core fact of the destination club, making the difference major.",major
103,Which european soccer team did David Beckham start his professional career playing on,Manchester United,"England national under-18 association football team
AC Milan
Manchester United F.C.
Preston North End F.C.
England national under-21 association football team
LA Galaxy
England men's national association football team
Paris Saint-Germain FC
Real Madrid Club de Fútbol",ComplexQA/CompMix_infobox_complex/00151.json,Different answer,"Gold answer correctly identifies Manchester United as the starting club. KG answer lists multiple teams including Manchester United F.C. but also incorrect teams (e.g., national teams, AC Milan) that are not the starting club, making the answer factually wrong.",major
104,What is the publication date of the second book The Subtle Knife of the series His Dark Materials,22 July 1997,1997-01-01T00:00:00Z,ComplexQA/CompMix_infobox_complex/00014.json,Different answer,"Gold answer (22 July 1997) is correct; KG answer (1997-01-01) is factually wrong as the book was published in July, not January. The dates conflict, making the KG answer incorrect. Major factual discrepancy.",major
105,how is the governor of the bank of england appointed,Monarch on advice from the Prime Minister,monarchy of the United Kingdom,SimpleQA/NQ_table_test_simple/00039.json,Different answer,"The Gold answer correctly describes the appointment process (Monarch on advice from the Prime Minister), but the KG answer ('monarchy of the United Kingdom') is a vague reference to the institution and does not explain the process. The KG answer fails to address the question, making the difference major.",major
106,when was the first mad max movie release,12 April 1979,"1979-01-01T00:00:00Z
1979-04-12T00:00:00Z
1980-02-29T00:00:00Z
1980-03-21T00:00:00Z",SimpleQA/NQ_table_test_simple/00555.json,Different answer,"The Gold answer correctly states the release date as April 12, 1979. The KG answer includes this correct date but also lists three other dates (Jan 1, 1979; Feb 29, 1980; Mar 21, 1980) that are not the release date of the first Mad Max movie. The inclusion of incorrect dates makes the KG answer factually wrong. The difference is major because the KG answer provides misleading information.",major
107,who's playing in the world series and when is it,Houston Astros | Los Angeles Dodgers | October 24 – November 1,"New York Yankees|2024-10-25T00:00:00Z
Los Angeles Dodgers|2024-10-25T00:00:00Z",SimpleQA/NQ_table_test_simple/00804.json,Different answer,"Gold lists Houston Astros and Dodgers; KG lists New York Yankees and Dodgers. Team names conflict, making core facts different. KG's date is a single day vs. Gold's range. Major factual error in team selection.",major
108,When was released the song I'm Your Angel in United States in the format of Contemporary hit radio,13 October 1998,1998-11-09T00:00:00Z,ComplexQA/CompMix_table_complex/00323.json,Different answer,"Gold answer: October 13, 1998; KG answer: November 9, 1998. The dates are in different months and days, representing a factual conflict. The difference is major.",major
109,what year did bennie and the jets come out,4 February 1974,1973-01-01T00:00:00Z,SimpleQA/NQ_table_test_simple/00206.json,Different answer,"Gold answer (4 February 1974) implies year 1974, KG answer (1973-01-01) implies year 1973. The question asks for the year, and the years conflict, representing a major factual discrepancy.",major
111,who played in the first fifty shades of grey,Dakota Johnson | Jamie Dornan | Jennifer Ehle | Marcia Gay Harden,"Luke Grimes
Max Martini
Dylan Neal
Megan Danso
Marcia Gay Harden
...
Rachel Skarsten
Christine Willes
Callum Keith Rennie
Jamie Dornan
Victor Rasuk",SimpleQA/NQ_table_test_simple/00807.json,Different answer,"The Gold answer correctly lists four main actors of the first Fifty Shades movie. The KG answer incorrectly includes Luke Grimes (who appeared in the second movie, not the first) and omits Dakota Johnson and Jennifer Ehle, both key cast members. This constitutes a factual conflict, making the KG answer incorrect.",major
112,Who is Neymar's current soccer team?,Paris Saint-Germain F.C,Santos F.C.,SimpleQA/CompMix_table_simple_qa/00164.json,Different answer,"The Gold answer (Paris Saint-Germain F.C.) is the correct current team, while the KG answer (Santos F.C.) is a past team and not current. The core facts conflict.",major
113,"What was the genre of the song I am not a woman, I'm a god","Rock,Pop",synth-pop,ComplexQA/CompMix_infobox_complex/00055.json,Different answer,"Gold answer claims Rock and Pop genres, but KG answer (synth-pop) only specifies a Pop subgenre without Rock. This core conflict in genre inclusion makes the answers different.",major
114,What is the country of origin of the Black Beauty book?,United States of America,United Kingdom,SimpleQA/CompMix_table_simple_qa/00138.json,Different answer,"Gold answer claims USA, but Black Beauty was written and published in the UK. KG answer is correct. Core country fact conflicts, making it a major discrepancy.",major
115,who won the battle of britain in ww2,British,"United Kingdom
Canada
Kingdom of Italy
Australia
Nazi Germany",SimpleQA/NQ_table_test_simple/00914.json,Different answer,"Gold answer correctly identifies the winner as British (UK). KG answer lists multiple countries including Nazi Germany (the loser) and others, which is factually incorrect for the winner. The core fact conflicts: the winner was the UK, not a list including the enemy. Major factual error.",major
117,who stars in kevin probably save the world,Jason Ritter | JoAnna Garcia Swisher | Kimberly Hebert Gregory | India de Beaufort | J. August Richards | Chloe East | Dustin Ybarra,"J. August Richards
Brandon Quinn
Michael Harney
Trent Garrett
Kimberly Hebert Gregory
...
Kathleen Wilhoite
Lesley Boone
India de Beaufort
Currie Graham
Richard Masur",SimpleQA/NQ_table_test_simple/00757.json,Different answer,"The Gold answer lists 7 main cast members. The KG answer (as provided) misses 4 of these (Jason Ritter, JoAnna Garcia Swisher, Chloe East, Dustin Ybarra) and includes 7 others not in the Gold answer, indicating conflicting core facts.",major
118,who did cubs beat in 2016 world series,Cleveland Indians,"Chicago Cubs
Cleveland Guardians",SimpleQA/NQ_table_test_simple/00632.json,Different answer,"Gold answer correctly identifies Cleveland Indians as the opponent. KG answer incorrectly lists Chicago Cubs (the winning team) and Cleveland Guardians (current name, not used in 2016). Core factual conflict in the opponent team. Severity: major.",major
119,who did cubs beat in 2016 world series,Cleveland Indians,"Chicago Cubs
Cleveland Guardians",SimpleQA/NQ_table_test_simple/00633.json,Different answer,"Gold answer correctly identifies the 2016 opponent as Cleveland Indians. KG answer incorrectly states 'Chicago Cubs' (the winning team) and 'Cleveland Guardians' (current name, not 2016 name). Core facts conflict: the Cubs did not beat themselves, and the opponent's 2016 name was Indians, not Guardians.",major
121,when did the song things that make you go hmmm come out,"June 23, 1991",1991-01-01T00:00:00Z,SimpleQA/NQ_table_test_simple/00382.json,Different answer,"The Gold answer (June 23, 1991) and KG answer (1991-01-01T00:00:00Z) provide conflicting release dates. The Gold answer specifies June 23, 1991, while the KG answer specifies January 1, 1991. The core fact of the release date is in conflict, and the difference is major as it involves different months.",major
122,What is the current soccer team of Neymar?,Paris Saint-Germain F.C,Santos F.C.|Santos F.C. (lang:en),SimpleQA/CompMix_table_simple_qa/00122.json,Different answer,"Gold answer states Paris Saint-Germain F.C as current team, KG answer states Santos F.C. The core fact of current team conflicts: PSG was his team during 2017-2021, Santos was his team before 2011. The KG answer is incorrect for the time of the question (as per Gold reference). Major difference in core fact.",major
123,who won the oscar over wolf of wall street,Martin Scorsese | Leonardo DiCaprio | Jonah Hill | Terence Winter,"Matthew McConaughey
Jean Dujardin
Leonardo DiCaprio",SimpleQA/NQ_table_test_simple/00720.json,Different answer,"The Gold answer lists four people (including non-winners) for The Wolf of Wall Street, while the KG answer lists three Oscar winners from other films. Only Leonardo DiCaprio is common, but the other names conflict. The core facts about the winners are different.",major
124,when was pac man released in the us,"October 26, 1980","1980-05-22T00:00:00Z
1980-07-01T00:00:00Z",SimpleQA/NQ_table_test_simple/00215.json,Different answer,"Gold answer (October 26, 1980) is correct for US release. KG answer provides two incorrect dates (May 22 and July 1, 1980), which are not the US release date (May 22 is Japanese release). Core facts conflict, so answers are different. Difference is major.",major
127,when does kubo and the two strings release,"August 19, 2016",2016-08-13T00:00:00Z,SimpleQA/NQ_table_test_simple/00378.json,Different answer,"Gold answer: August 19, 2016; KG answer: August 13, 2016. The dates conflict, and the release date is a fixed fact, not time-sensitive. The KG answer is incorrect.",major
128,"Shakira, what do you do for a living?","singer, actor, choreographer, painter","philanthropist
manufacturer
singer
voice actor
choreographer
actor
composer
guitarist",SimpleQA/CompMix_table_simple_qa/00219.json,Different answer,"Gold lists true professions (singer, actor, choreographer, painter). KG includes false 'manufacturer' and adds correct professions (philanthropist, composer, guitarist) but misses 'painter'. The false fact is a major error.",major
130,When was the song Easy on Me released in United States in the format of Adult contemporary radio,18 October 2021,2021-10-15T00:00:00Z,ComplexQA/CompMix_table_complex/00328.json,Different answer,"Gold answer: 18 October 2021; KG answer: 15 October 2021. The day of the month conflicts (18 vs 15), a major discrepancy for a fixed historical release date.",major
131,when was the spanish-american war fought,"April 21, 1898[b] – August 13, 1898",Spanish–American War|1898-04-25T00:00:00Z,SimpleQA/NQ_table_test_simple/00365.json,Different answer,The answers conflict on the start date (April 21 vs April 25) and the Gold answer provides an end date (August 13) absent in the KG answer. The start date discrepancy is a major factual error for the event's timeline.,major
132,Which weapons are of the type battle riffles ?,AVS-36 | CETME rifle | Desert Tech MDR | FM57 rifle | FN FAL | FN SCAR-H | Gewehr 41 | GRAM 63 battle rifle | Howa Type 64 | IWI ACE 52 | L1A1 Self-Loading Rifle | M1918 Browning Automatic Rifle | M1 Garand | M14 rifle | Madsen LAR | Mk 14 Enhanced Battle Rifle | Model 45A | SIG SG 510 | SIG SG 542 | SLEM-1 | SVT-40 | T48 rifle | Zastava M77 B1,"Heckler & Koch HK417
Sako M23
Mk 14 Enhanced Battle Rifle
Howa Type 64
Zastava M05N
...
Saritch 308
Sterling 7.62
Zastava M77
Beretta BM 59
AG-3",SimpleQA/Qampari_wikitables_simple/00009.json,Different answer,"Gold answer lists 23 battle rifles; KG answer misses most and adds Heckler & Koch HK417 (not in Gold). The lists conflict, so they are different.",major
133,When was released the song Shape of You in United Kingdom in the digital download format,10 February 2017,2017-01-06T00:00:00Z,ComplexQA/CompMix_table_complex/00346.json,Different answer,"The Gold answer states February 10, 2017, while the KG answer states January 6, 2017. The dates conflict, with a one-month difference, making the core fact incorrect in one of the answers. The difference is major.",major
135,where's the pro bowl going to be this year,"Camping World Stadium, Orlando, Florida",Allegiant Stadium,SimpleQA/NQ_table_test_simple/00651.json,Different answer,"The Gold answer (Camping World Stadium) refers to the 2023 Pro Bowl location, but the question asks for 'this year' (2024). The KG answer (Allegiant Stadium) is correct for the 2024 Pro Bowl. The answers conflict on the location for the current year, making the Gold answer factually incorrect.",major
137,"What is the capacity of the mosque that is on the list of largest mosques , and that was one of the first mosques built by Muhammad","1,000,000",600000.0,ComplexQA/OTT_QA_dev_complex/01001.json,Different answer,"Gold answer is 1,000,000; KG answer is 600,000.0. The capacity values conflict by 400,000, a major discrepancy. The mosque (Masjid al-Nabawi) is commonly reported as having a capacity of 1,000,000 in current lists of largest mosques.",major
142,Which actors won both best supporting actor and best actor Oscar awards,"['Denzel Washington', 'Gene Hackman', 'Jack Lemmon', 'Jack Nicholson', 'Kevin Spacey', 'Robert De Niro']","Gene Hackman
Kevin Spacey
Robert De Niro
Jack Nicholson
Denzel Washington
Sean Penn
Jack Lemmon",ComplexQA/Monaco_time_complex/00748.json,Different answer,"The answers differ: KG answer incorrectly includes Kevin Spacey (never won Best Actor) and Sean Penn (never won Best Supporting Actor), while Gold answer lists only valid actors. KG has two factual errors, making the difference major.",major
143,Which club did David Beckham transferred from to LA Galaxy in 2007,Real Madrid CF,"England national under-18 association football team
AC Milan
Manchester United F.C.
Preston North End F.C.
England national under-21 association football team
LA Galaxy
England men's national association football team
Paris Saint-Germain FC
Real Madrid Club de Fútbol",ComplexQA/CompMix_table_complex/00538.json,Different answer,"Gold answer is 'Real Madrid CF' (correct). KG answer is a list including 'Real Madrid Club de Fútbol' (same club) but also irrelevant clubs like Manchester United and LA Galaxy, making it incorrect for the question. The KG answer does not specify the correct club as the answer and includes misleading information.",major
145,When did The United States Soccer Federation become affiliated and a full member with FIFA,1914,1913-04-05T00:00:00Z,ComplexQA/CompMix_table_complex/00371.json,Different answer,"Gold answer is 1914, KG answer is 1913-04-05. The year of affiliation conflicts (1913 vs 1914), a major factual error. The KG answer is not a more precise version of the Gold, and the event is a fixed historical fact, so temporal changes do not apply.",major
146,where is the deepest lake in the us located,Oregon,"|Nevada
|California",SimpleQA/NQ_table_test_simple/00724.json,Different answer,"Gold answer (Oregon) is correct for the deepest lake in the US. KG answer (Nevada, California) is factually wrong. The core location fact conflicts, and the KG answer is incorrect. This is a major factual error.",major
147,How many titles has Chicago Fire FC won in the US Open Cup,4,0,ComplexQA/CompMix_table_complex/00473.json,Different answer,"Gold answer states 4 titles, KG states 0. The correct historical count is 4. KG answer is factually incorrect, leading to a major conflict in core facts.",major
148,when did how you remind me come out,"August 21, 2001",2001-06-28T00:00:00Z,SimpleQA/NQ_table_test_simple/00552.json,Different answer,"Gold states August 21, 2001; KG states June 28, 2001. Core date facts conflict, with different months and days. The difference is major as the dates are not equivalent and one is incorrect.",major
150,which award win the Best Supporting Actor role Birds of Prey movie?,Hollywood Critics Association Midseason Awards,Academy Award for Best Supporting Actor,SimpleQA/CompMix_table_simple_qa/00075.json,Different answer,"The answers conflict on the award name: Gold states 'Hollywood Critics Association Midseason Awards', while KG states 'Academy Award for Best Supporting Actor'. These are two distinct awards. The movie 'Birds of Prey' did not win the Academy Award for Best Supporting Actor, making the KG answer factually incorrect. The difference is major as the core award name is entirely different.",major
153,In which year was the dystopian science fiction novel Brave New World written,1931,1932-01-01T00:00:00Z,ComplexQA/CompMix_table_complex/00447.json,Different answer,"The Gold answer (1931) is the correct writing year. The KG answer (1932-01-01) refers to the publication year, which conflicts with the question's focus on the writing year. The core fact (year) is different.",major
154,when did drop it like it's hot release,"September 12, 2004",2004-09-27T00:00:00Z,SimpleQA/NQ_table_test_simple/00180.json,Different answer,"Gold answer states September 12, 2004; KG answer states September 27, 2004. The day of the month conflicts (12 vs 27), which is a major discrepancy for a fixed historical release date.",major
155,"Who is the sibling of the person who directed the Icelandic submission for the Academy Award for Best International Feature Film , Inter Nos , that works in mathematics",Þorvaldur Gunnlaugsson,Tinna Gunnlaugsdóttir,ComplexQA/OTT_QA_dev_complex/00924.json,Different answer,"Gold answer provides the director's name (Þorvaldur Gunnlaugsson), but the question asks for the sibling. KG answer provides the sibling (Tinna Gunnlaugsdóttir). The answers refer to different people, a major conflict.",major
159,What are Poland's main political parties,"['Law and Justice', 'Sovereign Poland', 'Renewal of the Republic of Poland', 'Polish Affairs', ""Kukiz'15"", 'Civic Platform', 'Modern', 'Polish Initiative', 'The Greens', 'Zieloni', 'Yes! For Poland', 'AGROunion', 'New Left', 'Left Together', 'Polish Socialist Party', 'Labour Union', 'Poland 2050', ""Polish People's Party"", 'Centre for Poland', 'Union of European Democrats', 'New Hope', 'National Movement', 'Confederation of the Polish Crown']","Union of Polish Communists ""Proletariat""|Union of Polish Communists ""Proletariat"" (lang:en)
Poland 2050|Poland 2050 (lang:en)
Party of Drivers|Party of Drivers (lang:en)
German Labour Party of Poland|German Labour Party of Poland (lang:en)
Polish Affairs|Polish Affairs (lang:en)
...|...
Federation for the Republic|Federation for the Republic (lang:en)
Right Wing of the Republic|Right Wing of the Republic (lang:en)
Democratic Left Alliance|Democratic Left Alliance (lang:en)
Polish Beer-Lovers' Party|Polish Beer-Lovers' Party (lang:en)
Social Democracy of Poland|Social Democracy of Poland (lang:en)",ComplexQA/Monaco_time_complex/00655.json,Different answer,"KG answer misses main parties (Law and Justice, Civic Platform) and includes non-listed parties (e.g., Democratic Left Alliance), causing a major factual conflict.",major
160,when did the song push it come out,"March 8, 1987",1986-03-08T00:00:00Z,SimpleQA/NQ_table_test_simple/00819.json,Different answer,"The Gold answer states March 8, 1987, while the KG answer states 1986-03-08 (March 8, 1986). The years conflict (1986 vs 1987), a core factual error. The correct release year is 1987, so the KG answer is incorrect. The difference is major.",major
161,what type of bridge is the charles bridge,Stone,"footbridge
arch bridge
stone bridge
street",SimpleQA/NQ_table_test_simple/00935.json,Different answer,"Gold answer 'Stone' is correct. KG answer includes correct 'stone bridge' but also incorrect 'footbridge' and 'street'. The false terms make the KG answer factually wrong, so the answers differ meaningfully.",major
164,what is the current mac os operating system,10.13.4,26.0,SimpleQA/NQ_table_test_simple/00455.json,Different answer,"The Gold answer '10.13.4' is a valid macOS version (High Sierra), but the KG answer '26.0' is not a valid macOS version at any time. The core facts conflict, making the KG answer incorrect. This is a major difference as the KG answer is factually wrong.",major
