question,gold_answer,KG answer,file_path
the secret of crickley hall how many episodes,3,|3.0,NQ_table_test_simple_00816.json
the secret of crickley hall how many episodes,3,|3.0,NQ_table_test_simple_00817.json
What libraries hold more than 15 million books ?,British Library | Library of Congress | Shanghai Library | New York Public Library | Library and Archives Canada | National Diet Library | Bibliothèque nationale de France | National Library of China | Library of the Russian Academy of Sciences | Boston Public Library | New York State Library | Harvard Library | Vernadsky National Library of Ukraine,"University of British Columbia Library
General Archive of the Nation of Mexico
Canadian National Collection of Insects
20th Century Press Archives
Spot World Heritage
...
Geni.com
Bibliomediateca Rai “Dino Villani”
Guide Star Catalog II
RedPajama-1T
RedPajama-Data-v2",Qampari_wikitables_simple_00075.json
when is the new dumping ground coming out 2017,20 January – 15 December 2017,2013-01-04T00:00:00Z,NQ_table_test_simple_00894.json
What are the existring aircraft carriers ?,[[Soviet aircraft carrier Admiral Gorshkov|Admiral Flota Sovetskogo Soyuza Gorshkov]] | [[Japanese aircraft carrier Akagi|Akagi]] | [[Japanese aircraft carrier Amagi|Amagi]] | [[Italian aircraft carrier Aquila|Aquila]] | [[Soviet aircraft carrier Admiral Gorshkov|Baku]] | [[HTMS Chakri Naruebet|Chakri Naruebet]] | [[Japanese aircraft carrier Chitose|Chitose]] | [[Japanese aircraft carrier Chiyoda|Chiyoda]] | [[Japanese aircraft carrier Chūyō|Chuyo]] | [[Spanish aircraft carrier Dédalo|Dédalo]] | [[Italian aircraft carrier Sparviero|Falco]] | [[German aircraft carrier Graf Zeppelin|Graf Zeppelin]] | [[Japanese aircraft carrier Hiryū|Hiryū]] | [[Japanese aircraft carrier Hiyō|Hiyō]] | [[Japanese aircraft carrier Hōshō|Hōshō]] | [[Japanese cruiser Ibuki (1943)|Ibuki]] | Izumo | [[French aircraft carrier Joffre|Joffre]] | [[Japanese aircraft carrier Kaga|Kaga]] | Kaga | [[Japanese aircraft carrier Katsuragi|Katsuragi]] | [[Soviet aircraft carrier Kiev|Kiev]] | [[Soviet aircraft carrier Ulyanovsk|Kremlin]] | [[Chinese aircraft carrier Liaoning|Liaoning]] | [[Brazilian aircraft carrier Minas Gerais|Minas Gerais]] | [[Soviet aircraft carrier Minsk|Minsk]] | [[Soviet aircraft carrier Novorossiysk|Novorossiysk]] | Richelieu (PA2) | [[Japanese aircraft carrier Ryūhō|Ryūhō]] | [[Japanese aircraft carrier Ryūjō|Ryūjō]] | [[Chinese aircraft carrier Shandong|Shandong]] | [[Japanese aircraft carrier Shinano|Shinano]] | [[Japanese aircraft carrier Shōhō|Shōhō]] | [[Japanese aircraft carrier Shōkaku|Shōkaku]] | [[Japanese aircraft carrier Sōryū|Sōryū]] | [[Italian aircraft carrier Sparviero|Sparviero]] | [[Japanese aircraft carrier Taihō|Taihō]] | [[Japanese aircraft carrier Taiyō|Taiyō]] | [[Type 003 aircraft carrier|Type 003]] | [[Type 004 aircraft carrier|Type 004]] | [[Japanese aircraft carrier Unryū|Unryū]] | [[ARA Veinticinco de Mayo (V-2)|Veinticinco de Mayo]] | [[German cruiser Seydlitz|Weser]] | [[Japanese aircraft carrier Zuihō|Zuihō]] | [[Japanese aircraft carrier Zuikaku|Zuikaku]],"aircraft carrier (wd:L305560-S1)
aircraft carrier (wd:L424057-S1)
aircraft carrier (wd:L79774-S1)
aircraft carrier
aircraft carrier",Qampari_wikitables_simple_00019.json
who acts as the chairman of the election commission,Achal Kumar Jyoti,Election Commission of India|Chief Election Commissioner of India,NQ_table_test_simple_00196.json
who lasted the longest in the royal rumble,Rey Mysterio,Chief wrestlers of Kırkpınar,NQ_table_test_simple_00818.json
Who is the composer of the movie Spide man part 1?,Danny Elfman,Michael Giacchino,CompMix_table_simple_qa_00146.json
this inventor co-created the film fred ott’s sneeze,Edison,William Kennedy Dickson,NQ_table_test_simple_00195.json
What countries are island countries ?,"The northern part of the island of Cyprus is the de facto independent state of Northern Cyprus, which is recognized only by Turkey. In the south of the island are the Sovereign Base Areas of Akrotiri and Dhekelia, controlled by the United Kingdom. | In 1983, Northern Cyprus declared independence from Cyprus. Northern Cyprus sovereignty has been recognized by only one United Nations member state (Turkey). It is not a member state of the United Nations. Most states recognize Cyprus claim to sovereignty over Northern Cyprus. | Since the conclusion of the Chinese Civil War, the Republic of China (ROC) retains actual rule over the islands of Taiwan, Penghu, Kinmen, the Matsu, and other minor islands, all of which are collectively known as ""Free Area"" or Taiwan Area in contrast to Mainland China being under communist rule, thus making it a de facto island nation, and has become known colloquially as simply ""Taiwan"" due to the island of Taiwan forming the majority of the ROC-controlled territories; nonetheless, the ROC has not officially renounced its constitutional-defined territories which include areas effectively controlled by the [[China|Peoples Republic of China]], Mongolia, Tuva (a Russian republic) etc. If claimed territories were taken into account, the ROC would not be a borderless country, nor a country centred around a major island. The ROC-controlled territories are also claimed by the Peoples Republic of China. See: Political status of Taiwan, Two Chinas, One-China policy, and Cross-strait relations. | Martinique | Administered by Norway under the Svalbard Treaty.","Cape Verde
Madagascar
Mauritius
São Tomé and Príncipe
Seychelles
...
Maldives
Sri Lanka
Taiwan
Philippines
Comoros",Qampari_wikitables_simple_00029.json
how many seasons has greys anatomy been on tv,14,22.0,NQ_table_test_simple_00504.json
What are the mountain ranges with an height larger than 5600 meters ?,Himalayas | Karakoram (Note 2) | Hindu Kush (Note 2) | Hengduan Mountains (Note 2) | Tian Shan | Kunlun | Andes | Hindu Raj | Alaska Range | Saint Elias Mountains | Caucasus Mountains,"Calapooya Mountains
Gallatin Range
Qilian Mountains
Chiricahua Mountains
Chugach Mountains
...
Gasherbrum
Bitterroot Mountains
Bitterroot Range
Brooks Range
Transverse Ranges",Qampari_wikitables_simple_00070.json
when was the last easter fell on april 1,2018,"March 22
April 25
date of Easter",NQ_table_test_simple_00670.json
who is the leader of the ontario pc party,Patrick Brown,Doug Ford,NQ_table_test_simple_00337.json
when was the taj mahal built and completed,1632–53,1631-01-01T00:00:00Z|1653-01-01T00:00:00Z,NQ_table_test_simple_00446.json
What is the budget of Titanic?,$200 million,200000000.0,CompMix_table_simple_qa_00063.json
what is the Nick name of Man united?,Red Devils,"Setan Merah (lang:id)
The Red Devils (lang:en)
红魔 (lang:zh-hans)",CompMix_table_simple_qa_00049.json
Who is the Skyfall movie's hero?,Daniel Craig,"Rory Kinnear
Javier Bardem
Naomie Harris
Tonia Sotiropoulou
Michael Pink
...
Ola Rapace
Elize du Toit
Ian Bonar
Tom Wu
Daniel Adegboyega",CompMix_table_simple_qa_00051.json
Origin of the band Avenged Sevenfold?,Huntington Beach,Orange County,CompMix_table_simple_qa_00093.json
who is Origin of the music Avenged Sevenfold ?,Huntington Beach,Orange County|,CompMix_table_simple_qa_00019.json
number of employees in the department of health and human services,"79,540",80000.0,NQ_table_test_simple_00862.json
Who was the kit manufacturer of the Columbus Crew Soccer Club?,Adidas,Acura,CompMix_table_simple_qa_00068.json
3 candidates for the democratic nomination in 1960,John F. Kennedy | Pat Brown | George H. McLain,"Joseph C. O'Mahoney
Frank P. Coburn
James P. Latta
Stephanie Summerow Dumas
Buddy Leach
...
Chris Caiazzo
Patsy Trujillo
Marilyn Rasmussen
Neil Molloy
William V. Chappell, Jr.",NQ_table_test_simple_00880.json
What is the pitchfork rating of album Dookie?,8.7/10,"Dutch Wikipedia|2.2/5
Pikmin 3 Deluxe|82/100
Pikmin 3 Deluxe|84/100
Pikmin 3 Deluxe|85/100
Pikmin 3 Deluxe|99%
...|...
BigBug|46/100
BigBug|47%
wd:Q99990957|62%
wd:Q99990957|76/100
wd:Q99990957|80/100",CompMix_table_simple_qa_00325.json
north carolina delegate to the second continental congress,John B. Ashe,"Richard William Lindsey
Daniel J. Watts
Nelson N. Johnson
Virginia Khunguni
Linsay Rousseau
...
Bruton Smith
Paul S Brown
Rhonda Magee
Shelton Becton
Artus Moser",NQ_table_test_simple_00707.json
who has played in the most premier league derbies,Neville Southall,"Jack Robson
Ed Woodward
Ricky Sbragia
A. H. Albut
Javier Ribalta
Tony Walmsley
Tom Hughes",NQ_table_test_simple_00646.json
Budget of Titanic movie?,$200 million,7500000.0,CompMix_table_simple_qa_00043.json
Who does the voice of Stan Smith in American Dad!?,Seth MacFarlane,"Mickey Rooney
Joey King
Scott Lawrence
Curtis Armstrong
David Herman
...
Fred Tatasciore
Brian Posehn
Peter Paige
Efren Ramirez
Robert Wuhl",CompMix_table_simple_qa_00199.json
where is the tennessee titans football stadium located,36°9′59″N 86°46′17″W﻿ / ﻿36.16639°N 86.77139°W,Nissan Stadium|POINT(-86.771389 36.166389) (geo:wktLiteral),NQ_table_test_simple_00855.json
who was the drummer with the travelling wilburys,Jim Keltner,"Roy Orbison
George Harrison
Tom Petty
Jeff Lynne
Bob Dylan",NQ_table_test_simple_00672.json
Who cast member main character Peaky Blinders Tv Series?,Cillian Murphy,"Adrien Brody|Adrien Brody (lang:en)
Charlie Creed-Miles|Charlie Creed-Miles (lang:en)
Peter Campion|Peter Campion (lang:en)
Simon Wan|Simon Wan (lang:en)
Cosmo Jarvis|Cosmo Jarvis (lang:en)
...|...
Pauline Turner|Pauline Turner (lang:en)
Bríd Brennan|Bríd Brennan (lang:en)
Samuel Edward-Cook|Samuel Edward-Cook (lang:en)
Elliot Cowan|Elliot Cowan (lang:en)
Harry Kirton|Harry Kirton (lang:en)",CompMix_table_simple_qa_00180.json
What is the name of the main character in the tv series Kakegurui?,Yumeko Jabami,"Ryōta Suzui
Mary Saotome
list of Kakegurui – Compulsive Gambler characters",CompMix_table_simple_qa_00205.json
when was the original stephen king it movie made,"November 18 – November 20, 1990","The Shining|2005-01-01T00:00:00Z
The Shining|1980-01-01T00:00:00Z
The Shining|1980-05-23T00:00:00Z
The Shining|1980-06-13T00:00:00Z
The Shining|1980-09-26T00:00:00Z
...|...
The Shining|1989-01-01T00:00:00Z
The Shining|1977-01-28T00:00:00Z
The Shining|2006-08-22T00:00:00Z
The Shining|1977-01-01T00:00:00Z
The Shining|2009-04-28T00:00:00Z",NQ_table_test_simple_00598.json
how many seasons of ray donovan has there been,5,7.0,NQ_table_test_simple_00100.json
who won the most mvp awards in the nba,Kareem Abdul-Jabbar,LeBron James|0,NQ_table_test_simple_00630.json
What is the rating given by Metacritic to the album Confident?,74/100,"Education|movie/small-axe-education|87/100
Freaks Out|movie/freaks-out|42/100
Freaks Out|movie/freaks-out|67%
Chronicle of an Escape|movie/buenos-aires-1977|5.8/10
Chronicle of an Escape|movie/buenos-aires-1977|67%
...|...|...
Golden Arm|movie/golden-arm|7.3/10
Billie|movie/billie|7.6/10
Billie|movie/billie|97%
BigBug|movie/bigbug|46/100
BigBug|movie/bigbug|47%",CompMix_table_simple_qa_00081.json
what does ss stand for on naval ships,Single-screw Steamship,"Submarine
Submarine
Submarine
Submarine
Submarine
...
Submarine
Submarine
Submarine
Submarine
Submarine",NQ_table_test_simple_00568.json
where are the highest average incomes found in north america,Virginia,"Boston
Orange City
Neosho
Hampton
Red Oaks Mill
...
Kaskaskia
Mexico Beach
Naubinway
Buellton
Goldendale",NQ_table_test_simple_00409.json
What are the lakes with a depth larger than 400 meters ?,Baikal | Tanganyika | Vostok | Crater | Tahoe | Adams | Malawi | Tazawa | Kivu | Matano | Hornindalsvatnet | Toba | Sarez | (Caspian Sea ) | Ohrid | Geneva | Lake Superior | Loch Ness | Great Central | Dead Sea | Titicaca | Gander | Kauhakō Crater,"Lake Superior|406
wd:Q20057294|406
Topalekua IV|408
Alexander|410
Lake Como|410
Optimistic Nature|410
wd:Q20755509|412.88
wd:Q20057291|414
Colico Lake|416
Taam ja’ Blue Hole|420",Qampari_wikitables_simple_00055.json
most passing yards in nfl history in a game,554,1944-1945 Sicilian Championship|_:bn1678894,NQ_table_test_simple_00404.json
Neymar is from?,Portuguese,Mogi das Cruzes,CompMix_table_simple_qa_00156.json
What is the duration of song Kyoto of the album Punisher?,3:04,2011-12-23T00:00:00Z,CompMix_table_simple_qa_00117.json
what ethnic group celebrates its contribution to america in october,Filipino,Hispanic and Latino Americans,NQ_table_test_simple_00692.json
who hosted they think it's all over,Des Lynam | Nick Hancock | Lee Mack,David Gower,NQ_table_test_simple_00829.json
Who played Steven Harper in Boston Public?,Chi McBride,"Fyvush Finkel
Jessalyn Gilsig
Kathy Baker
Loretta Devine
Sharon Leal
...
Tom McCarthy
Rashida Jones
Anthony Heald
Joey Slotnick
Nicky Katt",CompMix_table_simple_qa_00270.json
who is president of india in present time,Ram Nath Kovind,Droupadi Murmu,NQ_table_test_simple_00616.json
how much for a passport in the philippines,₱950,|950.0,NQ_table_test_simple_00640.json
Who was the lyricist of title song Maa Tujhe Salaam of Vande Mataram?,Mehboob Kotwal,"Chittoor Nagaiah
Kanchanamala",CompMix_table_simple_qa_00182.json
Argentina national football team captain?,2018 FIFA World Cup,Lionel Messi,CompMix_table_simple_qa_00058.json
how many seasons of goliath are there on amazon,1,4.0,NQ_table_test_simple_00265.json
how many walker texas ranger seasons are there,8,9.0,NQ_table_test_simple_00085.json
What is the name of the actor playing the character of Bill Compton in the TV series True Blood?,Stephen Moyer,"Anna Camp|Anna Camp (lang:en)
Valentina Cervi|Valentina Cervi (lang:en)
Kevin Alejandro|Kevin Alejandro (lang:en)
William Sanderson|William Sanderson (lang:en)
Bailey Noble|Bailey Noble (lang:en)
...|...
Michael Raymond-James|Michael Raymond-James (lang:en)
Denis O'Hare|Denis O'Hare (lang:en)
Fiona Shaw|Fiona Shaw (lang:en)
Jim Parrack|Jim Parrack (lang:en)
Mehcad Brooks|Mehcad Brooks (lang:en)",CompMix_table_simple_qa_00074.json
who starred in the movie the day the earth stood still,Keanu Reeves | Jennifer Connelly | Jaden Smith | Kathy Bates | Jon Hamm | John Cleese | Kyle Chandler,"Frances Bavier|Frances Bavier (lang:af)
Frances Bavier|Frances Bavier (lang:ast)
Frances Bavier|Frances Bavier (lang:ca)
Frances Bavier|Frances Bavier (lang:cy)
Frances Bavier|Frances Bavier (lang:da)
...|...
Sam Jaffe|샘 자페 (lang:ko)
Sam Jaffe|サム・ジャッフェ (lang:ja)
Sam Jaffe|萨姆·贾菲 (lang:zh)
Sam Jaffe|萨姆·贾菲 (lang:zh-cn)
Sam Jaffe|萨姆·贾菲 (lang:zh-hans)",NQ_table_test_simple_00086.json
who was elected president in mexico in 2000,Vicente Fox,"Manuel Gómez Pedraza
José María Bocanegra-farron
Abelardo L. Rodríguez
José María Iglesias Inzárruga
José Justo Corro
...
Melchor Múzquiz
Valentín Canalizo
Francisco Javier Echeverría
Juan Bautista Ceballos
Pedro Vélez",NQ_table_test_simple_00184.json
when was the last time the ducks won the stanley cup,2006–07,Stanley Cup|1893-01-01T00:00:00Z,NQ_table_test_simple_00441.json
Who is the author of the The Invisible Man ?,Ralph Ellison,"The Invisible Man|H. G. Wells
The Invisible Man|H. G. Wells
The Invisible Man|H. G. Wells
The Invisible Man|H. G. Wells
The Invisible Man|H. G. Wells
The Invisible Man|G. K. Chesterton
The Invisible Man|G. K. Chesterton
The Invisible Man|H. G. Wells",CompMix_table_simple_qa_00168.json
Who was the head coach of the Inter Miami soccer club?,Phil Neville,Javier Mascherano,CompMix_table_simple_qa_00216.json
who played peter benton's sister on er,Jackie Robbins,"Mary McDonnell|Mary McDonnell (lang:en)
Mekhi Phifer|Mekhi Phifer (lang:en)
Michelle Hurd|Michelle Hurd (lang:en)
Sharif Atkins|Sharif Atkins (lang:en)
Danny Glover|Danny Glover (lang:en)
...|...
John Stamos|John Stamos (lang:en)
Eriq La Salle|Eriq La Salle (lang:en)
David Lyons|David Lyons (lang:en)
Paul McCrane|Paul McCrane (lang:en)
Erik Palladino|Erik Palladino (lang:en)",NQ_table_test_simple_00057.json
Who played the part Juni Cortez in the movie Spy Kids?,Daryl Sabara,"Tony Shalhoub
Guillermo Navarro
Alexa PenaVega
Teri Hatcher
wd:Q223830
...
Alan Cumming
Richard Linklater
Antonio Banderas
Mike Judge
Cheech Marin",CompMix_table_simple_qa_00310.json
who produced the movie i can only imagine,Cindy Bond | Kevin Downes | Daryl Lefever | Mickey Liddell | Pete Shilaimon | Raymond Harris | Joe Knopp,"Andrew Erwin
Jon Erwin",NQ_table_test_simple_00454.json
who has the most podium finishes in australia,Michael Schumacher,"David Brabham|1
Malcolm Milne|1
Daniel Ricciardo|1
Mark Webber|1
Jack Doohan|1
Ken Kavanagh|1
Brian McGuire|1
Ryan Briscoe|1
Gary Brabham|1
Oscar Piastri|1",NQ_table_test_simple_00778.json
what is the average depth of the english channel,63 m (207 ft),180.0,NQ_table_test_simple_00193.json
What is the name of the actress who played teenage Martha in Dark?,Lisa Vicari,"Walter Kreye
Jördis Triebel
Andreas Pietschmann
Maja Schöne
Gina Alice Stiebitz
...
Daan Lennard Liebrenz
Ella Lee
Carlotta von Falkenhayn
Antje Traue
Angela Winkler",CompMix_table_simple_qa_00045.json
who has the most wins on around the horn,Woody Paige,Max Kellerman,NQ_table_test_simple_00600.json
who was the 11th prime minister of canada,R. B. Bennett,"Alexander Mackenzie|Alexander Mackenzie (lang:af)
Alexander Mackenzie|Alexander Mackenzie (lang:ast)
Alexander Mackenzie|Alexander Mackenzie (lang:ca)
Alexander Mackenzie|Alexander Mackenzie (lang:cs)
Alexander Mackenzie|Alexander Mackenzie (lang:cy)
...|...
Mark Carney|馬克·卡尼 (lang:zh-hant)
Brian Mulroney|马丁·布赖恩·马尔罗尼 (lang:zh)
Mark Carney|马克·卡尼 (lang:zh-cn)
Mark Carney|马克·卡尼 (lang:zh-hans)
Mackenzie Bowell|麦肯齐·鲍威尔 (lang:zh)",NQ_table_test_simple_00328.json
Which shows besides The 100 won the Saturn Award for Best Youth-Oriented Television Series?,Teen Wolf,Outlander,CompMix_table_simple_qa_00298.json
where is most of the worlds gold held,United States,"Reserve Bank of Zimbabwe|Zimbabwe
Central Bank of Colombia|Colombia
wd:Q105968386|Belgium
Národní banka pro Čechy a Moravu v Praze|Protectorate of Bohemia and Moravia
National Bank of Ukraine|Ukraine
Banque d'Emission a Bruxelles|Belgium
Ta-Ching Government Bank|Qing dynasty
The central bank of Nigeria|Nigeria
National Bank of the Kingdom of Jugoslavia|Kingdom of Yugoslavia
Narodna Banka Kraljevine Srba, Hrvata i Slovenaca|Kingdom of Serbs, Croats and Slovenes",NQ_table_test_simple_00664.json
when is the new season of chicago pd,"September 27, 2017 – present",2014-01-08T00:00:00Z,NQ_table_test_simple_00806.json
which is the largest great lake in north america,Lake Superior,"North Queensland
réserve naturelle régionale de la ferme de Choisy
Lake and Peninsula Borough
Migratory Bird Sanctuaries along the Coast of Yellow Sea-Bohai Gulf of China (Phase I)
Birch Island Provincial Park
...
Uranus
Saturn
Jupiter
Sun
Liberty Square",NQ_table_test_simple_00345.json
who's the original singer of help me make it through the night,Kris Kristofferson,"Joe Simon
John Holt
JesseLee Jones
Gladys Knight & the Pips
wd:Q153694
...
Percy Sledge
Mona Gustafsson
Sammi Smith
Mats Rådberg
Christer Sjögren",NQ_table_test_simple_00611.json
who is the ceo of crate and barrel,Neela Montgomery,Janet Mackenzie Hayes,NQ_table_test_simple_00453.json
Who played the role of Ramesh in Balak-Palak?,Dhanashree Parab,"Kishor Kadam
Sai Tamhankar",CompMix_table_simple_qa_00203.json
who played ashley on the young and the restless,Eileen Davidson | Brenda Epperson | Shari Shattuck,"Daniel Goddard
Michael Graziadei
Christel Khalil
Bryton James
Michael Damian
...
Jeanne Cooper
Joshua Morrow
Jeff Branson
Blair Redford
Kristoff St. John",NQ_table_test_simple_00638.json
where do the astros play for spring training,Osceola County Stadium,|Daikin Park|Houston,NQ_table_test_simple_00369.json
who sings the theme song for living single,Queen Latifah,sitcom,NQ_table_test_simple_00075.json
most passing yards in nfl history in a game,Norm Van Brocklin,"Eliška Hladilová|Brno City Theatre
Joseph Dienger|Karlsruhe Institute of Technology
Sylvia Bayr-Klimpfinger|University of Vienna
Franz Zimmermann|Leipzig University
Franz Zimmermann|University of Rostock
...|...
Lison Daniel|France Inter
Oscar Henrik Biti Næss|Norwegian Broadcasting Corporation
Theodor Brauer|Karlsruhe Institute of Technology
Theodor Brauer|University of Cologne
Olympiy Rudakov|N.G. Kuznetsov Naval Academy",NQ_table_test_simple_00405.json
so you think you can dance season 2 judges,"Nigel Lythgoe, Mary Murphy, Mia Michaels, Shane Sparks, Dan Karaty, Brian Friedman","Katie Couric
Lauren Sánchez
Cat Deeley",NQ_table_test_simple_00647.json
when does the new episode of scorpion come on,"January 15, 2018",|CBS,NQ_table_test_simple_00444.json
where are the winter olympics and when do they start,"Pyeongchang, South Korea | 9 February","wd:Q1000167|Lima|2011-07-12T00:00:00Z
Operation Sky Monitor|Bosnia and Herzegovina|1992-10-16T00:00:00Z
Bundesgartenschau 2001|Potsdam|2001-04-21T00:00:00Z
Tracers for targeting nerves in the autonomic nervous system|Leiden University Medical Center|2018-09-01T00:00:00Z
Establishing the molecular fundamentals of arthritic diseases – a step forward to Heal Arthritis|Leiden University Medical Center|2019-03-01T00:00:00Z
The ER located master regulation of endosomal positioning and further movements|Leiden University Medical Center|2016-09-01T00:00:00Z
Translation of a fluorescent MYelin specific peripheral NERVE tracer|Leiden University Medical Center|2016-03-01T00:00:00Z
Cognitive control in context: Neural, functional, and social mechanisms of metacontrol|Leiden University|2016-12-01T00:00:00Z
Forging Advanced Liquid-Crystal Coronagraphs Optimized for Novel Exoplanet Research|Leiden University|2016-04-01T00:00:00Z
Democratic Secrecy: A Philosophical Study of the Role of Secrecy in Democratic Politics|Leiden University|2015-08-01T00:00:00Z",NQ_table_test_simple_00423.json
when was the last time vancouver had an earthquake,1946,2010 Winter Olympics,NQ_table_test_simple_00463.json
What typhoons were of the type super typhoons ?,Olive | Emma | Nancy | Violet | Dot | Megi | Songda | Muifa | Nalgae | Guchol | Jelawat | Bopha | Utor | Usagi | Francisco | Lekima | Haiyan | Neoguri | Rammasun | Halong | Genevieve | Phanfone | Vongfong | Nuri | Hagupit | Maysak | Noul | Dolphin | Nangka | Soudelor | Dujuan | Koppu | Meranti | Chaba | Haima | Nock-ten | Noru | Lan | Maria | Jebi | Mangkhut | Trami | Kong-rey | Yutu | Wutip | Hagibis,"Mega Man X2
Fighting Fantasy
Humbug's Gulch
Skidmark
The 7 Beer Itch
...
The Taxi-Cab Grab
A Certain Doom
Need for Speed: Hot Pursuit Remastered
The Mystery of the Cliffs
Reef Blower",Qampari_wikitables_simple_00028.json
Who played the role of the former boxer in the movie Real Steel?,Hugh Jackman,"Karl Yune
David Alan Basche
wd:Q129591
Evangeline Lilly
Hope Davis
...
Kevin Durand
Phil LaMarr
Olga Fonda
Anthony Mackie
James Rebhorn",CompMix_table_simple_qa_00285.json
who wrote yakkity yak don't talk back,Jerry Leiber | Mike Stoller,Mark Gravas,NQ_table_test_simple_00846.json
when was the last time america hosted the summer olympics,Salt Lake City,United States,NQ_table_test_simple_00532.json
Where are located protected areas with an area larger than 250000 km squared ?,Ross Sea | Hawaii and Midway Atoll | Coral Sea | Northeast Greenland | Pitcairn Islands | British Indian Ocean Territory (disputed by Mauritius) | Kermadec Islands | Ascension Island | Phoenix Islands | Great Barrier Reef | Ellesmere Island,"Gabon|POINT(11.500000 -0.683331) (geo:wktLiteral)
Orange City|POINT(-96.058889 43.005556) (geo:wktLiteral)
Neosho|POINT(-94.376389 36.855556) (geo:wktLiteral)
Speedway|POINT(-86.250000 39.791900) (geo:wktLiteral)
Eaton|POINT(-84.633900 39.747500) (geo:wktLiteral)
...|...
Buchberger Leite|POINT(13.509600 48.819200) (geo:wktLiteral)
Central Persian desert basins|POINT(54.750000 33.750000) (geo:wktLiteral)
Buchholz-Kleefeld|POINT(9.812500 52.385600) (geo:wktLiteral)
Huntington|POINT(-73.426111 40.868056) (geo:wktLiteral)
Buckelwiesen bei Mittenwald|POINT(11.266460 47.472340) (geo:wktLiteral)",Qampari_wikitables_simple_00076.json
the type of display that google glass presents to its users is called what,Prism projector,"digital camera
see-through display",NQ_table_test_simple_00048.json
who has become the new chairman of sebi,Ajay Tyagi,Madhabi Puri Buch,NQ_table_test_simple_00078.json
who has become the new chairman of sebi,Ajay Tyagi,Madhabi Puri Buch,NQ_table_test_simple_00077.json
What is the box office collection of the movie Oblivion?,$287.9 million,Oblivion|286168572.0,CompMix_table_simple_qa_00056.json
how many episodes in season 2 of fargo,10,51.0,NQ_table_test_simple_00554.json
Lin-Manuel Miranda played the role of who in the musical Hamilton?,Alexander Hamilton,"Encanto|Encanto (lang:en)
In the Heights|In the Heights (lang:en)
Moana|Moana (lang:en)
Mary Poppins Returns|Mary Poppins Returns (lang:en)
Star Wars: Episode VII – The Force Awakens|Star Wars: Episode VII – The Force Awakens (lang:en)
Hamilton|Hamilton (lang:en)
Tick, Tick... Boom!|Tick, Tick... Boom! (lang:en)",CompMix_table_simple_qa_00001.json
state with highest population growth rate in india 2011,Meghalaya,"Boston
Gabon
Cadier en Keer
Nielles-lès-Bléquin
Vembayam Grama Panchayat
...
Jaroměř
Avinissery Grama Panchayat
Avinissery Grama Panchayat
Vilavoorkal Grama Panchayat
Venganoor Grama Panchayat",NQ_table_test_simple_00001.json
baseball teams who have not won a world series,Texas Rangers | Milwaukee Brewers | San Diego Padres | Washington Nationals | Seattle Mariners | Colorado Rockies | Tampa Bay Rays,"Tyson Fury
Tyson Fury
Jessie Diggins
Jessie Diggins
Lita Soler Arimon
...
Cara Noir
Marathon-Tula 2020
Let's Go Finland 2004
Fem van Empel
Ikuhiro Enokido",NQ_table_test_simple_00324.json
What are the caves with a depth of at least 3.1km ?,Krubera-Voronja Cave | Sarma cave | Gouffre Mirolda | Gouffre Jean-Bernard | Chevé Cave | Čehi 2 | Boybuloq | Siebenhengste-Hohgant-Höhle | Gouffre Berger,"Bullialdus|3500.0
Deepspot|45.0
Tagansky Protected Command Point|65.0
Burckhardt|4800.0
Abja 92 borehole|635.6
...|...
wd:Q99228696|319.0
wd:Q99394037|_:bn1200815
Buada Lagoon|78.0
Bay of Vlorë|51.0
Bukhtarma Reservoir|9.6",Qampari_wikitables_simple_00005.json
Who played the part Carmen in the movie Spy Kids?,Alexa Vega,"television actor|Tony Shalhoub
film actor|Tony Shalhoub
dub actor|Tony Shalhoub
stage actor|Tony Shalhoub
voice actor|Tony Shalhoub
...|...
comedian|Cheech Marin
film director|Cheech Marin
screenwriter|Cheech Marin
actor|Cheech Marin
writer|Cheech Marin",CompMix_table_simple_qa_00278.json
what was the outcome of the battle of san juan hill,Cuban-American victory,"Battle of St. Charles
Battle of Taku Forts
Second Battle of the Somme
Battle of Kandahar
Battle of the Lys
...
Battle of Hubbardton
Battle of White Plains
St. Clair's Defeat
Battle of Tal Afar
Battle of Manimani",NQ_table_test_simple_00663.json
Where did Kylie Minogue's Fever album peak on the US chart?,3,"CADASIL|1.98e-05
CADASIL|5e-05
West syndrome|0.003
Charcot–Marie–Tooth disease|0.0003
Alzheimer's disease|0.0505
...|...
Friedreich ataxia|5.68e-06
primary angiitis of the central nervous system|2.4e-06
steroid myopathy|0.0034
prolactinoma|0.00035
polymyositis|7.2e-05",CompMix_table_simple_qa_00293.json
Who was the head coach of the Charlotte Football Club?,Miguel Ángel Ramírez,Dean Smith,CompMix_table_simple_qa_00121.json
what is the current population of bora bora,"10,605",10605.0,NQ_table_test_simple_00615.json
who played taylor on the bold and beautiful,Hunter Tylo (1990–) | Sherilyn Wolter (1990),"Jerry Ayres
Darin Brooks
John McCook
Winsor Harmon
Felisha Cooper
...
Alley Mills
Maitland Ward
Jim Storm
Eugena Washington
Ronn Moss",NQ_table_test_simple_00442.json
