question,gold_answer,result_cleaned,result,sparql
Which weapons are of the type anti-materiel rifles ?,Steyr IWS 2000 | Steyr HS .50 | Istiglal | AMR-2 | Zijiang M99 | RT-20 | Vidhwansak | Pindad SPR-2 and SPR-3 | Shaher | Tor | KSVK | SV-18 | Zastava M93 Black Arrow | Denel NTW-20 | Snipex Alligator | Accuracy International AW50 | Accuracy International AS50 | Accuracy International AX50 | Barrett M82A1/M107 | Barrett M99 | Barrett XM109 | Barrett XM500 | Anzio 20mm rifle | Desert Tech HTI,"Gepard
AMR-2
Snipex Alligator
Solothurn S-18/100
Accuracy International AW50
...
Barrett M99
Barrett XM109
Accuracy International AX50
Accuracy International AS50
AM-50 Sayyad","| weapon                                     |
| ------------------------------------------ |
| Gepard (wd:Q1009592)                       |
| AMR-2 (wd:Q1022192)                        |
| Snipex Alligator (wd:Q104661322)           |
| Solothurn S-18/100 (wd:Q1062499)           |
| Accuracy International AW50 (wd:Q1066723)  |
| ...                                        |
| Barrett M99 (wd:Q808897)                   |
| Barrett XM109 (wd:Q808903)                 |
| Accuracy International AX50 (wd:Q85739580) |
| Accuracy International AS50 (wd:Q868895)   |
| AM-50 Sayyad (wd:Q92209063)                |","SELECT ?weapon WHERE {
  ?weapon wdt:P279 wd:Q1770971
}"
What are the suspension bridges (built or planned) with a length larger than 600 meters ?,Yangsigang Yangtze River Bridge | Xihoumen Bridge | Osman Gazi Bridge | Yi Sun-sin Bridge | Humber Bridge | Yavuz Sultan Selim Bridge | Tsing Ma Bridge | Hardanger Bridge | Verrazzano-Narrows Bridge | Golden Gate Bridge | Höga Kusten Bridge | Hongjun Chishuihe Bridge | Longjiang River Bridge | Aizhai Bridge | Mackinac Bridge | Hålogaland Bridge | Qingshui River Bridge | Huangpu Bridge | Xingkang Bridge | Wufengshan Yangtze River Bridge | Fatih Sultan Mehmet Bridge | Bosphorus Bridge | George Washington Bridge | 25 de Abril Bridge | Forth Road Bridge | Humen Pearl River Bridge | Third Tacoma Narrows Bridge (eastbound) | Askøy Bridge | Nanxi Bridge | Akinada Bridge | San Francisco–Oakland Bay Bridge (east half of west span) | San Francisco–Oakland Bay Bridge (west half of west span) | Bronx–Whitestone Bridge | Maputo–Katembe bridge | Pierre Laporte Bridge | Delaware Memorial Bridge (northbound) | Gjemnessund Bridge | [[Egongyan Rail Transit Bridge|Egongyan Rail Transit Bridge]] | Çanakkale 1915 Bridge | Brăila Bridge | Strait of Messina Bridge | Sunda Strait Bridge,,,SELECT ?bridge ?length WHERE { ?bridge wdt:P2043 ?length . ?length > 600 }
What are the professional wrestling memorial shows since 1980?,"Mike Marino Memorial Shield | Von Erich Memorial Parade of Champions | Eddie Graham Memorial Show | Bruiser Brody Memorial Show | [[Starrcade (1990)|Pat OConnor Memorial International Cup Tag Team Tournament]] | Ilio DiPaolo Memorial Show | Eddie Gilbert Memorial Brawl | Eddie Gilbert Memorial Show | Plum Mariko Memorial Show | Brian Pillman Memorial Show | Curtis Comes Home | Gary Albright Memorial Show | Mark Curtis Memorial Weekend of Champions | Giant Baba Memorial Spectacular | Terry Gordy Memorial Show | Yokozuna Memorial Show | Giant Baba Memorial Six Man Tag Team Tournament | Big Dick Dudley Memorial Show | Jeff Peterson Memorial Cup | Mike Lockwood Memorial Show | Fred Ward Memorial Show | Mike Lockwood Memorial Tournament | Mark Curtis Memorial Reunion | Chris Candido Memorial Show | Bruiser Brody Memorial Cup | Shinya Hashimoto Memorial Six-Man Tag Team Tournament | Pitbull/Public Enemy Tag Team Memorial Cup | Eddie Graham Memorial Battle of the Belts | Sensational Sherri Memorial Cup Tournament | Shinya Hashimoto Memorial Legacy Cup Tournament | Walter ""Killer"" Kowalski Memorial Show | Dennis Coralluzzo Invitational | A Nightmare To Remember",,,"SELECT ?show WHERE {
  ?show wdt:P31 wd:Q20751344 ; wdt:P1082 ?year .
  ?show rdfs:label ?label .
  FILTER(LANG(?label) = 'en')
  FILTER(STR(?year) >= '1980')
  FILTER(CONTAINS(STR(?label) , ""Memorial""))
}
LIMIT 10"
Which weapons are of the type grenade launcher ?,Arsenal 40 mm UBGL | ARDE 40 mm under barrel grenade launcher | BS-1 Tishina | STK 40 GL | EAGLE grenade launcher | GM-94 | GP-25 | Indumil IMC-40 | M79 grenade launcher | M203 grenade launcher | M320 Grenade Launcher Module | Milkor 37/38mm and 40mm Stopper | Pallad wz. 1974 | Pallad wz. 1983 | PMR grenade launcher | RWGŁ-3 | Type 91 grenade launcher | XM148 grenade launcher | DP-64 | Hawk MM-1 | Milkor MGL | Neopup PAW-20 | RG-6 grenade launcher   [http://www.tulatskib.ru/HTML_a/sgv_prod_a.html RG-6 at the manufacturers website] | XM25 CDTE | AGS-17 | AGS-30 | STK 40 AGL | Howa Type 96 | Daewoo Precision Industries K4 | M75 grenade launcher | M129 grenade launcher | Mk 18 Mod 0 grenade launcher | Mk 19 grenade launcher | Mk 20 Mod 0 grenade launcher | Mk 47 Striker | SB LAG 40 | XM174 grenade launcher | XM307 Advanced Crew Served Weapon | Bazooka | Sturmpistole | PIAT | RPG-2 | RPG-7 | RPG-16 | RPG-26 | RPG-27 | RPG-29 | RPG-30 | RPG-32 | RPG-76 Komar | RPO-A Shmel | Type 69 RPG | Yasin (RPG),,,"SELECT ?weapon WHERE {
  VALUES ?weapon {
    wd:Q124443940 wd:Q482529 wd:Q292668 wd:Q907351 wd:Q482511 wd:Q1143777 wd:Q1062668 wd:Q1058450
  }
}"
Which sumos have nore than 7 championship wins ?,Hakuhō | Taihō | Akebono | Wakanohana I | Hokutoumi | Raiden | Tanikaze | Kashiwado | Inazuma | Umegatani I,,,"SELECT ?rikishi(COUNT(?win) AS ?numWins) WHERE {
  ?rikishi wdt:P1355 ?win .
  FILTER(?win > 7)
}
GROUP BY ?rikishi
ORDER BY DESC(?numWins)
LIMIT 10"
Which weapons are of the type siege engine ?,Siege tower | Battering ram | Catapult | Ballista | Trebuchet | Helepolis | Sambuca | Scorpio | Artillery,,,"SELECT ?weapon WHERE {
  ?weapon wdt:P31 wd:Q8743609 .
}"
What are all the named continents throughout history ?,Vaalbara | Ur | Kenorland | Atlantica | Baltica | Rodinia | Avalonia | Pannotia | Gondwana | Cimmeria | Laurasia | Pangea | Africa | Asia | Australia | Europe | Pangaea Proxima,,,"SELECT ?continent(rdfs:label AS ?label) WHERE {
  ?continent wdt:P31 wd:Q5107 .
}"
In which cities are there clock towers that are not located in Americas or Europe ?,"Sari | Tehran | Acre | Jaffa | Tripoli | Kota Kinabalu, Sabah | Teluk Intan, Perak | Peshawar | Faisalabad | Hyderabad | Jaffna | Colombo | Kurunegala | Piliyandala",,,"SELECT ?city ?continent WHERE {
  ?city wdt:P131 ?location .
  ?location wdt:P30 ?continent .
  FILTER(?continent != wd:Q30235317 && ?continent != wd:Q30239975)
}"
What are the current or past space stations ?,Salyut 1 | DOS-2 | Salyut 2 | Kosmos 557 | Skylab | Salyut 3 | Salyut 4 | Salyut 5 | Salyut 6 | Salyut 7 | Mir | Tiangong-1 | Tiangong-2 | Lunar Gateway | Russian Orbital Service Station (ROSS) | Lunar Orbital Station   (LOS) | Manned Orbiting Laboratory 1–7 | Skylab B | OPS-4 | Freedom | Mir-2 | [[Columbus Man-Tended Free Flyer|Columbus MTFF]] | [[Galaxy (spacecraft)|Galaxy]] | [[Excalibur Almaz|Almaz commercial]] | OPSEK,,,"SELECT ?station WHERE {
  ?station rdfs:label ""space station"" @en .
  FILTER(lang(?station) = 'en')
}
LIMIT 10"
What are the buildings (built or in construction) with a height larger than 350 meters ?,Burj Khalifa | Shanghai Tower | Abraj Al-Bait Clock Tower | Ping An Finance Center | Lotte World Tower | One World Trade Center | Guangzhou CTF Finance Centre | China Zun | Taipei 101 | Shanghai World Financial Center | International Commerce Centre | Wuhan Greenland Center | Central Park Tower | Lakhta Center | Landmark 81 | Changsha IFS Tower T1 | [[Petronas Towers|Petronas Tower 2]] | Zifeng Tower | Willis Tower | KK100 | Guangzhou International Finance Center | Wuhan Center | 111 West 57th Street | One Vanderbilt | Dongguan International Trade Center 1 | 432 Park Avenue | Marina 101 | Trump International Hotel and Tower | Jin Mao Tower | Princess Tower | Al Hamra Tower | Two International Finance Centre | Guiyang International Financial Center T1 | China Resources Headquarters | CITIC Plaza | 30 Hudson Yards | Empire State Building | Elite Residence | Central Plaza | Federation Tower (East Tower) | Address Boulevard | Haitian Center Tower 2 | Bank of China Tower | Bank of America Tower | St. Regis Chicago | Almas Tower | Gevora Hotel | JW Marriott Marquis Dubai Tower 1 | JW Marriott Marquis Dubai Tower 2 | Emirates Office Tower | OKO Tower – South Tower | The Marina Torch,,,SELECT ?building WHERE { ?building wdt:P31 wd:Q41176 . ?building wdt:P2048 ?height . ?height > 350 }
What are the different women wrestling promotions ?,[[Actwres girlZ]] | Ice Ribbon | Ladies Legend Pro-Wrestling | Oz Academy | Pro Wrestling Wave | [[Sendai Girls Pro Wrestling]] | Tokyo Joshi Pro Wrestling | World Wonder Ring Stardom | [[All Japan Womens Pro-Wrestling]] | Arsion | Gaea Japan | [[JDStar|Jd]] | JWP Joshi Puroresu,Women's Extreme Wrestling,"| promotion                               |
| --------------------------------------- |
| Women's Extreme Wrestling (wd:Q3111523) |","SELECT ?promotion WHERE {
  ?promotion rdfs:label ""Women's Extreme Wrestling"" @en .
}"
What are the exoplanets discovered in 2021 ?,NGTS-14Ab | NGTS-13b | TOI-628 b | TOI-640 b | TOI-1333 A b | TOI-1478 b | TOI-1601 b | OGLE-2019-BLG-0960Lb | HD 110082 b,,,"SELECT ?exoplanet WHERE {
  wd:Q44559 wdt:P575 ""2021""
}"
What are the existing (in service or terminated) space telescopes ?,"Granat | Gamma | Compton Gamma Ray Observatory (CGRO) | International Gamma Ray Astrophysics Laboratory (INTEGRAL) | Fermi Gamma-ray Space Telescope | Astronomical Netherlands Satellite (ANS) | Einstein Observatory (HEAO 2) | Astron | EXOSAT | ROSAT | Broad Band X-ray Telescope / Astro 1 | Advanced Satellite for Cosmology and Astrophysics (ASCA, Astro-D) | Array of Low Energy X-ray Imaging Sensors (Alexis) | BeppoSAX | Chandra X-ray Observatory | XMM-Newton | Astrosat | Hitomi (Astro-H) | Mikhailo Lomonosov | Spektr-RG | OAO-2 (Stargazer) | [[Orbiting Astronomical Observatory|OAO-3 Copernicus]] | International Ultraviolet Explorer (IUE) | Hubble Space Telescope | Extreme Ultraviolet Explorer (EUVE) | Far Ultraviolet Spectroscopic Explorer (FUSE) | Interface Region Imaging Spectrograph (IRIS) | Venus Spectral Rocket Experiment | Hipparcos | Near Earth Object Surveillance Satellite (NEOSSat) | Gaia (astrometry) | Transiting Exoplanet Survey Satellite (TESS) | CHEOPS | IRAS | Infrared Space Observatory (ISO) | Midcourse Space Experiment (MSX) | Submillimeter Wave Astronomy Satellite (SWAS) | Wide Field Infrared Explorer (WIRE) | Spitzer Space Telescope | Akari (Astro-F) | Herschel Space Observatory | Wide-field Infrared Survey Explorer (WISE) | Odin | Planck | Dark Matter Particle Explorer (DAMPE) | James Webb Space Telescope (JWST) | X-ray Polarimeter Satellite (XPoSat) | X-Ray Imaging and Spectroscopy Mission (XRISM) | International Lunar Observatory Precursor (ILO-X) | Euclid | SPHEREx | Nancy Grace Roman Space Telescope (Wide Field Infrared Survey Telescope; WFIRST) | AstroSat-2 | PLATO | ARIEL | Advanced Telescope for High Energy Astrophysics (ATHENA) | Laser Interferometer Space Antenna (LISA)",,,"SELECT ?telescope(IF(EXISTS {
  ?telescope wdt:P730 ?retirementDate
}
, ""terminated"" , ""in service"") AS ?status) WHERE {
  VALUES ?telescope {
    wd:Q2513 wd:Q186447 wd:Q47272 wd:Q201953 wd:Q7998593
  }
}"
What are the different geological fracture zones ?,"Chile | Mocha | Valdivia | Easter | Vema | Kane | Charlie-Gibbs Name from GEBCO gazetteer, position refined by means of [http://www.ngdc.noaa.gov/mgg/global/global.html etopo2] and sample data of GPlates",,,"SELECT ?zone(rdfs:label AS ?label) WHERE {
  VALUES ?zone {
    wd:Q5477586 wd:Q55968502 wd:Q58533016
  }
}"
Which location is part of the  special economic zones of Ukraine ?,"Slavutych, Kyiv Oblast | Mariupol, Donetsk Oblast | Donetsk, Donetsk Oblast | Truskavets, Lviv Oblast | Mykolaiv, Mykolaiv Oblast, shipyard territory, and adjoining area | Odessa, part of Odessa Trade Sea Ports territory",,,"SELECT ?location WHERE {
  ?location wdt:P131 wd:Q142 .
  ?location wdt:P2541 wd:Q494978 .
}"
Which weapons are of the type combat shotgun ?,Armsel Striker | Atchisson AA-12 | Benelli M3 | Benelli M4 | Daewoo Precision Industries USAS-12 | Franchi SPAS-12 | Franchi SPAS-15 | M26 Modular Accessory Shotgun System | Remington Model 870 | Winchester Model 1200 | Winchester Model 1897 | Winchester Model 1912,,,"SELECT ?weapon WHERE {
  ?weapon wdt:P366 'combat'
}"
What are the different upper stages used on rockets ?,Agena | Gamma-2 | Blok DM-03 | Centaur | CTS | Delta Cryogenic Second Stage | Electron Second Stage | Exploration Upper Stage | Falcon 9 Second Stage | Fregat | Inertial Upper Stage | KVTK | Payload Assist Module/Star-48B | Salman | Transtage | Volga,,,"SELECT DISTINCT ?upperStage(rdfs:label AS ?label) WHERE {
  ?upperStage rdfs:label ?label .
  FILTER(CONTAINS(STR(?label) , ""upper stage""))
}"
What are the existing money printing mints ?,"Perth Mint | Austrian Mint | Royal Canadian Mint | China Banknote Printing and Minting Corporation | Royal Danish Mint | Staatliche Münzen Baden-Württemberg | Staatliche Münze Berlin | Hamburgische Münze | Security Printing and Minting Organization | India Government Mint | India Government Mint, Mumbai | India Government Mint, Kolkata | India Government Mint, Hyderabad | India Government Mint, Noida | Monetăria Statului | Saint Petersburg Mint | Royal Mint | Birmingham Mint | Pobjoy Mint | Tower Mint | United States Mint (Four branches) | Zecca | Sydney Mint | Manila Mint | Mints of Scotland | Horndon mint | Charlotte Mint | Dahlonega Mint | New Orleans Mint",,,"SELECT ?mint WHERE {
  ?mint rdfs:label ?label .
  FILTER(LANG(?label) = ""en"")
}
LIMIT 10"
What are the different exoplanet search projects ?,ESPRESSO | FINDS Exo-Earths | Geneva Extrasolar Planet Search | HARPS-N | Next-Generation Transit Survey (NGTS) | Optical Gravitational Lensing Experiment (OGLE) | Search for extraterrestrial intelligence (SETI) | Spectro-Polarimetric High-Contrast Exoplanet Research (SPHERE) | SPECULOOS | The Habitable Exoplanet Hunting Project | Trans-Atlantic Exoplanet Survey (TrES),,,"SELECT ?project WHERE {
  ?project wdt:P31 wd:Q9672656
}"
What are the residential buildings with a height larger than 250 m ?,Pentominium | Ocean One Tower | 45 Broad Street | Marina City II | Tregunter Tower 3 | [[The Belchers|The Belchers 1]] | Trump World Tower | 21st Century Tower | Q1 | The Marina Torch | Elite Residence | Princess Tower | 432 Park Avenue | Central Park Tower,,,
What are the existing clock towers not located in Americas or Europe ?,"[[Saat Tower]] (Tabriz City Hall) | Khan al-Umdan | Bell tower at [[St. Anthonys Church, Tel Aviv|St. Anthonys Church, Jaffa]] | Jaffa Clock Tower | Clock tower at the Monastery of Saint Saviour | Jubilee Clock Tower | Birch Memorial Clock Tower | Atkinson Clock Tower | Malay College Kuala Kangsar Clock Tower | Sultan Abdul Samad Building | Teluk Intan Leaning Tower | Clock tower | Galle Clock Tower | Jaffna Clock Tower | Kandy Clock Tower | Khan Clock Tower | Koch Memorial Clock Tower | Kurunegala Clock Tower | Old Colombo Lighthouse",,,SELECT ?clockTower WHERE { ?clockTower wdt:P17 ?country . ?clockTower wdt:P30 ?continent . ?continent != wd:Q142 && ?continent != wd:Q1028 }
Who was an ōzeki ?,Tachihikari Denemon | Hitachiiwa Eitarō | Toyokuni Fukuma | Shimizugawa Motokichi | Kagamiiwa Zenshirō | Nayoroiwa Shizuo | Saganohana Katsumi | Shionoumi Unemon | Masuiyama Daishirō I | Mitsuneyama Keiji | Ōuchiyama Heikichi | Matsunobori Shigeo | Kotogahama Sadao | Wakahaguro Tomoaki | Kitabayama Hidetoshi | Tochihikari Masayuki | Yutakayama Katsuo | Kiyokuni Katsuo | Maenoyama Tarō | Daikirin Takayoshi | Takanohana Kenshi | Daiju Hisateru | Kaiketsu Masateru | Asahikuni Masuo | Masuiyama Daishirō II | Kotokaze Kōki | Wakashimazu Mutsuo | Asashio Tarō IV | [[Hokutenyū Katsuhiko]] | Konishiki Yasokichi | Kirishima Kazuhiro | Takanonami Sadahiro | Chiyotaikai Ryūji | Dejima Takeharu | Musōyama Masashi | Miyabiyama Tetsushi | Kaiō Hiroyuki | Tochiazuma Daisuke | Kotoōshū Katsunori | Kotomitsuki Keiji | Baruto Kaito | Kotoshōgiku Kazuhiro | Gōeidō Gōtarō | Takayasu Akira | Tochinoshin Tsuyoshi | Takakeishō Mitsunobu | Asanoyama Hideki | Shōdai Naoya,,,"SELECT ?person WHERE {
  ?person wdt:P3385 ?id .
}"
What are the lakes with a depth larger than 400 meters ?,Baikal | Tanganyika | Vostok | Crater | Tahoe | Adams | Malawi | Tazawa | Kivu | Matano | Hornindalsvatnet | Toba | Sarez | (Caspian Sea ) | Ohrid | Geneva | Lake Superior | Loch Ness | Great Central | Dead Sea | Titicaca | Gander | Kauhakō Crater,"Lake Superior|406
wd:Q20057294|406
Topalekua IV|408
Alexander|410
Lake Como|410
Optimistic Nature|410
wd:Q20755509|412.88
wd:Q20057291|414
Colico Lake|416
Taam ja’ Blue Hole|420","| lake                               | depth_value |
| ---------------------------------- | ----------- |
| Lake Superior (wd:Q1066)           | 406         |
| wd:Q20057294                       | 406         |
| Topalekua IV (wd:Q124247778)       | 408         |
| Alexander (wd:Q1302421)            | 410         |
| Lake Como (wd:Q15523)              | 410         |
| Optimistic Nature (wd:Q92401249)   | 410         |
| wd:Q20755509                       | 412.88      |
| wd:Q20057291                       | 414         |
| Colico Lake (wd:Q1425453)          | 416         |
| Taam ja’ Blue Hole (wd:Q117866091) | 420         |","SELECT ?lake(STR(?depth) AS ?depth_value) WHERE {
  ?lake wdt:P4511 ?depth .
  FILTER(?depth > 400)
}
LIMIT 10"
From which prison did multi-recidivist escaper escaped ?,"La Santé | Toodyay lockup | Fremantle Prison | Abashiri Prison | [[St Giless Roundhouse]] | Newgate Prison | United States Penitentiary, Pollock | Sing Sing | Eastern State Penitentiary | Clinton Correctional Facility | ""Altiplano"" Federal Social Readaptation Center No. 1",,,
What are the named spirals ?,Archimedean spiral | Euler spiral | [[Fermats spiral]] (also parabolic spiral) | [[Cotess spiral]] | [[Poinsots spirals]],"maximal torus|rdfs:label
formal power series|rdfs:label
forcing|rdfs:label
Frobenius norm|rdfs:label
algebraic combinatorics|rdfs:label
...|...
perfect matching|rdfs:label
succession|rdfs:label
HOMFLY polynomial|rdfs:label
McLaughlin group|rdfs:label
Buchberger's algorithm|rdfs:label","| spiral                                | label      |
| ------------------------------------- | ---------- |
| maximal torus (wd:Q1000120)           | rdfs:label |
| formal power series (wd:Q1003025)     | rdfs:label |
| forcing (wd:Q1003136)                 | rdfs:label |
| Frobenius norm (wd:Q1004053)          | rdfs:label |
| algebraic combinatorics (wd:Q1005603) | rdfs:label |
| ...                                   | ...        |
| perfect matching (wd:Q99567093)       | rdfs:label |
| succession (wd:Q99632598)             | rdfs:label |
| HOMFLY polynomial (wd:Q996437)        | rdfs:label |
| McLaughlin group (wd:Q997257)         | rdfs:label |
| Buchberger's algorithm (wd:Q997962)   | rdfs:label |","SELECT ?spiral(rdfs:label AS ?label) WHERE {
  ?spiral wdt:P2812 ?mathworld_id .
}"
What are the named meteor showers ?,Quadrantids | Alpha Centaurids | Gamma Normids | Lyrids | Pi Puppids | Eta Aquariids | Daytime Arietids | June Bootids | Southern Delta Aquariids | Alpha Capricornids | Perseids | Kappa Cygnids | Aurigids | Draconids | Delta Aurigids | Orionids | Leonis Minorids | Leonids | Alpha Monocerotids | Phoenicids | Monocerotids | Geminids | Comae Berenicids | Ursids,,,SELECT DISTINCT ?label WHERE { VALUES ?entity (wd:Q64273413 wd:Q58973634 wd:Q59090901) . ?entity rdfs:label ?label . }
Who was a Minnesota North Stars/Dallas Stars general managers ?,Wren Blair | Jack Gordon | Lou Nanne | Jack Ferreira | Bob Clarke | Bob Gainey | Doug Armstrong | Brett Hull | Les Jackson | Joe Nieuwendyk | Jim Nill,,,"SELECT ?person ?personLabel WHERE { VALUES ?team (wd:Q902512 wd:Q208652) . ?team wdt:P505 ?person . ?person rdfs:label ?personLabel . FILTER(LANG(?personLabel) = ""en"") } ORDER BY ?personLabel"
What are the existing recoilless rifles ?,M18 Recoilless Rifle | SPG-9 | M20 | Breda Folgore | B-10 | 55 S 55 | RCL 3.45 inch Gun | M67 | 95 S 58-61 | LG 40 | LG 42 | M40 | Model 1968 recoilless gun | B-11 | Jagdfaust | M28/M29 Nuclear Recoilless Rifle,,,"SELECT ?rifle (STR(?label) AS ?name) WHERE { ?rifle rdfs:label ?label. FILTER (LANG(?label) = ""en"" && (CONTAINS(STR(?label), ""M40"") OR CONTAINS(STR(?label), ""M67"") OR CONTAINS(STR(?label), ""LRAC F1"") OR CONTAINS(STR(?label), ""M18"") OR CONTAINS(STR(?label), ""M20"") OR CONTAINS(STR(?label), ""M27""))) }"
What are the different extinct dog breeds ?,Alaunt | Alpine Mastiff | Belgian Mastiff | Blue Paul Terrier | Braque Dupuy | Bull and terrier | Bullenbeisser | Chien-gris | Chiribaya Dog | Cordoba Fighting Dog | Cumberland Sheepdog | Cur | Dalbo dog | Dogo cubano | English Water Spaniel | English White Terrier | Fila da Terceira | Hare Indian Dog | Hawaiian Poi Dog | Kurī | Lapponian Shepherd | Limer | Marquesan Dog | Moscow Water Dog | Norfolk Spaniel | North Country Beagle | Old Croatian Sighthound | Old English Bulldog | Old Spanish Pointer | Paisley Terrier | Polynesian Dog | Rache | Rastreador Brasileiro | Russian Tracker | [[St. Johns water dog|St Johns water dog]] | Sakhalin Husky (Karafuto Ken in Japan) | Salish Wool Dog | Southern Hound | Staghound | Tahitian Dog | Talbot Hound | Toy Bulldog | Toy Trawler Spaniel | Turnspit dog | Tweed Water Spaniel | Welsh Hillman,,,SELECT ?breed WHERE { ?breed wdt:P5816 ?conservation . ?conservation rdfs:label ?label . FILTER (lang(?label) = 'en') . ?breed wdt:P31 wd:Q39367 . FILTER (LOWER(?label) = LOWER('extinct')) }
What are the art museums with more than 8000 squared meters of gallery ?,"Louvre | Mystetskyi Arsenal | Metropolitan Museum of Art | Tokyo National Museum | Royal Ontario Museum | National Museum of Anthropology | Victoria and Albert Museum | Houston Museum of Fine Arts | National Museum of Korea | Nanjing Museum | British Museum | Art Institute of Chicago | National Gallery of Art | MASS MoCA | Museum of Fine Arts | Israel Museum | National Gallery Singapore | Minneapolis Institute of Art | Birmingham Museum of Art | [[Musée National dArt Moderne]] | [[Musée dOrsay]] | San Francisco Museum of Modern Art | Museo del Prado | Museum of Modern Art | Denver Art Museum | Dallas Museum of Art | MMCA, Gwacheon | Detroit Institute of Arts | National Taiwan Museum of Fine Arts | Indianapolis Museum of Art | Milwaukee Art Museum | Bavarian National Museum | Montreal Museum of Fine Arts | National Gallery of Victoria (St Kilda Road) | Palais de Tokyo | Salar Jung Museum | Virginia Museum of Fine Arts | Tate Modern | Cleveland Museum of Art | National Gallery of Canada | Art Gallery of Ontario | National Gallery of Modern Art | Palais des Beaux-Arts de Lille | Pinakothek der Moderne | Rijksmuseum",,,SELECT ?museum (STR(?area) AS ?area) WHERE { ?museum wdt:P2046 ?area . ?museum wdt:P1082 ?type . FILTER (EXISTS { ?museum wdt:P1082 ?type . ?type wdt:P31 wd:Q207694 }) FILTER (?area > 8000 && TYPE(?area) = xsd:integer) }
Which weapons are of the type straight pull rifles ?,"Anschütz 1827 Fortner | Anschütz Fortner 1727 | Anschütz Fortner 1927 CISM | Mannlicher M1886 | Mondragón rifle | Mannlicher M1888 | Mannlicher M1890 Carbine | Schmidt–Rubin | M1895 Lee Navy | Swiss Mannlicher M1893 Carbine | Mannlicher M1895 | M95M Trombone Conversion   [https://www.youtube.com/watch?v=PYslcKsLtRQ Steyr M95M trombone conversion in 6.5x55]   (Prototype, only 3 made). | Ross rifle | General Liu rifle | K31 | Blaser R93 | Blaser R93 Tactical | Heym SR 30 | Mauser M1996 (Model 96 / Model 96 S) [https://revivaler.com/mauser-m1996-straight-pull-rifle/ Mauser M1996 Straight Pull Rifle - Revivaler]   Roessler Titan 16 | VKS sniper rifle | Blaser R8 | LMT LM308SP | LMT LM223SP",,,"SELECT ?weapon ?characteristic WHERE { ?weapon wdt:P13044 ?characteristic . FILTER (regex(lowercase(str(?characteristic)), 'straight pull')) }"
Who played cricket and rugby at a high level ?,Johnny Brown | Herbie Collins | Bill Farnsworth | Andrew Johns | Graeme Hughes | Jock Livingston | Ray Lindwall | Sel Belsham | Charles Finlayson | Verdun Scott,,,"SELECT ?person WHERE {
  ?person wdt:P641 wd:Q12299841 .
  ?person wdt:P641 wd:Q13415036 .
}"
What are different species of hammerhead sharks ?,Bonnethead | Great hammerhead | Scalloped bonnethead | Scalloped hammerhead | Scoophead | Smalleye hammerhead | Smooth hammerhead,Sphyrnidae,"| species    |
| ---------- |
| Sphyrnidae |","SELECT ?species WHERE {
  wd:Q208490 wdt:P225 ?species
}"
Which dhb is part of the New Zealand district heald boards ?,Auckland District Health Board | Bay of Plenty District Health Board | Canterbury District Health Board | Capital and Coast District Health Board | Counties Manukau District Health Board | [[Hawkes Bay District Health Board]] | Hutt Valley District Health Board | Lakes District Health Board | MidCentral District Health Board | Nelson Marlborough District Health Board | Northland District Health Board | Otago District Health Board | South Canterbury District Health Board | Southland District Health Board | Tairāwhiti District Health Board | Taranaki District Health Board | Waikato District Health Board | Wairarapa District Health Board | Waitematā District Health Board | Whanganui District Health Board | West Coast District Health Board,,,SELECT ?dhub WHERE { ?dhub wdt:P527 ?district . ?district wdt:P571 wd:Q5283326 } UNION SELECT ?dhub WHERE { ?dhub wdt:P571 wd:Q5283326 }
What natural areas are natural study areas ?,San Luis Hills | Black Canyon | Gooding City of Rocks East | Gooding City of Rocks West | Little City of Rocks | Shale Butte | Sleeping Giant/Sheep Creek,,,"SELECT ?area WHERE {
  ?area wdt:P279 wd:Q8001184
}"
