question,gold_answer,result_cleaned,result,sparql
Which Clint Eastwood movie has won the most number of Academy Awards and BAFTA  Awards,Unforgiven,Unforgiven|Unforgiven (lang:en)|4,"| movie                   | movieLabel           | awardCount  |
| ----------------------- | -------------------- | ----------- |
| Unforgiven (wd:Q104137) | Unforgiven (lang:en) | 4 (xsd:int) |","SELECT ?movie ?movieLabel(COUNT(*) AS ?awardCount) WHERE {
  ?movie wdt:P57 wd:Q43203 .
  ?movie wdt:P31 / wdt:P279 * wd:Q11424 .
  ?movie wdt:P166 ?award .
  {
    ?award wdt:P31 / wdt:P279 * wd:Q19020
  } UNION {
    ?award wdt:P31 / wdt:P279 * wd:Q1326532
  }
  OPTIONAL {
    ?movie rdfs:label ?movieLabel .
    FILTER(LANG(?movieLabel) = ""en"")
  }
}
GROUP BY ?movie ?movieLabel
ORDER BY DESC(?awardCount)
LIMIT 1"
Who was the shirt sponsor of the Chicago Fire Football Club in 2019 to present,Motorola,,,
Who was the captain of Manchester United F.C. when they won the 1999 FA cup,Roy Keane,,,"SELECT ?captain ?captainLabel WHERE {
  ?season wdt:P31 wd:Q3591765 ; wdt:P276 wd:Q18656 ; wdt:P4320 ""1998-99"" ; wdt:P634 ?captain .
  ?captain rdfs:label ?captainLabel .
  FILTER(lang(?captainLabel) = 'en')
}"
What is the film which won Cate Blanchett the Oscar for best actress in 2014,Blue Jasmine,Blue Jasmine,"| film                       |
| -------------------------- |
| Blue Jasmine (wd:Q2907178) |","SELECT ?film WHERE {
  wd:Q80966 p:P166 ?award .
  ?award ps:P166 wd:Q103618 ; pq:P1686 ?film ; pq:P585 ?date .
  FILTER(YEAR(?date) = 2014)
}
LIMIT 1"
Which science fiction tv series did Charles Shaughnessy appeared in for one episode in 2004,Stargate SG-1,,,"SELECT DISTINCT ?series ?seriesLabel WHERE {
  wd:Q122473 wdt:P161 ?episode .
  ?episode wdt:P577 ?date .
  ?episode wdt:P179 ?series .
  ?series wdt:P136 / wdt:P1756 * wd:Q8727 .
  FILTER(STRSTARTS(STR(?date) , ""2004""))
  .
  OPTIONAL {
    ?series rdfs:label ?seriesLabel
    FILTER(LANG(?seriesLabel) = ""en"")
  }
  .
}"
Which football club was represented by the soccer player Raúl González in the year 2002,Real Madrid,Real Madrid Club de Fútbol|Real Madrid Club de Fútbol (lang:en),"| team                                  | teamLabel                            |
| ------------------------------------- | ------------------------------------ |
| Real Madrid Club de Fútbol (wd:Q8682) | Real Madrid Club de Fútbol (lang:en) |","SELECT ?team ?teamLabel WHERE {
  wd:Q11576 p:P54 ?membership .
  ?membership ps:P54 ?team ; pq:P580 ?start ; pq:P582 ?end .
  FILTER(YEAR(?start) <= 2002 && YEAR(?end) >= 2002)
  FILTER(CONTAINS(STR(?team) , ""Q""))
  OPTIONAL {
    ?team rdfs:label ?teamLabel
    FILTER(LANG(?teamLabel) = ""en"")
  }
  FILTER(CONTAINS(?teamLabel , ""Club"") || CONTAINS(?teamLabel , ""Real Madrid""))
}"
What was the name of the football club Mikel Arteta represented in the year 2003,Rangers F.C.,"Spain national under-21 association football team|Spain national under-21 association football team (lang:en)
Rangers F.C.|Rangers F.C. (lang:en)","| club                                                            | clubLabel                                                   |
| --------------------------------------------------------------- | ----------------------------------------------------------- |
| Spain national under-21 association football team (wd:Q1129595) | Spain national under-21 association football team (lang:en) |
| Rangers F.C. (wd:Q19597)                                        | Rangers F.C. (lang:en)                                      |","SELECT ?club ?clubLabel WHERE {
  wd:Q185572 p:P54 ?statement .
  ?statement ps:P54 ?club .
  ?statement pq:P580 ?start .
  ?statement pq:P582 ?end .
  FILTER(YEAR(?start) <= 2003 && YEAR(?end) >= 2003)
  ?club rdfs:label ?clubLabel .
  FILTER(LANG(?clubLabel) = ""en"")
}"
Which soccer player scored the most number of goals in the UEFA Euro 2004 tournament,Milan Baroš,Milan Baroš|Milan Baroš (lang:en),"| player                   | playerLabel           |
| ------------------------ | --------------------- |
| Milan Baroš (wd:Q180581) | Milan Baroš (lang:en) |","SELECT ?player ?playerLabel WHERE {
  wd:Q102920 p:P3279 ?stat .
  ?stat ps:P3279 ?player .
  OPTIONAL {
    ?player rdfs:label ?playerLabel
    FILTER(LANG(?playerLabel) = ""en"")
    .
  }
}
LIMIT 1"
In the 1998-1999 NBC Must See TV lineup which show directly preceded Will & Grace,Friends,Veronica's Closet|Veronica's Closet (lang:en),"| previousShow                   | previousShowLabel           |
| ------------------------------ | --------------------------- |
| Veronica's Closet (wd:Q928149) | Veronica's Closet (lang:en) |","SELECT ?previousShow ?previousShowLabel WHERE {
  wd:Q928149 rdfs:label ?previousShowLabel .
  FILTER(LANG(?previousShowLabel) = ""en"")
  .
  BIND(wd:Q928149 AS ?previousShow)
}"
Who was the kit manufacturer from 2015 to present for New York City Football club,Adidas,,,"SELECT ?supplier ?label WHERE {
  wd:Q13361030 p:P5995 ?statement .
  ?statement ps:P5995 ?supplier .
  ?supplier rdfs:label ?label .
  FILTER(LANG(?label) = ""en"")
  .
}"
Who won the most Man of the match awards in the 2006 FIFA World Cup,Andrea Pirlo,,,"SELECT ?player ?playerLabel(COUNT(?match) AS ?awards) WHERE {
  ?match wdt:P361 + wd:Q37285 .
  ?match p:P710 ?participantState .
  ?participantState ps:P710 ?player .
  ?participantState pq:P3831 wd:Q3552238 .
  ?player rdfs:label ?playerLabel .
  FILTER(LANG(?playerLabel) = ""en"")
}
GROUP BY ?player ?playerLabel
ORDER BY DESC(?awards)
LIMIT 1"
When did The United States Soccer Federation become affiliated and a full member with FIFA,1914,1914-06-27T00:00:00Z,"| date                                |
| ----------------------------------- |
| 1914-06-27T00:00:00Z (xsd:dateTime) |","SELECT ?date WHERE {
  wd:Q222131 p:P463 ?statement .
  ?statement ps:P463 wd:Q253414 .
  ?statement pq:P580 ?date .
}"
"What award won the National Board of Review Awards in December 2, 2021 for Encanto",Best Animated Film,,,"SELECT ?awardLabel WHERE {
  wd:Q103372692 p:P166 / ps:P166 ?award .
  ?award wdt:P710 wd:Q81565646 .
  ?award rdfs:label ?awardLabel .
  FILTER(LANG(?awardLabel) = ""en"")
}"
When the song Cold Heart released in Italy in the format of Digital download streaming,13 August 2021,2021-08-13T00:00:00Z,"| date                                |
| ----------------------------------- |
| 2021-08-13T00:00:00Z (xsd:dateTime) |","SELECT ?date WHERE {
  wd:Q108072305 wdt:P577 ?date .
}"
Which movie did Steven Spielberg directed the same year as Catch Me If You Can,Minority Report,,,"SELECT ?film ?title WHERE {
  ?film wdt:P57 wd:Q8877 .
  ?film wdt:P31 wd:Q11424 .
  ?film wdt:P577 ?date .
  ?film rdfs:label ?title .
  FILTER(LANG(?title) = ""en"")
  .
  FILTER(YEAR(?date) = 2002)
  .
  FILTER(?film != wd:Q208108)
}"
How many goals did Pele scored for Brazil national football team in the year 1971,1,0,"| totalGoals  |
| ----------- |
| 0 (xsd:int) |","SELECT(SUM(?goals) AS ?totalGoals) WHERE {
  ?match wdt:P641 wd:Q93704 .
  ?match wdt:P585 ?date .
  FILTER(YEAR(?date) = 1971)
  ?match p:P4511 ?goalStatement .
  ?goalStatement ps:P4511 ?goals ; pq:P4518 wd:Q12897 .
}"
Who was the top goal player as of 2021 in FIFA Beach Soccer World Cup,Madjer,,,"SELECT ?player ?playerLabel(COUNT(?match) AS ?goals) WHERE {
  wd:Q67478068 wdt:P527 ?match .
  ?match wdt:P1363 ?player .
  ?player rdfs:label ?playerLabel .
  FILTER(LANG(?playerLabel) = 'en')
}
GROUP BY ?player ?playerLabel
ORDER BY DESC(?goals)
LIMIT 1"
Who was the Kit manufacturer from 2012 to present for New England Revolution soccer club,Adidas,,,"SELECT ?supplier ?label WHERE {
  wd:Q309095 p:P5995 ?statement .
  ?statement ps:P5995 ?supplier .
  ?supplier rdfs:label ?label .
  ?statement pq:P580 ?start .
  OPTIONAL {
    ?statement pq:P582 ?end .
  }
  FILTER(LANG(?label) = ""en"")
  .
  FILTER(?start <= ""2012-01-01T00:00:00Z"" ^^ xsd:dateTime &&(! BOUND(?end) || ?end >= NOW ()))
}"
Who directs season 1 episode Welcome to Matheson in the tv series locke & key,Michael Morris,,,"SELECT ?director WHERE {
  wd:Q134879295 wdt:P57 ?director .
}"
What is the name of the club Wayne Rooney played for in the year 2003,Everton F.C.,"England national under-19 association football team|England national under-19 association football team (lang:en)
England men's national association football team|England men's national association football team (lang:en)
Everton F.C.|Everton F.C. (lang:en)","| club                                                              | clubLabel                                                     |
| ----------------------------------------------------------------- | ------------------------------------------------------------- |
| England national under-19 association football team (wd:Q2358861) | England national under-19 association football team (lang:en) |
| England men's national association football team (wd:Q47762)      | England men's national association football team (lang:en)    |
| Everton F.C. (wd:Q5794)                                           | Everton F.C. (lang:en)                                        |","SELECT ?club ?clubLabel WHERE {
  wd:Q266613 p:P54 ?statement .
  ?statement ps:P54 ?club ; pq:P580 ?start ; pq:P582 ?end .
  FILTER(YEAR(?start) <= 2003 && YEAR(?end) >= 2003)
  .
  ?club rdfs:label ?clubLabel .
  FILTER(LANG(?clubLabel) = 'en')
}"
What is the name of the football club Iker Casillas represented in the year 2002,Real Madrid Castilla,"Spain men's national football team|Spain men's national football team (lang:en)
Real Madrid Club de Fútbol|Real Madrid Club de Fútbol (lang:en)","| club                                           | clubLabel                                    |
| ---------------------------------------------- | -------------------------------------------- |
| Spain men's national football team (wd:Q42267) | Spain men's national football team (lang:en) |
| Real Madrid Club de Fútbol (wd:Q8682)          | Real Madrid Club de Fútbol (lang:en)         |","SELECT ?club ?clubLabel WHERE {
  wd:Q11584 p:P54 ?statement .
  ?statement ps:P54 ?club .
  ?statement pq:P580 ?start .
  ?statement pq:P582 ?end .
  FILTER(?start <= ""2002-12-31T00:00:00Z"" ^^ xsd:dateTime && ?end >= ""2002-01-01T00:00:00Z"" ^^ xsd:dateTime)
  .
  ?club rdfs:label ?clubLabel .
  FILTER(lang(?clubLabel) = 'en')
}"
Who won the America's Next Top Model in the season next to Adrianne Curry's cycle,Yoanna House,,,"SELECT ?winner ?winnerLabel WHERE { wd:Q31426 wdt:P179 ?season . ?season wdt:P1545 \""2\"" . ?season wdt:P1344 ?winner . ?winner rdfs:label ?winnerLabel . FILTER(LANG(?winnerLabel) = \""en\"") }"
What is the  Award recieved in 2008 by the tv series wizards of waverly place,Directors Guild of America Award for Outstanding Directing – Children's Programs,,,"SELECT DISTINCT ?award ?awardLabel WHERE {
  wd:Q184342 p:P166 | p:P1411 ?statement .
  ?statement ps:P166 | ps:P1411 ?award .
  ?statement pq:P585 ?time .
  FILTER(SUBSTR(STR(?time) , 1 , 4) = ""2008"")
  OPTIONAL {
    ?award rdfs:label ?awardLabel .
    FILTER(LANG(?awardLabel) = ""en"")
  }
}"
Which 1925 novel set in the Jazz age is hailed as a Great American Novel,The Great Gatsby,The Great Gatsby|The Great Gatsby (lang:en),"| novel                         | title                      |
| ----------------------------- | -------------------------- |
| The Great Gatsby (wd:Q214371) | The Great Gatsby (lang:en) |","SELECT ?novel ?title WHERE {
  ?novel wdt:P31 wd:Q7725634 ; wdt:P577 ?date ; wdt:P50 wd:Q93354 .
  FILTER(YEAR(?date) = 1925)
  OPTIONAL {
    ?novel rdfs:label ?title
    FILTER(LANG(?title) = ""en"")
  }
}"
"What is the name of the first movie in the series, Lord of the Rings",The Lord of the Rings: The Fellowship of the Ring,The Lord of the Rings: The Fellowship of the Ring (lang:en),"| title                                                       |
| ----------------------------------------------------------- |
| The Lord of the Rings: The Fellowship of the Ring (lang:en) |","SELECT ?title WHERE {
  ?movie wdt:P179 wd:Q26214973 .
  ?movie wdt:P31 / wdt:P279 * wd:Q11424 .
  ?movie wdt:P577 ?date .
  ?movie rdfs:label ?title .
  FILTER(CONTAINS(?title , 'Lord of the Rings'))
  .
  FILTER(LANG(?title) = 'en')
}
ORDER BY ASC(?date)
LIMIT 1"
What's the name of the 1960 psychological horror film produced and directed by Alfred Hitchcock,Psycho,Psycho|Psycho (lang:en),"| film                | filmLabel        |
| ------------------- | ---------------- |
| Psycho (wd:Q163038) | Psycho (lang:en) |","SELECT DISTINCT ?film ?filmLabel WHERE {
  ?film wdt:P31 wd:Q11424 ; wdt:P57 wd:Q7374 ; wdt:P162 wd:Q7374 ; wdt:P577 ?date .
  FILTER(YEAR(?date) = 1960)
  .
  ?film rdfs:label ?filmLabel .
  FILTER(LANG(?filmLabel) = ""en"")
  .
}"
What is the name of the chef that won the Master Chef Australia season twelve,Emelia Jackson,Emelia Jackson|Emelia Jackson (lang:en),"| winner                        | name                     |
| ----------------------------- | ------------------------ |
| Emelia Jackson (wd:Q97576729) | Emelia Jackson (lang:en) |","SELECT ?winner ?name WHERE {
  wd:Q85784212 wdt:P1346 ?winner .
  ?winner rdfs:label ?name .
  FILTER(LANG(?name) = ""en"")
}"
Who was the Manager of St Johnstone F.C. when they won the 2014 Scottish Cup,Tommy Wright,Tommy Wright|Tommy Wright (lang:en),"| manager                    | managerLabel           |
| -------------------------- | ---------------------- |
| Tommy Wright (wd:Q3531369) | Tommy Wright (lang:en) |","SELECT ?manager ?managerLabel WHERE {
  wd:Q268776 p:P286 ?statement .
  ?statement ps:P286 ?manager .
  ?statement pq:P580 ?startTime .
  ?statement pq:P582 ?endTime .
  FILTER(?startTime <= ""2014-05-17"" ^^ xsd:date && ?endTime >= ""2014-05-17"" ^^ xsd:date)
  .
  ?manager rdfs:label ?managerLabel .
  FILTER(LANG(?managerLabel) = ""en"")
}"
"What year did the book The Cat in the Hat, by Dr Seuss come out",1957,1957,"| year           |
| -------------- |
| 1957 (xsd:int) |","SELECT ?year WHERE {
  wd:Q973053 wdt:P577 ?date .
  BIND(YEAR(?date) AS ?year)
}"
Director name of the first season “somebody’s dead” in the tv series Big Little Lies,Jean-Marc Vallée,Jean-Marc Vallée,"| director                      |
| ----------------------------- |
| Jean-Marc Vallée (wd:Q500611) |","SELECT ?director WHERE {
  wd:Q19873404 wdt:P57 ?director .
  VALUES ?director {
    wd:Q500611
  }
}"
What is the Publication date of the Second book of the series His Dark Materials,22 July 1997,1997-01-01T00:00:00Z,"| publicationDate                     |
| ----------------------------------- |
| 1997-01-01T00:00:00Z (xsd:dateTime) |","SELECT ?publicationDate WHERE {
  wd:Q472208 wdt:P577 ?publicationDate .
}"
Which book by John le Carré was the last to feature the character George Smiley,A Legacy of Spies,A Legacy of Spies|A Legacy of Spies (lang:en)|2017-09-05T00:00:00Z,"| book                             | bookLabel                   | publicationDate                     |
| -------------------------------- | --------------------------- | ----------------------------------- |
| A Legacy of Spies (wd:Q48975967) | A Legacy of Spies (lang:en) | 2017-09-05T00:00:00Z (xsd:dateTime) |","SELECT ?book ?bookLabel ?publicationDate WHERE {
  wd:Q96277193 wdt:P527 ?book .
  ?book wdt:P577 ?publicationDate .
  ?book rdfs:label ?bookLabel .
  FILTER(LANG(?bookLabel) = 'en')
}
ORDER BY DESC(?publicationDate)
LIMIT 1"
What is the award received in 1990 for Most Promising Actress by Vanessa Paradis,César Award,Prix Romy Schneider (lang:en),"| awardLabel                    |
| ----------------------------- |
| Prix Romy Schneider (lang:en) |","SELECT ?awardLabel WHERE {
  wd:Q51023 p:P166 ?statement .
  ?statement ps:P166 wd:Q1615857 .
  ?statement pq:P585 ?time .
  FILTER(YEAR(?time) = 1990)
  .
  wd:Q1615857 rdfs:label ?awardLabel .
  FILTER(LANG(?awardLabel) = 'en')
}"
who won the best visual effects award in 2021 satellite award for Tenet movie,Andrew Jackson,,,"SELECT ?winner ?label WHERE {
  wd:Q63985561 p:P166 ?statement .
  ?statement ps:P166 wd:Q1749539 .
  ?statement pq:P1755 ?winner .
  ?winner rdfs:label ?label .
  FILTER(LANG(?label) = 'en')
}"
How many goals did Pele scored for New York Cosmos in the year 1975,17,,,
Which is the first book of the novel series Little House on the Prairie,Little House in the Big Woods,On the Banks of Plum Creek|On the Banks of Plum Creek (lang:en),"| book                                     | bookLabel                            |
| ---------------------------------------- | ------------------------------------ |
| On the Banks of Plum Creek (wd:Q3366164) | On the Banks of Plum Creek (lang:en) |","SELECT ?book ?bookLabel WHERE {
  wd:Q5400672 wdt:P527 ?book .
  ?book rdfs:label ?bookLabel .
  FILTER(lang(?bookLabel) = ""en"")
}
ORDER BY ASC(?book)
LIMIT 1"
What was the next feature film Robert Zemeckis directed after Back to the Future,Who Framed Roger Rabbit,,,"SELECT ?nextFilm ?nextFilmLabel WHERE {
  wd:Q91540 wdt:P577 ?btffDate .
  ?nextFilm wdt:P57 wd:Q187364 .
  ?nextFilm wdt:P31 wd:Q11424 .
  ?nextFilm wdt:P577 ?nextDate .
  FILTER(xsd:dateTime(?nextDate) > xsd:dateTime(?btffDate))
  FILTER(?nextFilm != wd:Q91540)
  ?nextFilm rdfs:label ?nextFilmLabel .
  FILTER(lang(?nextFilmLabel) = ""en"")
}
ORDER BY xsd:dateTime(?nextDate)
LIMIT 1"
Which 1992 legal drama movie starring Tom Cruise that was written by Aaron Sorkin,A Few Good Men,"A Few Good Men|A Few Good Men (lang:en)
A Few Good Men|A Few Good Men (lang:en)
A Few Good Men|A Few Good Men (lang:en)
A Few Good Men|A Few Good Men (lang:en)
A Few Good Men|A Few Good Men (lang:en)
A Few Good Men|A Few Good Men (lang:en)","| movie                       | title                    |
| --------------------------- | ------------------------ |
| A Few Good Men (wd:Q108946) | A Few Good Men (lang:en) |
| A Few Good Men (wd:Q108946) | A Few Good Men (lang:en) |
| A Few Good Men (wd:Q108946) | A Few Good Men (lang:en) |
| A Few Good Men (wd:Q108946) | A Few Good Men (lang:en) |
| A Few Good Men (wd:Q108946) | A Few Good Men (lang:en) |
| A Few Good Men (wd:Q108946) | A Few Good Men (lang:en) |","SELECT ?movie ?title WHERE {
  ?movie wdt:P31 wd:Q11424 ; wdt:P577 ?date ; wdt:P161 wd:Q37079 ; wdt:P58 wd:Q299194 ; rdfs:label ?title .
  FILTER(YEAR(?date) = 1992)
  FILTER(LANG(?title) = ""en"")
}"
What year was the book Angry Blonde written by the rapper Eminem get published,2000,2000,"| year           |
| -------------- |
| 2000 (xsd:int) |","SELECT ?year WHERE {
  wd:Q16825144 wdt:P577 ?date .
  BIND(YEAR(?date) AS ?year)
}"
Who was the first winner of the first season of the TV series Survivor,Richard Hatch,Richard Hatch|Richard Hatch (lang:en),"| winner                      | winnerLabel             |
| --------------------------- | ----------------------- |
| Richard Hatch (wd:Q3364044) | Richard Hatch (lang:en) |","SELECT ?winner ?winnerLabel WHERE {
  wd:Q2378208 wdt:P1346 ?winner .
  ?winner rdfs:label ?winnerLabel .
  FILTER(LANG(?winnerLabel) = ""en"")
}"
"How many players in the Columbus Crew Soccer Club as of December 1, 2021",31,35,"| count        |
| ------------ |
| 35 (xsd:int) |","SELECT(COUNT(DISTINCT ?player) AS ?count) WHERE {
  ?player wdt:P31 wd:Q5 .
  ?player p:P54 ?membership .
  ?membership ps:P54 wd:Q457163 ; pq:P580 ?startTime .
  OPTIONAL {
    ?membership pq:P582 ?endTime
  }
  FILTER(?startTime <= ""2021-12-01T00:00:00Z"" ^^ xsd:dateTime)
  FILTER(! BOUND(?endTime) || ?endTime >= ""2021-12-01T00:00:00Z"" ^^ xsd:dateTime)
}"
For which 1979 movie did Dustin Hoffman win an Academy Award for Best Actor,Kramer vs. Kramer,,,"SELECT ?movie ?movieLabel WHERE {
  wd:Q42930 p:P166 ?awardStatement .
  ?awardStatement ps:P166 wd:Q103916 .
  ?awardStatement pq:P1612 ?movie .
  ?movie wdt:P577 ?releaseDate .
  FILTER(YEAR(?releaseDate) = 1979)
  .
  OPTIONAL {
    ?movie rdfs:label ?movieLabel
    FILTER(LANG(?movieLabel) = ""en"")
  }
}"
What is the title of the second film in the Star Wars prequel trilogy,Star Wars: The Last Jedi,,,"SELECT ?film ?title WHERE {
  ?film wdt:P179 wd:Q25540924 .
  ?film wdt:P1545 ""II"" .
  ?film rdfs:label ?title .
  FILTER(LANG(?title) = ""en"")
}"
Which album by Metallica was released first: Ride the Lightning or Master of Puppets,Ride the Lightning,"Ride the Lightning|1984
Master of Puppets|1986","| album                           | year           |
| ------------------------------- | -------------- |
| Ride the Lightning (wd:Q190989) | 1984 (xsd:int) |
| Master of Puppets (wd:Q187507)  | 1986 (xsd:int) |","SELECT ?album ?year WHERE {
  VALUES ?album {
    wd:Q190989 wd:Q187507
  }
  ?album wdt:P577 ?date .
  BIND(YEAR(?date) AS ?year)
}
ORDER BY ?year"
How many goals did Pele scored for New York Cosmos in the year 1976,26,,,"SELECT ?goals
WHERE {
  wd:Q12897 p:P54 ?membership .
  ?membership ps:P54 wd:Q646135 ;
             pq:P1351 ?goals .
  FILTER (EXISTS { ?membership pq:P580 ?start . ?start >= ""1976-01-01T""^^xsd:dateTime })
  FILTER (EXISTS { ?membership pq:P582 ?end . ?end <= ""1976-12-31T""^^xsd:dateTime })
}
LIMIT 1"
What team did New York FC defeated to win the MLS Cup in 2021,Portland Timbers,Portland Timbers|Portland Timbers (lang:en),"| opponent                       | label                      |
| ------------------------------ | -------------------------- |
| Portland Timbers (wd:Q1031200) | Portland Timbers (lang:en) |","SELECT ?opponent ?label WHERE {
  wd:Q109944339 wdt:P1923 ?opponent .
  FILTER(?opponent != wd:Q13361030)
  ?opponent rdfs:label ?label .
  FILTER(LANG(?label) = ""en"")
}"
What year was Michael Jackson inducted into the Rock and Roll Hall of Fame,"1997, 2001",,,"SELECT ?year WHERE {
  wd:Q1055 p:P166 ?statement .
  ?statement ps:P166 wd:Q5148458 .
  ?statement pq:P585 ?time .
  BIND(YEAR(?time) AS ?year)
}"
What is the title of the fourth film in the Star Wars film series,Star Wars: Episode I – The Phantom Menace,,,"SELECT ?film ?titleLabel ?releaseDate WHERE {
  ?film wdt:P1046 wd:Q462 .
  ?film wdt:P31 wd:Q11424 .
  ?film wdt:P577 ?releaseDate .
  OPTIONAL {
    ?film rdfs:label ?titleLabel
    FILTER(lang(?titleLabel) = ""en"")
  }
}
ORDER BY ASC(?releaseDate)
LIMIT 1
OFFSET 3"
in which award won the best song of MTV Europe music awards in 2021,Bad Habits,Bad Habits|Bad Habits (lang:en),"| song                       | songLabel            |
| -------------------------- | -------------------- |
| Bad Habits (wd:Q107341752) | Bad Habits (lang:en) |","SELECT ?song ?songLabel WHERE {
  ?awardStatement ps:P166 wd:Q31155 ; pq:P1686 ?song ; pq:P585 ?time .
  FILTER(YEAR(?time) = 2021)
  OPTIONAL {
    ?song rdfs:label ?songLabel
    FILTER(LANG(?songLabel) = ""en"")
  }
}"
"When was Angels & Demons, the first book in the Robert Landon series, published",01 May 2000,2000-01-01T00:00:00Z,"| date                                |
| ----------------------------------- |
| 2000-01-01T00:00:00Z (xsd:dateTime) |","SELECT ?date WHERE {
  wd:Q182502 wdt:P577 ?date .
}"
How many tracks were on side two of The Police's debut album Outlandos d'Amour,5,"Roxanne
Can't Stand Losing You
Next to You
So Lonely","| track                                |
| ------------------------------------ |
| Roxanne (wd:Q130240207)              |
| Can't Stand Losing You (wd:Q2608791) |
| Next to You (wd:Q3875734)            |
| So Lonely (wd:Q95644400)             |","SELECT ?track WHERE {
  wd:Q862386 wdt:P658 ?track
}"
In what year did the El Salvador national football team win the CCCF Championship,1943,1943,"| year           |
| -------------- |
| 1943 (xsd:int) |","SELECT ?year WHERE {
  wd:Q738398 wdt:P580 ?date .
  BIND(YEAR(?date) AS ?year)
}"
Who did Terence Stamp play in Star Wars: Episode I – The Phantom Menace,Finis Valorum,Finis Valorum|Finis Valorum (lang:en),"| character                   | characterLabel          |
| --------------------------- | ----------------------- |
| Finis Valorum (wd:Q1844301) | Finis Valorum (lang:en) |","SELECT ?character ?characterLabel WHERE {
  wd:Q165713 p:P161 ?statement .
  ?statement ps:P161 wd:Q77298 ; pq:P453 ?character .
  OPTIONAL {
    ?character rdfs:label ?characterLabel .
    FILTER(LANG(?characterLabel) = ""en"")
  }
}"
How many goals did the second place score in the 2020-2021 Premier league season,22,,,
What is the sports team played in 2012 to 2014 by Alessandro Del Piero,Sydney FC,"Juventus FC|Juventus FC (lang:en)
Odisha FC|Odisha FC (lang:en)
Sydney FC|Sydney FC (lang:en)","| team                     | teamLabel             |
| ------------------------ | --------------------- |
| Juventus FC (wd:Q1422)   | Juventus FC (lang:en) |
| Odisha FC (wd:Q16838244) | Odisha FC (lang:en)   |
| Sydney FC (wd:Q330143)   | Sydney FC (lang:en)   |","SELECT ?team ?teamLabel WHERE {
  wd:Q624 p:P54 ?membership .
  ?membership ps:P54 ?team .
  ?membership pq:P580 ?start .
  ?membership pq:P582 ?end .
  ?team rdfs:label ?teamLabel .
  FILTER(LANG(?teamLabel) = ""en"")
  FILTER(YEAR(?start) <= 2014)
  FILTER(YEAR(?end) >= 2012)
}"
Who were the directors of the episode named MADMAX of the series Stranger Things,Duffer brothers,"Matt Duffer|Matt Duffer (lang:en)
Ross Duffer|Ross Duffer (lang:en)","| director                   | label                 |
| -------------------------- | --------------------- |
| Matt Duffer (wd:Q28830394) | Matt Duffer (lang:en) |
| Ross Duffer (wd:Q28830397) | Ross Duffer (lang:en) |","SELECT ?director(SAMPLE(?directorLabel) AS ?label) WHERE {
  ?episode wdt:P179 wd:Q19798734 .
  ?episode rdfs:label ?label_en .
  FILTER(LANG(?label_en) = 'en')
  .
  FILTER(CONTAINS(LCASE(?label_en) , 'madmax'))
  .
  ?episode wdt:P57 ?director .
  OPTIONAL {
    ?director rdfs:label ?directorLabel .
    FILTER(LANG(?directorLabel) = 'en')
  }
}
GROUP BY ?director"
What is the number of movies in the Home Alone series as of 2021,6,5,"| count       |
| ----------- |
| 5 (xsd:int) |","SELECT(COUNT(?movie) AS ?count) WHERE {
  ?movie wdt:P179 wd:Q3627883 .
}"
Which is the second book of the novel series Little House on the Prairie,Farmer Boy,Farmer Boy|Farmer Boy (lang:en),"| book                     | bookLabel            |
| ------------------------ | -------------------- |
| Farmer Boy (wd:Q5435715) | Farmer Boy (lang:en) |","SELECT ?book ?bookLabel WHERE {
  ?book p:P179 ?statement .
  ?statement ps:P179 wd:Q5400672 .
  ?statement pq:P1545 ""2"" .
  ?book rdfs:label ?bookLabel .
  FILTER(LANG(?bookLabel) = ""en"")
}"
"In which 1995 action thriller movie did Antonio Banderas play an assassin, Miguel Bain",Assassins,"Assassins|Assassins (lang:en)
Assassins|Assassins (lang:en)","| film                   | filmLabel           |
| ---------------------- | ------------------- |
| Assassins (wd:Q739498) | Assassins (lang:en) |
| Assassins (wd:Q739498) | Assassins (lang:en) |","SELECT ?film ?filmLabel WHERE {
  ?film wdt:P161 wd:Q41548 .
  ?film wdt:P577 ?date .
  ?film wdt:P31 wd:Q11424 .
  ?film rdfs:label ?filmLabel .
  FILTER(YEAR(?date) = 1995)
  .
  FILTER(lang(?filmLabel) = 'en')
  .
  FILTER(CONTAINS(LCASE(?filmLabel) , 'assassins'))
}"
What's the last movie Viggo Mortensen acted in before The Fellowship of the Ring,28 Days,,,"SELECT ?movie ?movieLabel ?releaseDate WHERE {
  wd:Q127367 wdt:P577 ?fellowshipDate .
  ?movie wdt:P161 wd:Q3757 .
  ?movie wdt:P577 ?releaseDate .
  ?movie rdfs:label ?movieLabel .
  FILTER(LANG(?movieLabel) = ""en"")
  .
  FILTER(?releaseDate < ?fellowshipDate)
}
ORDER BY DESC(?releaseDate)
LIMIT 1"
What is the number of goals scored by Julio Salinas for Spain in football,22,,,"SELECT ?goals WHERE {
  wd:Q155290 p:P54 ?statement .
  ?statement ps:P54 wd:Q187800 .
  ?statement pq:P1603 ?goals .
}"
