Source_JSON,Record_Index,Question_ID,Convmix_Question_ID,Domain,Question,Gold_Answer,QA-Pairs,Entity_1,Entity_1_Label,Entity_2,Entity_2_Label,Connection_Path,Property_Number,Property_list,Qualifier_Number,Qualifier_list
CompMix_table.jsonl,343,2860,973-0,movies,Actor Behind Joseph Cooper in Interstellar?,Matthew McConaughey,Q: Actor Behind Joseph Cooper in Interstellar? | A: Matthew McConaughey,Q13417189,Interstellar,Q188955,Matthew McConaughey,Q13417189->P161->Q188955,1,P161,,
CompMix_table.jsonl,344,2136,712-1,movies,What costume designer received an Oscar nomination for working on the film Airport?,Edith Head,Q: What costume designer received an Oscar nomination for working on the film Airport? | A: Edith Head,Q409022,Airport,Q234961,Edith Head,Q409022->P1411->Q277536->P2453->Q234961,1,P1411,1,P2453
CompMix_table.jsonl,344,2136,712-1,movies,What costume designer received an Oscar nomination for working on the film Airport?,Edith Head,Q: What costume designer received an Oscar nomination for working on the film Airport? | A: Edith Head,Q234961,Edith Head,Q234961,Edith Head,Q234961->P26->Q261615->P26->Q234961,1,P26,,
CompMix_table.jsonl,344,2136,712-1,movies,What costume designer received an Oscar nomination for working on the film Airport?,Edith Head,Q: What costume designer received an Oscar nomination for working on the film Airport? | A: Edith Head,Q234961,Edith Head,Q234961,Edith Head,Q234961->P26->Q261615->P26->Q234961,1,P26,,
CompMix_table.jsonl,346,2938,998-4,soccer,Which football club did Robert Lewandowski play for in the year 2020?,FC Bayern Munich,Q: Which football club did Robert Lewandowski play for in the year 2020? | A: FC Bayern Munich,Q151269,Robert Lewandowski,Q15789,FC Bayern Munich,Q151269->P54->Q15789,1,P54,,
CompMix_table.jsonl,347,3668,1244-2,music,What is the rating of album Punisher on The A.V. Club?,A-,Q: What is the rating of album Punisher on The A.V. Club? | A: A-,Q96419213,Punisher,Q30308828,A-,,,,,
CompMix_table.jsonl,348,3467,1176-3,tvseries,Name the actor playing the role of Ethan Burke in the TV series Wayward Pines?,Matt Dillon,Q: Name the actor playing the role of Ethan Burke in the TV series Wayward Pines? | A: Matt Dillon,Q16867394,Wayward Pines,Q193070,Matt Dillon,Q16867394->P161->Q193070,1,P161,,
CompMix_table.jsonl,350,3098,1052-3,movies,Which artist created the most memorable song on the Juice soundtrack?,Naughty by Nature,Q: Which artist created the most memorable song on the Juice soundtrack? | A: Naughty by Nature,Q6305167,Juice,Q785051,Naughty by Nature,,,,,
CompMix_table.jsonl,351,2707,922-1,movies,"Who won the Best Film Music award in the 26th British Academy Film Awards for the movie ""The Godfather""?",Nino Rota,"Q: Who won the Best Film Music award in the 26th British Academy Film Awards for the movie ""The Godfather""? | A: Nino Rota",Q47703,The Godfather,Q214665,Nino Rota,Q47703->P86->Q214665,1,P86,,
CompMix_table.jsonl,355,3545,1202-3,movies,"Who won the best director award in Saturn award for""Jurassic Park""?",Steven Spielberg,"Q: Who won the best director award in Saturn award for""Jurassic Park""? | A: Steven Spielberg",Q167726,Jurassic Park,Q8877,Steven Spielberg,"Path1: Q167726->P162->Q8877
Path2: Q167726->P57->Q8877",2,P162;P57,,
CompMix_table.jsonl,357,3984,1350-1,books,Which is the second last novel of the book series Millennium?,The Girl Who Takes an Eye for an Eye,Q: Which is the second last novel of the book series Millennium? | A: The Girl Who Takes an Eye for an Eye,Q847022,Millennium,Q41103935,The Girl Who Takes an Eye for an Eye,Q847022->P527->Q41103935,1,P527,,
CompMix_table.jsonl,359,775,258-2,soccer,Who scored the most goals on the Portland Thorns in 2018?,Lindsey Horan,Q: Who scored the most goals on the Portland Thorns in 2018? | A: Lindsey Horan,Q1446672,Portland Thorns FC,Q6552885,Lindsey Horan,Q6552885->P54->Q1446672,1,P54,,
CompMix_table.jsonl,360,638,212-3,movies,Which was the first award won by the movie The Matrix?,Academy Awards,Q: Which was the first award won by the movie The Matrix? | A: Academy Awards,Q83495,The Matrix,Q19020,Academy Awards,"Path1: Q83495->P1411->Q281939->P31->Q19020
Path2: Q83495->P1411->Q393686->P31->Q19020
Path3: Q83495->P1411->Q830079->P31->Q19020
Path4: Q83495->P1411->Q488645->P361->Q19020
Path5: Q83495->P166->Q281939->P31->Q19020
Path6: Q83495->P166->Q393686->P31->Q19020
Path7: Q83495->P166->Q830079->P31->Q19020
Path8: Q83495->P166->Q488645->P361->Q19020",4,P1411;P31;P361;P166,,
CompMix_table.jsonl,361,3798,1288-1,soccer,What was Bob Bradley's previous job before he took the job as the head coach of the United States men's national soccer team?,Head coach of Chivas USA,Q: What was Bob Bradley's previous job before he took the job as the head coach of the United States men's national soccer team? | A: Head coach of Chivas USA,Q442325,Bob Bradley,Q642433,C.D. Chivas USA,Q442325->P6087->Q642433,1,P6087,,
CompMix_table.jsonl,362,1234,410-4,books,Who was the first editor for the newspaper The Times?,John Walter,Q: Who was the first editor for the newspaper The Times? | A: John Walter,Q50008,The Times,Q322295,John Walter,Q50008->P112->Q322295,1,P112,,
CompMix_table.jsonl,365,4543,1538-2,soccer,What member of the San Jose Earthquakes won the Landon Donovan MVP Award in 201?,Chris Wondolowski,Q: What member of the San Jose Earthquakes won the Landon Donovan MVP Award in 201? | A: Chris Wondolowski,Q575370,San Jose Earthquakes,Q1077877,Chris Wondolowski,Q1077877->P54->Q575370,1,P54,,
CompMix_table.jsonl,365,4543,1538-2,soccer,What member of the San Jose Earthquakes won the Landon Donovan MVP Award in 201?,Chris Wondolowski,Q: What member of the San Jose Earthquakes won the Landon Donovan MVP Award in 201? | A: Chris Wondolowski,Q94494,Landon Donovan MVP Award,Q1077877,Chris Wondolowski,,,,,
CompMix_table.jsonl,366,2433,812-1,movies,Who was the cinematographer on A Wrinkle in Time?,Tobias A. Schliessler,Q: Who was the cinematographer on A Wrinkle in Time? | A: Tobias A. Schliessler,Q24301388,A Wrinkle in Time,Q2437689,Tobias A. Schliessler,Q24301388->P344->Q2437689,1,P344,,
CompMix_table.jsonl,367,4004,1356-3,tvseries,Which is the debut movie of Kevin Alejandro?,Purgatory Flats,Q: Which is the debut movie of Kevin Alejandro? | A: Purgatory Flats,Q1282510,Kevin Alejandro,Q30513003,Purgatory Flats,,,,,
CompMix_table.jsonl,369,1241,413-0,movies,"Antonio Banderas played an assassin, Miguel Bain, in which 1995 action thriller film?",Assassins,"Q: Antonio Banderas played an assassin, Miguel Bain, in which 1995 action thriller film? | A: Assassins",Q41548,Antonio Banderas,Q739498,Assassins,Q739498->P161->Q41548,1,P161,,
CompMix_table.jsonl,369,1241,413-0,movies,"Antonio Banderas played an assassin, Miguel Bain, in which 1995 action thriller film?",Assassins,"Q: Antonio Banderas played an assassin, Miguel Bain, in which 1995 action thriller film? | A: Assassins",Q17085476,Antonio Banderas filmography,Q739498,Assassins,Q739498->P161->Q41548->P1283->Q17085476,2,P161;P1283,,
CompMix_table.jsonl,370,2855,972-0,movies,Who played Joseph Cooper in Interstellar?,Matthew McConaughey,Q: Who played Joseph Cooper in Interstellar? | A: Matthew McConaughey,Q13417189,Interstellar,Q188955,Matthew McConaughey,Q13417189->P161->Q188955,1,P161,,
CompMix_table.jsonl,371,2865,974-4,music,Names of married partner madonna?,Guy Ritchie;Sean Penn,Q: Names of married partner madonna? | A: Guy Ritchie;Sean Penn,Q1744,Madonna,Q192990,Guy Ritchie,Q1744->P26->Q192990,1,P26,,
CompMix_table.jsonl,371,2865,974-4,music,Names of married partner madonna?,Guy Ritchie;Sean Penn,Q: Names of married partner madonna? | A: Guy Ritchie;Sean Penn,Q1744,Madonna,Q44221,Sean Penn,Q1744->P26->Q44221,1,P26,,
CompMix_table.jsonl,372,4237,1435-0,music,Initial album released by Simon & Garfunkel?,"Wednesday Morning, 3 A.M.","Q: Initial album released by Simon & Garfunkel? | A: Wednesday Morning, 3 A.M.",Q484918,Simon & Garfunkel,Q769180,"Wednesday Morning, 3 A.M.",Q769180->P175->Q484918,1,P175,,
CompMix_table.jsonl,373,4754,1609-0,soccer,What nation did Fabio Cannavaro represent in soccer?,Italy,Q: What nation did Fabio Cannavaro represent in soccer? | A: Italy,Q102027,Fabio Cannavaro,Q38,Italy,"Path1: Q102027->P1532->Q38
Path2: Q102027->P27->Q38",2,P1532;P27,,
CompMix_table.jsonl,377,4003,1356-2,tvseries,Who played role of Jayce Talis in Arcane?,Kevin Alejandro,Q: Who played role of Jayce Talis in Arcane? | A: Kevin Alejandro,Q85518571,Arcane,Q1282510,Kevin Alejandro,Q85518571->P725->Q1282510,1,P725,,
CompMix_table.jsonl,378,4002,1356-1,tvseries,Who played the character of Sevika in Arcane?,Amirah Vann,Q: Who played the character of Sevika in Arcane? | A: Amirah Vann,Q85518571,Arcane,Q33084199,Amirah Vann,Q85518571->P725->Q33084199,1,P725,,
CompMix_table.jsonl,379,580,193-0,movies,Director of the first part The Curse of the Black Pearl  in the flim Pirates of the Caribbean?,Gore Verbinski,Q: Director of the first part The Curse of the Black Pearl  in the flim Pirates of the Caribbean? | A: Gore Verbinski,Q194318,Pirates of the Caribbean,Q295463,Gore Verbinski,Q194318->P57->Q295463,1,P57,,
CompMix_table.jsonl,381,4689,1588-0,soccer,Who was the manager of the soccer Manchester United F.C. in 2017?,José Mourinho,Q: Who was the manager of the soccer Manchester United F.C. in 2017? | A: José Mourinho,Q18656,Manchester United F.C.,Q79983,Jos\u00E9 Mourinho,Q18656->P286->Q79983,1,P286,,
CompMix_table.jsonl,382,349,116-1,tvseries,Who is the director tv series Alice in Borderland?,Shinsuke Sato,Q: Who is the director tv series Alice in Borderland? | A: Shinsuke Sato,Q103967305,Alice in Borderland,Q7497770,Shinsuke Sato,"Path1: Q103967305->P57->Q7497770
Path2: Q103967305->P58->Q7497770",2,P57;P58,,
CompMix_table.jsonl,386,3038,1032-3,movies,"Who is the screen writer of The Chronicles of Narnia: The Lion, the Witch and the Wardrobe?",Christopher Markus,"Q: Who is the screen writer of The Chronicles of Narnia: The Lion, the Witch and the Wardrobe? | A: Christopher Markus",Q1211909,The Chronicles of Narnia,Q5112818,Christopher Markus,Q1211909->P58->Q5112818,1,P58,,
CompMix_table.jsonl,387,329,109-0,soccer,What is the current soccer team of Neymar?,Paris Saint-Germain F.C,Q: What is the current soccer team of Neymar? | A: Paris Saint-Germain F.C,Q142794,Neymar,Q483020,Paris Saint-Germain F.C.,Q142794->P54->Q483020,1,P54,,
CompMix_table.jsonl,389,261,86-3,tvseries,Who played the character of Hannah Kahnwald as Adult in Dark?,Maja Schöne,Q: Who played the character of Hannah Kahnwald as Adult in Dark? | A: Maja Schöne,Q28443710,Dark,Q1262836,Maja Sch\u00F6ne,Q28443710->P161->Q1262836,1,P161,,
CompMix_table.jsonl,390,1267,422-1,movies,Which is the first film as director?,Yahaan,Q: Which is the first film as director? | A: Yahaan,Q7500450,Shoojit Sircar,Q3571306,Yahaan,Q3571306->P57->Q7500450,1,P57,,
CompMix_table.jsonl,392,2076,692-1,movies,Which RoboCop original trilogy movies featured Peter Weller as Robocop?,RoboCop;RoboCop 2,Q: Which RoboCop original trilogy movies featured Peter Weller as Robocop? | A: RoboCop;RoboCop 2,Q2080591,RoboCop,Q372514,RoboCop,Q372514->P8345->Q2080591,1,P8345,,
CompMix_table.jsonl,392,2076,692-1,movies,Which RoboCop original trilogy movies featured Peter Weller as Robocop?,RoboCop;RoboCop 2,Q: Which RoboCop original trilogy movies featured Peter Weller as Robocop? | A: RoboCop;RoboCop 2,Q2080591,RoboCop,Q834021,RoboCop 2,Q834021->P8345->Q2080591,1,P8345,,
CompMix_table.jsonl,392,2076,692-1,movies,Which RoboCop original trilogy movies featured Peter Weller as Robocop?,RoboCop;RoboCop 2,Q: Which RoboCop original trilogy movies featured Peter Weller as Robocop? | A: RoboCop;RoboCop 2,Q360477,Peter Weller,Q372514,RoboCop,Q360477->P800->Q372514,1,P800,,
CompMix_table.jsonl,392,2076,692-1,movies,Which RoboCop original trilogy movies featured Peter Weller as Robocop?,RoboCop;RoboCop 2,Q: Which RoboCop original trilogy movies featured Peter Weller as Robocop? | A: RoboCop;RoboCop 2,Q360477,Peter Weller,Q834021,RoboCop 2,Q834021->P161->Q360477,1,P161,,
CompMix_table.jsonl,395,592,197-0,tvseries,Who Directs the TV series Hanna?,Sarah Adina Smith,Q: Who Directs the TV series Hanna? | A: Sarah Adina Smith,Q48102683,Hanna,Q60399091,Sarah Adina Smith,Q48102683->P57->Q60399091,1,P57,,
CompMix_table.jsonl,396,392,130-2,books,Who was the first author selected for this award?,Jerry Pournelle,Q: Who was the first author selected for this award? | A: Jerry Pournelle,Q958630,Astounding Award for Best New Writer,Q578031,Jerry Pournelle,Q958630->P1346->Q578031,1,P1346,,
CompMix_table.jsonl,397,57,18-3,soccer,who is the manager of Rayo Vallecano team?,Andoni Iraola,Q: who is the manager of Rayo Vallecano team? | A: Andoni Iraola,Q10300,Rayo Vallecano,Q317216,Andoni Iraola,Q10300->P286->Q317216,1,P286,,
CompMix_table.jsonl,398,4651,1574-3,music,Who is the lead drummer of the band U2?,Larry Mullen Jr.,Q: Who is the lead drummer of the band U2? | A: Larry Mullen Jr.,Q396,U2,Q814065,Larry Mullen Jr.,Q396->P527->Q814065,1,P527,,
CompMix_table.jsonl,399,547,182-2,movies,Which is the Debut movie of Anaita Shroff Adajania?,Dilwale Dulhania Le Jayenge,Q: Which is the Debut movie of Anaita Shroff Adajania? | A: Dilwale Dulhania Le Jayenge,Q4750942,Anaita Shroff Adajania,Q849343,Dilwale Dulhania Le Jayenge,Q849343->P161->Q4750942,1,P161,,
CompMix_table.jsonl,401,2322,774-3,music,who is the singer of Starboy song?,The Weeknd,Q: who is the singer of Starboy song? | A: The Weeknd,Q27000439,Starboy,Q26980835,Starboy,Q27000439->P13602->Q26980835,1,P13602,,
CompMix_table.jsonl,402,3022,1027-0,tvseries,"Which actor portrayed Uncle Phil on the ""Fresh Prince of Bel-Air?""",James Avery,"Q: Which actor portrayed Uncle Phil on the ""Fresh Prince of Bel-Air?"" | A: James Avery",Q309063,The Fresh Prince of Bel-Air,Q493077,James Avery,Q309063->P161->Q493077,1,P161,,
CompMix_table.jsonl,404,428,142-2,movies,What movie fetched the actor Sean Connery an Academy Award?,The Untouchables,Q: What movie fetched the actor Sean Connery an Academy Award? | A: The Untouchables,Q4573,Sean Connery,Q108525,The Untouchables,"Path1: Q4573->P1411->Q106291->P1686->Q108525
Path2: Q4573->P1411->Q165313->P1686->Q108525
Path3: Q4573->P1411->Q548389->P1686->Q108525
Path4: Q4573->P1411->Q723830->P1686->Q108525
Path5: Q4573->P166->Q106291->P1686->Q108525
Path6: Q4573->P166->Q1789544->P1686->Q108525
Path7: Q4573->P166->Q1868950->P1686->Q108525
Path8: Q4573->P166->Q3021821->P1686->Q108525
Path9: Q4573->P166->Q723830->P1686->Q108525",2,P1411;P166,1,P1686
CompMix_table.jsonl,404,428,142-2,movies,What movie fetched the actor Sean Connery an Academy Award?,The Untouchables,Q: What movie fetched the actor Sean Connery an Academy Award? | A: The Untouchables,Q19020,Academy Awards,Q108525,The Untouchables,"Path1: Q108525->P1411->Q106291->P31->Q19020
Path2: Q108525->P1411->Q277536->P31->Q19020
Path3: Q108525->P1411->Q277751->P31->Q19020
Path4: Q108525->P1411->Q488651->P31->Q19020
Path5: Q108525->P161->Q36949->P166->Q19020
Path6: Q108525->P166->Q106291->P31->Q19020",4,P1411;P31;P161;P166,,
CompMix_table.jsonl,405,3611,1225-0,music,What record come out in 2005 from the band Augustana?,All the Stars and Boulevards,Q: What record come out in 2005 from the band Augustana? | A: All the Stars and Boulevards,Q765947,Augustana,Q2837622,All the Stars and Boulevards,Q2837622->P175->Q765947,1,P175,,
CompMix_table.jsonl,408,972,324-1,music,What is the birth place of Justin Bieber?,London,Q: What is the birth place of Justin Bieber? | A: London,Q34086,Justin Bieber,Q92561,London,Q34086->P19->Q92561,1,P19,,
CompMix_table.jsonl,409,2072,690-3,books,Who was the winner of the Nobel Prize in Literature the year Brave New World was published?,John Galsworthy,Q: Who was the winner of the Nobel Prize in Literature the year Brave New World was published? | A: John Galsworthy,Q191949,Brave New World,Q82248,John Galsworthy,,,,,
CompMix_table.jsonl,409,2072,690-3,books,Who was the winner of the Nobel Prize in Literature the year Brave New World was published?,John Galsworthy,Q: Who was the winner of the Nobel Prize in Literature the year Brave New World was published? | A: John Galsworthy,Q6461210,List of Nobel laureates in Literature,Q82248,John Galsworthy,"Path1: Q82248->P1411->Q37922->P2354->Q6461210
Path2: Q82248->P166->Q37922->P2354->Q6461210",3,P1411;P2354;P166,,
CompMix_table.jsonl,410,1869,622-4,movies,Who did Terence Stamp play in Star Wars: Episode I – The Phantom Menace?,Finis Valorum,Q: Who did Terence Stamp play in Star Wars: Episode I – The Phantom Menace? | A: Finis Valorum,Q77298,Terence Stamp,Q51805,list of Star Wars characters,,,,,
CompMix_table.jsonl,410,1869,622-4,movies,Who did Terence Stamp play in Star Wars: Episode I – The Phantom Menace?,Finis Valorum,Q: Who did Terence Stamp play in Star Wars: Episode I – The Phantom Menace? | A: Finis Valorum,Q165713,Star Wars: Episode I \u2013 The Phantom Menace,Q51805,list of Star Wars characters,,,,,
CompMix_table.jsonl,415,533,177-0,tvseries,Who Is the Creator of the Elite TV Series?,"Carlos Montero, Darío Madrona","Q: Who Is the Creator of the Elite TV Series? | A: Carlos Montero, Darío Madrona",Q53000974,Elite,Q42908469,Carlos Montero,Q53000974->P170->Q42908469,1,P170,,
CompMix_table.jsonl,415,533,177-0,tvseries,Who Is the Creator of the Elite TV Series?,"Carlos Montero, Darío Madrona","Q: Who Is the Creator of the Elite TV Series? | A: Carlos Montero, Darío Madrona",Q64691960,Dar\u00EDo Madrona,Q42908469,Carlos Montero,Q42908469->P800->Q53000974->P170->Q64691960,2,P800;P170,,
CompMix_table.jsonl,416,3613,1226-1,tvseries,What show did Leslie Jordan have a recurring role on in 2005?,Boston Legal,Q: What show did Leslie Jordan have a recurring role on in 2005? | A: Boston Legal,Q684370,Leslie Jordan,Q308984,Boston Legal,,,,,
CompMix_table.jsonl,417,4932,1668-2,soccer,Which player scored the most goals for the D.C. United during the 1996 Major League Soccer season?,Raúl Díaz Arce,Q: Which player scored the most goals for the D.C. United during the 1996 Major League Soccer season? | A: Raúl Díaz Arce,Q238593,D.C. United,Q2035466,Ra\u00FAl D\u00EDaz Arce,Q2035466->P54->Q238593,1,P54,,
CompMix_table.jsonl,417,4932,1668-2,soccer,Which player scored the most goals for the D.C. United during the 1996 Major League Soccer season?,Raúl Díaz Arce,Q: Which player scored the most goals for the D.C. United during the 1996 Major League Soccer season? | A: Raúl Díaz Arce,Q18543,Major League Soccer,Q2035466,Ra\u00FAl D\u00EDaz Arce,"Path1: Q2035466->P118->Q18543
Path2: Q2035466->P54->Q238593->P118->Q18543
Path3: Q2035466->P54->Q309095->P118->Q18543
Path4: Q2035466->P54->Q421009->P118->Q18543
Path5: Q2035466->P54->Q575370->P118->Q18543
Path6: Q2035466->P54->Q642408->P118->Q18543
Path7: Q2035466->P54->Q238593->P749->Q18543
Path8: Q2035466->P54->Q309095->P749->Q18543
Path9: Q2035466->P54->Q421009->P749->Q18543
Path10: Q2035466->P54->Q575370->P749->Q18543
Path11: Q2035466->P54->Q642408->P749->Q18543",3,P118;P54;P749,,
CompMix_table.jsonl,418,2698,918-4,soccer,who is the director of FC Barcelona team?,Mateu Alemany,Q: who is the director of FC Barcelona team? | A: Mateu Alemany,Q7156,FC Barcelona,Q11936183,Mateu Alemany,,,,,
CompMix_table.jsonl,419,3824,1296-3,tvseries,How many seasons was there in Supernatural?,Fifteen,Q: How many seasons was there in Supernatural? | A: Fifteen,Q130585,Supernatural,Q50661865,Fifteen,,,,,
CompMix_table.jsonl,421,3396,1152-4,movies,Which is the Debut movie as producer of Ashutosh Gowariker?,Swades,Q: Which is the Debut movie as producer of Ashutosh Gowariker? | A: Swades,Q281249,Ashutosh Gowariker,Q1759650,Swades,"Path1: Q1759650->P57->Q281249
Path2: Q1759650->P58->Q281249",2,P57;P58,,
CompMix_table.jsonl,422,3466,1176-2,tvseries,What TV series did the Duffer Brothers write for in 2015?,Wayward Pines,Q: What TV series did the Duffer Brothers write for in 2015? | A: Wayward Pines,Q26097618,Duffer Brothers,Q16867394,Wayward Pines,,,,,
CompMix_table.jsonl,423,4906,1660-0,books,What's the name of the first book in the Wheel of Time series?,The Eye of the World,Q: What's the name of the first book in the Wheel of Time series? | A: The Eye of the World,Q4470,The Wheel of Time,Q477994,The Eye of the World,Q4470->P527->Q477994,1,P527,,
CompMix_table.jsonl,424,3923,1330-0,books,Who writes the book the Jane Eyre?,Charlotte Brontë,Q: Who writes the book the Jane Eyre? | A: Charlotte Brontë,Q127332,Charlotte Bront\u00EB,Q182961,Jane Eyre,Q127332->P800->Q182961,1,P800,,
CompMix_table.jsonl,425,3703,1256-1,tvseries,What is the name of the role played by Michael C. Hall in the TV show Six Feet Under?,David Fisher,Q: What is the name of the role played by Michael C. Hall in the TV show Six Feet Under? | A: David Fisher,Q203268,Michael C. Hall,Q5233661,David Fisher,Q5233661->P175->Q203268,1,P175,,
CompMix_table.jsonl,425,3703,1256-1,tvseries,What is the name of the role played by Michael C. Hall in the TV show Six Feet Under?,David Fisher,Q: What is the name of the role played by Michael C. Hall in the TV show Six Feet Under? | A: David Fisher,Q216919,Six Feet Under,Q5233661,David Fisher,Q5233661->P1441->Q216919,1,P1441,,
CompMix_table.jsonl,427,3956,1340-3,books,what is the language of Crime and Punishment book?,Russian,Q: what is the language of Crime and Punishment book? | A: Russian,Q165318,Crime and punishment,Q7737,Russian,Q165318->P407->Q7737,1,P407,,
CompMix_table.jsonl,428,2346,782-3,movies,Which is the first movie directed by Rohit Shetty?,Zameen,Q: Which is the first movie directed by Rohit Shetty? | A: Zameen,Q6716074,Rohit Shetty,Q3574720,Zameen,Q3574720->P57->Q6716074,1,P57,,
CompMix_table.jsonl,429,4369,1479-0,soccer,Which soccer player won the European Golden shoe in the year 2005-2006?,Luca Toni,Q: Which soccer player won the European Golden shoe in the year 2005-2006? | A: Luca Toni,Q233454,European Golden Shoe,Q186478,Luca Toni,Q186478->P166->Q233454,1,P166,,
CompMix_table.jsonl,430,2624,884-3,music,What is the fourth track on the album Slipknot by the band Slipknot?,Wait and Bleed,Q: What is the fourth track on the album Slipknot by the band Slipknot? | A: Wait and Bleed,Q743725,Slipknot,Q929774,Wait and Bleed,Q929774->P13602->Q743725,1,P13602,,
CompMix_table.jsonl,430,2624,884-3,music,What is the fourth track on the album Slipknot by the band Slipknot?,Wait and Bleed,Q: What is the fourth track on the album Slipknot by the band Slipknot? | A: Wait and Bleed,Q254138,Slipknot,Q929774,Wait and Bleed,Q929774->P175->Q254138,1,P175,,
CompMix_table.jsonl,431,4294,1454-2,music,Which awards are won by Sour in 2021?,People's Choice Awards;Apple Music Awards,Q: Which awards are won by Sour in 2021? | A: People's Choice Awards;Apple Music Awards,Q106316694,Sour,Q501058,People's Choice Awards,,,,,
CompMix_table.jsonl,431,4294,1454-2,music,Which awards are won by Sour in 2021?,People's Choice Awards;Apple Music Awards,Q: Which awards are won by Sour in 2021? | A: People's Choice Awards;Apple Music Awards,Q106316694,Sour,Q20056642,Apple Music,,,,,
CompMix_table.jsonl,432,1600,533-0,movies,Which movie is the second in the Bridget Jones' series?,Bridget Jones: The Edge of Reason,Q: Which movie is the second in the Bridget Jones' series? | A: Bridget Jones: The Edge of Reason,Q27657001,Bridget Jones,Q843612,Bridget Jones: The Edge of Reason,Q27657001->P527->Q843612,1,P527,,
CompMix_table.jsonl,434,3285,1116-0,tvseries,What is the award nominated for the tv series wizards of waverly place in year 2008?,Directors Guild of America Award for Outstanding Directing – Children's Programs,Q: What is the award nominated for the tv series wizards of waverly place in year 2008? | A: Directors Guild of America Award for Outstanding Directing – Children's Programs,Q5280671,Directors Guild of America Award for Outstanding Directing \u2013 Children's Programs,Q184342,Wizards of Waverly Place,Q184342->P1411->Q5280671,1,P1411,,
CompMix_table.jsonl,435,1711,570-2,books,What is the country of origin of the Black Beauty book?,United States of America,Q: What is the country of origin of the Black Beauty book? | A: United States of America,Q4920353,Black Beauty,Q30,United States of America,Q4920353->P495->Q30,1,P495,,
CompMix_table.jsonl,436,1160,386-2,tvseries,What was Sean Maguire first show?,Grange Hill,Q: What was Sean Maguire first show? | A: Grange Hill,Q2094185,Sean Maguire,Q5595658,Grange Hill,,,,,
CompMix_table.jsonl,437,2674,910-4,books,What is the genre of Homeland Elegies book?,Fiction,Q: What is the genre of Homeland Elegies book? | A: Fiction,Q105082070,Homeland Elegies,Q12006952,Fiction,,,,,
CompMix_table.jsonl,438,259,86-1,tvseries,Who played the role of Jonas Kahnwald as teen in Dark?,Louis Hofmann,Q: Who played the role of Jonas Kahnwald as teen in Dark? | A: Louis Hofmann,Q28443710,Dark,Q1871731,Louis Hofmann,Q28443710->P161->Q1871731,1,P161,,
CompMix_table.jsonl,439,1675,558-2,soccer,What is the sports team played in 2012 to 2014 by Alessandro Del Piero?,Sydney FC,Q: What is the sports team played in 2012 to 2014 by Alessandro Del Piero? | A: Sydney FC,Q624,Alessandro Del Piero,Q330143,Sydney FC,Q624->P54->Q330143,1,P54,,
CompMix_table.jsonl,440,3983,1350-0,books,Which is the first novel of the book series Millennium?,The Girl with the Dragon Tattoo,Q: Which is the first novel of the book series Millennium? | A: The Girl with the Dragon Tattoo,Q847022,Millennium,Q678288,The Girl with the Dragon Tattoo,Q847022->P527->Q678288,1,P527,,
CompMix_table.jsonl,441,835,278-2,soccer,Who was the kit supplier for the D.C. United soccer club?,Adidas,Q: Who was the kit supplier for the D.C. United soccer club? | A: Adidas,Q238593,D.C. United,Q4033399,Adidas,,,,,
CompMix_table.jsonl,442,891,296-4,tvseries,How many season of The Mentalist aired?,Seven,Q: How many season of The Mentalist aired? | A: Seven,Q204228,The Mentalist,Q11314407,Seven,,,,,
CompMix_table.jsonl,444,1839,612-4,movies,Which movie did Steven Spielberg directed the same year as Catch Me If You Can?,Minority Report,Q: Which movie did Steven Spielberg directed the same year as Catch Me If You Can? | A: Minority Report,Q8877,Steven Spielberg,Q244604,Minority Report,"Path1: Q8877->P166->Q1265702->P1686->Q244604
Path2: Q8877->P166->Q922263->P1686->Q244604",1,P166,1,P1686
CompMix_table.jsonl,444,1839,612-4,movies,Which movie did Steven Spielberg directed the same year as Catch Me If You Can?,Minority Report,Q: Which movie did Steven Spielberg directed the same year as Catch Me If You Can? | A: Minority Report,Q2341923,Steven Spielberg filmography,Q244604,Minority Report,Q244604->P57->Q8877->P1283->Q2341923,2,P57;P1283,,
CompMix_table.jsonl,445,953,318-0,soccer,Which country does the soccer player Alessandro Del Piero represent?,Italy,Q: Which country does the soccer player Alessandro Del Piero represent? | A: Italy,Q624,Alessandro Del Piero,Q38,Italy,"Path1: Q624->P1532->Q38
Path2: Q624->P27->Q38",2,P1532;P27,,
CompMix_table.jsonl,446,3950,1338-3,soccer,For which club did Gareth Bale played in sports team 2006?,Southampton F.C.,Q: For which club did Gareth Bale played in sports team 2006? | A: Southampton F.C.,Q184586,Gareth Bale,Q18732,Southampton F.C.,Q184586->P54->Q18732,1,P54,,
CompMix_table.jsonl,449,3469,1177-0,tvseries,Who were the directors of the episode named MADMAX of the series Stranger Things?,Duffer brothers,Q: Who were the directors of the episode named MADMAX of the series Stranger Things? | A: Duffer brothers,Q42155612,"Stranger Things, season 2",Q26097618,Duffer Brothers,Q26097618->P800->Q19798734->P527->Q42155612,2,P800;P527,,
CompMix_table.jsonl,450,2558,862-3,movies,What award did The Turning Point get?,National Board of Review: Top Ten Films,Q: What award did The Turning Point get? | A: National Board of Review: Top Ten Films,Q451558,The Turning Point,Q1966965,National Board of Review: Top Ten Films,Q451558->P166->Q1966965,1,P166,,
