question,answer,source
How many senior premierships did Richmond win in the VFL/AFL competition in years later than Collingwood's first senior premiership year in the same competition,13,Sportsreason_TANQ
How many unique drivers are listed across the main drivers table for the 2002 Formula One season and the practice drivers table for the 2003 Formula One season,29,Sportsreason_TANQ
What was the shortest game duration in minutes played between the Los Angeles Dodgers and the Philadelphia Phillies in the National League Championship Series,126,Sportsreason_TANQ
"How many games were played at Fenway Park during the 1975 American League Championship Series, 2013 American League Championship Series, and 2018 World Series",7,Sportsreason_TANQ
How many years passed between the Boston Red Sox winning the 1975 American League Championship Series and winning the 2013 American League Championship Series,38,Sportsreason_TANQ
How many years passed between Fitzroy's first VFL/AFL senior premiership and the year of the latest VFL/AFL senior premiership won by Collingwood or Richmond,125,Sportsreason_TANQ
"Sort the number of VFL/AFL Grand Final appearances for Fitzroy, Richmond, and Sydney Swans from fewest to most. What is the second number in the ordered list",11,Sportsreason_TANQ
"What is the fewest number of games played in a championship or World Series won by the Boston Red Sox among the 1975, 1986, 2004, 2007, 2013, and 2018 series",3,Sportsreason_TANQ
Sort the count of drivers listed in the main qualifying results for the 2015 and 2016 Canadian Grand Prix from smallest to largest. What is the second number,21,Sportsreason_TANQ
What was the fifth shortest game duration in minutes when the Los Angeles Dodgers played the Philadelphia Phillies in the National League Championship Series,156,Sportsreason_TANQ
"Among Collingwood, Richmond, and the Sydney Swans, what is the second lowest number of Grand Final appearances each team has made in the VFL/AFL competition",13,Sportsreason_TANQ
"How many unique teams participated in the competition during the years Fitzroy won a senior premiership, based on available information about specific clubs",6,Sportsreason_TANQ
"What was the tenth highest attendance among the games played by the St. Louis Cardinals during the 1982, 2006, and 2013 National League Championship Series",52173,Sportsreason_TANQ
"What is the greatest number of wooden spoons accumulated by a senior team among the Richmond, Collingwood, and Sydney Swans Australian rules football clubs",11,Sportsreason_TANQ
What was the difference in the number of games played between the 2008 National League Championship Series and the 1977 National League Championship Series,1,Sportsreason_TANQ
Add together the number of races in the earliest and latest championship seasons won by Michael Schumacher that are described in the available information.,33,Sportsreason_TANQ
How many games were played between the Los Angeles Dodgers and the Philadelphia Phillies in the National League Championship Series from 1978 through 2009,14,Sportsreason_TANQ
"Among the participants in the 2002 Masters snooker tournament who were born in 1980 or earlier, what is the minimum number of matches won in the main draw",0,Sportsreason_TANQ
What was the highest attendance for any game played between the Los Angeles Dodgers and the Philadelphia Phillies in a National League Championship Series,64924,Sportsreason_TANQ
How many years passed between the first and last National League Championship Series featuring both the Los Angeles Dodgers and the Philadelphia Phillies,32,Sportsreason_TANQ
"How many times did Lewis Hamilton achieve pole position at the Canadian Grand Prix in the years 2016 or later, based on the available qualifying results",1,Sportsreason_TANQ
