question,gold_answer,KG answer,file_path
how many episodes in season 2 of fargo,10,10.0,SimpleQA/NQ_table_test_simple/00554.json
How many episodes in the season 1 of Emily in Paris series,10,10.0,ComplexQA/CompMix_table_complex/00193.json
where was the flag placed on the moon,Sea of Tranquility,Mare Tranquillitatis|Mare Tranquilliton,SimpleQA/NQ_table_test_simple/00325.json
How many terms were served that were by the party with members in the Rajya Sabha from Maharashtra since 1952 once led by Ghandi,10,0,ComplexQA/OTT_QA_dev_complex/00394.json
"How many gold medals were won at the 1998 Asian Games in Bangkok , Thailand by the country represented by the wrestling athlete born in Mashhad",10,0,ComplexQA/OTT_QA_dev_complex/00188.json
hart of dixie season 4 how many episodes,10,0,SimpleQA/NQ_table_test_simple/00088.json
What are the discovered bog bodies ?,Elling Woman | Grauballe Man | Haraldskær Woman | Huldremose Woman | Tollund Man | Kayhausen Boy | Osterby Man | Cashel Man | Gallagh Man | Old Croghan Man | Weerdinge Men | Yde Girl | Lindow Woman | Lindow Man | Cladh Hallan Skeletons,Röst girl|Peiting Woman|Exloërmond Man|Peat dog from Burlage|Zweeloo Woman|...|Yde Girl|Elling Woman|Girl of the Uchter Moor|Ballynahatty woman|Weerdinge Men,SimpleQA/Qampari_wikitables_simple/00000.json
who won la liga in the last 10 years,Real Madrid | Barcelona | Atlético Madrid,Futbol Club Barcelona|2024-08-15T00:00:00Z|Real Madrid Club de Fútbol|2023-08-11T00:00:00Z|2022-08-12T00:00:00Z|2021-08-13T00:00:00Z|Atlético Madrid|2020-09-12T00:00:00Z|2019-08-16T00:00:00Z|2018-08-17T00:00:00Z|2017-08-18T00:00:00Z|2016-08-19T00:00:00Z|2015-08-21T00:00:00Z,SimpleQA/NQ_table_test_simple/00943.json
where is kruger national park in south africa,"Limpopo and Mpumalanga provinces, South Africa",Mpumalanga|Limpopo,SimpleQA/NQ_table_test_simple/00263.json
What is the Publication date of the first book of the novel series The Chronicles of Narnia,16 October 1950,"The Lion, the Witch, and the Wardrobe|1950-01-01T00:00:00Z",ComplexQA/CompMix_infobox_complex/00023.json
when did season 4 of glee come out,"September 13, 2012 – May 9, 2013",2012-01-01T00:00:00Z,SimpleQA/NQ_table_test_simple/00125.json
What are the political views of the party to which each Scandinavian country's prime minister belongs to,"[['Norway', 'social-democratic ideals'], ['Denmark', 'social democracy'], ['Sweden', 'a centre-left social-democratic, feminist and democratic socialist party']]",Norway|Norwegian Labour Party|social democracy|Sweden|Moderate Party|economic liberalism|liberal conservatism|Denmark|Social Democrats,ComplexQA/Monaco_time_complex/00114.json
What are the existing recoilless rifles ?,M18 Recoilless Rifle | SPG-9 | M20 | Breda Folgore | B-10 | 55 S 55 | RCL 3.45 inch Gun | M67 | 95 S 58-61 | LG 40 | LG 42 | M40 | Model 1968 recoilless gun | B-11 | Jagdfaust | M28/M29 Nuclear Recoilless Rifle,"105 mm recoilless rifle|120 mm recoilless rifle|75 mm recoilless rifle|82 mm recoilless rifle|90 mm recoilless rifle|Model 1968 recoilless gun|Ordnance, RCL, 3.45 in|RCL 3.7-inch|recoilless personal anti-tank weapon|self-propelled recoilless rifle",SimpleQA/Qampari_wikitables_simple/00060.json
Which weapons are of the type carbines ?,"AK-104 | Amogh carbine | Burnside carbine | CETME Model LC carbine | Colt Model 1839 Carbine | De Lisle carbine | G13 carbine | ""Jungle Carbine"" (Lee–Enfield, Rifle No. 5 Mk I) | K31 | Karabiner 98k | M1 carbine | M4 carbine | Maynard carbine | Mosin–Nagant (M1907 Carbine) | Mosin–Nagant (M1938 Carbine) | Mosin–Nagant (M1944 Carbine) | Mosin–Nagant (M1891/59 Carbine) | QBZ-95B | SG 443 Carbine | SKS | Stoner 63/63A Carbine | Swiss Mannlicher M1893 Carbine | Type 44 carbine",Carbine of the galley troops|John F. Kennedy assassination rifle|C42 Carbin 6.45mm-E2014,SimpleQA/Qampari_wikitables_simple/00017.json
the old man and the sea page count,127,0,SimpleQA/NQ_table_test_simple/00677.json
what type of bridge is the charles bridge,Stone,footbridge|arch bridge|stone bridge|street,SimpleQA/NQ_table_test_simple/00935.json
After their 2018 FIFA World Cup win how many wins did France national football team have,2,0,ComplexQA/CompMix_infobox_complex/00033.json
How many games did the 2013 New York Yankees American League Wild Card team who lost more than 100 games win against their rivals,2,0,ComplexQA/OTT_QA_dev_complex/00334.json
How many provinces are in the country that has a Malaysian Diplomatic Consulate mission in the city that lies near the mouth of the Kelantan River,76,0,ComplexQA/OTT_QA_dev_complex/00172.json
Which wars has Jordan been involved in since its independence,"['First Arab–Israeli War (1948–1949)', 'Six-Day War (1967)', 'War of Attrition (1967–1970)', 'Black September (1970–1971)', 'Yom Kippur War (1973)', ""Sa'dah War (2009–2010)"", 'Libyan Civil War (2011)', 'Intervention against ISIS (2014–)', 'Intervention in Yemen (2015–)']",1948 Palestine war|War over Water|Six-Day War|War of Attrition,ComplexQA/Monaco_time_complex/00081.json
Which Colombian Presidents were over 60 years old when entering office,"['Francisco Javier Zaldúa y Racines', 'Manuel Antonio Sanclemente Sanclemente', 'Laureano Gómez Castro', 'José Manuel Marroquín Ricaurte', 'Marco Fidel Suárez', 'Jorge Holguín Mallarino', 'Pedro Nel Ospina Vázquez', 'Alfonso López Michelsen', 'Julio César Turbay Ayala', 'Virgilio Barco Vargas', 'Gustavo Francisco Petro Urrego']",Alfonso López Michelsen|Álvaro Uribe Vélez|Carlos Lemos Simmonds|Eliseo Payán|Euclídes de Angulo|...|Marco Fidel Suárez|Pedro Nel Ospina Vázquez|Rafael Núñez|Tomás Cipriano de Mosquera|Virgilio Barco Vargas,ComplexQA/Monaco_time_complex/00067.json
who is the chief economic advisor of india,Arvind Subramanian,Krishnamurthy Subramanian,SimpleQA/NQ_table_test_simple/00625.json
who is the chief economic advisor of india,Arvind Subramanian,Krishnamurthy Subramanian,SimpleQA/NQ_table_test_simple/00624.json
What are all the named continents throughout history ?,Vaalbara | Ur | Kenorland | Atlantica | Baltica | Rodinia | Avalonia | Pannotia | Gondwana | Cimmeria | Laurasia | Pangea | Africa | Asia | Australia | Europe | Pangaea Proxima,Afrasia|Africa|African continent|Afroeurasia|...|the Americas|the New World|The Old Continent|Turtle Island|World Island,SimpleQA/Qampari_wikitables_simple/00039.json
What is the number of seasons in the Two and a Half Men series,12,12.0,ComplexQA/CompMix_infobox_complex/00098.json
what is the name of india 29 state,Rajasthan,Andaman and Nicobar Islands|Andhra Pradesh|Arunachal Pradesh|Assam|Bihar|...|Telangana|Tripura|Uttarakhand|Uttar Pradesh|West Bengal,SimpleQA/NQ_table_test_simple/00015.json
how many medals did austria win in the 2011 alpine skiing world championships,8,0,SimpleQA/NQ_table_test_simple/00842.json
"How many games did the Los Angeles Dodgers win when playing against the Philadelphia Phillies in the 1977, 1978, 2008, and 2009 National League Championship Series",8,0,ComplexQA/Sportsreason_TANQ_complex/00165.json
How many episodes are there in season 1 of the TV series Lucifer,13,13.0,ComplexQA/CompMix_table_complex/00165.json
What number of appearances has Andrea Pirlo made for the football club New York City FC,62,60.0,ComplexQA/CompMix_table_complex/00044.json
Sort the Formula One seasons won by Lewis Hamilton by the number of races from lowest to highest. What is the number of races in the third season in this sorted list,20,19.0,ComplexQA/Sportsreason_TANQ_complex/00156.json
How many goals did Paul Pogba scored for France national under-18 football team,1,1.0,ComplexQA/CompMix_table_complex/00156.json
What was the difference in the number of games played between the 2008 National League Championship Series and the 1977 National League Championship Series,1,1.0,ComplexQA/Sportsreason_TANQ_complex/00193.json
How many more games were played in the 2006 National League Championship Series won by the St. Louis Cardinals compared to the 2013 National League Championship Series won by the St. Louis Cardinals,1,1.0,ComplexQA/Sportsreason_TANQ_complex/00063.json
Which medal was received in the Olympics by the athlete from Egypt who is considered to be one of the greatest athletes of his time,Gold,Olympic gold medal|Olympic silver medal,ComplexQA/OTT_QA_dev_complex/00284.json
who won last year's ncaa women's basketball,South Carolina,2021–22 South Carolina Gamecocks women's basketball team,SimpleQA/NQ_table_test_simple/00525.json
how many players have scored 10000 runs in odi,11,234,SimpleQA/NQ_table_test_simple/00726.json
How many children did the director of Willy Wonka and the Chocolate Factory have,3,0,ComplexQA/CompMix_infobox_complex/00101.json
How many World Cup titles the Italy national football team has before winning it again in 2006,3,0,ComplexQA/CompMix_table_complex/00043.json
What is the difference in the number of senior premierships won by the Collingwood Football Club compared to the Richmond Football Club in the Australian Football League or Victorian Football League,3,0,ComplexQA/Sportsreason_TANQ_complex/00065.json
How many matches has Franz Beckenbauer played for Germany national football team in 1965,3,0,ComplexQA/CompMix_table_complex/00127.json
how old is the actress who plays phyllis on y&r,age 44,61,SimpleQA/NQ_table_test_simple/00249.json
who came out first batman or spider man,Superman,Batman|1939-05-27T00:00:00Z,SimpleQA/NQ_table_test_simple/00760.json
Neymar is from?,Portuguese,Brazil,SimpleQA/CompMix_table_simple_qa/00156.json
which is the largest great lake in north america,Lake Superior,Lake Michigan–Huron|117600.0,SimpleQA/NQ_table_test_simple/00345.json
what was the lowest barometric pressure for hurricane irma,914 mbar (hPa),914.0,SimpleQA/NQ_table_test_simple/00540.json
How many John le Carré novels featured the character George Smiley after The Spy Who Came in from the Cold,6,0,ComplexQA/CompMix_table_complex/00008.json
How many Golden Globe Awards did One Flew Over the Cuckoo's Nest get,6,0,ComplexQA/CompMix_table_complex/00139.json
In what event was the former team of the 2013 B.G . Sports Club transfer who is a member of the FAM Normalization Committee a semi-finalist of,AFC Cup,Maldives FA Cup,ComplexQA/OTT_QA_dev_complex/00147.json
who's playing in the world series and when is it,Houston Astros | Los Angeles Dodgers | October 24 – November 1,Texas Rangers|2023-10-27T00:00:00Z|2023-11-01T00:00:00Z|Arizona Diamondbacks,SimpleQA/NQ_table_test_simple/00804.json
"Sort the Boston Red Sox championship series wins by the total attendance of all games played in the series, from highest to lowest. What was the total attendance for the series ranked second in this sorted list",238979,1915 Major League Baseball season|3575289,ComplexQA/Sportsreason_TANQ_complex/00045.json
who is pictured on the 5000 dollar bill,James Madison,Woodrow Wilson,SimpleQA/NQ_table_test_simple/00246.json
Which is the notable work of the Amit V. Masurkar?,Newton (film),Sherni|Sulemani Keeda|Newton,SimpleQA/CompMix_table_simple_qa/00036.json
what is the largest man made lake in the us,Lake Oahe,Wynoochee Lake|989.0,SimpleQA/NQ_table_test_simple/00006.json
what's the medal count for canada in the olympics,501,0,SimpleQA/NQ_table_test_simple/00767.json
where is the orinoco river located on a map,02°19′05″N 63°21′42″W﻿ / ﻿2.31806°N 63.36167°W,POINT(-63.361700 2.318000) (geo:wktLiteral)|POINT(-60.500000 8.560000) (geo:wktLiteral),SimpleQA/NQ_table_test_simple/00542.json
What are the bridges with a deck height of at least 200 meters ?,Chenab Bridge | Mtentu Bridge | Duge Bridge | Sidu River Bridge | Hegigio Gorge Pipeline Bridge | Beipan River Guanxing Highway Bridge | Liuguanghe Bridge | Royal Gorge Bridge | [[Sidi MCid Bridge]],Vallée-Jonction Railway Bridge|3000.0|Huajiang Canyon Bridge|625.0|Thune canal bridge|575.0|Duge Bridge|565.0|Sidu River Bridge|496.0|Puli Bridge|485.0|wd:Q119812519|475.0|Navajo Bridge|470.0|467.0|Jin'an Bridge|461.0,SimpleQA/Qampari_wikitables_simple/00002.json
where was the last world cup held and who won,Estádio do Maracanã | Germany,Qatar|Argentina men's national association football team,SimpleQA/NQ_table_test_simple/00833.json
What are the different exoplanet search projects ?,ESPRESSO | FINDS Exo-Earths | Geneva Extrasolar Planet Search | HARPS-N | Next-Generation Transit Survey (NGTS) | Optical Gravitational Lensing Experiment (OGLE) | Search for extraterrestrial intelligence (SETI) | Spectro-Polarimetric High-Contrast Exoplanet Research (SPHERE) | SPECULOOS | The Habitable Exoplanet Hunting Project | Trans-Atlantic Exoplanet Survey (TrES),Anglo-Australian Planet Search|HATNet Project|High Accuracy Radial Velocity Planet Searcher|Next-Generation Transit Survey|Sagittarius Window Eclipsing Extrasolar Planet Search|Transiting Exoplanet Survey Satellite,SimpleQA/Qampari_wikitables_simple/00051.json
What are the hotels with at least 2000 rooms ?,"The Venetian Resort Las Vegas (The Venetian Las Vegas and The Palazzo) | MGM Grand Las Vegas and The Signature | CityCenter | The Londoner Macao | Abraj Al Bait | Izmailovo Hotel | Wynn Las Vegas and Encore Las Vegas | Mandalay Bay, Delano and Four Seasons | Luxor Las Vegas | Ambassador City Jomtien | Excalibur Hotel and Casino | Caesars Palace | Bellagio | Hilton Hawaiian Village | Circus Circus Las Vegas | Resorts World Las Vegas | The Mirage | Westgate Las Vegas | Paris Las Vegas | The Venetian Macao | [[Ballys Las Vegas]] | Borgata | [[Harrahs Atlantic City]] | [[Harrahs Las Vegas]] | Planet Hollywood Las Vegas | The Strat Las Vegas | Golden Nugget Las Vegas | Foxwoods Resort Casino | The Linq | Galaxy Macau | City of Dreams | Orlando World Center Marriott","Hotel Lisboa Macau|2362.0|Ezdan Hotel, West Bay|3000.0|Planet Hollywood Resort & Casino|2500.0|Treasure Island Hotel and Casino|2885.0|Mandalay Bay|3309.0|Bellagio Hotel & Casino|3933.0|Marina Bay Sands|2561.0|MGM Grand Las Vegas|6852.0|The Mirage|3044.0",SimpleQA/Qampari_wikitables_simple/00068.json
What is number of Nobel prize winner alumni of each Ivy league school,"[['Columbia University', 46], ['Harvard University', 78], ['Princeton University', 23], ['Brown University', 3], ['Dartmouth College', 3], ['University of Pennsylvania', 8], ['Yale University.', 24], ['Cornell University', 22]]",Harvard University|50|Columbia University|45|Princeton University|15|Yale University|14|Cornell University|University of Pennsylvania|5|Brown University|1,ComplexQA/Monaco_time_complex/00090.json
"Name all the battles between the Dutch and English in the First, Second and Third Anglo-Dutch Wars, and list the victor of each battle.","[[['Dover', 'inconclusive'], ['Plymouth', 'Dutch Republic'], ['Elba', 'United Provinces (Dutch victory)'], ['Kentish Knock', 'Commonwealth of England'], ['Dungeness', 'Dutch'], ['Portland', 'Commonwealth of England'], ['Leghorn', 'United Provinces (Dutch victory)'], ['Gabbard', 'Commonwealth of England'], ['Scheveningen', 'English Commonwealth']], [['Lowestoft', 'England'], ['Vågen', ['Dutch Republic', 'Denmark–Norway']], [""Four Days' Battle"", 'Dutch Republic'], [""St. James' Day"", 'England'], [""Holmes'Bonfire"", 'England'], ['Dungeness Raid on the Medway', 'Dutch Republic'], ['Landguard Fort', 'England'], ['New Netherland', 'England'], ['Barbados', 'England'], ['Nevis', 'England'], ['Martinique', 'England'], ['Cayenne', 'England'], ['Fort Zeelandia', 'England']], [['Action of 12 March 1672', 'Dutch Republic'], ['Battle of Solebay', 'Dutch Republic'], ['1st Dutch invasion of Saint Helena', 'Dutch Republic'], ['Dutch Raid on North America', 'Dutch'], ['Reconquest of New Netherland', 'Dutch Republic'], ['Second Battle of the James River (1673)', 'Dutch Republic'], ['2nd Dutch invasion of Saint Helena', 'England'], ['First Battle of the Schooneveld', 'Dutch Republic'], ['Second Battle of the Schooneveld', 'Dutch Republic'], ['Battle of Texel', 'Dutch Republic'], ['Battle of Masulipatnam', 'Dutch Republic'], ['Battle of Ronas Voe', 'Kingdom of England']]]",Action of 29 January 1654|First Anglo-Dutch War|Battle of Elba|Battle of the Kentish Knock|Battle of Dungeness|Battle of Portland|...|Battle of Ronas Voe|Third Anglo-Dutch War|Battles of Schooneveld|Dutch Raid on North America|Reconquest of New Netherland|Dutch invasion of Saint Helena,ComplexQA/Monaco_non_time_complex/00026.json
"Sort the number of VFL/AFL Grand Final appearances for Fitzroy, Carlton, Melbourne, Essendon, and Collingwood from lowest to highest. What is the third number in this sorted list",10,Fitzroy Football Club|8|Melbourne Football Club|14|Essendon Football Club|17|Carlton Football Club|18|Collingwood Football Club|20,ComplexQA/Sportsreason_TANQ_complex/00114.json
what is the transfer speed for sata 1,"1.5, 3.0, 6.0 and 16 Gbit/s",1.5,SimpleQA/NQ_table_test_simple/00626.json
where was held the first session of muslim league,"Dhaka, Bangladesh",Lucknow,SimpleQA/NQ_table_test_simple/00597.json
who has the highest corporate taxes in the world,Zambia | Gabon | Argentina | Bangladesh | Benin | Burundi | Pakistan,Turkey|30.0|Denmark|25.0|Monaco|21.0|Singapore|Eswatini|Philippines|Sierra Leone|Egypt,SimpleQA/NQ_table_test_simple/00259.json
Who are the producers of the Coloratura song from the album Music of the Spheres?,"M. Martin, Holter, Rahko",Max Martin,SimpleQA/CompMix_table_simple_qa/00209.json
when was the design period known as art deco,1910–1939,1910-01-01T00:00:00Z|1925-01-01T00:00:00Z,SimpleQA/NQ_table_test_simple/00887.json
"How many championships were won by the Chinese football club whose home stadium is the Workers ' Stadium with a seating capacity of 66,161",7,0,ComplexQA/OTT_QA_dev_complex/00373.json
"How many baseball games involving the Boston Red Sox were played at Fenway Park across the 1975 American League Championship Series, the 2013 American League Championship Series, and the 2018 World Series",7,0,ComplexQA/Sportsreason_TANQ_complex/00054.json
"How many games involving the Boston Red Sox took place at Fenway Park across the 2018 World Series, the 2013 American League Championship Series, and the 1975 American League Championship Series",7,0,ComplexQA/Sportsreason_TANQ_complex/00070.json
how many goals did Cristiano Ronaldo scored in fifa club world cup,7,0,ComplexQA/CompMix_infobox_complex/00266.json
"How many games were played at Fenway Park across the 1975 American League Championship Series, the 2013 American League Championship Series, and the 2018 World Series",7,0,ComplexQA/Sportsreason_TANQ_complex/00152.json
"How many games were played at Fenway Park across the 2018 World Series, the 2013 American League Championship Series, and the 1975 American League Championship Series",7,0,ComplexQA/Sportsreason_TANQ_complex/00150.json
"How many games played by the Boston Red Sox in the 2018 World Series, the 2013 American League Championship Series, and the 1975 American League Championship Series took place at Fenway Park",7,0,ComplexQA/Sportsreason_TANQ_complex/00081.json
"How many games were played at Fenway Park during the 1975 American League Championship Series, 2013 American League Championship Series, and 2018 World Series",7,0,ComplexQA/Sportsreason_TANQ_complex/00182.json
Return the major ancestry groups of Asian Americans along with the languages and major religions practiced by each group.,"[['Chinese American', 'various varieties of Chinese', '52% Irreligion'], ['Filipino Americans', 'Filipino', 'Christianity'], ['Vietnamese Americans', 'English', 'Buddhism (43%)'], ['Indian Americans', 'Hindi', 'Hinduism'], ['Indian Americans', 'Hindi', 'Christianity'], ['Indian Americans', 'Hindi', 'Islam'], ['Indian Americans', 'Hindi', 'Sikhism'], ['Indian Americans', 'Hindi', 'Other religion'], ['Indian Americans', 'Hindi', 'No religion'], ['Korean Americans', 'English', '61% Protestantism'], ['Korean Americans', 'English', '23% Unaffiliated'], ['Korean Americans', 'English', '10% Roman Catholicism'], ['Korean Americans', 'English', '6% Buddhism'], ['Korean Americans', 'Korean', '61% Protestantism'], ['Korean Americans', 'Korean', '23% Unaffiliated'], ['Korean Americans', 'Korean', '10% Roman Catholicism'], ['Korean Americans', 'Korean', '6% Buddhism'], ['Japanese Americans', 'American English', 'Protestantism'], ['Japanese Americans', 'American English', 'Unaffiliated'], ['Japanese Americans', 'American English', 'Buddhism'], ['Japanese Americans', 'American English', 'Catholicism'], ['Japanese Americans', 'American English', 'Shinto'], ['Japanese Americans', 'Japanese', 'Protestantism'], ['Japanese Americans', 'Japanese', 'Unaffiliated'], ['Japanese Americans', 'Japanese', 'Buddhism'], ['Japanese Americans', 'Japanese', 'Catholicism'], ['Japanese Americans', 'Japanese', 'Shinto']]","Chinese Americans|Putonghua|Filipino Americans|English, Taglish, Filipino|Christianity, Islam, Catholicism|Indian Americans|English, Hindi|Jainism, Hinduism, Buddhism, Sikhism, Christianity, Islam|Japanese Americans|Japanese|Christianity, Buddhism, Shinto|Korean Americans|Korean, Korean Sign Language|Buddhism, Catholicism, Protestantism|Vietnamese Americans|Vietnamese|Hòa Hảo, Protestantism, Buddhism, Caodaism, Catholicism",ComplexQA/Monaco_non_time_complex/00024.json
Sort the Lewis Hamilton championship seasons after 2015 by the number of races from lowest to highest. What is the number of races in the second season in this sorted list,21,2020 Formula One World Championship|2020|17.0|2017 Formula One World Championship|2017|20.0|2019 Formula One World Championship|2019|21.0,ComplexQA/Sportsreason_TANQ_complex/00137.json
What are the tunnels with a length larger than 13 km ?,"Gotthard Base Tunnel | Seikan Tunnel | Channel Tunnel | Yulhyeon Tunnel | Lötschberg Base Tunnel | New Guanjiao Tunnel 新关角隧道 | Guadarrama Tunnel | West Qinling Tunnel 西秦岭隧道 | Taihang Tunnel 太行山隧道 | Hakkōda Tunnel | Iwate-Ichinohe Tunnel | Wushaoling Tunnel 乌鞘岭隧道 | Simplon, 2 tubes | Vereina | Apennine Base Tunnel | Mount Macdonald Tunnel | Fréjus | [[Mont dAmbin Base Tunnel]] https://www.telt-sas.com/en/the-first-9-km-of-the-base-tunnel-completed/ | Brenner Base Tunnel | Gaoligongshan Tunnel 高黎贡山隧道 | Koralm Tunnel | Oshima Tunnel | Blix Tunnel",Aki Tunnel|13030.0|Shiziping Tunnel|13156.0|Sciliar Tunnel|13316.0|Wienerwald Tunnel|13356.0|Erlangshan extra-long tunnel|13469.0|...|Channel Tunnel|50450.0|Seikan Tunnel|53850.0|Tur‘at al Khadrāwīyah|350000.0,SimpleQA/Qampari_wikitables_simple/00008.json
What is the budget of Boyhood movie?,4 million USD,4000000.0,SimpleQA/CompMix_table_simple_qa/00282.json
What are the lighthouses with a height of at least 26 meters ?,Jeddah Light | Yokohama Marine Tower | Palacio Barolo | Lighthouse of Genoa | Phare de Gatteville | Lesnoy Mole Rear Range Light | Mulantou Lighthouse | Baishamen Lighthouse | Punta Penna Lighthouse | Osinovetsky Light | Storozhenskiy Light | Vittoria Light | Recalada a Bahía Blanca Light | Maasvlakte Light | Planier Light | Campen Lighthouse | [[Phare dEckmühl]] | Świnoujście Lighthouse | Adziogol Lighthouse | Bari Light | Lighthouse of Praia da Barra | Calcanhar Lighthouse | Roches-Douvres Light | Nosy Alañaña Light,Lighthouse of La Coubre|213.0|Cape Hatteras Lighthouse|210.0|Navassa Island Light|162.0|Pensacola Light|150.0|Lighthouse of Alexandria|137.0|...|Morro de São Paulo Lighthouse|26.0|Harrison Point Lighthouse|Pensacola Bar Beacon|Lighthouse of Cefalù|Tinicum Island Rear Range Light,SimpleQA/Qampari_wikitables_simple/00024.json
who starred in the movie natural born killers,"Woody Harrelson | Juliette Lewis | Robert Downey, Jr. | Tommy Lee Jones | Tom Sizemore",Pruitt Taylor Vince|Everett Quinton|Matthew Faber|Red West|Robert Downey Jr.|...|Marshall Bell|O-Lan Jones|Peter Crombie|Joe Grifasi|James Gammon,SimpleQA/NQ_table_test_simple/00607.json
what is the second largest country in asia,China,People's Republic of China|9596961.0,SimpleQA/NQ_table_test_simple/00117.json
What is the number of goals scored by Kylian Mbappé for France in the year 2018,9,0,ComplexQA/CompMix_table_complex/00051.json
How many games played between the Los Angeles Dodgers and the Philadelphia Phillies in the National League Championship Series had a combined score of more than 10 runs,9,0,ComplexQA/Sportsreason_TANQ_complex/00145.json
who helped the british in the french and indian war,Iroquois Confederacy,"Cherokee|Edward Braddock|Wabanaki Confederacy|Pierre de Rigaud, Marquis de Vaudreuil-Cavagnal|Algonquin people|...|Catawba people|James Abercrombie|Iroquois|Kingdom of France|Lenape",SimpleQA/NQ_table_test_simple/00352.json
In which cities are there clock towers that are not located in Americas or Europe ?,"Sari | Tehran | Acre | Jaffa | Tripoli | Kota Kinabalu, Sabah | Teluk Intan, Perak | Peshawar | Faisalabad | Hyderabad | Jaffna | Colombo | Kurunegala | Piliyandala",Mysore|Sivas|Peshawar|Mumbai|Rajkot|...|Christchurch|Giza|Hong Kong|Bandar Seri Begawan|Seeb,SimpleQA/Qampari_wikitables_simple/00040.json
show me fort pierce florida on a map,27°26′20″N 80°20′8″W﻿ / ﻿27.43889°N 80.33556°WCoordinates: 27°26′20″N 80°20′8″W﻿ / ﻿27.43889°N 80.33556°W,POINT(-80.335556 27.438889) (geo:wktLiteral),SimpleQA/NQ_table_test_simple/00255.json
where is the taurus mountains located on a map,37°N 33°E﻿ / ﻿37°N 33°E,POINT(33.001900 36.996400) (geo:wktLiteral),SimpleQA/NQ_table_test_simple/00741.json
5 cities with the highest population in europe,Istanbul | Moscow | London | Saint Petersburg | Berlin,London|8799728.0|Madrid city|3332035.0|Almaty|2228675.0|Warsaw|1862402.0|Barcelona|1731649.0,SimpleQA/NQ_table_test_simple/00361.json
"Which empire did Miguel de Cervantes, the author of Don Quixote, lived in at the time of the book's publication",Habsburg Spain,Catholic Monarchy|Hispanic Monarchy,ComplexQA/CompMix_infobox_complex/00001.json
Sort Lewis Hamilton's Formula One championship seasons from 2015 onwards by the number of races from highest to lowest. What is the number of races in the second season in this sorted list,21,2018 Formula One World Championship|21.0|2018|2019 Formula One World Championship|2019|2017 Formula One World Championship|20.0|2017|2015 Formula One World Championship|19.0|2015,ComplexQA/Sportsreason_TANQ_complex/00086.json
who starred in the film walk the line,Joaquin Phoenix | Reese Witherspoon | Ginnifer Goodwin | Robert Patrick | Dallas Roberts,Ginnifer Goodwin|Vivian Liberto|McGhee Monteith|Reba Hancock|Dan Beene|Ezra Carter|Clay Steakley|W. S. Holland|Carly Nahon|...|Kid Memphis|Carl Perkins|Tyler Hilton|Elvis Presley|Shelby Lynne|Carrie Cloveree Rivers|Hailey Anne Nelson|Rosanne Cash|Johnathan Rice|Roy Orbison,SimpleQA/NQ_table_test_simple/00507.json
where will the next summer and winter olympics be held,Tokyo | Beijing,Los Angeles|French Alps,SimpleQA/NQ_table_test_simple/00483.json
Which US presidents did not attend neither Harvard nor Princeton or Yale,"['George Washington', 'Thomas Jefferson', 'James Madison', 'James Monroe', 'Andrew Jackson', 'Martin Van Buren', 'William Henry Harrison', 'John Tyler', 'James K. Polk', 'Zachary Taylor', 'Millard Fillmore', 'Franklin Pierce', 'James Buchanan', 'Abraham Lincoln', 'Andrew Johnson', 'Ulysses S. Grant', 'James A. Garfield', 'Chester A. Arthur', 'Grover Cleveland', 'Benjamin Harrison', 'William McKinley', 'Warren G. Harding', 'Calvin Coolidge', 'Herbert Hoover', 'Harry S. Truman', 'Dwight D. Eisenhower', 'Lyndon B. Johnson', 'Richard Nixon', 'Jimmy Carter', 'Ronald Reagan', 'Donald Trump', 'Joe Biden']",Harry S. Truman|Thomas Jefferson|James Monroe|Andrew Jackson|Martin Van Buren|...|Abraham Lincoln|Richard Nixon|Lyndon B. Johnson|Dwight D. Eisenhower|Ronald Reagan,ComplexQA/Monaco_time_complex/00040.json
Who was an ōzeki ?,Tachihikari Denemon | Hitachiiwa Eitarō | Toyokuni Fukuma | Shimizugawa Motokichi | Kagamiiwa Zenshirō | Nayoroiwa Shizuo | Saganohana Katsumi | Shionoumi Unemon | Masuiyama Daishirō I | Mitsuneyama Keiji | Ōuchiyama Heikichi | Matsunobori Shigeo | Kotogahama Sadao | Wakahaguro Tomoaki | Kitabayama Hidetoshi | Tochihikari Masayuki | Yutakayama Katsuo | Kiyokuni Katsuo | Maenoyama Tarō | Daikirin Takayoshi | Takanohana Kenshi | Daiju Hisateru | Kaiketsu Masateru | Asahikuni Masuo | Masuiyama Daishirō II | Kotokaze Kōki | Wakashimazu Mutsuo | Asashio Tarō IV | [[Hokutenyū Katsuhiko]] | Konishiki Yasokichi | Kirishima Kazuhiro | Takanonami Sadahiro | Chiyotaikai Ryūji | Dejima Takeharu | Musōyama Masashi | Miyabiyama Tetsushi | Kaiō Hiroyuki | Tochiazuma Daisuke | Kotoōshū Katsunori | Kotomitsuki Keiji | Baruto Kaito | Kotoshōgiku Kazuhiro | Gōeidō Gōtarō | Takayasu Akira | Tochinoshin Tsuyoshi | Takakeishō Mitsunobu | Asanoyama Hideki | Shōdai Naoya,Aonishiki Arata,SimpleQA/Qampari_wikitables_simple/00054.json
