question,gold_answer,KG answer,file_path
who is president of india in present time,Ram Nath Kovind,Droupadi Murmu,SimpleQA/NQ_table_test_simple/00616.json
how much for a passport in the philippines,₱950,950.0,SimpleQA/NQ_table_test_simple/00640.json
Who was the lyricist of title song Maa Tujhe Salaam of Vande Mataram?,Mehboob Kotwal,Chittoor Nagaiah|Kanchanamala,SimpleQA/CompMix_table_simple_qa/00182.json
"What are the four tallest and currently-standing buildings completed in the twentieth century, and how do they rank on the current world leaderboard","[['Petronas Tower 1', '21'], ['Petronas Tower 2', '21'], ['Willis Tower', '26'], ['Jin Mao Tower', '38']]",Empire State Building|1500.0|1931-05-08T00:00:00Z|Petronas Towers|1483.0|1993-03-01T00:00:00Z|One57|1005.0|2014-01-01T00:00:00Z|Burj Khalifa|828.0|2004-01-01T00:00:00Z,ComplexQA/Monaco_time_complex/00747.json
Argentina national football team captain?,2018 FIFA World Cup,Lionel Messi,SimpleQA/CompMix_table_simple_qa/00058.json
Which actors have costarred with Zoe Kravitz in more than two films,"['Marc John Jefferies', 'Ezra Miller', 'Shailene Woodley', 'Theo James', 'Ray Stevenson', 'Miles Teller', 'Ansel Elgort', 'Maggie Q', 'Mekhi Phifer']",Ansel Elgort|3|Zoë Kravitz|31|Shailene Woodley|4|Miles Teller|Nicholas Hoult|Marc John Jefferies|Theo James,ComplexQA/Monaco_time_complex/00720.json
"Which characters were killed off in The Master and Margarita, and what was the manner of their death","[['Margarita', ""a bottle of Pontius Pilate's (poisoned) wine""], ['Mikhail Alexandrovich Berlioz', 'run over (and beheaded) by a tram'], ['Judas Iscariot', ""assassinated on Pilate's orders""], ['Yeshua Ha-Nostri', 'Crucifixion'], ['Yeshua Ha-Nostri', 'Stabbing']]",Pontius Pilatus|Yeshua Ha-Notsri|Korovyev|Margarita|Woland|...|Baron Meigel|Hella|Matthew the Apostle|Behemoth|Judas Iscariot,ComplexQA/Monaco_non_time_complex/00854.json
how many seasons of goliath are there on amazon,1,4.0,SimpleQA/NQ_table_test_simple/00265.json
how many walker texas ranger seasons are there,8,9.0,SimpleQA/NQ_table_test_simple/00085.json
What is the name of the model who won the first cycle of America's Next Top Model,Adrianne Curry,Eva Marcille,ComplexQA/CompMix_table_complex/00331.json
Which celebrities have dated one of the Kardashian sisters,"[['Scott Disick', 'Younes Bendjima', 'Travis Barker'], ['Damon Thomas', 'Reggie Bush', 'Kris Humphries', 'Kanye West', 'Pete Davidson'], ['Rashad McCants', 'Lamar Odom', 'French Montana', 'James Harden', 'Tristan Thompson']]",Odell Beckham Jr.|Pete Davidson|wd:Q348533|Nick Lachey|Reggie Bush|Lewis Hamilton,ComplexQA/Monaco_time_complex/00692.json
who was elected president in mexico in 2000,Vicente Fox,Manuel Gómez Pedraza|José María Bocanegra-farron|Abelardo L. Rodríguez|José María Iglesias Inzárruga|José Justo Corro|...|Melchor Múzquiz|Valentín Canalizo|Francisco Javier Echeverría|Juan Bautista Ceballos|Pedro Vélez,SimpleQA/NQ_table_test_simple/00184.json
What is the nationality of the artist whose song was played during the lowest rated dance in week 7 of Strictly Come Dancing series 17,American,Bucky Pizzarelli|United States|...|Miklós Fenyő|Hungary|Buckwheat Zydeco,ComplexQA/OTT_QA_dev_complex/01174.json
What is the title of the first Wheel of Time book,The Eye of the World,The Wheel of Time,ComplexQA/CompMix_table_complex/00577.json
"What is the name of the Philippine shopping mall that is located in the city of the Caraga region that has a population of 154,137 people",Gaisano Capital Surigao,Mindanao Railway|Asiga Hydro Power Plant|Agusan del Norte|Agusan del Sur|Dinagat Islands|...|Caraga candy poisonings|Butuan National Museum|Agusan River|Bislig Airport|Bancasi Airport,ComplexQA/OTT_QA_dev_complex/01116.json
when was the last time the ducks won the stanley cup,2006–07,Stanley Cup|1893-01-01T00:00:00Z,SimpleQA/NQ_table_test_simple/00441.json
Lin-Manuel Miranda played the role of who in the musical Hamilton?,Alexander Hamilton,"Encanto|In the Heights|Moana|Mary Poppins Returns|Star Wars: Episode VII – The Force Awakens|Hamilton|Tick, Tick... Boom!",SimpleQA/CompMix_table_simple_qa/00001.json
What is the name of the first book in the Wheel of Time series,The Eye of the World,The Shadow Rising,ComplexQA/CompMix_infobox_complex/00104.json
Who was the head coach of the Inter Miami soccer club?,Phil Neville,Javier Mascherano,SimpleQA/CompMix_table_simple_qa/00216.json
What is the name of the performer in the Hobbit the unexpected journey,Howard Shore,Stephen Hunter|John Callen|John Rawls|Conan Stevens|Evangeline Lilly|...|Barry Humphries|Terry Notary|Cate Blanchett|Bret McKenzie|Jed Brophy,ComplexQA/CompMix_infobox_complex/00174.json
Who is the author of the The Invisible Man ?,Ralph Ellison,The Invisible Man|H. G. Wells|G. K. Chesterton,SimpleQA/CompMix_table_simple_qa/00168.json
What was the name of the dog that played the character of Lassie in the TV series Lassie,Pal,Lassie|...,ComplexQA/CompMix_infobox_complex/00017.json
What are the main differences between the election system in Germany and the US,"['Plurality voting refers to electoral systems in which the candidate in an electoral district who poll more than any other (that is, receive a plurality) are elected. Under single-winner plurality voting, and in systems based on single-member districts, plurality voting is called single member  plurality (SMP), which is widely known as first-past-the-post. In SMP/FPTP the leading candidate, whether or not they have a majority of votes, is elected.', 'Party-list proportional representation (list-PR) is a subset of proportional representation electoral systems in which multiple candidates are elected (e.g., elections to parliament) through their position on an electoral list. They can also be used as part of mixed-member electoral systems.']",2016 Oldham Metropolitan Borough Council election in Failsworth East|first-past-the-post voting|2016 Oldham Metropolitan Borough Council election in Failsworth West|2016 Oldham Metropolitan Borough Council election in Hollinwood|2016 Oldham Metropolitan Borough Council election in Medlock Vale|2016 Oldham Metropolitan Borough Council election in Royton North|...|2016 Oldham Metropolitan Borough Council election in Chadderton Central|2016 Oldham Metropolitan Borough Council election in Chadderton North|2016 Oldham Metropolitan Borough Council election in Chadderton South|2016 Oldham Metropolitan Borough Council election in Coldhurst|2016 Oldham Metropolitan Borough Council election in Crompton,ComplexQA/Monaco_non_time_complex/00798.json
Who played the part Juni Cortez in the movie Spy Kids?,Daryl Sabara,Tony Shalhoub|Guillermo Navarro|Alexa PenaVega|Teri Hatcher|wd:Q223830|...|Alan Cumming|Richard Linklater|Antonio Banderas|Mike Judge|Cheech Marin,SimpleQA/CompMix_table_simple_qa/00310.json
who produced the movie i can only imagine,Cindy Bond | Kevin Downes | Daryl Lefever | Mickey Liddell | Pete Shilaimon | Raymond Harris | Joe Knopp,Andrew Erwin|Jon Erwin,SimpleQA/NQ_table_test_simple/00454.json
What celeberities that had a cameo appearance on the TV show Dave were not singers,"['Rachel McAdams', 'Charlamagne tha God', 'Angela Yee', 'Ninja', 'Kourtney Kardashian', 'Marshmello', 'Hailey Bieber', 'Kendall Jenner', 'Kyle Kuzma', 'Kareem Abdul-Jabbar', 'Zach King', 'DJ Drama', 'Kevin Hart', 'Don Cheadle', 'Megan Fox', 'Travis Barker', 'Emma Chamberlain', 'David Dobrik', 'Brad Pitt']",Lil Dicky|Evan Arnold|Gina Hecht|Christine Ko,ComplexQA/Monaco_time_complex/00672.json
what is the average depth of the english channel,63 m (207 ft),180.0,SimpleQA/NQ_table_test_simple/00193.json
Who was the head coach of the New York Red Bulls soccer team,Gerhard Struber,Michael Bradley,ComplexQA/CompMix_infobox_complex/00124.json
What is the name of the actress who played teenage Martha in Dark?,Lisa Vicari,Walter Kreye|Jördis Triebel|Andreas Pietschmann|Maja Schöne|Gina Alice Stiebitz|...|Daan Lennard Liebrenz|Ella Lee|Carlotta von Falkenhayn|Antje Traue|Angela Winkler,SimpleQA/CompMix_table_simple_qa/00045.json
who has the most wins on around the horn,Woody Paige,Max Kellerman,SimpleQA/NQ_table_test_simple/00600.json
What is the greatest number of races held in a Formula One season where Lewis Hamilton won the Drivers' Championship and Mercedes won the Constructors' Championship,21,Lewis Hamilton|310.0|...|Red Bull Racing|259.0|262.0|131.0|Max Verstappen|163.0|166.0,ComplexQA/Sportsreason_TANQ_complex/01461.json
Which shows besides The 100 won the Saturn Award for Best Youth-Oriented Television Series?,Teen Wolf,Outlander,SimpleQA/CompMix_table_simple_qa/00298.json
What were the reasons that caused each of Britain's past four PMs to resign,"['The Leave vote.', 'On 22 April it was announced that the leaders of 70 Conservative Associations had signed a petition calling for a vote of no confidence.', 'he had lied to the Commons on numerous occasions', 'She was pilloried in national and international press as a u-turner, and a chaotic vote on fracking along with the resignation of Braverman as home secretary compounded a rapid deterioration of confidence in her leadership.']",Boris Johnson|apology to the House of Commons|Theresa May|David Cameron|Greensill scandal|2022 vote of confidence in Boris Johnson|Clement Attlee|funeral|...|Winston Churchill|death|COVID-19 pandemic in London|Margaret Thatcher|assassination attempt,ComplexQA/Monaco_time_complex/00656.json
"Which empire did Miguel de Cervantes, the author of Don Quixote, lived in at the time of the book's publication",Habsburg Spain,Alcalá de Henares,ComplexQA/CompMix_infobox_complex/00001.json
When was the first time the US women's soccer team received a gold medal,1996,1991 CONCACAF Women's Championship|1993 CONCACAF Women's Championship|2002 CONCACAF Women's Gold Cup|2006 CONCACAF Women's Gold Cup|2000 Algarve Cup|...|1994 CONCACAF Women's Championship|football at the 2024 Summer Olympics – women's tournament|football at the 2008 Summer Olympics – women's tournament|2020 SheBelieves Cup|2015 FIFA Women's World Cup,ComplexQA/CompMix_table_complex/00431.json
What is the competition during the Bangor City FC season that was the 57th season of Europe 's premier club football tournament organised by UEFA,UEFA Champions League,Cymru Premier,ComplexQA/OTT_QA_dev_complex/01212.json
"Who in the movie The Lord of the Rings, was the music produced by",Howard Shore,Peter Jackson,ComplexQA/CompMix_infobox_complex/00102.json
"Among Collingwood, Richmond, and the Sydney Swans, what is the second lowest number of Grand Final appearances each team has made in the VFL/AFL competition",13,1997–98 Bayernliga|1|2006 Tippeligaen|2008 Tippeligaen,ComplexQA/Sportsreason_TANQ_complex/01489.json
What was Croatia national football team placing in the 2018 FIFA world cup,2,3.0,ComplexQA/CompMix_infobox_complex/00182.json
when is the new season of chicago pd,"September 27, 2017 – present",2014-01-08T00:00:00Z,SimpleQA/NQ_table_test_simple/00806.json
who starred in the movie the day the earth stood still,Keanu Reeves | Jennifer Connelly | Jaden Smith | Kathy Bates | Jon Hamm | John Cleese | Kyle Chandler,Frances Bavier|...|Sam Jaffe|샘 자페|サム・ジャッフェ|萨姆·贾菲,SimpleQA/NQ_table_test_simple/00086.json
"During what span of years did the crime committed by a man who was captured in Argentina and had a last meal of carmel and wine , happen",1941 and 1945,1955-01-01T00:00:00Z|1989-01-01T00:00:00Z,ComplexQA/OTT_QA_dev_complex/00979.json
which is the largest great lake in north america,Lake Superior,North Queensland|réserve naturelle régionale de la ferme de Choisy|Lake and Peninsula Borough|Migratory Bird Sanctuaries along the Coast of Yellow Sea-Bohai Gulf of China (Phase I)|Birch Island Provincial Park|...|Uranus|Saturn|Jupiter|Sun|Liberty Square,SimpleQA/NQ_table_test_simple/00345.json
who's the original singer of help me make it through the night,Kris Kristofferson,Joe Simon|John Holt|JesseLee Jones|Gladys Knight & the Pips|wd:Q153694|...|Percy Sledge|Mona Gustafsson|Sammi Smith|Mats Rådberg|Christer Sjögren,SimpleQA/NQ_table_test_simple/00611.json
where is most of the worlds gold held,United States,"Reserve Bank of Zimbabwe|Zimbabwe|Central Bank of Colombia|Colombia|wd:Q105968386|Belgium|Národní banka pro Čechy a Moravu v Praze|Protectorate of Bohemia and Moravia|National Bank of Ukraine|Ukraine|Banque d'Emission a Bruxelles|Ta-Ching Government Bank|Qing dynasty|The central bank of Nigeria|Nigeria|National Bank of the Kingdom of Jugoslavia|Kingdom of Yugoslavia|Narodna Banka Kraljevine Srba, Hrvata i Slovenaca|Kingdom of Serbs, Croats and Slovenes",SimpleQA/NQ_table_test_simple/00664.json
who is the ceo of crate and barrel,Neela Montgomery,Janet Mackenzie Hayes,SimpleQA/NQ_table_test_simple/00453.json
What does each of the major Yoruba deities represent,"[['Olodumare', 'The Source of Creation'], ['Olorun', 'the Ruler of Heaven'], ['Olofi', 'The Palace, conduit between Orún (Heaven) and Ayé (Earth)'], ['Orunmila', 'Wisdom, divination, destiny, and foresight'], ['Ori', 'spiritual intention/destiny'], ['Aganjú', 'Orisha'], ['Agemo', 'Fertility'], ['Ọbalúayé', 'Earth, infectious disease, and healing'], ['Erinlẹ̀', 'a great hunter who became an orisha'], ['Èṣù', 'Trickery, Crossroads, Misfortune, Chaos, Death, Travelers, Messenger'], ['Ibeji', 'a pair of twins'], ['Lógunẹ̀dẹ', 'a warrior and hunter'], ['Ọbàtálá', 'Light, spiritual purity, and moral uprightness'], ['Odùduwà', 'Progenitor orisha of the Yorubas'], ['Ògún', 'Iron, fire, hunting, agriculture and war'], ['Okó', 'A hunter and farmer'], ['Osanyin', 'The forest, herbs and medicine'], ['Oṣùmàrè', 'Creation and procreation'], ['Ọ̀ṣọ́ọ̀sì', 'the hunt, forest, strategy and the knowledge'], ['Ṣàngó', 'Thunder, Lightning, Fire, Justice, Dance, Virility'], ['Akògún', 'A warrior and hunter'], ['Ajé', 'the power that makes things happen and produces change'], ['Ayao', 'air'], ['Yewa', 'The Yewa River, cemeteries, dreams, virginity, clarity, magic, abused or abandoned children, the initiator of change'], ['Nàná Bùkùú', 'mother supreme creator'], ['Ọbà', 'the senior wife of Shango'], ['Ọtìn', 'The river Otín'], ['Olókun', 'ruler of all bodies of water and for the authority over other water deities'], ['Ọ̀ṣun', 'Love, intimacy, beauty, wealth, diplomacy, and the Ọ̀ṣun river'], ['Ọya', 'wind, lightning, fertility, fire, and magic.'], ['Yemọja', 'Women and the Ogun river'], ['Yemowo', 'The water']]",Aroni|Olorun|Sopona,ComplexQA/Monaco_non_time_complex/00770.json
Who played the role of Ramesh in Balak-Palak?,Dhanashree Parab,Kishor Kadam|Sai Tamhankar,SimpleQA/CompMix_table_simple_qa/00203.json
who played ashley on the young and the restless,Eileen Davidson | Brenda Epperson | Shari Shattuck,Daniel Goddard|Michael Graziadei|Christel Khalil|Bryton James|Michael Damian|...|Jeanne Cooper|Joshua Morrow|Jeff Branson|Blair Redford|Kristoff St. John,SimpleQA/NQ_table_test_simple/00638.json
Which playable characters in the original Soulcalibur game are also in the most recent game of the franchise,"['Astaroth', 'Cervantes de Leon', 'Chai Xianghua', 'Heishiro Mitsurugi', 'Hwang Seong-gyeong', 'Inferno', 'Nightmare', 'Seong Mi-na', 'Siegfried Schtauffen', 'Sophitia Alexandra', 'Taki', 'Voldo', 'Yoshimitsu']",Cervantes de Leon|Charade|Heihachi Mishima|Sophitia Alexandra|Necrid|...|Nightmare|Link|Raphael Sorel|Spawn|Astaroth,ComplexQA/Monaco_time_complex/00695.json
where do the astros play for spring training,Osceola County Stadium,Daikin Park|Houston,SimpleQA/NQ_table_test_simple/00369.json
who sings the theme song for living single,Queen Latifah,sitcom,SimpleQA/NQ_table_test_simple/00075.json
where are the winter olympics and when do they start,"Pyeongchang, South Korea | 9 February","wd:Q1000167|Lima|2011-07-12T00:00:00Z|Operation Sky Monitor|Bosnia and Herzegovina|1992-10-16T00:00:00Z|Bundesgartenschau 2001|Potsdam|2001-04-21T00:00:00Z|Tracers for targeting nerves in the autonomic nervous system|Leiden University Medical Center|2018-09-01T00:00:00Z|Establishing the molecular fundamentals of arthritic diseases – a step forward to Heal Arthritis|2019-03-01T00:00:00Z|The ER located master regulation of endosomal positioning and further movements|2016-09-01T00:00:00Z|Translation of a fluorescent MYelin specific peripheral NERVE tracer|2016-03-01T00:00:00Z|Cognitive control in context: Neural, functional, and social mechanisms of metacontrol|Leiden University|2016-12-01T00:00:00Z|Forging Advanced Liquid-Crystal Coronagraphs Optimized for Novel Exoplanet Research|2016-04-01T00:00:00Z|Democratic Secrecy: A Philosophical Study of the Role of Secrecy in Democratic Politics|2015-08-01T00:00:00Z",SimpleQA/NQ_table_test_simple/00423.json
How much is the budget of 2001: A Space Odyssey movie,$10.5 million,10500000.0,ComplexQA/CompMix_table_complex/00589.json
Which leading works by Chaucer included themes of a religious nature,"['Translation of Roman de la Rose', 'The Book of the Duchess', 'The House of Fame', 'Parlement of Foules', 'The Canterbury Tales', ""Translation of Boethius' Consolation of Philosophy"", 'The Legend of Good Women']",The Book of the Duchess|The compleynt unto Pity|The compleynt of Venus|Chaucer's complaint unto his purse|The Complaint of Mars|...|Troilus and Criseyde|A Treatise on the Astrolabe|Anelida and Arcite|Boece|The House of Fame,ComplexQA/Monaco_non_time_complex/00881.json
so you think you can dance season 2 judges,"Nigel Lythgoe, Mary Murphy, Mia Michaels, Shane Sparks, Dan Karaty, Brian Friedman",Katie Couric|Lauren Sánchez|Cat Deeley,SimpleQA/NQ_table_test_simple/00647.json
"In the ten countries with the highest HDI, what is the population growth rate along with the male and female suicide rates","[['Switzerland', '0.64', '14.2', '9.2'], ['Norway', '0.8% (2022 est.)', '13.4', '7.4'], ['Iceland', '0.89', '18.7', '9.3'], ['Sweden', '0.5% (2022 est.)', '16.9', '8.7'], ['Denmark', '0.44', '11.1', '6.3'], ['Germany', '-0.12', '12.8', '7.6'], ['Ireland', '0.91', '14.3', '4.6'], ['Singapore', '0.9', '12.7', '4.9'], ['Netherlands', '0.36', '12.5', '7.6'], ['Australia', '1.13', '17.0', '6.7']]",Norway|0.966|10.2|11.8|10.4|9.8|9.4|Switzerland|0.962|9.9|10.0|10.3|Iceland|0.959|11.5|11.2|12.3,ComplexQA/Monaco_time_complex/00661.json
when does the new episode of scorpion come on,"January 15, 2018",CBS,SimpleQA/NQ_table_test_simple/00444.json
Which battles have lead to the fall of each Shogun dynasty,"[['Oda shogunate', 'Battle of Sekigahara'], ['Toyotomi shogunate', 'Siege of Osaka'], ['Kamakura shogunate', 'siege of Kamakura'], ['Ashikaga shogunate', 'Ōnin War'], ['Tokugawa shogunate', 'Battle of Hakodate']]",Giustizia e Libertà|Spanish Civil War|Georgy Dimitrov|Siege of Sevastopol|World War II|Kerch-Feodosia Landing Operation|wd:Q107014978|Eastern Front|...|Anti-Communist Volunteer Militia|World War II in Yugoslavia|Military of the Safavid dynasty|Portuguese–Safavid wars|Mughal–Persian Wars|Ottoman–Persian Wars|Persian–Uzbek wars,ComplexQA/Monaco_non_time_complex/00880.json
Add together the number of races in the earliest and latest championship seasons won by Michael Schumacher that are described in the available information.,33,16.0,ComplexQA/Sportsreason_TANQ_complex/01494.json
"What was the highest attendance figure for any game played in the 2018 World Series, 2013 American League Championship Series, or 1975 American League Championship Series",54400,2026 European Men's Handball Championship|529793.0|France v Ukraine|1000.0|Bundesgartenschau 2005|3000000.0|2020 Skate America|0.0|2020 NRL Grand Final|37303.0|...|2023 Rugby World Cup Final|80065.0|2000 Suzuka 8 Hours|80000.0|Autumn Nations Cup|2000.0|Fantômas|4493576.0|Bullet Train|1229270.0,ComplexQA/Sportsreason_TANQ_complex/01439.json
What is the 2004–05 ISU Junior Grand Prix 's country population where the 2004 JGP Ukrainian Souvenir was held on Sept. 29 - Oct. 3,42 million,41167335.0,ComplexQA/OTT_QA_dev_complex/01206.json
when was the last time vancouver had an earthquake,1946,2010 Winter Olympics,SimpleQA/NQ_table_test_simple/00463.json
What typhoons were of the type super typhoons ?,Olive | Emma | Nancy | Violet | Dot | Megi | Songda | Muifa | Nalgae | Guchol | Jelawat | Bopha | Utor | Usagi | Francisco | Lekima | Haiyan | Neoguri | Rammasun | Halong | Genevieve | Phanfone | Vongfong | Nuri | Hagupit | Maysak | Noul | Dolphin | Nangka | Soudelor | Dujuan | Koppu | Meranti | Chaba | Haima | Nock-ten | Noru | Lan | Maria | Jebi | Mangkhut | Trami | Kong-rey | Yutu | Wutip | Hagibis,Mega Man X2|Fighting Fantasy|Humbug's Gulch|Skidmark|The 7 Beer Itch|...|The Taxi-Cab Grab|A Certain Doom|Need for Speed: Hot Pursuit Remastered|The Mystery of the Cliffs|Reef Blower,SimpleQA/Qampari_wikitables_simple/00028.json
Who played the role of the former boxer in the movie Real Steel?,Hugh Jackman,Karl Yune|David Alan Basche|wd:Q129591|Evangeline Lilly|Hope Davis|...|Kevin Durand|Phil LaMarr|Olga Fonda|Anthony Mackie|James Rebhorn,SimpleQA/CompMix_table_simple_qa/00285.json
What was the name of the editor of the movie Stony Island,Dov Hoenig,Tamar Simon Hoffs|Andrew Davis,ComplexQA/CompMix_infobox_complex/00200.json
most passing yards in nfl history in a game,Norm Van Brocklin,Eliška Hladilová|Brno City Theatre|Joseph Dienger|Karlsruhe Institute of Technology|Sylvia Bayr-Klimpfinger|University of Vienna|Franz Zimmermann|Leipzig University|University of Rostock|...|Lison Daniel|France Inter|Oscar Henrik Biti Næss|Norwegian Broadcasting Corporation|Theodor Brauer|University of Cologne|Olympiy Rudakov|N.G. Kuznetsov Naval Academy,SimpleQA/NQ_table_test_simple/00405.json
What was the fifth shortest game duration in minutes when the Los Angeles Dodgers played the Philadelphia Phillies in the National League Championship Series,156,Rookie of the Year|104.0|...|Fort Bragg Game|179.0,ComplexQA/Sportsreason_TANQ_complex/01488.json
Where are located protected areas with an area larger than 250000 km squared ?,Ross Sea | Hawaii and Midway Atoll | Coral Sea | Northeast Greenland | Pitcairn Islands | British Indian Ocean Territory (disputed by Mauritius) | Kermadec Islands | Ascension Island | Phoenix Islands | Great Barrier Reef | Ellesmere Island,Gabon|POINT(11.500000 -0.683331) (geo:wktLiteral)|Orange City|POINT(-96.058889 43.005556) (geo:wktLiteral)|Neosho|POINT(-94.376389 36.855556) (geo:wktLiteral)|Speedway|POINT(-86.250000 39.791900) (geo:wktLiteral)|Eaton|POINT(-84.633900 39.747500) (geo:wktLiteral)|...|Buchberger Leite|POINT(13.509600 48.819200) (geo:wktLiteral)|Central Persian desert basins|POINT(54.750000 33.750000) (geo:wktLiteral)|Buchholz-Kleefeld|POINT(9.812500 52.385600) (geo:wktLiteral)|Huntington|POINT(-73.426111 40.868056) (geo:wktLiteral)|Buckelwiesen bei Mittenwald|POINT(11.266460 47.472340) (geo:wktLiteral),SimpleQA/Qampari_wikitables_simple/00076.json
"Sort all games from the 2018 World Series, 2013 American League Championship Series, and 1975 American League Championship Series by attendance from highest to lowest. What was the attendance of the third game in this sorted list",53114,0,ComplexQA/Sportsreason_TANQ_complex/01323.json
"Listed by date of Theatrical release, chronologically, what are Neil Simon's plays which have also been made into movies","['Come Blow Your Horn (1961)', 'Barefoot in the Park (1963)', 'The Odd Couple (1965)', 'Sweet Charity (1966)', 'The Star-Spangled Girl (1966)', 'Plaza Suite (1968)', 'Last of the Red Hot Lovers (1969)', 'The Gingerbread Lady (1970)', 'The Sunshine Boys (1972)', 'The Prisoner of Second Avenue (1971)', 'California Suite (1976)', 'Chapter Two (1977)', 'I Ought to Be in Pictures (1980)', 'Brighton Beach Memoirs (1983)', 'Biloxi Blues (1985)', 'Broadway Bound (1986)', 'Lost in Yonkers (1991)', ""Jake's Women (1992)"", 'Laughter on the 23rd Floor (1993)', 'London Suite (1995)']",The Odd Couple|Come Blow Your Horn|Lost in Yonkers|Brighton Beach Memoirs|Biloxi Blues|The Goodbye Girl,ComplexQA/Monaco_non_time_complex/00807.json
who was the 11th prime minister of canada,R. B. Bennett,Alexander Mackenzie|...|Mark Carney|馬克·卡尼|Brian Mulroney|马丁·布赖恩·马尔罗尼|马克·卡尼|Mackenzie Bowell|麦肯齐·鲍威尔,SimpleQA/NQ_table_test_simple/00328.json
who wrote yakkity yak don't talk back,Jerry Leiber | Mike Stoller,Mark Gravas,SimpleQA/NQ_table_test_simple/00846.json
when was the last time america hosted the summer olympics,Salt Lake City,United States,SimpleQA/NQ_table_test_simple/00532.json
"Sort the badminton players by the number of tournaments listed for them in 2013, from highest to lowest. What is the number of tournaments for the player ranked third",5,Monika Cassens|323|Gillian Gilks|255|Edgar Michalowsky|211|Erfried Michalowsky|208|Petra Michalowsky|183|Petya Nedelcheva|176|Denyse Julien|George Alan Thomas|157|Nora Perry|154|Angela Michalowski,ComplexQA/Sportsreason_TANQ_complex/01451.json
"Besides chest pain, what are the signs that may indicate someone is having a heart attack","['Shortness of breath', 'Nausea/vomiting', 'Dizziness', 'Lightheadedness', 'Cold sweat', 'Feeling tired', 'Arm pain', 'Neck pain', 'Back pain', 'Jaw pain', 'Stomach pain', 'Decreased level of consciousness', 'Total loss of consciousness']",edema|necrosis|angina pectoris|nausea|chest pain,ComplexQA/Monaco_non_time_complex/00863.json
What year did Charles Barkley begin his professional basket ball career and who were his teammates,"['1984', 'Cheeks, Maurice', 'Erving, Julius', 'Johnson, Clemon', 'Johnson, George', 'Jones, Bobby', 'Malone, Moses', 'Richardson, Clint', 'Threatt, Sedale', 'Toney, Andrew', 'Williams, Sam', 'Wood, Leon']",1984-01-01T00:00:00Z|Philadelphia 76ers|Houston Rockets|Phoenix Suns|Auburn Tigers men's basketball,ComplexQA/Monaco_non_time_complex/00885.json
the type of display that google glass presents to its users is called what,Prism projector,digital camera|see-through display,SimpleQA/NQ_table_test_simple/00048.json
who has become the new chairman of sebi,Ajay Tyagi,Madhabi Puri Buch,SimpleQA/NQ_table_test_simple/00077.json
who has become the new chairman of sebi,Ajay Tyagi,Madhabi Puri Buch,SimpleQA/NQ_table_test_simple/00078.json
What is the box office collection of the movie Oblivion?,$287.9 million,Oblivion|286168572.0,SimpleQA/CompMix_table_simple_qa/00056.json
What is the indigenous title of the novel The Alchemist?,O Alquimista,"Como prevenir ruídos excessivos e a perda auditiva durante o design e a execução de projetos|Como reduzir o risco de distúrbios da audição em músicos|Inés de Castro|Inês de Castro|Francisco Antonio de Almeida|The royal family of Portugal in Queluz|A Família Real Portuguesa em Queluz|...|Impacto das Estradas na Distribuição de Besouros em um ... de Encosta no Parque Nacional da Tijuca, Rio de Janeiro, RJ.|Moral Order|Ordem Moral|Orientações básicas aos funcionários sobre o que fazer e não fazer para evitar situações de violência no local de trabalho|Instalações de processamento de carnes e aves: principais ... para prevenir a infecção por COVID-19 entre os funcionários|Funcionários de processamento de carne e aves: o que você pode fazer no trabalho e em casa para se proteger da COVID-19",SimpleQA/CompMix_table_simple_qa/00242.json
how many episodes in season 2 of fargo,10,51.0,SimpleQA/NQ_table_test_simple/00554.json
Which actors or actresses appeared in more than two films directed by Quentin Tarantino,"['Quentin Tarantino', 'Tim Roth', 'Michael Madsen', 'Lawrence Bender', 'Bruce Willis', 'Samuel L. Jackson', 'Uma Thurman', 'Julie Dreyfus', 'Michael Parks', 'James Parks', 'Kurt Russell', 'Zoë Bell']",Pulp Fiction|Burr Steers|Steve Buscemi|Rosanna Arquette|Dick Miller|Uma Thurman|...|Kill Bill: Volume 2|Michael Parks|Larry Bishop|Michael Bowen|Bo Svenson|James Parks,ComplexQA/Monaco_time_complex/00697.json
"Which Coldplay song, Fix You or  Viva la Vida, has a longer album version",Fix You,"Mind, volume 3|74.0|You're Dead|100.0|Tinko|91.0|Mind, volume 4|56.34|wd:Q10003077|83.0|...|A Babysitter's Guide to Monster Hunting|94.0|wd:Q99982093|81.0|BigBug|111.0|Buck ai confini del cielo|93.0|Reef Blower|3.0",ComplexQA/CompMix_infobox_complex/00052.json
who issued ashwamedha coins after performing ashvamedha sacrifice,Samudragupta,Eliška Hladilová|Joseph Dienger|Sylvia Bayr-Klimpfinger|...|Theodor Brauer|Olympiy Rudakov,SimpleQA/NQ_table_test_simple/00037.json
What television shows produced by Renaissance Pictures were filmed in New Zealand,"['Hercules: The Legendary Journeys', 'Xena: Warrior Princess', 'Young Hercules', 'Jack of All Trades', 'Cleopatra 2525', 'Legend of the Seeker', 'Ash vs Evil Dead']",Waru|The Mutiny of the Bounty|Sweet Tooth|X|Squeeze|...|The Hobbit: The Battle of the Five Armies|The Navigator: A Medieval Odyssey|The Legend of Zorro|Wendy Wu: Homecoming Warrior|Goodbye Pork Pie,ComplexQA/Monaco_time_complex/00713.json
