question,answer
What year did The Hardy Boys book series first debut?,1927
Which is the Debut movie as director of Ericson Core?,Invincible
In which movie did David Twohy make his directorial debut?,Timescape
Which That '70s Show season had the highest viewer number?,3rd
When did the 2nd season of The Newsroom first air?,"July 14, 2013"
How many matches has Fábio Coentrão played for Portugal U20?,7
Who won the 2001 FIFA World Player of the Year?,Luís Figo
Which is the first movie as director of Jay Roach?,Zoo Radio
Which is the first movie directed by director Anubhav Sinha?,Tum Bin
Which is debut film of Aanand L. Rai as Director?,Strangers
Which club did Gabriel Batistuta play for after ACF Fiorentina?,A.S. Roma
What was Shirley MacLaine's next film after The Evening Star?,Mrs. Winterbourne
Which award received in 2003 by the movie The Ring?,MTV Movie Award for Best Villain
What year was Inna's Hot album released in the US?,2009
What club did Neymar play for in the year 2015?,FC Barcelona
Which is the First movie as director of Ruchi Narain?,Kal: Yesterday and Tomorrow
Who won promotions to the English Premier League for 2021-22?,Brentford F.C.;Norwich City F.C.;Watford F.C.
"What was the first Emmy Award won by ""The Conners?""",Outstanding Multi-Camera Picture Editing for a Comedy Series
What was the last album released by the Indian Ocean?,Tandanu
What is the first work of Michael Barrett as cinematographer?,Finding North
What movie released in 2010 was directed by Ridley Scott?,Robin Hood
Did Steven Knight wrote 1st episode of TV series See?,Yes
Who won the Hugo Award for Best Novel in 2019?,Mary Robinette Kowal
Which is the first movie directed by director Stephen Chow?,From Beijing with Love
Which team won the final of the FA Cup 2000-01?,Liverpool F.C.
What was the frist television show Tom Kapinos wrote for?,Dawson's Creek
Against which opponent Bruno Fernandes scored his last international goal?,Luxembourg
Which is the second movie of the The Expendables series?,The Expendables 2
Where was the final played for the 2000-01 FA Cup?,Millennium Stadium
Which club did Rivaldo play for in the year 1999?,FC Barcelona
What Billboard Music Award was won by Tool in 2020?,Billboard Music Award for Top Rock Album
Which CONCACAF countries participated in the 1930 FIFA World Cup?,Mexico national football team;United States men's national soccer team
What movie did Quentin Tarantino direct in the year 2009?,Inglourious Basterds
name of the club Jan Oblak played for in 2012?,S.L. Benfica
Who played the character with the most appearances in M*A*S*H?,Alan Alda
How many appearances has Jan Oblak made for his nation?,44
Which stadium hosted the final of the 2000-01 FA Cup?,Millennium Stadium
Which is the first movie as director of Nitesh Tiwari?,Chillar Party
Who became the head coach of A.C. Milan in 2019?,Stefano Pioli
What is the second book of Alfred A. Knopf Inc?,Beloved
Which club did Cristiano Ronaldo represent in the year 2011?,Real Madrid CF
Which is the second movie of the The Terminator series?,Terminator 2: Judgment Day
Who was the winner of Master Chef Australia Season 13?,Justin Narayan
which date was Emily in Paris season 1 released?,"October 2, 2020"
Which movie was directed by Rohit Shetty in 2013?,Chennai Express
How many goals Diego Maradona scored for Boca Juniors?,30
Andrea Pirlo joined the club Juventus in which year?,2011
For which team did Franz Beckenbauer participated in 1964?,FC Bayern Munich
Which MLS team won the MLS Cup in 2021?,New York City FC
Which is the first novel of R. K. Narayan?,Swami and Friends
What was the name of Alexandra Stan's debut album?,Saxobeats
Which is the second novel of the series Discworld?,The Light Fantastic
How many tracks are there in the album LSD?,10
When was the Australian country song Dance Monkey released?,10 May 2019
"Where the song ""Love Me Like You Do""released first?","Canada,United Stated"
who was the author for Pride and Prejudice book?,Jane Austen
Pulp Fiction movie was written and directed by whom?,Quentin Tarantino
Which is the first movie created by Stephen Sommers?,Perfect Alibi
What was the first TV show he acted in?,Tales of the Gold Monkey
Who directed the episode MADMAX of Stranger Things series?,Duffer brothers
What album did the band Augustana release in 2005?,All the Stars and Boulevards
When did the anime series first aired in Japan?,18 April 1998
Lin-Manuel Miranda won his second Tony for this musical?,Hamilton
Which book won the 2017 Pulitzer Prize for Fiction?,The Underground Railroad
What was John Williams debut feature film as composer?,Daddy-O
Which 1Star Trek: Voyager episode was their first one?,"Caretaker, Part I"
Which is the first album of the band Euphoria?,Dhoom
What was the number of songs on that album?,14
Luis Suárez made his Liverpool debut against which club?,Stoke City F.C.
Which is the first movie produced by Anand Pandit?,Great Grand Masti
How many goals has Dele Alli scored for England?,3
how many total episodes of True Detective series ?,24
Who was the first author selected for this award?,Jerry Pournelle
Which is the Debut movie of Anaita Shroff Adajania?,Dilwale Dulhania Le Jayenge
How many goals did Nicolò Barella score for Italy?,7
How many international game di Neymar play for Brazil?,12
what is the language of Crime and Punishment book?,Russian
Which is the first movie directed by Rohit Shetty?,Zameen
When was Taste of You featuring Dove Cameron released?,2021
How many times did Franz Beckenbauer appear for Germany?,103
Which is the first hindi short story of Premchand?,Lekhak
Which is the longest track of the LSD album?,Genius
How many episodes did Neil Grayston appear in Psych?,1
What was the first single from the Graduation album?,"Can't Tell Me Nothing"""
What year was the novel Brave New world written?,1931
Which is the last novel of the series Redwall?,The Rogue Crew
In which year did Mork & Mindy first air?,1978
Which year was the first Perry Mason novel published?,1933
Which is the First novel of the series Redwall?,Lord Brocktree
Which is the second movie directed by Indra Kumar?,Beta
releasing date of season 1 of Emily in Paris?,"October 2, 2020"
What is the name of Dove Cameron's first EP?,Bloodshot / Waste
Which movie was directed by Hardik Mehta in 2015?,Amdavad Ma Famous
When did the series finale of Frasier first aired?,13 May 2004
Release year of the first Francisco de Robles book?,1605
What year did A.C. Milan started wearing Adidas shirts?,1990
When did Sergio Busquets take part in Sergio Busquets?,"2010 FIFA World Cup,  2014 FIFA World Cup, UEFA Euro 2012"
What 1991 movie did Barry Levinson produce and direct?,Bugsy
Which is the latest movie written by Zak Penn?,Free Guy
For which team did Daniel Passarella played in 1986?,Inter Milan
How many matches Carlos Kaiser played for Fluminense FC??,1
When was the first series of Black Mirror released?,4 December 2011
What is the debut work of the Michael Waldron?,Community
How many goals has Fábio Coentrão scored for Portugal?,5
In Which year pele starts playing brazil national team?,1957
Which soccer club did Ronaldinho play for in 2009?,A.C. Milan
Which is the second book of the series Divergent?,Insurgent
What was the last album recorded by the Beatles?,Let it Be
When did A.C. Milan win their first league title?,1901
who is the producer of When I'm Gone song?,Eminem
In which film Benedict Wong got his debut role?,Kiss Kiss (Bang Bang)
What movie was directed by Chloé Zhao in 2017?,The Rider
The Chronciles of Narnia series contains how many novels?,7
Who was Chicago Fire FC's head coach in 2012?,Frank Klopas
What was the title of US Survivor's second season?,Survivor: The Australian Outback
who is the publisher Klara and the Sun book?,Alfred A. Knopf
Who was the last emperor of the Russian Empire?,Nicholas II of Russia
How many books are there in the Twilight Series?,5
What was Jack Nicholson's last film of the 1990s?,As Good as It Gets
How many episodes are in first season of Mom?,22
Which Saturn Award did The 100 receive in 2015?,Saturn Award for Best Youth-Oriented Television Series
Which sports team did Robert Lewandowski played in 2010-2014?,Borussia Dortmund
What is the title of Bryan Adams' first album?,Bryan Adams
What was the first movie Sean Marshall was in?,The Deadly Trackers
How many songs are on Do You Wanna Ride?,13
Which year did the first X-Men movie come out?,2000
How many people were part of the band Graduate?,5
Which player is the most expensive association football transfer?,Neymar
How many goals did Sergio Busquets score for Spain?,2
How many matches have Neymar played for Paris Saint-Germain?,80
What is the second book in the Twilight series?,New Moon
What number of novels does the Twilight Series have?,5
In which year was the first X-Men movie released?,2000
How many goals did Bruno Fernandes scored for Portugal?,6
What is the name of Adina Howard's debut album?,Do You Wanna Ride?
Who was the first person to receive this award?,Edward Ardizzone
Number of episodes in third season of Third Watch?,22
How many goals Bruno Fernandes scored for Sporting CP?,39
Which is the first movie produced by Nitesh Tiwari?,Break Point
Which sports team did Diego Maradona played in 1976-1980?,Argentinos Juniors
How many seasons were there in Game of Thrones?,8
What was the band Blink 182's first album called?,Cheshire Cat
Which is the first album of the band Aerosmith?,Aerosmith (album)
What country did Messi score his first goal against?,Croatia national football team
Which sports team did Robert Lewandowski played in 2008-2010?,Lech Poznań
What movie did Alan Parker direct after Midnight Express?,Fame
What television program did George Grizzard first act on?,The Twilight Zone
What's the title of the first Indiana Jones movie?,Raiders of the Lost Ark
In what year was The Cranberries final album released?,2019
What club did Lionel Messi play for in 2021?,Paris Saint-Germain F.C.
Which team played in 2009 by Landon Donovan?,LA Galaxy
Season 1 director name of the series Hanna?,Sarah Adina Smith
How many episodes are there in first season?,13
What show did Lark Voorhies first appear on?,"Good Morning, Miss Bliss"
how many pages of Brave New World book?,311
Was Matthew Morrison in American Horror Story: 1984?,Yes
Which is the first novel of Munshi Premchand?,Devasthan Rahasya
Which year was Megadeth's fifteenth album Dystopia released?,2016
Which is the next novel of R.K. Narayan?,Swami and Friends
Which team played in 2008 by Thomas Müller?,FC Bayern Munich II
Which team did Franz Beckenbauer played in 1964?,FC Bayern Munich
What club did Eden Hazard play for first?,Lille Olympique Sporting Club
Which club played in 2007-2008 by Aleksandr Kerzhakov?,Sevilla FC
What was the second film by David Lynch?,The Elephant Man
What 2002 movie starred Mary-Kate and Ashley Olsen?,When in Rome
What was the first movie she performed in?,Night and the City
Which Steven Soderbergh movie was released in 2001?,Ocean's Eleven
What company sponsored Bayern Munich's shirts in 2017?,Deutsche Telekom
Which team did Luka Modrić played in 2012?,Real Madrid CF
How many Academy Awards did John Barry received?,5
Who sponsored Manchester United F.C.  kit in 2021?,Adidas
What team won the MLS cup in 2021?,New York City FC
Which club played in 2009-2010 in Aleksandr Kerzhakov?,FC Dinamo Moscow
Which is the debut movie of Kevin Alejandro?,Purgatory Flats
Which is the latest book of Robin Sharma?,The Everyday Hero Manifesto
When was Jurassic park The lost world  released?,23 May 1997
How many Grammy awards did John Prine win?,5
Blade Runner Movie was released in which year?,1982
Which awards are won by Sour in 2021?,People's Choice Awards;Apple Music Awards
Who was Serie A league champion in 2021?,Inter Milan
Which is the first novel of Chetan Bhagat?,Five Point Someone
What was Simon & Garfunkel's first studio alubm?,"Wednesday Morning, 3 A.M."
Which is the first book of Robin Sharma?,Megaliving!: 30 Days to a Perfect Life
Which club did Andrea Pirlo join after Juventus?,New York City FC
What is the last book of Discworld series?,The Shepherd's Crown
"How many seasons of the series ""True Detective""?",3
How many people were in the band Nirvana?,3
What club did John Terry represent in 2018?,Aston Villa F.C.
Which club played in 1986-1992 by Marcel Desailly?,F.C. Nantes
How many episodes are in the first season?,25
Which 1987 movie was directed by George Miller?,The Witches of Eastwick
Which is the first book of Paulo Coelho?,Teatro da Educação
What novel did John Steinbeck write in 1937?,Of Mice and Men
Which is the debut film of Prathamesh Parab?,Balak-Palak
Which club played in 2011 by Luis Suárez?,Liverpool F.C.
What movie did Joel Schumacher direct in 1987?,The Lost Boys
Which team did Daniel Passarella represented in  1986?,Inter Milan
Michael Ballack played for which club in 2004?,FC Bayern Munich
How many Academy Awards did Gosford Park win?,1
Who won the first season of The Apprentice?,Bill Rancic
Who decided when Seven Film will be released?,15 September 1995
Who is the Sense and Sensibility executive producer?,Sydney Pollack
In which city was George Orwell was born?,Motihari
Which club did Robert Lewandowski played in 2009?,Lech Poznań
First air of second season of The Newsroom?,"July 14, 2013"
Which club played in 2003 by Andrés Iniesta?,FC Barcelona
How many goals has Bebe scored till date?,44
Which team did Christian Pulisic played in 2016?,Borussia Dortmund
Which 1986 movie did Christopher Guest act in?,Little Shop of Horrors
Which club did Andrey Arshavin played in 2009-2013?,Arsenal F.C.
Which year did The Simpsons first season air?,1989
Which club won the Regionalliga West in 2020?,SV Rödinghausen
What year did The Simpsons first season air?,1989
What was the debut single for the Eurythmics?,Never Gonna Cry Again
Which is the first book of Chetan Bhagat?,Five Point Someone
Which club did Nuno Gomes played in 1994?,Boavista F.C.
What was Garry Marshall's first movie acting role?,The Phony American
Whis club did  Kylian Mbappé played in 2015-16?,AS Monaco FC
What is Mary Shelley's most recently published novel?,Mathilda
Third Watch how many episodes in third season?,22
Was Mike Judge part of Beavis and Butthead?,Yes
Which club played from 1985-2019 by Paolo Maldini?,A.C. Milan
What was Keanu Reeves first feature length movie?,Youngblood
What year did David Beckham join Manchester United?,1992
What is Russell Crowe's date of birth?,7 April 1964
In which city John Jakes was Born?,Chicago
the band Queen started in which year?,1970
How many seasons of the peaky blinders,6
Who won the first UEFA European Championship?,Soviet Union
Who earned the most goals in 2017?,David Villa
Which club was J1 League's first champion?,Tokyo Verdy
when was the song Dance Monkey released?,10 May 2019
How many tracks in Vande Mataram album?,9
What is Selena Gomez's most significant work?,"Barney & Friends, Another Cinderella Story"
How many episodes The Umbrella Academy series?,20
How many records did Louis Armstrong created?,Twelve
Number of tracks in Vande Mataram album?,9
When was the series Riverdale first aired?,26 January 2017
Which is the fourth album by Fugazi?,Red Medicine
What year did soccer join the olympics?,1900
How many total episodes in Mindhunter  series?,19
Initial album released by Simon & Garfunkel?,"Wednesday Morning, 3 A.M."
Which is the first film as director?,Yahaan
How many seasons was there in Supernatural?,Fifteen
How many season of The Mentalist aired?,Seven
Who won the MLS Cup in 2021?,New York City FC
"Who directed the first four ""Scream"" movies?",Wes Craven
Who sponsored Bayern Munich's kits in 2017?,Adidas
How many matches did Ronaldinho played for?,Twenty two
Which team did Xavi played in 1998?,FC Barcelona B
second film in the Bridget Jones' franchise?,Bridget Jones: The Edge of Reason
What was his first screenplay writing credit?,Anna of Brooklyn
Third movie in the Mad Max series?,Mad Max Beyond Thunderdome
Which team was the first Bundesliga Champion?,1. FC Köln
how many number of Breaking Bad seasons?,5
In which city was William Golding born?,Newquay
Which is the sixth novel of Premchand?,Vardan
What German state has the lowest population?,Bremen
When was the Free Guy movie published?,13 August 2021
Which novel was Stephen Kings first one?,Carrie
Who was Rangers F.C.'s first kit suppliers?,Umbro
Which was Rachel McAdams' first Hollywood movie?,The Hot Chick
The Cranberries released how many albums total?,8
What was the first Indiana Jones Film?,Raiders of the Lost Ark
What was Herb Alpert's first studio album?,The Lonely Bull
Which Lost season has the most episodes?,1st
Which company published Call for the Dead?,Victor Gollancz Ltd
What is Oliver Stone's date of birth?,15 September 1946
Who won the Regionalliga West in 2021?,Borussia Dortmund II
What tribual group contains the most members?,Cherokee
Winner of the 2021 MLS cup?,New York City FC
how many episodes of Riverdale series?,100
Which was Julia Robert's first movie?,Firehouse
What's the last track on Elephunk?,Where Is the Love?
how many seasons of Daredevil  series?,3
What was Dove Cameron's first EP?,Bloodshot / Waste
What was David Lynch's fifth film?,Wild At Heart
Who was Austin FC's first sponsor?,Adidas
how many seasons of Riverdale series?,6
In which city Joseph Heller born?,New York City
the Aerosmith band started in year?,1970
What was Alexandra Stan's first album?,Saxobeats
The year this Aerosmith band began?,1970
What was Sean Maguire first show?,Grange Hill
How many episodes of Lucifer series?,93
which year started this Queen band?,1970
What was Matt Damon's debut movie?,Mystic Pizza
First published book by Stephen King?,Carrie
how many seasons of dark series?,3
What was Alan Alda TV debut?,The Phil Silvers Show
What was Cherami Leigh's debut role?,Shiki
What was Chi McBride tv debut?,The Fresh Prince of Bel-Air
Jewel's first album was called what?,Pieces of You
Lark Voorhies' first television appearance?,"Good Morning, Miss Bliss"
Where was Anne Rice born?,New Orleans
What was Jewel's first album?,Pieces of You
When was Enola Holmes?,23 September 2020
