question,answer
Which current Miami Dolphins players also played for university of Alabama ?,"['1 Tua Tagovailoa', '17 Jaylen Waddle', '66 Lester Cotton G', '98 Raekwon Davis NT']"
Which NBA basketball players have won the MVP award with different teams located in different cities?,"['Kareem Abdul-Jabbar', 'LeBron James', 'Moses Malone', 'Wilt Chamberlain']"
What's the average length of MCU films and which are the longest and shortest ones?,"[[131.51724137931035], ['Avengers: Endgame'], ['The Incredible Hulk', 'Thor: The Dark World']]"
"which spider-man story arcs following Origin of the Species have featured the hobgoblin, and when were they published?","[['Big Time', 'November 2010–March 2011'], ['Spider-Island', 'August – November 2011']]"
Which teams in England's premier league have over half of their players born in England?,"['Everton', 'Luton Town', 'Newcastle United', 'Sheffield United']"
What were the reasons that caused each of Britain's past four PMs to resign?,"['The Leave vote.', 'On 22 April it was announced that the leaders of 70 Conservative Associations had signed a petition calling for a vote of no confidence.', 'he had lied to the Commons on numerous occasions', 'She was pilloried in national and international press as a u-turner, and a chaotic vote on fracking along with the resignation of Braverman as home secretary compounded a rapid deterioration of confidence in her leadership.']"
"Tell me what years was the drama show Emmy won by an actor or actress born outside of the US, UK, Canada or Australia, and also list also their name.","[['Bruce Willis', '1987'], ['Lee Jung-jae', '2022']]"
Which political parties in India have had at least two prime ministers ?,"['Indian National Congress', 'Janata Party', 'Janata Dal', 'Bharatiya Janata Party']"
Which of the teams currently playing in the Champions League have won more than 5 championships?,"['Real Madrid', 'Milan', 'Bayern Munich', 'Liverpool']"
which four Canadian Prime Ministers have had the highest approval rating in the last 50 years?,"['Jean Chrétien', 'Justin Trudeau', 'Stephen Harper', 'Brian Mulroney']"
"Order the last four US president by the average size of their annual budgets, descending.","['Joe Biden', 'Donald Trump', 'Barack Obama', 'George W. Bush']"
Which of the Dravidian languages have more than 30 million active speakers?,"['Telugu', 'Tamil', 'Kannada', 'Malayalam']"
"When looking at the world's 40 largest companies in terms of revenues, and specifically, at those companies' nationalities, which of the 10 largest economies in the world are not represented?","['India', 'Italy', 'Canada', 'Brazil']"
"looking at Latvia's biggest export partners, where do the other Baltic countries rank?","[['Lithuania', '1'], ['Estonia', '2nd']]"
Which songs have Drake and Rihanna collaborated on?,"['Take Care', 'Too Good', ""What's My Name?"", 'Work']"
What boxers have won both the heavyweight title and the light heavyweight title?,"['Bob Fitzsimmons', 'Michael Moorer', 'Michael Spinks', 'Roy Jones Jr.']"
"What is the average age of each of the ten most popular personalities (people) on Instagram, Twitter, TikTok and Youtube?","[[36.4], [50.75], [22.875], [26.2]]"
List all directors that directed a film based on a book by Bret Easton Ellis.,"['Marek Kanievska', 'Roger Avary', 'Mary Harron', 'Gregor Jordan']"
"If Menorca and Mallorca were considered as one, how would their combined population rank against that of Sicily, Corsica, the island of Cyprus, and Crete?","[[False, True, False, True]]"
Which of the teams currently playing in the UEFA Champions League have won more than 5 championships?,"['Sevilla', 'Real Madrid', 'Bayern Munich', 'Milan']"
Which European countries are currently governed by a left leaning political party and are also a monarchy?,"['Spain', 'Norway', 'United Kingdom', 'Denmark']"
Which female WNBA coaches have also coached in the NBA?,"['Jenny Boucek', 'Becky Hammon', 'Nancy Lieberman', 'Vanessa Nygaard']"
Name the non-coastal cities in the US that have at least 1 million people.,"['Phoenix', 'Philadelphia', 'San Antonio', 'Dallas']"
What are the four most populous cities in Sierra Leone?,"['Freetown', 'Bo', 'Kenema', 'Koidu']"
what are the four largest sources of renewable energy in Italy?,"['Solar Power', 'Hydro Power', 'Wind Power', 'Bio Energy']"
Which nations in South America have ever been led by an Indigenous American head of state?,"['Venezuela', 'Colombia', 'Peru', 'Bolivia']"
What are the top five countries in descending order with the most electric vehicles in current usage?,"['China', 'United States', 'Germany', 'United Kingdom', 'Norway']"
Which of the biggest tech companies have at least 20% women on their board?,"['Apple', 'Alphabet', 'Meta', 'Intel', 'IBM']"
What are the five countries in South America with the lowest GDP?,"['French Guiana', 'Suriname', 'Paraguay', 'Bolivia', 'Guyana']"
What are the five fastest growing economies in the EU?,"['Ireland', 'Malta', 'Greece', 'Cyprus', 'Spain']"
"Of all NBA players who won finals MVP, list only those with career averages lower than the median in both points assists and rebounds.","['Andre Iguodala', 'Cedric Maxwell', 'James Worthy', 'Kawhi Leonard', 'Paul Pierce']"
Which particular events sparked each one of the different Arab Israeli wars?,"['United Nations General Assembly vote for the Partition Plan for Palestine on 29 November 1947', 'the adoption of the United Nations Partition Plan for Palestine on 29 November 1947', 'Nationalization of the Suez Canal, closing the canal to Israeli shipping and closing the Straits of Tiran to Israeli shipping', 'Egypt closing the Straits of Tiran to Israeli shipping on 22 May 1967', 'Israel declining a peace proposal to withdrawal from the Sinai Peninsula']"
What are the occupations of the current spouses of the last five UK prime ministers?,"['businesswoman', 'Accountant', 'Media advisor', 'investment manager', 'Businesswoman']"
Which out of the most common Jamaican names for boys are of biblical origin?,"['Malachi', 'Nathaniel', 'Joshua', 'Josiah', 'Nathan']"
What percentage does agriculture make of the economy of El Salvador compared to its neighbors?,"[['10.50%'], ['Honduras', 'Guatemala', ['14.20%'], ['12%']]]"
What are Quentin Tarantino's five highest grossing films in descending order?,"['Django Unchained', 'Once Upon a Time in Hollywood', 'Inglourious Basterds', 'Pulp Fiction', 'Kill Bill: Volume 1']"
What are the top 5 most common professions amongst parents of Oscar winners for best actress following 2003?,"['homemaker', 'Actor', 'Founder and CEO of a general-contracting company', 'nurse', 'Homeopathic chiropractor']"
Name the five US metropolitan areas with the highest share of people against gay marriage.,"['Buffalo–Niagara Falls, New York', 'Spokane, Washington', 'Raleigh–Durham–Chapel Hill, North Carolina', 'Fresno, California', 'Grand Rapids–Muskegon–Holland, Michigan']"
Which five countries have the most nuclear plants?,"['United States', 'France', 'Japan', 'China', 'Russia']"
To what Asian countries does Japan export goods in a value which exceeds $25 billion?,"['Taiwan', 'Hong Kong', 'ASEAN', 'China', 'South Korea']"
In which spider-man story arcs were Gwen Stacey and Mary Jane Watson both featured?,"['Spider-Verse', 'Go Down Swinging', 'The Original Clone Saga', 'Green Goblin Reborn!', 'Clone Saga']"
Who did the Prime Minister of Canada run against in the last election?,"[""Erin O'Toole"", 'Yves-François Blanchet', 'Jagmeet Singh', 'Annamie Paul', 'Maxime Bernier']"
Which teams in England's premier league have more than 50% of their players born in England?,"['Newcastle United', 'Everton', 'Bournemouth', 'Sheffield United', 'Luton Town']"
which American edtech companies had their annual revenue exceeding 10M and more than a million users?,"['Coursera', 'Lumosity', 'Udacity', 'Instructure', 'Udemy']"
"What were the average highest and average lowest approval ratings of all US presidents over the past fifty years, when grouped by party affiliation?","[['Republican', 74.28571428571429, 32.285714285714285], ['Democratic', 70.26666666666667, 38.5]]"
which Latin American countries currently have a conservative head of state?,"['Saint Barthélemy (France)', 'Ecuador', 'Guatemala', 'Paraguay', 'Costa Rica', 'Uruguay']"
"What are the three major ethnic groups in Guinea, along their percentage of the population?","[['Soussou', 20.0636734140751], ['Mandinka', 27.824147261507452], ['Fulas', 33.393965231326334]]"
Which South American countries with above average homicide rates bordered states where such rates were lower than the international average?,"['Brazil', 'Chile', 'Paraguay', 'Uruguay', 'Colombia', 'Ecuador']"
"In what years, since 2000, has the same football team won both the Spanish and Champions league?","['2014', '2006', '2009', '2011', '2015', '2022']"
What has been the highest annual salary earned by an NBA player in each decade since the nineties?,"[['2000s', 28000000.0], ['2010s', 37457154.0], ['2020s', 48070014.0]]"
To what Asian countries does Japan exports goods in a value which exceeds $25 billion?,"['China', 'Taiwan', 'South Korea', 'Thailand', 'Hong Kong', 'United Arab Emirates']"
Which three states have the highest support rates of same sex marriage in the US and which three states have the lowest support?,"[['Massachusetts', 'Washington', 'Maine'], ['Mississippi', 'Arkansas', 'Tennessee']]"
In what order would the actresses who portrayed Ms. Moneypenny in James Bond movies be if they were arranged youngest to oldest based on their age at their first appearance in the role?,"['Barbara Bouchet', 'Caroline Bliss', 'Samantha Bond', 'Lois Maxwell', 'Naomie Harris', 'Pamela Salem']"
"How many Liberian Senators represent the United Party, name those senators and the counties they represent?","[['Morris G. Saytumah', 'Bomi County'], ['Varney Sherman', 'Grand Cape Mount County'], ['Conmany Wesseh', 'River Gee County']]"
What was the percentage of rap songs in the billboard top 100 at the end of each decade since 1980?,"[['1990s', 14.285714285714286], ['2000s', 24.0], ['2010s', 40.0]]"
Which Western African countries have been under military rule over the past 15 years?,"['Burkina Faso', 'The Gambia', 'Guinea', 'Mali', 'Mauritania', 'Niger']"
Which of the UEFA all time scorers married a model?,"['Lionel Messi', 'Thierry Henry', 'Andriy Shevchenko', 'Edin Džeko', 'Mario Gómez', 'Luís Figo']"
Which characters has Scarlett Johansson portrayed in film that were based on either comic books or manga?,"[['Rebecca Doppelmeyer'], ['Natasha Romanoff / Black Widow'], ['Major Mira Killian / Motoko Kusanagi'], ['Silken Floss'], ['Natasha Romanoff', 'Black Widow']]"
Which notable alumni from NYU's law school have become human rights activists?,"['Sally Kohn', 'Jamila Wideman', 'Amal Clooney', 'Crystal Eastman', 'Abraham Foxman', 'Thomas Buergenthal']"
Which three NBA players have lead the league in scoring the most? Tell me their name and for how many years.,"[['Michael Jordan', 10], ['Wilt Chamberlain', 7], ['George Gervin', 4]]"
Which actors won both best supporting actor and best actor Oscar awards?,"['Denzel Washington', 'Gene Hackman', 'Jack Lemmon', 'Jack Nicholson', 'Kevin Spacey', 'Robert De Niro']"
"List the total percentage of seats held by left-wing and center-left parties, in Japan's house of representatives, for each of the past three elections.","[['47th', 20.210526315789476], ['49th', 23.655913978494624], ['48th', 14.838709677419354]]"
What are the political views of the party to which each Scandinavian country's prime minister belongs to?,"[['Norway', 'social-democratic ideals'], ['Denmark', 'social democracy'], ['Sweden', 'a centre-left social-democratic, feminist and democratic socialist party']]"
Name the consorts of current European monarchs that were not born to noble families?,"['Charlene Wittstock', 'Letizia Ortiz Rocasolano', 'Silvia Sommerlath', 'María Teresa Mestre y Batista', 'Máxima Zorreguieta Cerruti', 'Sonja Haraldsen']"
"Who were the three youngest US Poet Laureates ever to be appointed, and how old were they when appointed?","[['1946–1947: Karl Shapiro', '33'], ['1947–1948: Robert Lowell', '30'], ['1949–1950: Elizabeth Bishop', '38']]"
What are the three most common first names among the first twenty US Presidents and the last twenty US Presidents respectively?,"[['James', 'John', 'Andrew'], ['William', 'John', 'George']]"
Which films did Martin Scorsese make with Leonardo DiCaprio?,"['Gangs of New York', 'The Aviator', 'The Departed', 'Shutter Island', 'The Wolf of Wall Street', 'Killers of the Flower Moon']"
What are the three most common baby girl names in France compared to those in Belgium?,"[['Jade', 'Emma', 'Louise'], ['Olivia', 'Emma', 'Louise']]"
Which rap artist or group has won the highest number of Grammy awards for best record and best album combined?,"['Childish Gambino', 'Anderson .Paak', 'Lizzo', 'Lauryn Hill', 'Outkast', 'Jon Batiste']"
Which NBA centers under 6'10 have won the MVP award?,"['Bill Russell', 'Bob McAdoo', 'Bob Pettit', 'Dave Cowens', 'Moses Malone', 'Wes Unseld', 'Willis Reed']"
What television shows produced by Renaissance Pictures were filmed in New Zealand?,"['Hercules: The Legendary Journeys', 'Xena: Warrior Princess', 'Young Hercules', 'Jack of All Trades', 'Cleopatra 2525', 'Legend of the Seeker', 'Ash vs Evil Dead']"
"Besides London, what is the most common birthplace of British prime ministers over the past 30 years?","['St Helier, Surrey', 'Edinburgh, Scotland', 'Giffnock, Scotland', 'Marylebone, London, United Kingdom', 'Eastbourne, England', 'New York City, US', 'Oxford, England']"
Name the Luxembourg prime ministers who ruled the country for more than 10 years .,"['Félix, Baron de Blochausen', 'Paul Eyschen', 'Joseph Bech', 'Pierre Dupong', 'Pierre Werner', 'Jacques Santer', 'Jean-Claude Juncker']"
Name the academy award winning directors who were less than 35 years old when first winning the award?,"['Lewis Milestone', 'Norman Taurog', 'Fred Zinnemann', 'Francis Ford Coppola', 'Oliver Stone', 'Sam Mendes', 'Damien Chazelle']"
which players have won both a scoring title and an MVP since Michael Jordan retired?,"['Kobe Bryant', 'LeBron James', 'Kevin Durant', 'Russell Westbrook', 'Stephen Curry', 'James Harden', 'Joel Embiid']"
Which Fast and Furious big bads went on to star in multiple films in the series?,"['Arturo Braga', 'Deckard Shaw', 'Dominic Toretto', 'Herman Reyes', 'Owen Shaw', 'Cipher', 'Jakob']"
What academic degrees do the current governors in Australia hold?,"[['Bachelor of Laws'], ['law degree from the Sydney Law School at the University of Sydney'], ['BA', 'LLB'], ['Bachelor of Economics'], ['Bachelor of Medicine', 'Bachelor of Surgery'], ['Criminology']]"
Which Ivy league universities have ever been headed by a woman president?,"['Columbia University', 'Cornell University', 'Dartmouth College', 'Harvard University', 'Princeton University', 'Yale University', 'Brown University', 'University of Pennsylvania']"
Which of the former WNBA finals MVPs currently work as a basketall coach and for what team?,"[['Katie Smith', 'Minnesota Lynx'], ['Lisa Leslie', 'Triplets'], ['Seimone Augustus', 'LSU'], ['Yolanda Griffith', 'Boston College']]"
"What are the four tallest and currently-standing buildings completed in the twentieth century, and how do they rank on the current world leaderboard?","[['Petronas Tower 1', '21'], ['Petronas Tower 2', '21'], ['Willis Tower', '26'], ['Jin Mao Tower', '38']]"
What are the 8 US states with highest hourly minimum wage?,"['Washington', 'California', 'Connecticut', 'New Jersey', 'Maryland', 'Massachusetts', 'New York', 'Colorado']"
What has been the percentage of female members of Knesset between over the past 4 Knessets?,"[['Twenty-first Knesset', 24.166666666666668], ['Twenty-second Knesset', 23.333333333333332], ['Twenty-third Knesset', 25.833333333333336], ['Twenty-fourth Knesset', 30.0]]"
What are the birth countries of players in roster of the Denver Nuggests?,"['U.S.', 'Slovenia', 'United States', 'Serbia', 'Canada', 'US', 'Beverley Hills, California, U.S', 'Australia']"
who is on the board of directors at Tesla?,"['Robyn Denholm', 'Elon Musk', 'Kimbal Musk', 'Ira Ehrenpreis', 'James Murdoch', 'Kathleen Wilson-Thompson', 'Joe Gebbia', 'J. B. Straubel']"
Who are the NBA MVP players that have never won a championship?,"['Allen Iverson', 'Charles Barkley', 'Derrick Rose', 'James Harden', 'Joel Embiid', 'Karl Malone', 'Russell Westbrook', 'Steve Nash']"
"What Israeli cities with more than 100,000 people currently have a mayor that's affiliated with the country's coalition?","['Jerusalem', 'Petah Tikva', 'Ramat Gan', 'Bat Yam', 'Netanya', 'Holon', 'Ashdod', 'Beit Shemesh']"
Which of the 30 most popular Shonen Manga do not revolve around fighters or battles?,"['Case Closed / Detective Conan', 'Slam Dunk', 'KochiKame: Tokyo Beat Cops', 'Astro Boy', 'Touch', 'The Kindaichi Case Files', 'Major', 'The Prince of Tennis']"
Which of the former WNBA finals MVPs currently work as a basketball coach and for what team?,"[['Lisa Leslie', 'Triplets'], ['Yolanda Griffith', 'Boston College'], ['Katie Smith', 'Minnesota Lynx'], ['Seimone Augustus', 'LSU']]"
"Besides the Raiders, what other NFL mascot is in a human form?","['Sourdough Sam', 'Pat Patriot', 'Steely McBeam', 'Raider Rusher', 'Rowdy', 'Viktor the Viking', 'Captain Fear', 'Sir Saint']"
Which NBA scoring champions held the title for at least 3 consecutive years?,"['Bob McAdoo', 'George Gervin', 'George Mikan', 'James Harden', 'Kevin Durant', 'Michael Jordan', 'Neil Johnston', 'Wilt Chamberlain']"
Which Languages are spoken by more than 3.5% of the world population?,"['English', 'Mandarin Chinese', 'Hindi', 'Spanish', 'French', 'Modern Standard Arabic', 'Bengali', 'Indonesian']"
Which American companies currently have an all electric vehicle for sale in the mass market in the United States?,"['Rivian', 'Rivian R1S', 'Tesla, Inc.', 'General Motors', 'Faraday Future', 'Fisker Inc', 'Ford', 'Ford Motor Company', 'Lucid Motors']"
Which actors have costarred with Zoe Kravitz in more than two films?,"['Marc John Jefferies', 'Ezra Miller', 'Shailene Woodley', 'Theo James', 'Ray Stevenson', 'Miles Teller', 'Ansel Elgort', 'Maggie Q', 'Mekhi Phifer']"
Which wars has Jordan been involved in since its independence?,"['First Arab–Israeli War (1948–1949)', 'Six-Day War (1967)', 'War of Attrition (1967–1970)', 'Black September (1970–1971)', 'Yom Kippur War (1973)', ""Sa'dah War (2009–2010)"", 'Libyan Civil War (2011)', 'Intervention against ISIS (2014–)', 'Intervention in Yemen (2015–)']"
List all Spider-Man arcs where Dr Octopus serves as the big bad.,"['Secret Wars', 'Ends of the Earth', 'Dying Wish', 'Spider-Geddon', 'If This Be My Destiny...!', 'Doc Ock Wins!', 'Death of Captain Stacy', 'The Return of the Sinister Six', 'The Gauntlet']"
Which Dutch party leaders are aged 40 to 50 years old?,"['Dilan Yeşilgöz', 'Pieter Omtzigt', 'Henri Bontenbal', 'Esther Ouwehand', 'Mirjam Bikker', 'Thierry Baudet', 'Chris Stoffer', 'Richard de Mos', 'Femke Merel van Kooten']"
What ethnicities in Central African Republic have more than fifty thousand people?,"['Baggara Arabs', 'Banda', 'Gbaya', 'Kara', 'Mbaka', 'Mandja', 'Sara', 'Wodaabe', 'Yakoma', 'Zande']"
Out of the current NFL quarterbacks. which ones have played in at least one super bowl game ?,"['Joe Burrow', 'Russell Wilson', 'Jared Goff', 'Aaron Rodgers', 'Matt Ryan', 'Patrick Mahomes', 'Matthew Stafford', 'Joe Flacco', 'Tom Brady', 'Carson Wentz']"
"Since 2015, who are the five youngest head coaches in the NFL, in ascending order, along with their age?","[['Jonathan Gannon', '40'], ['DeMeco Ryans', '39'], ['Shane Steichen', '38'], ['Sean McVay', '37'], [""Kevin O'Connell"", '38']]"
Which Israeli Jewish musicians are human rights activists?,"['Chava Alberstein', 'Netta Barzilai', 'Miri Ben-Ari', 'Arkadi Duchin', 'Rita Yahan-Farouz', 'Aviv Geffen', 'Amal Murkus', 'Infected Mushroom', 'Ahinoam Nini (Noa)', 'Idan Raichel']"
Which Pokemon video games were released after 2016?,"['Ultra Sun and Ultra Moon', ""Let's Go, Pikachu! and Let's Go, Eevee!"", 'Sword and Shield', 'The Isle of Armor (DLC)', 'The Crown Tundra (DLC)', 'Brilliant Diamond and Shining Pearl', 'Legends: Arceus', 'Scarlet and Violet', 'The Teal Mask (DLC)', 'The Indigo Disk (DLC)']"
Name the CNN top brass and their titles.,"[['John Stankey', 'CEO of AT&T Inc.'], ['Ken Jautz', 'executive vice president'], ['Tony Maddox', 'executive vice president and managing director of CNN International'], ['Amy Entelis', 'Executive Vice President for Talent and Content Development for CNN Worldwide'], ['Andrew Morse', 'Executive Vice President and Chief Digital Officer']]"
what percentage of DR Congo's economy is service related compared to its neighbors?,"[['33.1%'], [['Republic of the Congo', '25.3%'], ['Central African Republic', '40.8%'], ['South Sudan', '33.1%'], ['Uganda', '23.7% (2017 est.)'], ['Rwanda', '51.5%'], ['Burundi', '21.3%'], ['Tanzania', '47.6%'], ['Zambia', '60%'], ['Angola', '28.4%']]]"
What is the number of female heads of state per continent?,"[['Africa', 2], ['North America', 4], ['South America', 1], ['Europe', 11], ['Asia', 2]]"
"Besides Tom Brady, what 2022 Bucs player has been playing in the NFL for over ten years?","['Blaine Gabbert', 'Mike Evans', 'Julio Jones', 'Kyle Rudolph', 'Ryan Jensen', 'William Gholston', 'Akiem Hicks', 'Lavonte David', 'Sean Murphy-Bunting', 'Ryan Succop']"
Which of the current NFL head coaches also played on an NFL team themselves?,"['Frank Reich', 'Zac Taylor', 'Sean Payton', 'Dan Campbell', 'DeMeco Ryans', 'Doug Pederson', ""Kevin O'Connell"", 'Dennis Allen', 'Todd Bowles', 'Mike Vrabel', 'Ron Rivera']"
Who are the children of the last three US presidents?,"[['Beau', 'Hunter', 'Naomi', 'Ashley'], ['Donald Jr.', 'Ivanka', 'Eric', 'Tiffany', 'Barron'], ['Malia', 'Sasha']]"
"Which of the most popular names for kids (boys and girls) in Germany, Austria and Scandinavia originate from Norse mythology?","['Väinö', 'Baldur', 'Brandur', 'Kári', 'Signe', 'Astrid', 'Liv', 'Tóra', 'Aino', 'Embla', 'Guðrún']"
"List the winners of the Roland Garros women singles tournament since 2013, sorted by their age when winning the title.","['Jeļena Ostapenko', 'Iga Świątek', 'Iga Świątek', 'Iga Świątek', 'Garbiñe Muguruza', 'Ashleigh Barty', 'Barbora Krejčíkov', 'Simona Halep', 'Maria Sharapova', 'Serena Williams', 'Serena Williams']"
Which countries have more than 3 nuclear power stations?,"['France', 'Russia', 'United States', 'Canada', 'China', 'Spain', 'Japan', 'South Korea', 'United Kingdom', 'India', 'Ukraine']"
Which African countries have more than 5% of their population older than 65?,"['Egypt', 'South Africa', 'Algeria', 'Morocco', 'Tunisia', 'Botswana', 'Mauritius', 'South Sudan', 'Lesotho', 'Cape Verde', 'Seychelles']"
"Of the current NFL head coaches, which ones were hired to this position while in their 40s?","['Jonathan Gannon', 'John Harbaugh', 'Sean McDermott', 'Matt LaFleur', 'Josh McDaniels', 'Bill Belichick', 'Brian Daboll', 'Robert Saleh', 'Nick Sirianni', 'Mike Vrabel', 'Dan Campbell']"
Which Colombian Presidents were over 60 years old when entering office?,"['Francisco Javier Zaldúa y Racines', 'Manuel Antonio Sanclemente Sanclemente', 'Laureano Gómez Castro', 'José Manuel Marroquín Ricaurte', 'Marco Fidel Suárez', 'Jorge Holguín Mallarino', 'Pedro Nel Ospina Vázquez', 'Alfonso López Michelsen', 'Julio César Turbay Ayala', 'Virgilio Barco Vargas', 'Gustavo Francisco Petro Urrego']"
Which terrorist organizations had carried out each of the ten most deadly attacks on European soil since 1980?,"[['Russian government (disputed)', 'FSB (disputed)', 'GRU (disputed)', 'Achemez Gochiyayev and accomplices (disputed)'], ['Lone Wolf'], ['Libya under Muammar Gaddafi'], ['Paramilitary groups', 'Cali Cartel members'], ['Islamist separatist movement in Chechnya'], ['Islamic State (Brussels terror cell)'], ['Chechen separatists']]"
Which actors or actresses appeared in more than two films directed by Quentin Tarantino?,"['Quentin Tarantino', 'Tim Roth', 'Michael Madsen', 'Lawrence Bender', 'Bruce Willis', 'Samuel L. Jackson', 'Uma Thurman', 'Julie Dreyfus', 'Michael Parks', 'James Parks', 'Kurt Russell', 'Zoë Bell']"
What's the percentage of female Nobel prize laureates for each prize category?,"[['Physiology or Medicine', 5.240174672489083], ['Physics', 1.8099547511312217], ['Chemistry', 4.232804232804233], ['Literature', 14.285714285714286], ['Economics', 2.1739130434782608], ['Peace', 16.363636363636363]]"
What is the percentage of Celtic language speakers in their native countries? List the percentage of speakers out of the total population.,"[['Welsh', 17.200178362608], ['Scottish Gaelic', 1.0501894459392673], ['Manx', 2.6442565035863397], ['Breton', 0.33285712181686966], ['Irish', 34.37899138407538], ['Cornish', 0.0008397533507214039]]"
Which artists had Mark Ronson produce more than one of their albums?,"['Mark Ronson', 'Adele', 'Duran Duran', 'Lily Allen', 'Amy Winehouse', 'Teriyaki Boyz', 'Rhymefest', 'King Princess', 'Robbie Williams', 'Lady Gaga', 'Action Bronson', 'Miley Cyrus']"
What were the former occupations of the Booker Prize winners over the past decade?,"[['director and screenwriter'], ['English and creative writing teacher'], ['Psychology student'], ['technical writer', 'geophysical engineer'], ['None'], ['None'], ['theatre operator'], ['fashion designer'], ['novelist and playwright'], ['advertising'], ['deputy chief sub-editor and chief film critic for The Sunday Tribune']]"
Which British prime minister were known for cheating on their spouses?,"['Augustus Henry Fitzroy', 'William Lamb', 'H.H. Asquith', 'Anthony Eden', 'Harold Wilson', 'Tony Blair', 'Boris Johnson', 'Liz Truss', 'Arthur Wellesley', 'Charles Grey', 'Henry John Temple', 'David Lloyd George', 'John Major']"
Which actors in Marvel Cinematic Universe movies have won Academy Awards for Best Actor or Actress?,"['Natalie Portman', 'Anthony Hopkins', 'Gwyneth Paltrow', 'Ben Kingsley', 'William Hurt', 'Cate Blanchett', 'Forest Whitaker', 'Brie Larson', 'Michelle Yeoh', 'Jamie Foxx', 'Russell Crowe', 'Jeff Bridges', 'Michael Douglas']"
Which cities in Europe have subway systems with over 100km in length?,"['Paris', 'Berlin', 'Hamburg', 'Munich', 'Milan', 'Rotterdam', 'Moscow', 'Saint Petersburg', 'Barcelona', 'Madrid', 'Stockholm', 'Istanbul', 'London']"
Which characters on HBO's The Witcher are sorcerers?,"['Stregobor', 'Tissaia de Vries', 'Geralt of Rivia', 'Ciri of Cintra', 'Yennefer of Vengerberg', 'Triss Merigold of Maribor', 'Mousesack Ermion', 'Istredd', 'Fringilla Vigo', 'Vilgefortz of Roggeveen', 'Philippa Eilhart', 'Francesca Findabair', 'Margarita Laux-Antille']"
Which women singles tennis players have lost between 3 to 7 Wimbledon titles?,"['Blanche Hillyard', 'Charlotte Cooper', 'Charlotte Sterry', 'Dorothea Lambert Chambers', 'Lilí Álvarez', 'Helen Jacobs', 'Louise Brough', 'Doris Hart', 'Billie Jean King', 'Chris Evert', 'Martina Navratilova', 'Venus Williams', 'Serena Williams']"
Which celebrities have dated one of the Kardashian sisters?,"[['Scott Disick', 'Younes Bendjima', 'Travis Barker'], ['Damon Thomas', 'Reggie Bush', 'Kris Humphries', 'Kanye West', 'Pete Davidson'], ['Rashad McCants', 'Lamar Odom', 'French Montana', 'James Harden', 'Tristan Thompson']]"
Which playable characters in the original Soulcalibur game are also in the most recent game of the franchise?,"['Astaroth', 'Cervantes de Leon', 'Chai Xianghua', 'Heishiro Mitsurugi', 'Hwang Seong-gyeong', 'Inferno', 'Nightmare', 'Seong Mi-na', 'Siegfried Schtauffen', 'Sophitia Alexandra', 'Taki', 'Voldo', 'Yoshimitsu']"
What was the average percentage of women Nobel prize laureates in Literature in each decade since 1950?,"[['1960s', 9.090909090909093], ['1970s', 0.0], ['1980s', 0.0], ['1990s', 30.0], ['2000s', 30.0], ['2010s', 30.0], ['2020s', 50.0]]"
Have any UK Foreign Secretaries went on to become prime ministers?,"['Charles Grey', 'George Canning', 'George Hamilton-Gordon', 'Henry John Temple', 'Arthur Wellesley', 'John Russell', 'Robert Cecil', 'Ramsay MacDonald', 'Anthony Eden', 'Harold Macmillan', 'Alec Douglas-Home', 'James Callaghan', 'John Major', 'Boris Johnson', 'Liz Truss']"
Who are the general managers of each team in the NBA western conference?,"['Calvin Booth', 'Matt Lloyd', 'Sam Presti', 'Joe Cronin', 'Justin Zanik', 'Mike Dunleavy Jr', 'Trent Redden', 'Rob Pelinka', 'James Jones', 'Monte McNair', 'Nico Harrison', 'Rafael Stone', 'Zachary Kleiman', 'Bryson Graham', 'Brian Wright']"
"What is the average deficit, debt and GDP recorded during the term of each US president since Clinton?","[['George W. Bush', 364069230769.2308, 8164444444444.444, 12862400000000.0], ['Joe Biden', 1947333333333.3333, 30543000000000.0, 25335591666666.668], ['Barack Obama', 874500000000.0, 16661571428571.428, 17406257142857.143], ['Donald Trump', 1069714285714.2858, 22847000000000.0, 20612962500000.0]]"
What was the percentage of women Nobel prize laureates in Literature in each decade since 1950?,"[['1950s', 0.0], ['1960s', 18.181818181818183], ['1970s', 0.0], ['1980s', 0.0], ['1990s', 30.0], ['2000s', 30.0], ['2010s', 30.0], ['2020s', 50.0]]"
List the number of Marvel Comics female superhero debuts by decade.,"[['1940s', 4], ['1950s', 2], ['1960s', 16], ['1970s', 37], ['1980s', 48], ['1990s', 36], ['2000s', 27], ['2010s', 8]]"
Who owns each of the top 3 car manufacturers in the world?,"[['Volkswagen Group', 'Porsche SE'], ['Volkswagen Group', 'State of Lower Saxony'], ['Volkswagen Group', 'QIA'], ['Hyundai', 'Hyundai Mobis (21.43%)'], ['Hyundai', 'National Pension Service (8.79%)'], ['Hyundai', 'Chung Mong-koo (5.33%)'], ['Hyundai', 'Chung Eui-sun (2.62%)'], ['Toyota', 'Toyota Group']]"
What is number of Nobel prize winner alumni of each Ivy league school?,"[['Columbia University', 46], ['Harvard University', 78], ['Princeton University', 23], ['Brown University', 3], ['Dartmouth College', 3], ['University of Pennsylvania', 8], ['Yale University.', 24], ['Cornell University', 22]]"
