question,answer
which team has Lebron played the most playoff games for?,['Cleveland Cavaliers']
Did all of the Republican political leaders in the Spanish Civil War belong to Socialist parties?,[False]
How many women have been nominated for the academy award for best supporting actress more than twice?,[30]
How many directors have worked on more than one Pixar movie?,[8]
In what years did Mary Lou Retton compete at the Olympics?,['1984']
How many of Billy Joel's albums are named after locations in New York state?,[5]
Is Croatian a part of the same language family of any other language of a Balkan country?,[True]
"Of the incumbent British ministers, what is the percentage of those who went to either Oxford or Cambridge?",[56.666666666666664]
"Out of the spoken languages in Malta, which one is the most widely spoken?",['Maltese']
what was the deadliest war in the first half of the 18th century?,['War of the Austrian Succession']
How many Spanish teams won the Euroleague?,[3]
Who was the last British monarch whose parents never ruled over England themselves?,['Victoria']
What has been the average height of Wimbledon female winners in the past decade?,[1.7575]
Does China now have more total solar power capacity than the US and the EU combined?,[True]
What percentage of EGOT winners belong to an ethnic minority?,[66.66666666666667]
How many comedy films did Tom Cruise appear in?,[10]
Name the percentage of African countries with English as an official language.,[42.592592592592595]
Which state following NY houses the most US banks with over 170 billion dollars in assets?,['North Carolina']
Did Gwyneth Paltrow ever appear in a film with her mother?,[True]
Do Marvel comics have more female superheroes than DC?,[True]
Which record label scored the most Billboard #1 hits in the 1980s?,['Columbia']
Were any of the founders of Atari alive as of October 2022?,[True]
What was the most common academic field of the past ten Irish prime ministers when obtaining their first university degree?,['political history']
Would eating three bananas satisfy the US recommended Daily Value for potassium?,[False]
in how many states in Australia does the Australian Labor Party have a majority?,[5]
How many Academy Awards for best actress were won by Katharine Hepburn and Meryl Streep combined?,[6]
Did Meryl Streep star in more romantic comedies than either Julia Roberts or Sandra Bullock?,[False]
"Are there more calories in 300 grams of pigs in blankets, fried chicken or turkey bacon?",['pigs in blankets']
What is the percentage of South American countries with an above average life expectancy compared to the rest of continent?,[43.75]
Which city in Cuba has the seventh largest population?,['Las Tunas']
what types of show were the most watched US TV show from 2000 to 2020?,['American football telecasts']
Which came first: the appointment of the first black US Supreme Court Justice or the first black member of the President's cabinet?,"[""first black member of the President's cabinet""]"
what percentage of southeast Asian countries have a monarchy?,[36.36363636363637]
What was the youngest team in the NBA in 2021?,['Oklahoma City Thunder']
how many movies has Heath Ledger been in that made more than 90 million at the box office?,[5]
What has been the average age of all Super Bowl halftime show performers since 2010?,[36.916666666666664]
Do cupcakes generally have less calories than muffins?,['yes']
"Which actresses have acted with Actor Cary Grant, in starring roles During the 1970s?",['None']
What percentage of top thirty all time MLB saves leaders were born outside the US?,[23.333333333333332]
How many Pulitzer Prize-winning plays have been adapted into movies since 1960?,[27]
"Did the director of ""School Daze"" himself attend an historically-black college or university?",['yes']
How many Empresses ruled over China from the Song dynasty?,[5]
"During the late Middle Ages, what was the percentage of English monarchs that married with foreign royals?",[70.0]
"Which former pro-wrestler has appeared in more comedy films: John Cena or Dwayne ""The Rock"" Johnson?",['John Cena']
What city's recording artists released the most Billboard #1 songs in the 1990s?,"['Huntington, New York']"
"How many government posts has the current president of Liberia held, name them, and list how long he held each of those posts?","['Senator from Montserrado County', 3.0246575342465754]"
"Of Ivan Turgenev and Guy de Maupassant, who published more works of short fiction?",['Guy de Maupassant']
did Leonard Cohen write Famous Blue Raincoat before he became a monk?,[True]
What artists over forty had hits in the Billboard top 10 last year?,['Elton John']
How many Scotland born prime ministers did the United Kingdom have ?,[7]
How many head coaches did the Buffalo Bills have since 1990?,[10]
which two European countries saw the highest and lowest voter turnout in the most recent European Parliament election?,"['Luxembourg', 'Slovakia']"
Which NFL quarterback out of Ben Roethlisberger and Troy Aikman have more super bowl wins ?,['Troy Aikman']
"List the total percentage of women among the 20 most popular Wikipedia pages of musicians, actors, politicians and athletes.",[31.25]
How many political parties are there in Nigeria's parliament?,[8]
How many more albums did Taylor Swift release in the later half of 2010's vs the earlier half of 2010's?,[-2]
"Of the nations which border Luxembourg, how many share the same system of government?",[3]
How many wars were waged in Lithuania during the middle ages?,[13]
Which of the Kingdoms in Romance of the Three Kingdoms survived the longest?,['Eastern Wu']
how many shows have won back to back Primetime Emmy Awards for Outstanding Comedy Series since the 90s?,[6]
what percentage of Nobel prizes in economics have been awarded to South Americans?,['0%']
Did any of the Naruto main villains made it alive to the end of the show?,[True]
Who has been the most frequent enemy of Vietnam during the Nguy?n Dynasty?,['Rattanakosin Siam']
"During the last twenty years, what percentage of the time has the President of the United States not belonged to the same party as the majority in the House of Representatives?",[45.0]
How old was Kurt Cobain when Nirvana's second major label album was released?,['24']
How many players on the roster of PSG FC were actually born in France?,[9]
What region of Iceland has the most people in it?,['Capital Region']
How many of the world's 20 highest-capacity nuclear power plants are located in France?,[3]
Did George R.R. Martin or J.R.R. Tolkien write more books?,['George R.R. Martin']
which US president in the 21st century allocated the largest percentage of the federal budget to education?,['Barack Obama']
"Did any NFL teams change their mascot since 2016? If so, why was it changed?","[True, ""Part of the team's rebrand in 2022""]"
How many wars were fought on Uruguayan soil in the 1800's?,[5]
what percentage of Grammy Awards for Best Rap Album were won by women?,[5.882352941176471]
How many movies directed by Dario Argento starred his daughter?,[8]
How much longer or shorter has the CEO of Apple been in their position compared to the CEO of Amazon?,[9.871232876712329]
What percentage of Union generals in the American Civil War were either killed or mortally wounded during the war?,[9.836065573770492]
Was the army of the Papua New Guinea victorious in the coconut war against the Nagriamel rebels ?,['Yes']
How many movies did Woody Allen direct before he turned 37?,[3]
"Who has more career rushing yards, Curtis Martin or Clinton Portis?",['Curtis Martin']
What percentage of films that won the Oscar for Best Director also won Best Picture?,[68.75]
Which country has provided the most foreign-born players to the current Bundesliga teams?,['France']
What percentage of Rob Zombie directed films are starring his wife?,[90.9090909090909]
how many foreign-born directors have won an Oscar in the past 20 years?,[9]
Did Beyonce's first two albums with Destiny's Child sell more total copies than her first two solo albums?,[False]
What was the highest number of films that Sidney Poitier acted in one year?,[4]
Which WNBA player has a higher point record average Diana Taurasi or Tina Charles?,['Diana Taurasi']
"What percentage of actors who have played Doctor Who, were over 40 years old when beginning the role?",[42.857142857142854]
"Which are there more of, Germanic, Slavic or Latin languages?",['Germanic']
How many total games have the Atlanta Braves won combined in their last two World Series appearances?,[4.0]
Were any of the shows out of HBO's current original series created by women screenwriters?,[True]
Has Federer won more grand slam tournaments than Tiger Woods has won PGA tours?,[False]
"Are there more than 5,000 employees working for ASUS?",[True]
What percentage of the Japanese population lives in the two largest cities in Japan?,[14.213916361511696]
has Brazil ever been at war with every one of its neighbors?,[False]
Who were Poland's main enemies in the 18th century?,['Russian Empire']
"Which English dynasty had the youngest monarchs, on average, at the time of their accession to the throne?",['House of Plantagenet (AD 1216–1399)']
What percentage of National Book Award Fiction winners since the 1970s have been African Americans?,[11.627906976744185]
How many current NFL coaches were born outside the United States?,[1]
Did Poland or Vietnam experience more COVID cases in 2021?,['Vietnam']
Which US state has had the lowest average turnout in presidential elections in the 21st century?,['Texas']
Who was the youngest person to be elected as the Lithuanian president ?,['Aleksandras Stulginskis']
how many buildings in China are taller than the tallest building in America?,[2]
How many of the last ten US Presidents were born in a New England state?,[2]
What is the average age of the Mexican Supreme Court members?,[64.2]
"Who wrote more detective novels, Agatha Christie or Arthur Conan Doyle?",['Agatha Christie']
"Since 2010, what share of Grammy Album of the Year winners were born to a parent who is also a musician?",[30.76923076923077]
Which US president has had the largest deficit in the past decade?,['Donald Trump']
"Which has fewer calories per cup when prepared, Quinoa, or Brown rice?",['Brown rice']
which French monarch had the shortest reign during the Hundred Years' War?,['John II the Good']
How many UK treasury ministers were there in the years 2009 to 2016?,[6]
Which female protagonist is the oldest in any of Jane Austen's novels?,['Lady Susan Vernon']
Which Emmy awards were won by both Maude and All in The Family?,['Outstanding Lead Actress in a Comedy Series']
How many Oscar winning actors and actresses were married to other Oscar winners?,[34]
How many years had passed since the publication of Thomas Hardy's first novel and his last?,[24.0]
Is Sashimi considered Paleo diet friendly?,[True]
Which French president since the establishment of the Fifth Republic has had the largest margin of victory in an election?,['Charles de Gaulle']
What percentage of Muslim-majority countries do not have a Sunni majority?,[11.764705882352942]
How many of the world's twenty largest yachts are owned by Arab royals?,[10]
how many different women have won a Hugo award?,[18]
How many Generals (1 star or higher) died in combat on either side of America's Civil War?,"[89, 89]"
How many R&B singers have won American Idol compared to Country singers?,"[5, 7]"
during the Battle of Mukden how old was the chief commander of the Japanese forces?,['62']
what is the fewest PPG any number 1 overall NBA draft pick has averaged in his rookie season over the past decade?,['Markelle Fultz']
Do all parties in Romania's coalition government have at least one woman ministers?,[True]
which English monarch had to wait the longest before ascending to the throne in the 17th century?,['James II']
"Which group in the US is more supportive of gay marriage: Postgrads, Rhode Islanders or people aged eighteen to twenty-nine?",['Rhode Islanders']
Do people in Midwestern US states support same sex marriage more than those in the deep south?,[True]
How many American actors who had won an Oscar over the past ten years are married to people born outside of the US?,[1]
"Is the combined total natural gas consumption of Germany, united kingdom and Italy in cubic meters per year higher than the natural gas consumption of China ?",['No']
What percentage of Swedish queen consorts came from Slavic-language speaking countries?,[7.462686567164179]
What's the percentage of Canadian prime ministers that had never served as cabinet ministers before entering office?,[39.130434782608695]
How many Joseph Conrad finished novels are set in Southeast Asia?,[6]
Do the protagonists in Quentin Tarantino films always survive to the end of the movie?,[False]
"What is the average height (in meters) of Australian opens singles titles, for men and women respectively, in the past 7 years?","[1.865, 1.7725]"
how many years passed between the collapse of the Western Roman Empire and the fall of the Eastern Roman Empire?,[977.6465753424658]
How many players on Chelsea FC were from South America in 2021?,[4]
How many of The Boys cast had previously worked with the show's creator?,[2]
What country has the largest total net capacity of all of its nuclear power stations combined?,['United States']
What country has produced the most female women's grand slam tennis singles champions since 1990?,['U.S.']
who was the first non-European and non-American woman to win the Nobel Prize for medicine?,['Elizabeth H. Blackburn']
What was the percent growth in the 65+ population in Peru in the 2000 to 2020 time period versus the 20 years before that?,"[1.7999999999999998, 1.2000000000000002]"
Do all European cities with more than 1.5 million residents have either a metro or tram?,[True]
"Based on the past twenty years, do UK Labour lead governments spend more on education than Conservative lead ones?",[True]
What was the largest number of Dutch ships used in battle during the Dutch-Portuguese War?,[81.0]
Which city in Latin American city with over a million residents has the highest population density?,['Bogotá']
Were more of the last twenty US Presidents born in New England states or Midwestern states?,['Midwestern states']
How many Asian American actors (and actresses) have won an Oscar in either a supporting or a leading role?,[7]
How many women outside of Europe have won the Nobel prize for literature?,[7]
How many of the last fifteen Presidents of Mexico were born outside of Mexico City?,[9]
"Have left leaning parties held political power for most of Portugal's history, following its transition to democracy?",[True]
In how many of the fifteen most expensive transfers of soccer players did the player help his new team win a league title the same year?,[11]
What's the maximum number of Olympic gold medals won by an NBA player?,[4.0]
"Out of the most profitable British businesses, which sector has had greater annual profits, Banking or Insurance?",['Banking']
What has been the average number of women Nobel prize winners in each year over the past decade?,[1.6]
what is the average age of the winners of the Academy Award for best actress since 1998?,[41.25]
what is the lowest percent of the vote that Bashar al-Assad has received in any election since 2000?,[92.2]
What were Napoleon's final two defeats? When were they and by whom?,"['Waterloo (1815)', '18 Jun 1815', 'Seventh Coalition']"
Which nation has been the most frequent enemy of Britain in the 18th century?,"['France', 'Spain']"
By how many dollars did the federal deficit change from Obama's first federal budget to his last?,"[481000000000.0, 335000000000.0]"
"Out of the novels written by Haruki Murakami, which ones draw on actual historical events as part of their plots?","['Hear the Wind Sing', 'Norwegian Wood']"
How does the average Billboard 200 ranking of Taylor Swift albums compare to that of Rihanna?,[3.0]
What was the average number of Knesset seats held by Arab parties in the 1990s compared to the 2010s?,[8.0]
Who was the first Asian novelist ever to win a Hugo Award for Best Novel?,"['Ken Liu', 'Cixin Liu']"
Which two kingdoms were the last to declare war on Sweden during the Great Northern War?,"['Great Britain', 'Hanover']"
"Which Academy award winning directors are women, born outside the US?","['Chloe Zhao', 'Jane Campion']"
"looking at Latvia's biggest export partners, where do the other Baltic countries rank?","['Lithuania', '1']"
what percent of nominees for best picture Oscar were directed by women in 2021 compared to 2010?,[25.0]
"which spider-man story arcs following Origin of the Species have featured the hobgoblin, and when were they published?","['Big Time', 'November 2010–March 2011']"
Which other tech companies have their headquarters in the same city as Microsoft?,"['Nintendo of America', 'Mindtree']"
What has been the average number of children per Spanish monarch during the 1800s compared to the 2000s?,[5.285714285714286]
Name the NFL team that has won the same number of super bowl titles as the green bay packers ?,"['Kansas City Chiefs', 'New York Giants']"
Which Slavic languages are spoken by fewer than 50 million people but more than 25 million?,"['Ukrainian', 'Polish']"
"What was the percentage of Grammy record of the year winners that were men up until 1980, compared to their percentage in 1980-2000?",[79.41176470588235]
Which of the United States' fellow NAFTA members also signed onto the Trans-Pacific Partnership?,"['Canada', 'Mexico']"
what percentage of DR Congo's economy is service related compared to its neighbors?,['33.1%']
Which three states have the highest support rates of same sex marriage in the US and which three states have the lowest support?,"['Massachusetts', 'Washington', 'Maine']"
What is the main difference between the parliamentary election system in Israel to that of Germany?,['The closed-list method of party-list proportional representation']
What was the average happiness score of Scandinavian countries compared to that of South American countries in 2020?,[7.567]
What percentage of films that grossed over 100 million dollars were superhero movies in 2019 vs 2009?,[40.0]
What percentage of the NFL team raiders were rookies in 2020 compared to the percentage of rookies in the 2019 ?,[18.9873417721519]
"Which team has won more Super Bowls, New York Jets or Seattle Seahawks?","['New York Jets', 'Seattle Seahawks']"
Which cast members of Seinfeld won an Emmy award for shows other than Seinfeld?,"['Julia Louis-Dreyfus', 'Jason Alexander']"
Which nation has been the most frequent enemy of Britian throughout history?,"['France', 'Spain']"
What's the difference between the Roman Empire and the Holy Roman Empire?,['The Roman Empire was the post-Republican period of ancient Rome.']
"Did Aerys Targaryen order the deaths of any of Jon Snow's family members? If so, whom?","['Rickard Stark', 'Brandon Stark']"
"Who were the rulers of England when it was a republic, what was their title?","['Richard Cromwell', 'Lord Protector of the Commonwealth of England, Scotland and Ireland']"
What are the top two rarest big cat species found in the wild?,"['Tiger', 'Cheetah']"
What's the average age of first marriages for women in Scandinavia compared to those in the Balkans?,[33.56666666666667]
Who has been the most frequent enemy of Vietnam during the Nguyen Dynasty?,"['Rattanakosin Siam', 'France']"
What are the main differences between the election system in Germany and the US?,"['Plurality voting refers to electoral systems in which the candidate in an electoral district who poll more than any other (that is, receive a plurality) are elected. Under single-winner plurality voting, and in systems based on single-member districts, plurality voting is called single member  plurality (SMP), which is widely known as first-past-the-post. In SMP/FPTP the leading candidate, whether or not they have a majority of votes, is elected.', 'Party-list proportional representation (list-PR) is a subset of proportional representation electoral systems in which multiple candidates are elected (e.g., elections to parliament) through their position on an electoral list. They can also be used as part of mixed-member electoral systems.']"
"What were the average highest and average lowest approval ratings of all US presidents over the past fifty years, when grouped by party affiliation?","['Republican', 74.28571428571429, 32.285714285714285]"
"Which parties are projected to gain more seats in the next election in the Netherlands, based on recent polls?","['Socialist Party', 'Reformed Political Party']"
"Tell me what years was the drama show Emmy won by an actor or actress born outside of the US, UK, Canada or Australia, and also list also their name.","['Bruce Willis', '1987']"
What is the worst selling album to win a Grammy for Album of the Year since 2010?,"['Morning Phase', 'Golden Hour']"
"What's the average number of years for UK three-starred Michelin restaurants to have been in operation before being rated, compared to US Michelin restaurants?",[11.0]
What are the population growth and total fertility rates of Burkina Faso?,['2.46']
Jan Zizka was alive during the reigns of which Holy Roman Emperors?,"['Charles IV', 'Sigismund']"
Compare the Spanish flu outbreak to that of the Russian flu in terms of infections.,['500 million (estimated)']
Which Kubrick films took place in the 1960s?,"['Full Metal Jacket', 'Dr. Strangelove']"
Who was the oldest player on the 2021 Atlanta Braves World Series winning team?,"['Jeff Mathis', 'Jesse Chavez']"
Which nobel prize has the fewest number of Asian-born recipients?,"['Physiology or Medicine', 'Literature']"
Which NFL teams have won more than nine regular season games in every year since 2018?,"['Buffalo Bills', 'Kansas City Chiefs']"
Which Game of Thrones shooting locations were outside of Europe?,"['Canada', 'Morocco']"
"Looking at the most common cancer types in men and women, describe their early symptoms.","['lung cancer', 'prostate cancer', 'colorectal cancer', 'stomach cancer', ['Coughing (including coughing up blood)', 'shortness of breath', 'chest pain'], ['erectile dysfunction, blood in the urine or semen, or trouble urinating – often frequent urination and slow or weak urine stream.'], ['Worsening constipation', 'Blood in the stool', 'Decrease in stool caliber (thickness)', 'Loss of appetite', 'Loss of weight', 'Nausea in someone over 50 years old', 'Vomiting in someone over 50 years old', 'Anemia', 'Weight loss associated with rectal bleeding', ""Changes in a person's bowel habit associated with rectal bleeding""], ['Heartburn', 'Bloating', 'Upper abdominal pain', 'Nausea', 'Belching', 'Loss of appetite']]"
Which two noble families did the French Bourbon kings marry into the most?,"['Habsburg', 'Savoy']"
How did the representation of the extreme left in the French assembly change over the past fifty years?,[14.89795918367347]
Which EGOT winners also have a degree from an Ivy League university?,"['Robert Lopez', 'John Legend']"
Which political parties in Zambia have once led its government but no longer hold any seats in its national assembly?,"['United National Independence Party (UNIP)', 'Movement for Multi-Party Democracy (MMD)']"
What percentage of the Billboard Hot 100 singles were classified as hip-hop in 1990 versus 2021?,[18.181818181818183]
Which NFC East teams won at least 7 games in 2015?,"['Washington Redskins', 'Philadelphia Eagles']"
What is the major political party in Ireland?,"['Fianna Fáil', 'Sinn Féin']"
What are the political parties in Trinidad on Tobago's parliament?,"['PNM', 'UNC']"
What are the two largest parties in Slovenia's legislature?,"['Freedom Movement', 'Slovenian Democratic Party']"
What are the top two fruits in terms of vitamin K per unit mass?,"['Kiwifruit', 'Blueberries']"
Which player was oldest when leading the NFL in tackles?,"['Chris Spielman', 'Paul Posluszny']"
Which director has Meryl Streep worked with most frequently?,"['Mike Nichols', 'Greg MacGillivray']"
"Which countries, bordering Lebanon, were also allies of Lebanon during a war or battle during the 20th century?","['Syria', 'Israel']"
What's been the percentage of VMA winning male singers or boy bands in 2020 compared to 2000?,[33.333333333333336]
"Of the past 20 Super Bowl wins, which had a final point spread greater than 14?","['XLVIII', 'LV']"
What is the percentage of black artists that has occupied the Billboard Top 10 in 2010 vs 2020?,[56.89655172413793]
What percentage does agriculture make of the economy of El Salvador compared to its neighbors?,['10.50%']
Who was responsible for the deaths of each of Alexander the Great's brothers?,"['Olympias', 'Alexander III']"
which European countries supported the Afghan mujahedeen during the Soviet-Afghan War?,"['United Kingdom', 'West Germany']"
Which WNBA point guards have lead the league in scoring while averaging at least 22 points and 4 assists in a single season?,"['Cynthia Cooper', 'Diana Taurasi']"
What was the number of wide receivers in the Baltimore ravens team in 2018 compared to the 2020 team ?,[11]
Have any actors appeared on both House of the Dragon and The Last Kingdom?,"['Ewan Mitchell', 'Phia Saban']"
What teams have won a Super Bowl when it was hosted in their own stadium?,"['Tampa Bay Buccaneers', 'Los Angeles Rams']"
Has Leo Tolstoy written more novellas and novels about romance or adventure?,"['romance', 'adventure']"
"Which 2 countries, bordering Hungary, has Hungary had the most armed conflicts against?","['Holy Roman Empire', 'Wallachia']"
Which NBA teams in the western conference last year had a regular season record over .6?,"['Denver Nuggets', 'Memphis Grizzlies']"
What are the different branches and offices of the Biden White House?,['{}']
Which of the Premier-League teams located in London has the highest proportion of British-born players?,"['Charlton Athletic', 'Wimbledon']"
"Which 2 movies, starring Meg Ryan, have grossed the lowest box office takes","['Serious Moonlight', 'Promised Land']"
What's the percentage of Greek desserts that are cakes compared to those in French cuisine?,[14.705882352941176]
What is the percentage of 3-star Michelin restaurants belonging to the French cuisine in the UK compared to the USA?,[75.0]
Which art schools in Budapest also have a graphic design program?,"['Hungarian University of Fine Arts', 'Moholy-Nagy University of Art and Design']"
How many landlocked countries are in Europe compared to Asia?,[16]
"Which, if any, Oscar-winning director has also won an award for Best Screenplay for a movie that he or she did not direct?","['Oliver Stone', 'Francis Ford Coppola']"
Which Canadian provinces are most likely to vote for conservative candidates based on the past three elections?,"['Alberta', 'Saskatchewan']"
"Which two political parties, during the past three elections, have garnered the least of New Zealander's votes (cumulative totals)?","['Attica Project', 'Communist League']"
Which country has fought the most wars against the US?,"['Cheyenne', 'Arapaho']"
what were the last two sci-fi movies to be nominated for a best picture Oscar?,"['Everything Everywhere All at Once', 'Avatar: The Way of Water']"
How many female authors have won a Hugo for best novel compared to the number who have won a Nebula Award for best novel?,[17]
What's the average median age of countries in the south of Europe compared to countries in its north?,[42.03157894736842]
what factors drove the decision to change eSwatini's name?,"['mark the 50th anniversary of Swazi independence', 'prevent confusion with the similarly named Switzerland']"
How many R&B artists headlined the Super Bowl halftime in 2006-2014 versus 2015-2023?,[4]
Compare the percentage of singers among the most popular Twitter accounts to that of the most popular accounts on Instagram.,[34.0]
How does the average Billboard 200 ranking of Taylor Swift albums compares to that of Rihanna?,[1.2857142857142858]
Which of the twenty Roman deities did not have an analogue among the Greek gods?,"['Janus', 'Genius']"
How many of the world's twenty highest ranked male tennis players of 2022 were over the age of 30 compared to women?,[3]
Which political party that didn't exist 50 years ago received the most votes in the most recent parliamentary election in the United Kingdom?,"['Liberal Democrats', 'Liberal']"
Which of the Big Five American tech firms was founded by the youngest person?,"['Meta', 'Microsoft']"
"Between the 13th to 18th century, which country has most often been defeated by Poland in war?","['Crimean Khanate', 'Ottoman Empire']"
How has the percentage of women Nobel prize winners changed over the past 30 years?,[9.090909090909092]
What are the three most common baby girl names in France compared to those in Belgium?,"['Jade', 'Emma', 'Louise']"
Name the prime ministers of India who served for more than 10 years ?,"['Jawaharlal Nehru', 'Indira Gandhi']"
Which kingdoms had managed to defeat the Mughals in battle during the rule of Aurangzeb?,"['Ahom Kingdom', 'Maratha Empire']"
Which American President had the worst approval ratings since Nixon?,"['George H. W. Bush', 'George W. Bush']"
Were any of the Great Unifiers of Japan at the siege of Inabayama Castle?,"['Oda Nobunaga', 'Toyotomi Hideyoshi']"
What are the three most common first names among the first twenty US Presidents and the last twenty US Presidents respectively?,"['James', 'John', 'Andrew']"
Which Western European republics saw the head of their deposed royal family attempt to restore the monarchy?,"['Portugal', 'France']"
Which three NBA players have lead the league in scoring the most? Tell me their name and for how many years.,"['Michael Jordan', 10]"
What are the different means used for measuring economic inequality?,"['Gini index', 'Theil index', 'Hoover index']"
Who were the three longest reigning kings of France?,"['Louis XIV the Great the Sun King', 'Louis XV the Beloved', 'Philip I the Amorous']"
What is the most common ingredient in the national dishes of all South American countries?,"['beef', 'chicken', 'Chicken']"
List the three departments with the highest percent support for Marine Le Pen during the first round of the French presidential election.,"['Mayotte', 'Aisne', 'Pas-de-Calais']"
"Tell me the numbers of French, Dutch and Greek cheeses listed.",[175]
Who were the last three women to receive the Nobel Peace Prize?,"['Narges Mohammadi', 'Maria Ressa', 'Nadia Murad']"
What are the top three export markets for products from Vietnam ?,"['United States', 'China', 'European Union']"
Which out of the most common Jewish Israeli names for girls are not biblical?,"['Maya', 'Lia', 'Adele']"
"Out of the novels written by Mark Twain, which ones were set in a time period differing from the period in which Twain was living?","['The Prince and the Pauper', ""A Connecticut Yankee in King Arthur's Court"", 'Personal Recollections of Joan of Arc']"
Which USA presidents elected in the 21st century have written at least one book before their election?,"['George W. Bush', 'Barack Obama', 'Joe Biden']"
"Who was runner up to Benjamin Netanyahu during the first, second and third elections where he was elected prime minister?","['Shimon Peres', 'Tzipi Livni', 'Yair Lapid']"
Which actress appeared most frequently in films directed by Hitchcock?,"['Clare Greet', 'Hannah Jones', 'Phyllis Konstam']"
Which kingdom has Bulgaria fought with the most during the 12th and 13th centuries?,"['Serbian Principality', 'Serbia', 'Serbian Kingdom']"
Which MLB players who competed in the most recent World Series had a father who also played professional baseball?,"['Jonathan Hernández', 'Bryce Jarvis', 'Paul Sewald']"
Who were the last three queens to actually rule over Sweden?,"['Ulrika Eleonora', 'Christina', 'Margaret']"
Which country has won the most Olympic silver medals in basketball?,"['France', 'Soviet Union', 'Spain']"
Which MLB team (AL and NL combined) has had the most managers win Manager of the Year from 1990-2020?,"['Atlanta Braves', 'Chicago White Sox', 'Minnesota Twins']"
Which celebrities have dated one of the Kardashian sisters?,"['Scott Disick', 'Younes Bendjima', 'Travis Barker']"
"How many Liberian Senators represent the United Party, name those senators and the counties they represent?","['Morris G. Saytumah', 'Bomi County']"
Which three James Bond movies grossed the least amount of money?,"['Dr. No', 'From Russia with Love', ""On Her Majesty's Secret Service""]"
"Which three women received the most first round votes ever, in any of the past five French presidential elections?","['Ségolène Royal', 'Marine Le Pen', 'Valérie Pécresse']"
What was the percentage of rap songs in the billboard top 100 at the end of each decade since 1980?,"['1990s', 14.285714285714286]"
Which three NBA teams have the highest number of international players on their roster?,"['Portland Trail Blazers', 'Dallas Mavericks', 'Orlando Magic']"
"Did Rwanda declare war against anybody in the 20th century, and if so, what was the reason?","[True, 'Targeting rebel groups that had taken refuge in Zaire after the 1994 genocide in Rwanda.', 'To rout out elements of the FDLR from eastern Congo']"
what are the three largest ethnic groups in Ghana?,"['45.7% Akans', '18.5% Mole-Dagbon', '12.8% Ewe']"
"Who were the three youngest US Poet Laureates ever to be appointed, and how old were they when appointed?","['1946–1947: Karl Shapiro', '33']"
What are some good sources of calcium that would be consistent with a vegan diet?,"['kale', 'soy products', 'fortified breakfast cereals']"
"What percentage of musicians with Billboard Year-end Hot 100 singles were born outside the United States in 2020, 2010 and 2000?",[13.08411214953271]
Which live-action feature films from the twenty-first century have featured both Batman and Superman?,"['Batman v Superman: Dawn of Justice', 'Justice League', ""Zack Snyder's Justice League""]"
What are the political views of the party to which each Scandinavian country's prime minister belongs to?,"['Norway', 'social-democratic ideals']"
List the joint import partners shared both by South Africa and all of its bordering countries.,"['China', 'United States', 'India']"
"What was the percentages of female actors in the cast of the Emmy award winning comedy series in 1999, 2009 and 2019?",[48.717948717948715]
Which Operas composed by Richard Strauss are based on Greek mythology?,"['Elektra', 'Daphne', 'Ariadne auf Naxos, second version']"
"Who are the NFL head coaches for Buffalo bills, Pittsburg Steelers and the New York giants?",['Sean McDermott']
Who are the top three MLB homerun hitters of all time that were born in the Dominican Republic?,"['Albert Pujols', 'Sammy Sosa', 'Manny Ramirez']"
Which three types of nuts have the highest sugar content per 100 g of serving ?,"['Chestnut', 'Pistachio', 'Coconut']"
What were the offensive weapons wielded by the armies of Alexander the Great's Persian enemies?,"['short spears', 'swords or large daggers', 'bow and arrows']"
Which cities in Japan have at least three 3-star Michelin restaurants?,"['Kyoto', 'Osaka', 'Tokyo']"
Who are the children of the last three US presidents?,"['Beau', 'Hunter', 'Naomi', 'Ashley']"
Who in the first two seasons of The White Lotus can be considered Gen Z?,"['Fred Hechinger', 'Kekoa Scott Kekumano', 'Sydney Sweeney']"
"Which player, averaging more than 20 points per game, has won the most NBA championships since 2010?","['Curry, Stephen', 'Stephen Curry', 'James, LeBron']"
Which 3 Neil Simon plays that have opened on Broadway have the most female roles?,"['Sweet Charity (1966)', 'California Suite (1976)', 'Little Me (1962)']"
List all the female prime ministers of UK past and/or present.,"['Margaret Thatcher', 'Theresa May', 'Liz Truss']"
"How many albums has each of the following artists released: Kendrick Lamar, Taylor Swift, Rihanna?",[5]
What are the top 3 most common professions among the fathers of Oscar winners for best actress?,"['Actor', 'patent attorney', 'teacher']"
"What age were Raphael Nadale, Roger Federer and Serena Williams when each of them had won his first Grand Slam?",['19']
Which That's So Raven Directors directed at least 10 episodes of the show?,"['Eric Dean Seaton', 'Rich Correll', 'Sean McNamara']"
"Over the past decade, which NBA players have won the MVP award without leading the league in scoring?","['Giannis Antetokounmpo', 'Nikola Jokić', 'LeBron James']"
Which country has lost the most in the FIFA world cup finals?,"['Argentina', 'West Germany', 'Netherlands']"
What current HBO dramas rank higher than Euphoria in terms of their most recent season's average rating?,"['The Gilded Age', 'House of the Dragon', 'The Last of Us']"
Which of the animals mentioned in the Jungle Book do not eat meat?,"[""(Steller's) sea cow"", 'porcupine', 'Indian elephant']"
What has been the highest annual salary earned by an NBA player in each decade since the nineties?,"['2000s', 28000000.0]"
What's the average length of MCU films and which are the longest and shortest ones?,[131.51724137931035]
