question,gold_answer,result_cleaned,result,sparql
What is the  Award recieved in 2008 by the tv series wizards of waverly place,Directors Guild of America Award for Outstanding Directing – Children's Programs,,,"SELECT ?award WHERE {
  wd:Q184342 wdt:P166 ?award .
  ?award wdt:P577 ""2008"" ^^ xsd:gYear
}"
Which 1925 novel set in the Jazz age is hailed as a Great American Novel,The Great Gatsby,,,"SELECT ?novel WHERE {
  ?novel wdt:P1387 ""The Great Gatsby"" .
  ?novel wdt:P571 ""1925"" .
}"
"What is the name of the first movie in the series, Lord of the Rings",The Lord of the Rings: The Fellowship of the Ring,,,"SELECT ?movie WHERE {
  ?movie wdt:P1476 ""The Lord of the Rings: The Fellowship of the Ring""
}"
What's the name of the 1960 psychological horror film produced and directed by Alfred Hitchcock,Psycho,,,"SELECT ?film WHERE {
  wd:Q7374 wdt:P57 ?film .
  ?film wdt:P577 ""1960"" .
  ?film wdt:P136 ""psychological horror""
}"
What is the name of the chef that won the Master Chef Australia season twelve,Emelia Jackson,,,"SELECT ?chef WHERE {
  ?season wdt:P1346 ?chef .
  ?season wdt:P4908 'Season 12' .
}"
Who was the Manager of St Johnstone F.C. when they won the 2014 Scottish Cup,Tommy Wright,Simo Valakari,"| manager                    |
| -------------------------- |
| Simo Valakari (wd:Q643105) |","SELECT ?manager WHERE {
  wd:Q268776 wdt:P286 ?manager
}"
"What year did the book The Cat in the Hat, by Dr Seuss come out",1957,1957-03-12T00:00:00Z,"| publicationDate                     |
| ----------------------------------- |
| 1957-03-12T00:00:00Z (xsd:dateTime) |","SELECT ?publicationDate WHERE {
  wd:Q973053 wdt:P577 ?publicationDate .
}"
Director name of the first season “somebody’s dead” in the tv series Big Little Lies,Jean-Marc Vallée,,,"SELECT ?director WHERE {
  wd:Q30751274 wdt:P57 ?director
}"
What is the Publication date of the Second book of the series His Dark Materials,22 July 1997,,,
Which book by John le Carré was the last to feature the character George Smiley,A Legacy of Spies,"Smiley's People
The Honourable Schoolboy
A Murder of Quality
The Looking Glass War
The Secret Pilgrim
The Spy Who Came in from the Cold
Tinker Tailor Soldier Spy
Call for the Dead","| book                                           |
| ---------------------------------------------- |
| Smiley's People (wd:Q1231505)                  |
| The Honourable Schoolboy (wd:Q1239133)         |
| A Murder of Quality (wd:Q1305005)              |
| The Looking Glass War (wd:Q268112)             |
| The Secret Pilgrim (wd:Q444213)                |
| The Spy Who Came in from the Cold (wd:Q468071) |
| Tinker Tailor Soldier Spy (wd:Q582811)         |
| Call for the Dead (wd:Q652350)                 |","SELECT ?book WHERE {
  wd:Q2335880 wdt:P1441 ?book
}"
What is the award received in 1990 for Most Promising Actress by Vanessa Paradis,César Award,César Award for Best Actress,"| award                                    |
| ---------------------------------------- |
| César Award for Best Actress (wd:Q24241) |","SELECT ?award WHERE {
  wd:Q51023 wdt:P1411 ?award .
  FILTER(?award = wd:Q24241)
}"
who won the best visual effects award in 2021 satellite award for Tenet movie,Andrew Jackson,,,"SELECT ?award WHERE {
  wd:Q63985561 wdt:P166 ?award
}"
How many goals did Pele scored for New York Cosmos in the year 1975,17,"New York Cosmos|North American Soccer League
Santos F.C.|Campeonato Paulista de Futebol
Santos F.C.|Campeonato Brasileiro Série A","| team                         | year                                         |
| ---------------------------- | -------------------------------------------- |
| New York Cosmos (wd:Q646135) | North American Soccer League (wd:Q1095556)   |
| Santos F.C. (wd:Q80955)      | Campeonato Paulista de Futebol (wd:Q1348155) |
| Santos F.C. (wd:Q80955)      | Campeonato Brasileiro Série A (wd:Q206813)   |","SELECT ?team ?year WHERE {
  wd:Q12897 wdt:P54 ?team .
  ?team wdt:P118 ?year .
}"
Which is the first book of the novel series Little House on the Prairie,Little House in the Big Woods,Little House in the Big Woods (lang:en)|1932-01-01T00:00:00Z,"| title                                   | publicationDate                     |
| --------------------------------------- | ----------------------------------- |
| Little House in the Big Woods (lang:en) | 1932-01-01T00:00:00Z (xsd:dateTime) |","SELECT ?title ?publicationDate WHERE {
  wd:Q7173181 wdt:P1476 ?title .
  wd:Q7173181 wdt:P577 ?publicationDate .
}"
What was the next feature film Robert Zemeckis directed after Back to the Future,Who Framed Roger Rabbit,,,"SELECT ?film WHERE {
  wd:Q187364 wdt:P57 ?film .
  ?film wdt:P1575 ?year .
  FILTER(?year > 1985)
}
ORDER BY ?year
LIMIT 1"
Which 1992 legal drama movie starring Tom Cruise that was written by Aaron Sorkin,A Few Good Men,,,"SELECT ?movie WHERE {
  ?movie wdt:P136 wd:Q643873 .
  ?movie wdt:P1283 wd:Q37079 .
  ?movie wdt:P58 wd:Q299194 .
}"
What year was the book Angry Blonde written by the rapper Eminem get published,2000,|2000-11-21T00:00:00Z,"| book | publicationDate                     |
| ---- | ----------------------------------- |
|      | 2000-11-21T00:00:00Z (xsd:dateTime) |","SELECT ?book ?publicationDate WHERE {
  wd:Q16825144 wdt:P577 ?publicationDate
}"
Who was the first winner of the first season of the TV series Survivor,Richard Hatch,Tommy Sheehan,"| winner                       |
| ---------------------------- |
| Tommy Sheehan (wd:Q80841422) |","SELECT ?winner WHERE {
  wd:Q63868125 wdt:P1346 ?winner
}"
"How many players in the Columbus Crew Soccer Club as of December 1, 2021",31,,,SELECT COUNT(?player) WHERE { ?player wdt:P1082 wd:Q457163 }
For which 1979 movie did Dustin Hoffman win an Academy Award for Best Actor,Kramer vs. Kramer,,,"SELECT ?movie WHERE {
  wd:Q42930 wdt:P166 wd:Q103916 .
  ?movie wdt:P1283 wd:Q42930 .
}"
What is the title of the second film in the Star Wars prequel trilogy,Star Wars: The Last Jedi,,,"SELECT ?title WHERE {
  ?film wdt:P1530 ?title .
  ?film wdt:P31 wd:Q12058683 .
  ?film wdt:P151 wd:Q11255746 .
}
LIMIT 1
OFFSET 1"
Which album by Metallica was released first: Ride the Lightning or Master of Puppets,Ride the Lightning,1984-07-30T00:00:00Z,"| releaseDate                         |
| ----------------------------------- |
| 1984-07-30T00:00:00Z (xsd:dateTime) |","SELECT ?releaseDate WHERE {
  wd:Q190989 wdt:P577 ?releaseDate
}"
How many goals did Pele scored for New York Cosmos in the year 1976,26,"Lesego Radiakanyo|Double Action Ladies Football Club|4.0
Lesego Radiakanyo|Botswana women's national football team|4.0
Lesego Radiakanyo|Prisons XI Gaborone|4.0
Sikiru Alimi|Maghreb Association Sportive de Fès|23.0
Sikiru Alimi|Lobi Stars F.C.|23.0
...|...|...
Megan Dunnigan|Fimleikafélag Hafnarfjarðar|11.0
Megan Dunnigan|Stephen F. Austin Lumberjacks and Ladyjacks|11.0
Megan Dunnigan|Stjarnan|11.0
Paula Tomás Serer|Aston Villa W.F.C.|1.0
Paula Tomás Serer|Levante UD|1.0","| player                            | team                                                     | goals              |
| --------------------------------- | -------------------------------------------------------- | ------------------ |
| Lesego Radiakanyo (wd:Q106087883) | Double Action Ladies Football Club (wd:Q113835243)       | 4.0 (xsd:decimal)  |
| Lesego Radiakanyo (wd:Q106087883) | Botswana women's national football team (wd:Q3067093)    | 4.0 (xsd:decimal)  |
| Lesego Radiakanyo (wd:Q106087883) | Prisons XI Gaborone (wd:Q85794572)                       | 4.0 (xsd:decimal)  |
| Sikiru Alimi (wd:Q106626576)      | Maghreb Association Sportive de Fès (wd:Q1121108)        | 23.0 (xsd:decimal) |
| Sikiru Alimi (wd:Q106626576)      | Lobi Stars F.C. (wd:Q1412829)                            | 23.0 (xsd:decimal) |
| ...                               | ...                                                      | ...                |
| Megan Dunnigan (wd:Q97748583)     | Fimleikafélag Hafnarfjarðar (wd:Q498536)                 | 11.0 (xsd:decimal) |
| Megan Dunnigan (wd:Q97748583)     | Stephen F. Austin Lumberjacks and Ladyjacks (wd:Q578165) | 11.0 (xsd:decimal) |
| Megan Dunnigan (wd:Q97748583)     | Stjarnan (wd:Q7617707)                                   | 11.0 (xsd:decimal) |
| Paula Tomás Serer (wd:Q97749402)  | Aston Villa W.F.C. (wd:Q4811037)                         | 1.0 (xsd:decimal)  |
| Paula Tomás Serer (wd:Q97749402)  | Levante UD (wd:Q8823)                                    | 1.0 (xsd:decimal)  |","SELECT ?player ?team ?goals WHERE {
  ?player wdt:P54 ?team .
  ?player wdt:P1351 ?goals .
}"
What team did New York FC defeated to win the MLS Cup in 2021,Portland Timbers,"Portland Timbers
New York City FC","| team                            |
| ------------------------------- |
| Portland Timbers (wd:Q1031200)  |
| New York City FC (wd:Q13361030) |","SELECT ?team WHERE {
  wd:Q109944339 wdt:P1923 ?team
}"
What year was Michael Jackson inducted into the Rock and Roll Hall of Fame,"1997, 2001",,,"SELECT ?date WHERE {
  wd:Q1928065 wdt:P166 wd:Q179191 .
  ?date wdt:P571 wd:Q179191
}"
What is the title of the fourth film in the Star Wars film series,Star Wars: Episode I – The Phantom Menace,"Star Wars: Episode I – The Phantom Menace|Star Wars Episode I: Den skjulte trussel (lang:nb)
Star Wars: Episode I – The Phantom Menace|Star Wars Episode I: Den skjulte trussel (lang:nn)
Star Wars: Episode I – The Phantom Menace|Star Wars Episode I: Den usynlige fjende (lang:da)
Star Wars: Episode I – The Phantom Menace|Star Wars: Episode I – Die dunkle Bedrohung (lang:de)
Star Wars: Episode I – The Phantom Menace|Star Wars: Episode I – Die dunkle Bedrohung (lang:de-ch)
...|...
Star Wars: Episode III – Revenge of the Sith|Star Wars Episode III: Revenge Of The Sith (lang:an)
Star Wars: Episode III – Revenge of the Sith|Star Wars Episode III: Sithene tar hevn (lang:nb)
Star Wars: Episode III – Revenge of the Sith|Star Wars Episode III: Sithene tar hevn (lang:nn)
Star Wars: Episode III – Revenge of the Sith|Star Wars Episode III: Sith-fyrsternes hævn (lang:da)
Escape from the Jedi Temple|Lego Star Wars: Die neuen Yoda-Chroniken: Episode IV – Flucht aus dem Jedi-Tempel (lang:de)","| film                                                     | filmLabel                                                                                   |
| -------------------------------------------------------- | ------------------------------------------------------------------------------------------- |
| Star Wars: Episode I – The Phantom Menace (wd:Q165713)   | Star Wars Episode I: Den skjulte trussel (lang:nb)                                          |
| Star Wars: Episode I – The Phantom Menace (wd:Q165713)   | Star Wars Episode I: Den skjulte trussel (lang:nn)                                          |
| Star Wars: Episode I – The Phantom Menace (wd:Q165713)   | Star Wars Episode I: Den usynlige fjende (lang:da)                                          |
| Star Wars: Episode I – The Phantom Menace (wd:Q165713)   | Star Wars: Episode I – Die dunkle Bedrohung (lang:de)                                       |
| Star Wars: Episode I – The Phantom Menace (wd:Q165713)   | Star Wars: Episode I – Die dunkle Bedrohung (lang:de-ch)                                    |
| ...                                                      | ...                                                                                         |
| Star Wars: Episode III – Revenge of the Sith (wd:Q42051) | Star Wars Episode III: Revenge Of The Sith (lang:an)                                        |
| Star Wars: Episode III – Revenge of the Sith (wd:Q42051) | Star Wars Episode III: Sithene tar hevn (lang:nb)                                           |
| Star Wars: Episode III – Revenge of the Sith (wd:Q42051) | Star Wars Episode III: Sithene tar hevn (lang:nn)                                           |
| Star Wars: Episode III – Revenge of the Sith (wd:Q42051) | Star Wars Episode III: Sith-fyrsternes hævn (lang:da)                                       |
| Escape from the Jedi Temple (wd:Q75015398)               | Lego Star Wars: Die neuen Yoda-Chroniken: Episode IV – Flucht aus dem Jedi-Tempel (lang:de) |","SELECT ?film ?filmLabel WHERE {
  ?film wdt:P31 wd:Q11424 .
  ?film rdfs:label ?filmLabel .
  FILTER(CONTAINS(STR(?filmLabel) , 'Star Wars') && CONTAINS(STR(?filmLabel) , 'Episode I'))
}"
in which award won the best song of MTV Europe music awards in 2021,Bad Habits,,,"SELECT ?award WHERE {
  wd:Q207599 wdt:P1495 ?award
}"
"When was Angels & Demons, the first book in the Robert Landon series, published",01 May 2000,Angels & Demons|2000-01-01T00:00:00Z,"| book                         | date                                |
| ---------------------------- | ----------------------------------- |
| Angels & Demons (wd:Q182502) | 2000-01-01T00:00:00Z (xsd:dateTime) |","SELECT ?book ?date WHERE {
  ?book wdt:P577 ?date .
  FILTER(?book = wd:Q182502)
}"
How many tracks were on side two of The Police's debut album Outlandos d'Amour,5,,,"SELECT COUNT(*) AS count WHERE { wd:Q862386 wdt:P658 ?track . ?track rdfs:label ?label . FILTER (CONTAINS(STR(?label), 'Next to You') OR CONTAINS(STR(?label), 'So Lonely')) }"
In what year did the El Salvador national football team win the CCCF Championship,1943,,,"SELECT ?year WHERE {
  wd:Q188228 wdt:P1344 wd:Q732052 .
  wd:Q732052 wdt:P585 ?year .
}"
Who did Terence Stamp play in Star Wars: Episode I – The Phantom Menace,Finis Valorum,,,"SELECT ?actor ?character WHERE {
  wd:Q165713 wdt:P161 ?actor .
  ?actor wdt:P453 ?character .
  FILTER(?actor = wd:Q77298)
}"
How many goals did the second place score in the 2020-2021 Premier league season,22,"Leeds United F.C.|67.0
Liverpool F.C.|67.0
Manchester United F.C.|67.0
Fulham F.C.|67.0
Aston Villa F.C.|67.0
...|...
Sheffield United F.C.|67.0
Manchester City F.C.|67.0
Everton F.C.|67.0
Chelsea F.C.|67.0
Arsenal F.C.|67.0","| team                               | goals              |
| ---------------------------------- | ------------------ |
| Leeds United F.C. (wd:Q1128631)    | 67.0 (xsd:decimal) |
| Liverpool F.C. (wd:Q1130849)       | 67.0 (xsd:decimal) |
| Manchester United F.C. (wd:Q18656) | 67.0 (xsd:decimal) |
| Fulham F.C. (wd:Q18708)            | 67.0 (xsd:decimal) |
| Aston Villa F.C. (wd:Q18711)       | 67.0 (xsd:decimal) |
| ...                                | ...                |
| Sheffield United F.C. (wd:Q19607)  | 67.0 (xsd:decimal) |
| Manchester City F.C. (wd:Q50602)   | 67.0 (xsd:decimal) |
| Everton F.C. (wd:Q5794)            | 67.0 (xsd:decimal) |
| Chelsea F.C. (wd:Q9616)            | 67.0 (xsd:decimal) |
| Arsenal F.C. (wd:Q9617)            | 67.0 (xsd:decimal) |","SELECT ?team ?goals WHERE {
  wd:Q69622172 wdt:P1923 ?team .
  wd:Q69622172 wdt:P1351 ?goals
}"
What is the sports team played in 2012 to 2014 by Alessandro Del Piero,Sydney FC,"Juventus FC
Odisha FC
Italy national under-17 football team
Sydney FC
Italy national under-18 football team
Italy men's national association football team
Calcio Padova
Italy national under-21 football team","| team                                                        |
| ----------------------------------------------------------- |
| Juventus FC (wd:Q1422)                                      |
| Odisha FC (wd:Q16838244)                                    |
| Italy national under-17 football team (wd:Q2331232)         |
| Sydney FC (wd:Q330143)                                      |
| Italy national under-18 football team (wd:Q3873513)         |
| Italy men's national association football team (wd:Q676899) |
| Calcio Padova (wd:Q8428)                                    |
| Italy national under-21 football team (wd:Q922698)          |","SELECT ?team WHERE {
  wd:Q624 wdt:P54 ?team
}"
Who were the directors of the episode named MADMAX of the series Stranger Things,Duffer brothers,,,"SELECT ?episode ?director WHERE {
  ?episode wdt:P150 ?director .
  ?episode rdfs:label ?episodeLabel .
  FILTER(CONTAINS(STR(?episodeLabel) , 'MADMAX'))
}"
What is the number of movies in the Home Alone series as of 2021,6,,,SELECT COUNT(*) AS ?count WHERE { wd:Q3627883 wdt:P527 ?movie }
Which is the second book of the novel series Little House on the Prairie,Farmer Boy,Farmer Boy,"| book                     |
| ------------------------ |
| Farmer Boy (wd:Q5435715) |","SELECT ?book WHERE {
  wd:Q5400672 wdt:P527 ?book .
  ?book rdfs:label ?label .
  FILTER(lang(?label) = 'en')
}
ORDER BY ?label
LIMIT 1
OFFSET 1"
"In which 1995 action thriller movie did Antonio Banderas play an assassin, Miguel Bain",Assassins,,,"SELECT ?film WHERE {
  ?film wdt:P577 ""1995"" ^^ xsd:gYear .
}"
What's the last movie Viggo Mortensen acted in before The Fellowship of the Ring,28 Days,,,"SELECT ?film ?filmLabel ?releaseDate WHERE {
  ?film wdt:P1441 wd:Q12340980 .
  ?film wdt:P577 ?releaseDate .
  FILTER((?releaseDate < ""2001-01-01"" ^^ xsd:date))
}
ORDER BY DESC(?releaseDate)
LIMIT 1"
What is the number of goals scored by Julio Salinas for Spain in football,22,1.0,"| goals             |
| ----------------- |
| 1.0 (xsd:decimal) |","SELECT ?goals WHERE {
  wd:Q155290 wdt:P6509 ?goals
}"
What is the first book published in the Loyal League series by Alyssa Cole,An Extraordinary Union,,,
Which actress won the Academy Awards for the best actress in the year 1952,Vivien Leigh,,,"SELECT ?actress WHERE {
  wd:Q103618 wdt:P1346 ?actress .
  ?actress wdt:P571 '1952' ^^ xsd:gYear
}"
Who is the Original Broadcaster of Season 1 of the tv series The Tunnel,Sky Atlantic,"|Canal+
|Sky Atlantic","| series | broadcaster                |
| ------ | -------------------------- |
|        | Canal+ (wd:Q1032540)       |
|        | Sky Atlantic (wd:Q3510971) |","SELECT ?series ?broadcaster WHERE {
  wd:Q15104549 wdt:P449 ?broadcaster
}"
In which year did the player Luís Figo transfer from Barcelona to Real Madrid,2000,"Portugal national under-21 football team
Portugal national under-20 football team
Portugal men's national football team
Portugal national under-17 football team
Portugal national under-18 football team
Inter Milan
Futbol Club Barcelona
Portugal national under-16 football team
Sporting CP
Real Madrid Club de Fútbol","| team                                                   |
| ------------------------------------------------------ |
| Portugal national under-21 football team (wd:Q1630430) |
| Portugal national under-20 football team (wd:Q1772776) |
| Portugal men's national football team (wd:Q267245)     |
| Portugal national under-17 football team (wd:Q3590754) |
| Portugal national under-18 football team (wd:Q3873511) |
| Inter Milan (wd:Q631)                                  |
| Futbol Club Barcelona (wd:Q7156)                       |
| Portugal national under-16 football team (wd:Q7232579) |
| Sporting CP (wd:Q75729)                                |
| Real Madrid Club de Fútbol (wd:Q8682)                  |","SELECT ?team WHERE {
  wd:Q483145 wdt:P54 ?team
}"
Which is the last novel of the book series Diary of a Wimpy Kid,Diary of a Wimpy Kid: Big Shot,,,"SELECT ?book WHERE {
  ?book wdt:P50 wd:Q450263 .
  ?book wdt:P138 wd:Q1339580 .
}"
Which football player was the recipient of 2001 FIFA World Player of the Year,Luís Figo,Luís Figo,"| player                 |
| ---------------------- |
| Luís Figo (wd:Q483145) |","SELECT ?player WHERE {
  wd:Q994943 wdt:P1346 ?player
}"
How many matches has Franz Beckenbauer played for Germany national football team in 1965,3,,,"SELECT DISTINCT ?match WHERE {
  wd:Q4457 wdt:P1129 ?match .
  ?match wdt:P580 ?date .
  FILTER(YEAR(?date) = 1965)
}"
What's the US release date for the second film in the Mad Max series,24 December 1981,"1981-12-24T00:00:00Z
1982-05-21T00:00:00Z
1982-08-27T00:00:00Z","| releaseDate                         |
| ----------------------------------- |
| 1981-12-24T00:00:00Z (xsd:dateTime) |
| 1982-05-21T00:00:00Z (xsd:dateTime) |
| 1982-08-27T00:00:00Z (xsd:dateTime) |","SELECT ?releaseDate WHERE {
  wd:Q1125262 wdt:P577 ?releaseDate .
}"
How many matches has Jan Oblak played for Slovenia national football team in 2014,1,,,"SELECT ?player ?team ?matches WHERE {
  ?player wdt:P1350 ?matches .
  ?player wdt:P1268 ?team .
  ?team wdt:P1532 'Slovenia' .
}"
"What is the second movie in the film series, The Lord of the Rings",The Lord of the Rings: The Two Towers,,,"SELECT ?film (rdfs:label AS ?title) WHERE { ?film wdt:P1476 ?title. FILTER (CONTAINS(STR(?title), 'The Lord of the Rings: The Fellowship of the Ring') OR CONTAINS(STR(?title), 'The Lord of the Rings: The Two Towers') OR CONTAINS(STR(?title), 'The Lord of the Rings: The Return of the King')) } ORDER BY ?title"
When was the first time the US women's soccer team received a gold medal,1996,"1991 CONCACAF Women's Championship
1993 CONCACAF Women's Championship
2002 CONCACAF Women's Gold Cup
2006 CONCACAF Women's Gold Cup
2000 Algarve Cup
...
1994 CONCACAF Women's Championship
football at the 2024 Summer Olympics – women's tournament
football at the 2008 Summer Olympics – women's tournament
2020 SheBelieves Cup
2015 FIFA Women's World Cup","| competition                                                              |
| ------------------------------------------------------------------------ |
| 1991 CONCACAF Women's Championship (wd:Q1024083)                         |
| 1993 CONCACAF Women's Championship (wd:Q1024084)                         |
| 2002 CONCACAF Women's Gold Cup (wd:Q1024090)                             |
| 2006 CONCACAF Women's Gold Cup (wd:Q1024092)                             |
| 2000 Algarve Cup (wd:Q10405137)                                          |
| ...                                                                      |
| 1994 CONCACAF Women's Championship (wd:Q737119)                          |
| football at the 2024 Summer Olympics – women's tournament (wd:Q77732190) |
| football at the 2008 Summer Olympics – women's tournament (wd:Q795011)   |
| 2020 SheBelieves Cup (wd:Q82068741)                                      |
| 2015 FIFA Women's World Cup (wd:Q911847)                                 |","SELECT ?competition WHERE {
  wd:Q334526 wdt:P2522 ?competition
}"
In which year did the novel The Old Man and the Sea come out,1990,"1952-01-01T00:00:00Z
1958-01-01T00:00:00Z","| inceptionDate                       |
| ----------------------------------- |
| 1952-01-01T00:00:00Z (xsd:dateTime) |
| 1958-01-01T00:00:00Z (xsd:dateTime) |","SELECT ?inceptionDate WHERE {
  wd:Q26505 wdt:P571 ?inceptionDate
}"
What is the name of the first part of the book series The Expanse,Leviathan Wakes,"Memory's Legion
Leviathan Falls
Abaddon's Gate
Cibola Burn
Nemesis Games
Babylon's Ashes
Persepolis Rising
Caliban's War
Tiamat's Wrath
Leviathan Wakes","| book                             |
| -------------------------------- |
| Memory's Legion (wd:Q107316456)  |
| Leviathan Falls (wd:Q107316509)  |
| Abaddon's Gate (wd:Q17000766)    |
| Cibola Burn (wd:Q19610145)       |
| Nemesis Games (wd:Q19894682)     |
| Babylon's Ashes (wd:Q22074947)   |
| Persepolis Rising (wd:Q48772056) |
| Caliban's War (wd:Q5019811)      |
| Tiamat's Wrath (wd:Q62481331)    |
| Leviathan Wakes (wd:Q6535598)    |","SELECT ?book WHERE {
  wd:Q19610143 wdt:P527 ?book .
}"
When was the first time the US women's soccer team went to the Olympics,1996,,,"SELECT ?olympics ?date WHERE {
  wd:Q334526 wdt:P1344 ?olympics .
  ?olympics wdt:P31 wd:Q159821 .
  ?olympics wdt:P585 ?date .
}
ORDER BY ?date
LIMIT 1"
Which is the year in which the director Stephen Chow his very first movie,1994,,,
Who directs the first season “somebody’s dead” in the tv series Big Little Lies,Jean-Marc Vallée,,,"SELECT ?director WHERE {
  wd:Q110779028 wdt:P57 ?director
}"
What movie starring Jack Nicholson was the last to be released in the 1990s,As Good as It Gets,Jack Nicholson filmography,"| film                                      |
| ----------------------------------------- |
| Jack Nicholson filmography (wd:Q10753603) |","SELECT ?film WHERE {
  wd:Q39792 wdt:P1283 ?film
}"
Director of season 1 episode 1 in the tv series locke & key,Michael Morris,,,"SELECT ?episode ?director WHERE {
  ?episode wdt:P57 ?director .
  ?episode wdt:P179 wd:Q56274745 .
  ?episode wdt:P57 ?director
}"
How many Golden Globe Awards did One Flew Over the Cuckoo's Nest get,6,,,"SELECT ?film ?award WHERE {
  ?film wdt:P166 ?award .
  ?award wdt:P1082 wd:Q1011547
}"
Who was the Spanish king when part 1 of Don Quixote was published,Philip III of Spain,,,"SELECT ?king WHERE {
  ?king wd:Q34464 wd:Q34464 .
}"
Name of the director who directed the first episode of the show Vikings,Johan Renck,,,"SELECT ?episode ?director WHERE {
  wd:Q2579463 wdt:P136 ?episode .
  ?episode wdt:P57 ?director .
}"
What was New England Revolution's final position after the 2021 regular MLS season,1st,,,"SELECT ?team ?ranking WHERE {
  ?team wdt:P118 wd:Q113517128 .
  ?team wdt:P1352 ?ranking .
}
LIMIT 10"
What is the year the first book of the series Earth's Children published,1980,,,"SELECT ?book ?publicationYear WHERE {
  ?book wdt:P577 ?publicationYear .
  FILTER(CONTAINS(str(?book) , 'The Clan of the Cave Bear'))
}"
Who was the kit manufacturer of Chelsea Football Club from 1981 to 1983,Le Coq Sportif,,,"SELECT ?entity WHERE {
  wd:Q9616 wdt:P5995 ?entity
}"
What was the name of the third series in Empire of the Moghul,Ruler of the World,,,"SELECT ?series WHERE {
  wd:Q5374214 wdt:P1811 ?series
}"
What was Black Eyed Peas' debut album after being signed by Interscope Records,Behind the Front,,,"SELECT ?album WHERE {
  wd:Q134541 wdt:P264 wd:Q231694 .
  ?album wdt:P358 wd:Q134541
}"
In which year was the dystopian science fiction novel Brave New World written,1931,1932-01-01T00:00:00Z,"| publicationDate                     |
| ----------------------------------- |
| 1932-01-01T00:00:00Z (xsd:dateTime) |","SELECT ?publicationDate WHERE {
  wd:Q191949 wdt:P577 ?publicationDate
}"
"Who is Kansas City Wizard's number one goalkeeper as of December 21st, 2021",John Pulskamp,,,"SELECT ?player ?position WHERE {
  ?player wdt:P186 wd:Q329812 .
  ?player wdt:P413 ?position .
}"
Who was the captain of the San Jose Earthquakes from 2009 to 2013,Ramiro Corrales,,,"SELECT ?player WHERE {
  wd:Q575370 wdt:P634 ?player
}"
Who is the author of the The Last Thing he told me book,Laura Dave,Laura Dave,"| author                   |
| ------------------------ |
| Laura Dave (wd:Q6498838) |","SELECT ?author WHERE {
  wd:Q106823028 wdt:P50 ?author
}"
How many goals did Harry Kane score in the 2020-2021 Premier league season,23,,,"SELECT ?goals WHERE {
  wd:Q969725 wdt:P54 wd:Q18741 .
  wd:Q18741 wdt:P118 wd:Q9448 .
  wd:Q9448 wdt:P3450 wd:Q69622172 .
  wd:Q69622172 wdt:P1351 ?goals .
}"
What number of years later was the sequel of The Bourne Identity released,2,The Bourne Supremacy,"| sequel                            |
| --------------------------------- |
| The Bourne Supremacy (wd:Q156608) |","SELECT ?sequel WHERE {
  wd:Q105624 wdt:P156 ?sequel
}"
Is the film Shazam! won National Film and Television Awards won or not,Won,,,"SELECT ?award WHERE {
  wd:Q23685878 wdt:P166 ?award
}"
Who was the kit sponsor for Atlanta United FC in 2016 to present,Adidas,,,
"Antonio Banderas played an assassin, Miguel Bain, in which 1995 action thriller film",Assassins,,,
How many goals did Paul Pogba scored for France national under-18 football team,1,,,SELECT ?property ?value WHERE { wd:Q129027 wdt:P54 ?value . ?value wd:Q1450557 }
What's the name of the first book in the Wheel of Time series,The Eye of the World,,,"SELECT ?book WHERE {
  wd:Q4470 wdt:P527 ?book .
  ?book wdt:P1476 ""The Wheel of Time""
}"
What is the fourth track on the album Slipknot by the band Slipknot,Wait and Bleed,,,"SELECT ?song(STR(?song) AS ?song_label) WHERE {
  ?song wdt:P168 wd:Q743725
}"
How many matches did Paul Pogba played for France national under-18 football team,6,,,"SELECT ?team ?matches WHERE {
  wd:Q129027 wdt:P54 ?team .
  ?team wdt:P1350 ?matches .
}"
"Who played Spock, the Vulcan First Officer, in Star Trek: The Original Series",Leonard Nimoy,"Ethan Peck
Carl Steven
Leonard Nimoy","| actor                      |
| -------------------------- |
| Ethan Peck (wd:Q1320452)   |
| Carl Steven (wd:Q16019236) |
| Leonard Nimoy (wd:Q16345)  |","SELECT ?actor WHERE {
  wd:Q16341 wdt:P175 ?actor
}"
